P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score,SetNo
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,30,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,40,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,40,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,0,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,15,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,40,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,40,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,40,AD,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,40,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,AD,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,30,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,15,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,30,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,30,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,40,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,40,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,40,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,40,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,AD,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,40,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,30,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,40,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,30,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,30,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,15,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,30,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,30,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,30,40,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,0,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,15,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,30,15,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,30,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,40,30,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,0,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,1,0,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,1,1,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,2,1,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,2,2,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,2,3,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,2,4,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,2,2,5,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,1,3,5,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,3,6,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,4,6,5
Benoit Paire,Alex Bogomolov Jr.,hard,1,1,5,6,5
Benoit Paire,Alex Bogomolov Jr.,hard,2,2,0,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,1,2,15,15,5
Lukas Lacko,Somdev Devvarman,hard,1,1,30,15,5
Lukas Lacko,Somdev Devvarman,hard,1,2,30,30,5
Lukas Lacko,Somdev Devvarman,hard,1,1,40,30,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,40,5
Lukas Lacko,Somdev Devvarman,hard,1,1,AD,40,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,40,5
Lukas Lacko,Somdev Devvarman,hard,1,1,AD,40,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,40,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,AD,5
Lukas Lacko,Somdev Devvarman,hard,1,2,0,0,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,15,5
Lukas Lacko,Somdev Devvarman,hard,2,1,15,15,5
Lukas Lacko,Somdev Devvarman,hard,2,2,15,30,5
Lukas Lacko,Somdev Devvarman,hard,2,1,30,30,5
Lukas Lacko,Somdev Devvarman,hard,2,2,30,40,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,1,2,15,15,5
Lukas Lacko,Somdev Devvarman,hard,1,1,30,15,5
Lukas Lacko,Somdev Devvarman,hard,1,2,30,30,5
Lukas Lacko,Somdev Devvarman,hard,1,1,40,30,5
Lukas Lacko,Somdev Devvarman,hard,1,1,0,0,5
Lukas Lacko,Somdev Devvarman,hard,2,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,2,1,30,0,5
Lukas Lacko,Somdev Devvarman,hard,2,2,30,15,5
Lukas Lacko,Somdev Devvarman,hard,2,2,30,30,5
Lukas Lacko,Somdev Devvarman,hard,2,1,40,30,5
Lukas Lacko,Somdev Devvarman,hard,2,1,0,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,1,2,15,15,5
Lukas Lacko,Somdev Devvarman,hard,1,2,15,30,5
Lukas Lacko,Somdev Devvarman,hard,1,2,15,40,5
Lukas Lacko,Somdev Devvarman,hard,1,2,0,0,5
Lukas Lacko,Somdev Devvarman,hard,2,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,2,2,15,15,5
Lukas Lacko,Somdev Devvarman,hard,2,1,30,15,5
Lukas Lacko,Somdev Devvarman,hard,2,1,40,15,5
Lukas Lacko,Somdev Devvarman,hard,2,1,0,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,15,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,30,0,5
Lukas Lacko,Somdev Devvarman,hard,1,1,40,0,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,15,5
Lukas Lacko,Somdev Devvarman,hard,1,2,40,30,5
Lukas Lacko,Somdev Devvarman,hard,1,1,0,0,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,15,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,30,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,40,5
Lukas Lacko,Somdev Devvarman,hard,2,2,0,0,5
Lukas Lacko,Somdev Devvarman,hard,1,2,0,15,5
Lukas Lacko,Somdev Devvarman,hard,1,2,0,30,5
Lukas Lacko,Somdev Devvarman,hard,1,2,0,40,5
