surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Ashleigh Barty,386,253,415,189,37,Amanda Anisimova,378,207,349,135,7,11
Hard,Jessica Pegula,1330,786,1404,653,68,Maria Sakkari,834,509,859,370,63,38
Hard,Barbora Krejcikova,1232,723,1209,488,69,Victoria Azarenka,970,537,937,442,30,33
Hard,Madison Keys,115,60,102,30,6,Paula Badosa,178,104,198,93,16,4
Hard,Danielle Collins,877,510,749,305,45,Elise Mertens,795,433,855,375,47,22
Hard,Alize Cornet,551,311,560,276,20,Simona Halep,492,290,497,240,23,14
Hard,Iga Swiatek,397,271,478,224,30,Sorana Cirstea,468,268,461,191,17,14
Hard,Kaia Kanepi,463,267,412,151,29,Aryna Sabalenka,543,335,543,234,47,15
Hard,Ashleigh Barty,401,249,380,169,29,Jessica Pegula,577,345,618,258,29,15
Hard,Madison Keys,168,86,180,78,9,Barbora Krejcikova,308,188,330,151,17,8
Hard,Danielle Collins,801,460,721,285,52,Alize Cornet,625,319,649,301,7,19
Hard,Iga Swiatek,262,163,265,109,9,Kaia Kanepi,397,221,350,149,24,10
Hard,Ashleigh Barty,0,0,0,0,0,Madison Keys,0,0,0,0,0,0
Hard,Danielle Collins,723,425,627,264,36,Iga Swiatek,657,401,700,294,26,21
Hard,Ashleigh Barty,708,468,754,322,67,Danielle Collins,493,295,426,179,26,20
Hard,Iga Swiatek,788,477,864,373,27,Maria Sakkari,1056,605,1019,417,46,31
Hard,Anett Kontaveit,992,591,899,376,55,Jelena Ostapenko,857,460,879,376,22,30
Hard,Iga Swiatek,795,467,867,361,25,Aryna Sabalenka,1261,760,1280,536,101,33
Hard,Maria Sakkari,216,124,215,83,6,Cori Gauff,365,214,380,146,23,12
Hard,Anett Kontaveit,1498,880,1438,630,75,Ons Jabeur,1413,804,1421,598,84,42
Hard,Jelena Ostapenko,491,270,503,216,11,Garbine Muguruza,912,548,930,406,54,24
Hard,Aryna Sabalenka,1272,771,1268,514,108,Jil Teichmann,796,457,799,304,31,32
Hard,Iga Swiatek,664,409,752,344,19,Daria Kasatkina,879,497,910,399,22,25
Hard,Cori Gauff,815,492,749,322,53,Paula Badosa,584,351,613,281,37,18
Hard,Maria Sakkari,834,509,859,370,63,Jessica Pegula,1330,786,1404,653,68,38
Hard,Ons Jabeur,577,352,596,280,33,Tereza Martincova,662,352,653,283,8,18
Hard,Anett Kontaveit,1086,640,1070,440,48,Elise Mertens,917,517,974,454,64,30
Hard,Garbine Muguruza,296,183,322,131,15,Madison Brengle,239,124,248,105,0,8
Hard,Jelena Ostapenko,675,374,695,305,20,Barbora Krejcikova,1014,582,976,377,39,24
Hard,Iga Swiatek,1021,609,1071,427,36,Anett Kontaveit,1212,719,1147,471,56,38
Hard,Iga Swiatek,788,477,864,373,27,Maria Sakkari,1056,605,1019,417,46,31
Hard,Iga Swiatek,458,283,472,205,21,Simona Halep,653,359,638,295,24,19
Hard,Maria Sakkari,1537,883,1507,630,82,Paula Badosa,1254,721,1216,527,62,44
Hard,Simona Halep,293,173,273,124,19,Petra Martic,257,139,250,105,13,8
Hard,Iga Swiatek,350,211,324,114,17,Madison Keys,170,93,153,59,8,9
Hard,Paula Badosa,832,513,833,342,54,Veronika Kudermetova,754,420,720,266,51,24
Hard,Maria Sakkari,926,529,866,356,34,Elena Rybakina,821,492,785,303,92,27
Hard,Simona Halep,317,175,349,163,12,Sorana Cirstea,479,271,546,220,15,11
Hard,Petra Martic,280,165,288,110,11,Liudmila Samsonova,222,132,237,102,21,6
Hard,Iga Swiatek,852,515,937,382,31,Angelique Kerber,737,407,762,329,14,25
Hard,Madison Keys,0,0,0,0,0,Harriet Dart,0,0,0,0,0,0
Hard,Paula Badosa,624,390,647,310,35,Leylah Fernandez,373,214,349,160,12,16
Hard,Veronika Kudermetova,1154,663,1111,435,81,Marketa Vondrousova,944,554,993,422,38,34
Hard,Maria Sakkari,0,0,0,0,0,Daria Saville,0,0,0,0,0,0
Hard,Elena Rybakina,255,160,252,90,25,Viktorija Golubic,401,224,434,202,1,11
Hard,Iga Swiatek,339,188,367,125,7,Naomi Osaka,322,178,274,111,26,11
Hard,Naomi Osaka,341,217,380,171,35,Belinda Bencic,523,315,507,200,18,15
Hard,Iga Swiatek,801,483,859,350,38,Jessica Pegula,675,407,683,301,27,28
Hard,Belinda Bencic,0,0,0,0,0,Daria Saville,59,35,59,32,1,2
Hard,Naomi Osaka,332,199,313,152,25,Danielle Collins,671,389,627,271,22,18
Hard,Jessica Pegula,1008,600,1066,510,49,Paula Badosa,674,370,650,282,31,26
Hard,Iga Swiatek,761,461,865,374,31,Petra Kvitova,714,439,749,337,54,27
Hard,Belinda Bencic,334,182,351,143,19,Aliaksandra Sasnovich,621,329,611,252,16,17
Hard,Daria Saville,0,0,0,0,0,Lucia Bronzetti,0,0,0,0,0,0
Hard,Naomi Osaka,299,187,272,111,29,Alison Riske Amritraj,194,111,176,81,8,8
Hard,Danielle Collins,1027,623,1002,426,78,Ons Jabeur,1085,652,1103,480,64,31
Hard,Paula Badosa,0,0,0,0,0,Linda Fruhvirtova,0,0,0,0,0,0
Hard,Jessica Pegula,91,53,93,42,4,Anhelina Kalinina,47,22,50,16,1,2
Hard,Petra Kvitova,657,376,661,299,26,Veronika Kudermetova,541,316,593,251,40,18
Hard,Iga Swiatek,521,325,555,228,21,Cori Gauff,918,538,870,361,57,22
Clay,Ons Jabeur,0,0,0,0,0,Jessica Pegula,0,0,0,0,0,0
Clay,Jessica Pegula,0,0,0,0,0,Jil Teichmann,0,0,0,0,0,0
Clay,Ons Jabeur,65,43,74,22,7,Ekaterina Alexandrova,158,101,168,69,27,3
Clay,Jil Teichmann,8,3,17,7,0,Anhelina Kalinina,42,17,54,20,1,2
Clay,Jessica Pegula,41,19,46,13,2,Sara Sorribes Tormo,52,27,84,31,0,2
Clay,Ekaterina Alexandrova,0,0,0,0,0,Amanda Anisimova,0,0,0,0,0,0
Clay,Ons Jabeur,0,0,0,0,0,Simona Halep,0,0,0,0,0,0
Clay,Jil Teichmann,0,0,0,0,0,Elena Rybakina,0,0,0,0,0,0
Clay,Anhelina Kalinina,0,0,0,0,0,Emma Raducanu,0,0,0,0,0,0
Clay,Sara Sorribes Tormo,52,27,84,31,0,Daria Kasatkina,128,66,129,51,3,3
Clay,Jessica Pegula,63,43,62,25,5,Bianca Andreescu,0,0,0,0,0,2
