surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Rafael Nadal,8642,5699,9010,3810,369,Kei Nishikori,4143,2573,4347,1666,136,181
Hard,Grigor Dimitrov,2051,1292,2008,697,188,Roberto Bautista Agut,1399,818,1381,506,39,40
Hard,Andy Murray,519,351,564,258,47,Stephane Robert,186,98,201,70,10,9
Hard,Roger Federer,10226,7082,10881,4169,947,Jo-Wilfried Tsonga,8725,5866,8472,2958,1019,249
Hard,Tomas Berdych,8559,5658,8759,3365,818,Kevin Anderson,6951,4618,7049,2372,908,210
Hard,David Ferrer,8371,5311,8548,3480,358,Florian Mayer,5195,3259,5294,1895,282,194
Hard,Stan Wawrinka,3047,1921,2979,1083,242,Tommy Robredo,1950,1202,1926,706,78,61
Hard,Novak Djokovic,7729,5298,8181,3571,570,Fabio Fognini,4307,2458,4133,1590,130,167
Hard,Rafael Nadal,7684,5015,7980,3350,330,Grigor Dimitrov,3640,2283,3546,1212,300,153
Hard,Roger Federer,9992,6946,10512,4013,944,Andy Murray,8951,5776,9148,3781,749,246
Hard,Tomas Berdych,11685,7782,11684,4375,1197,David Ferrer,12514,8015,12918,5330,544,325
Hard,Stan Wawrinka,6422,4131,6507,2489,522,Novak Djokovic,10516,7050,11056,4685,728,222
Hard,Rafael Nadal,8979,5949,9461,3942,383,Roger Federer,10027,7002,10691,4062,934,256
Hard,Stan Wawrinka,8020,5162,8029,3025,676,Tomas Berdych,9257,6154,9342,3519,905,225
Hard,Stan Wawrinka,4990,3146,5049,1899,416,Rafael Nadal,7502,4931,7776,3244,300,165
Hard,Alexandr Dolgopolov,4268,2641,4306,1557,405,Fabio Fognini,4771,2739,4472,1681,162,120
Hard,Milos Raonic,6825,4828,7036,2248,1336,Andy Murray,8085,5290,8375,3458,732,191
Hard,Kevin Anderson,6068,4028,6196,2060,830,Stan Wawrinka,6252,3991,6264,2368,512,157
Hard,Roger Federer,7526,5253,8089,3090,742,Tommy Haas,5167,3312,5239,1914,371,170
Hard,John Isner,5643,3939,5540,1670,942,Fernando Verdasco,6467,4107,6406,2281,408,150
Hard,Ernests Gulbis,1360,856,1313,475,160,Roberto Bautista Agut,1468,843,1390,515,36,35
Hard,Julien Benneteau,4911,3000,4820,1703,360,Feliciano Lopez,6614,4280,6269,1954,802,143
Hard,Novak Djokovic,10925,7331,11490,4829,756,Marin Cilic,5636,3633,5756,2141,498,217
Hard,Alexandr Dolgopolov,7066,4445,6999,2506,714,Milos Raonic,6976,4936,7256,2403,1376,191
Hard,Roger Federer,10235,7206,11041,4298,999,Kevin Anderson,7463,4946,7516,2491,1014,233
Hard,John Isner,5413,3774,5339,1628,959,Ernests Gulbis,4217,2721,4265,1556,506,114
Hard,Novak Djokovic,12809,8631,13616,5776,904,Julien Benneteau,5515,3383,5342,1891,389,239
Hard,Roger Federer,10629,7301,11240,4379,975,Alexandr Dolgopolov,6593,4063,6352,2261,628,228
Hard,Novak Djokovic,12913,8708,13663,5836,936,John Isner,7566,5264,7558,2299,1252,258
Hard,Novak Djokovic,12400,8396,13343,5747,894,Roger Federer,10142,7044,10640,4124,931,303
Hard,Rafael Nadal,6366,4164,6509,2688,249,Fabio Fognini,3774,2132,3639,1320,131,138
Hard,Milos Raonic,5284,3752,5442,1796,1034,Benjamin Becker,3000,1885,3039,1022,289,109
Hard,Alexandr Dolgopolov,5273,3293,5261,1920,510,Stan Wawrinka,6549,4234,6550,2498,557,151
Hard,Tomas Berdych,9740,6480,9900,3727,979,John Isner,7639,5359,7715,2387,1336,226
Hard,Roger Federer,10805,7525,11479,4398,999,Richard Gasquet,7682,4987,7973,2997,532,247
Hard,Kei Nishikori,5854,3658,6149,2390,187,David Ferrer,10262,6540,10569,4386,411,220
Hard,Andy Murray,9562,6172,9943,4188,813,Jo-Wilfried Tsonga,8838,5910,8620,2938,1015,233
Hard,Novak Djokovic,7272,4866,7778,3228,528,Tommy Robredo,2908,1788,2815,1045,135,128
Hard,Rafael Nadal,8474,5702,9156,3865,345,Milos Raonic,6338,4419,6462,2070,1231,207
Hard,Tomas Berdych,9578,6310,9682,3712,903,Alexandr Dolgopolov,7543,4704,7379,2707,738,232
Hard,Kei Nishikori,4924,3039,5117,1933,148,Roger Federer,9411,6447,9878,3793,795,193
Hard,Novak Djokovic,11850,8104,12602,5336,888,Andy Murray,7992,5212,8307,3443,697,259
Hard,Rafael Nadal,9339,6156,9886,4149,389,Tomas Berdych,8160,5402,8169,3042,775,245
Hard,Novak Djokovic,11492,7738,12181,5212,802,Kei Nishikori,5741,3530,5901,2192,181,234
Hard,Novak Djokovic,10936,7470,11707,5016,818,Rafael Nadal,8162,5461,8723,3709,333,265
Clay,Rafael Nadal,5927,3849,6069,2561,216,Andreas Seppi,4398,2688,4347,1625,232,129
Clay,David Ferrer,3597,2165,3709,1504,100,Grigor Dimitrov,2172,1325,2067,673,165,80
Clay,Stan Wawrinka,5817,3709,5816,2305,440,Nicolas Almagro,6330,4115,6470,2481,578,156
Clay,Milos Raonic,1488,1001,1424,442,224,Tommy Robredo,1007,610,898,306,38,32
Clay,Jo-Wilfried Tsonga,3718,2374,3718,1355,325,Fabio Fognini,2956,1662,2799,1073,55,88
Clay,Roger Federer,1849,1300,2004,851,164,Lukas Rosol,1667,1018,1498,528,125,47
Clay,Guillermo Garcia Lopez,2156,1226,1983,720,71,Tomas Berdych,4493,2879,4354,1583,416,92
Clay,Novak Djokovic,2626,1752,2697,1118,165,Pablo Carreno Busta,624,348,563,206,16,39
Clay,David Ferrer,7940,5163,7992,3302,316,Rafael Nadal,7856,5213,8218,3417,306,219
Clay,Stan Wawrinka,3743,2276,3557,1303,275,Milos Raonic,2734,1863,2751,832,470,82
Clay,Roger Federer,4757,3180,5020,1890,430,Jo-Wilfried Tsonga,3322,2112,3277,1108,331,105
Clay,Novak Djokovic,4172,2789,4498,1913,269,Guillermo Garcia Lopez,2307,1353,2227,858,83,83
Clay,Stan Wawrinka,6533,4118,6412,2421,438,David Ferrer,7834,4986,8027,3354,306,182
Clay,Roger Federer,6040,4211,6127,2219,592,Novak Djokovic,6878,4656,7457,3139,485,169
Clay,Stan Wawrinka,5025,3220,4951,1888,392,Roger Federer,6663,4509,6899,2574,633,142
Clay,Rafael Nadal,5924,3816,6044,2505,230,Jarkko Nieminen,3275,1951,3154,1077,107,123
Clay,Tomas Berdych,3591,2260,3454,1243,291,Grigor Dimitrov,2140,1303,2093,702,170,82
Clay,Roberto Bautista Agut,602,324,590,248,5,Lukasz Kubot,585,358,607,228,42,15
Clay,Santiago Giraldo,1008,604,961,355,52,Andy Murray,2549,1539,2533,1058,165,47
Clay,Kei Nishikori,1303,803,1250,434,33,Milos Raonic,1816,1281,1880,567,342,44
Clay,Feliciano Lopez,361,247,390,145,41,Dominic Thiem,333,214,313,105,23,10
Clay,David Ferrer,3637,2310,3743,1529,175,John Isner,3023,2058,2943,867,428,84
Clay,Ernests Gulbis,1842,1182,1779,632,220,Marin Cilic,1581,1036,1634,589,116,43
Clay,Rafael Nadal,6224,4080,6570,2741,234,Tomas Berdych,6656,4275,6535,2411,568,179
Clay,Roberto Bautista Agut,787,473,853,350,14,Santiago Giraldo,616,400,624,254,27,19
Clay,Kei Nishikori,1838,1113,1801,659,55,Feliciano Lopez,1657,1085,1613,507,209,45
