name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Kei Nishikori,37,13,39,11,0,311,197,312,106,15,0,0,0,0,0,Marin Cilic,39,28,37,24,17,312,206,311,114,54,0,0,0,0,0,1,4,0
Alexander Zverev,78,55,94,35,11,186,123,175,65,21,0,0,0,0,0,Richard Gasquet,94,59,78,23,3,175,110,186,63,5,0,0,0,0,0,1,2,0
Grigor Dimitrov,0,0,0,0,0,435,270,416,188,33,0,0,0,0,0,David Goffin,0,0,0,0,0,416,228,435,165,23,0,0,0,0,0,0,5,0
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,470,307,474,193,13,Dominic Thiem,0,0,0,0,0,0,0,0,0,0,474,281,470,163,25,0,0,6
Kei Nishikori,0,0,0,0,0,54,33,47,7,2,0,0,0,0,0,Alexander Zverev,0,0,0,0,0,47,40,54,21,4,0,0,0,0,0,0,1,0
Rafael Nadal,0,0,0,0,0,513,334,507,193,19,55,34,83,42,4,Grigor Dimitrov,0,0,0,0,0,507,314,513,179,54,83,41,55,21,4,0,5,1
Rafael Nadal,0,0,0,0,0,230,132,195,72,11,84,48,73,34,1,Kei Nishikori,0,0,0,0,0,195,123,230,98,15,73,39,84,36,0,0,3,1
Alexander Zverev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonardo Mayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Isner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pablo Cuevas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Shapovalov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Edmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Goffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kevin Anderson,0,0,0,0,0,0,0,0,0,0,15,10,6,4,4,Philipp Kohlschreiber,0,0,0,0,0,0,0,0,0,0,6,2,15,5,0,0,0,1
Dusan Lajovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juan Martin del Potro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Thiem,0,0,0,0,0,61,35,63,21,5,49,38,56,24,0,Borna Coric,0,0,0,0,0,63,42,61,26,3,56,32,49,11,3,0,1,1
Rafael Nadal,0,0,0,0,0,96,65,123,58,8,58,31,58,31,2,Diego Schwartzman,0,0,0,0,0,123,65,96,31,3,58,27,58,27,1,0,1,1
Alexander Zverev,0,0,0,0,0,168,125,159,47,18,82,65,89,31,12,John Isner,0,0,0,0,0,159,112,168,43,33,89,58,82,17,8,0,2,1
Denis Shapovalov,96,67,94,27,12,137,93,162,56,10,0,0,0,0,0,Kyle Edmund,94,67,96,29,7,162,106,137,44,10,0,0,0,0,0,1,2,0
Kevin Anderson,0,0,0,0,0,65,44,65,29,8,0,0,0,0,0,Dusan Lajovic,0,0,0,0,0,65,36,65,21,0,0,0,0,0,0,0,1,0
Dominic Thiem,0,0,0,0,0,0,0,0,0,0,474,281,470,163,25,Rafael Nadal,0,0,0,0,0,0,0,0,0,0,470,307,474,193,13,0,0,6
Alexander Zverev,0,0,0,0,0,70,48,70,30,2,0,0,0,0,0,Denis Shapovalov,0,0,0,0,0,70,40,70,22,3,0,0,0,0,0,0,2,0
Dominic Thiem,0,0,0,0,0,361,243,351,92,25,0,0,0,0,0,Kevin Anderson,0,0,0,0,0,351,259,361,118,73,0,0,0,0,0,0,4,0
Alexander Zverev,0,0,0,0,0,178,110,162,64,18,270,149,305,108,12,Dominic Thiem,0,0,0,0,0,162,98,178,68,12,305,197,270,121,17,0,2,3
Alexander Zverev,0,0,0,0,0,65,46,82,34,7,76,47,73,28,6,Kyle Edmund,0,0,0,0,0,82,48,65,19,3,73,45,76,29,2,0,1,1
David Goffin,0,0,0,0,0,162,99,151,53,14,0,0,0,0,0,Juan Martin del Potro,0,0,0,0,0,151,98,162,63,16,0,0,0,0,0,0,2,0
Marin Cilic,0,0,0,0,0,277,189,285,118,47,0,0,0,0,0,Benoit Paire,0,0,0,0,0,285,167,277,88,30,0,0,0,0,0,0,3,0
Pablo Carreno Busta,0,0,0,0,0,0,0,0,0,0,145,87,150,51,10,Aljaz Bedene,0,0,0,0,0,0,0,0,0,0,150,99,145,58,23,0,0,1
Novak Djokovic,0,0,0,0,0,142,106,132,55,11,153,101,161,79,6,Albert Ramos,0,0,0,0,0,132,77,142,36,8,161,82,153,52,3,0,2,2
Kei Nishikori,0,0,0,0,0,77,58,96,41,5,0,0,0,0,0,Philipp Kohlschreiber,0,0,0,0,0,96,55,77,19,8,0,0,0,0,0,0,1,0
Fabio Fognini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peter Gojowczyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Nadal,0,0,0,0,0,105,71,120,44,2,0,0,0,0,0,Denis Shapovalov,0,0,0,0,0,120,76,105,34,9,0,0,0,0,0,0,1,0
Alexander Zverev,0,0,0,0,0,0,0,0,0,0,101,60,103,48,10,David Goffin,0,0,0,0,0,0,0,0,0,0,103,55,101,41,4,0,0,1
Marin Cilic,0,0,0,0,0,61,44,64,29,10,0,0,0,0,0,Pablo Carreno Busta,0,0,0,0,0,64,35,61,17,2,0,0,0,0,0,0,1,0
Novak Djokovic,0,0,0,0,0,273,191,317,162,19,250,168,280,111,12,Kei Nishikori,0,0,0,0,0,317,155,273,82,20,280,169,250,82,11,0,5,4
Rafael Nadal,0,0,0,0,0,308,201,364,162,21,449,260,479,214,9,Fabio Fognini,0,0,0,0,0,364,202,308,107,15,479,265,449,189,8,0,4,5
Alexander Zverev,0,0,0,0,0,350,223,303,101,28,117,78,107,38,7,Marin Cilic,0,0,0,0,0,303,202,350,127,29,107,69,117,39,12,0,4,1
Rafael Nadal,0,0,0,0,0,237,126,207,58,8,308,177,272,97,9,Novak Djokovic,0,0,0,0,0,207,149,237,111,17,272,175,308,131,11,0,4,4
Rafael Nadal,0,0,0,0,0,246,167,269,113,13,35,28,57,31,1,Alexander Zverev,0,0,0,0,0,269,156,246,79,28,57,26,35,7,2,0,2,1
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximilian Marterer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Schwartzman,0,0,0,0,0,170,106,165,58,8,66,39,79,27,0,Kevin Anderson,0,0,0,0,0,165,107,170,64,32,79,52,66,27,7,0,1,1
Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fabio Fognini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Martin del Potro,65,44,77,22,5,227,167,237,68,28,0,0,0,0,0,John Isner,77,55,65,21,25,237,169,227,60,54,0,0,0,0,0,1,3,0
Marco Cecchinato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Goffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novak Djokovic,0,0,0,0,0,329,230,382,169,18,0,0,0,0,0,Fernando Verdasco,0,0,0,0,0,382,213,329,99,27,0,0,0,0,0,0,4,0
Dominic Thiem,72,49,91,31,11,0,0,0,0,0,69,39,73,23,1,Kei Nishikori,91,60,72,23,7,0,0,0,0,0,73,50,69,30,1,1,0,1
Alexander Zverev,0,0,0,0,0,65,46,73,28,5,0,0,0,0,0,Karen Khachanov,0,0,0,0,0,73,45,65,19,4,0,0,0,0,0,0,1,0
Rafael Nadal,0,0,0,0,0,96,65,123,58,8,58,31,58,31,2,Diego Schwartzman,0,0,0,0,0,123,65,96,31,3,58,27,58,27,1,0,1,1
Juan Martin del Potro,0,0,0,0,0,218,144,226,85,23,0,0,0,0,0,Marin Cilic,0,0,0,0,0,226,141,218,74,40,0,0,0,0,0,0,2,0
Marco Cecchinato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Thiem,0,0,0,0,0,162,98,178,68,12,305,197,270,121,17,Alexander Zverev,0,0,0,0,0,178,110,162,64,18,270,149,305,108,12,0,2,3
Rafael Nadal,0,0,0,0,0,193,138,192,72,7,0,0,0,0,0,Juan Martin del Potro,0,0,0,0,0,192,120,193,55,18,0,0,0,0,0,0,2,0
Dominic Thiem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco Cecchinato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,470,307,474,193,13,Dominic Thiem,0,0,0,0,0,0,0,0,0,0,474,281,470,163,25,0,0,6
Roger Federer,0,0,0,0,0,72,51,83,33,12,0,0,0,0,0,Adrian Mannarino,0,0,0,0,0,83,50,72,21,1,0,0,0,0,0,0,1,0
Kevin Anderson,0,0,0,0,0,64,42,74,24,9,49,26,47,10,6,Gael Monfils,0,0,0,0,0,74,50,64,22,5,47,37,49,23,5,0,1,1
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mackenzie Mcdonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Isner,0,0,0,0,0,100,70,77,19,14,0,0,0,0,0,Stefanos Tsitsipas,0,0,0,0,0,77,58,100,30,16,0,0,0,0,0,0,1,0
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karen Khachanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kei Nishikori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernests Gulbis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Martin del Potro,77,60,94,37,8,0,0,0,0,0,0,0,0,0,0,Gilles Simon,94,57,77,17,7,0,0,0,0,0,0,0,0,0,0,1,0,0
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,83,46,89,42,0,Jiri Vesely,0,0,0,0,0,0,0,0,0,0,89,47,83,37,2,0,0,1
Kevin Anderson,0,0,0,0,0,52,25,36,8,6,60,36,59,19,14,Roger Federer,0,0,0,0,0,36,28,52,27,4,59,40,60,24,5,0,1,1
John Isner,0,0,0,0,0,191,144,191,46,45,0,0,0,0,0,Milos Raonic,0,0,0,0,0,191,145,191,47,25,0,0,0,0,0,0,2,0
Novak Djokovic,0,0,0,0,0,273,191,317,162,19,250,168,280,111,12,Kei Nishikori,0,0,0,0,0,317,155,273,82,20,280,169,250,82,11,0,5,4
Rafael Nadal,0,0,0,0,0,193,138,192,72,7,0,0,0,0,0,Juan Martin del Potro,0,0,0,0,0,192,120,193,55,18,0,0,0,0,0,0,2,0
Kevin Anderson,0,0,0,0,0,65,43,52,7,11,0,0,0,0,0,John Isner,0,0,0,0,0,52,45,65,22,18,0,0,0,0,0,0,1,0
Novak Djokovic,0,0,0,0,0,207,149,237,111,17,272,175,308,131,11,Rafael Nadal,0,0,0,0,0,237,126,207,58,8,308,177,272,97,9,0,4,4
Novak Djokovic,170,123,168,58,13,0,0,0,0,0,0,0,0,0,0,Kevin Anderson,168,110,170,47,40,0,0,0,0,0,0,0,0,0,0,1,0,0
Alexander Zverev,0,0,0,0,0,105,75,131,61,9,0,0,0,0,0,Daniil Medvedev,0,0,0,0,0,131,70,105,30,7,0,0,0,0,0,0,2,0
Stefanos Tsitsipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilya Ivashka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frances Tiafoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karen Khachanov,0,0,0,0,0,0,0,0,0,0,147,111,138,40,8,John Isner,0,0,0,0,0,0,0,0,0,0,138,98,147,36,14,0,0,1
Robin Haase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denis Shapovalov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin Cilic,0,0,0,0,0,139,76,145,61,14,58,34,70,37,2,Diego Schwartzman,0,0,0,0,0,145,84,139,63,6,70,33,58,24,0,0,1,1
Rafael Nadal,0,0,0,0,0,196,130,211,89,4,184,126,219,102,7,Stan Wawrinka,0,0,0,0,0,211,122,196,66,24,219,117,184,58,5,0,3,3
Stefanos Tsitsipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexander Zverev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Anderson,0,0,0,0,0,104,66,89,23,9,0,0,0,0,0,Grigor Dimitrov,0,0,0,0,0,89,66,104,38,2,0,0,0,0,0,0,1,0
Karen Khachanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Haase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Nadal,0,0,0,0,0,216,146,224,96,8,0,0,0,0,0,Marin Cilic,0,0,0,0,0,224,128,216,70,28,0,0,0,0,0,0,3,0
Stefanos Tsitsipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Nadal,94,69,103,43,7,59,41,68,31,3,0,0,0,0,0,Karen Khachanov,103,60,94,25,13,68,37,59,18,7,0,0,0,0,0,1,1,0
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stefanos Tsitsipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Federer,0,0,0,0,0,66,50,70,35,11,0,0,0,0,0,Leonardo Mayer,0,0,0,0,0,70,35,66,16,1,0,0,0,0,0,0,1,0
Stan Wawrinka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marton Fucsovics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Martin del Potro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nick Kyrgios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Goffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karen Khachanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Carreno Busta,0,0,0,0,0,0,0,0,0,0,74,50,64,20,4,Robin Haase,0,0,0,0,0,0,0,0,0,0,64,44,74,24,7,0,0,1
Novak Djokovic,0,0,0,0,0,94,60,95,41,5,0,0,0,0,0,Grigor Dimitrov,0,0,0,0,0,95,54,94,34,6,0,0,0,0,0,0,1,0
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denis Shapovalov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Federer,0,0,0,0,0,341,240,348,139,29,160,107,137,42,13,Stan Wawrinka,0,0,0,0,0,348,209,341,101,27,137,95,160,53,8,0,4,2
David Goffin,0,0,0,0,0,162,99,151,53,14,0,0,0,0,0,Juan Martin del Potro,0,0,0,0,0,151,98,162,63,16,0,0,0,0,0,0,2,0
Marin Cilic,0,0,0,0,0,61,44,64,29,10,0,0,0,0,0,Pablo Carreno Busta,0,0,0,0,0,64,35,61,17,2,0,0,0,0,0,0,1,0
Novak Djokovic,0,0,0,0,0,209,153,237,96,12,64,46,69,28,1,Milos Raonic,0,0,0,0,0,237,141,209,56,35,69,41,64,18,4,0,3,1
Roger Federer,53,35,78,40,6,266,189,316,137,25,0,0,0,0,0,David Goffin,78,38,53,18,2,316,179,266,77,20,0,0,0,0,0,1,4,0
Novak Djokovic,81,63,83,30,4,127,86,137,65,6,44,31,56,30,1,Marin Cilic,83,53,81,18,8,137,72,127,41,13,56,26,44,13,3,1,2,1
Novak Djokovic,145,100,141,48,13,614,396,586,214,34,53,42,62,24,5,Roger Federer,141,93,145,45,14,586,372,614,218,53,62,38,53,11,7,1,7,1
