surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Elise Mertens,210,132,210,98,9,Aryna Sabalenka,190,119,143,56,13,5
Hard,Elina Svitolina,6319,3542,6524,2976,203,Johanna Konta,4647,2856,5089,2218,309,172
Hard,Sloane Stephens,3257,1956,3240,1352,96,Carla Suarez Navarro,4471,2503,4622,1957,54,122
Hard,Anastasija Sevastova,2280,1238,2087,883,60,Julia Goerges,2187,1304,2133,860,175,72
Hard,Kiki Bertens,3442,1958,3485,1538,160,Petra Kvitova,3255,1996,3307,1487,210,110
Hard,Ashleigh Barty,1335,819,1309,548,94,Alize Cornet,2046,1105,2108,913,37,51
Hard,Caroline Garcia,3179,1873,3120,1244,173,Maria Sharapova,1559,992,1587,745,108,75
Hard,Simona Halep,6632,3833,6702,3091,148,Venus Williams,4973,2856,5011,2178,241,184
Hard,Elina Svitolina,2283,1340,2392,1104,71,Elise Mertens,965,536,943,396,48,48
Hard,Sloane Stephens,2351,1389,2358,991,67,Anastasija Sevastova,2522,1357,2329,960,69,80
Hard,Ashleigh Barty,1245,745,1147,470,103,Kiki Bertens,1617,929,1685,745,104,43
Hard,Simona Halep,6567,3807,6783,3153,160,Caroline Garcia,6404,3803,6201,2432,359,205
Hard,Sloane Stephens,3246,1923,3196,1324,89,Elina Svitolina,5368,3052,5590,2485,184,137
Hard,Simona Halep,3566,2051,3652,1635,103,Ashleigh Barty,1908,1129,1818,768,139,80
Hard,Simona Halep,4532,2624,4549,2081,109,Sloane Stephens,3081,1849,3050,1303,96,123
Hard,Simona Halep,3203,1878,3173,1464,95,Anastasija Sevastova,2680,1506,2506,1032,90,93
Hard,Catherine Cartan Bellis,1482,804,1503,632,23,Karolina Pliskova,3826,2363,3839,1580,420,79
Hard,Garbine Muguruza,2201,1246,2198,984,104,Sorana Cirstea,1182,613,1174,537,37,54
Hard,Caroline Garcia,545,341,519,185,45,Anna Blinkova,244,122,257,90,15,11
Hard,Julia Goerges,1070,614,1018,420,74,Mihaela Buzarnescu,499,294,506,209,18,20
Hard,Petra Kvitova,4587,2821,4686,1985,267,Elina Svitolina,5218,2945,5334,2416,177,160
Hard,Angelique Kerber,8265,4790,8673,3901,163,Johanna Konta,5271,3282,5715,2474,363,213
Hard,Caroline Wozniacki,5175,2984,5061,2311,159,Monica Niculescu,3473,1896,3619,1661,38,135
Hard,Simona Halep,2152,1210,2177,958,47,Catherine Cartan Bellis,865,463,936,388,12,49
Hard,Garbine Muguruza,6865,4010,6822,2932,328,Caroline Garcia,6222,3680,6073,2490,354,210
Hard,Petra Kvitova,4158,2525,4282,1841,250,Julia Goerges,3611,2109,3511,1400,263,126
Hard,Caroline Wozniacki,7556,4411,7334,3343,271,Angelique Kerber,9033,5244,9485,4227,192,262
Hard,Garbine Muguruza,7155,4189,7089,3066,357,Simona Halep,6762,3957,6842,3161,162,224
Hard,Petra Kvitova,6167,3730,6139,2654,347,Caroline Wozniacki,6666,3851,6520,2985,221,204
Hard,Petra Kvitova,5162,3179,5318,2286,311,Garbine Muguruza,6331,3709,6257,2737,309,189
Hard,Monica Puig,3779,2145,3779,1572,173,Caroline Wozniacki,5903,3446,5647,2555,221,153
Hard,Qiang Wang,2080,1144,2171,900,71,Daria Saville,2733,1508,2718,1145,85,72
Hard,Katerina Siniakova,3321,1779,3079,1290,105,Garbine Muguruza,4592,2703,4575,2029,232,119
Hard,Anett Kontaveit,1847,1075,1744,732,97,Shuai Zhang,2335,1270,2236,982,71,61
Hard,Anastasia Pavlyuchenkova,5187,2900,5159,2294,205,Petra Kvitova,5482,3374,5678,2459,327,177
Hard,Ashleigh Barty,1820,1071,1736,710,120,Angelique Kerber,3684,2106,3953,1736,73,86
Hard,Aryna Sabalenka,163,92,159,74,3,Sofia Kenin,143,76,164,77,1,4
Hard,Dominika Cibulkova,4803,2752,4816,2189,56,Daria Kasatkina,3713,2032,3699,1670,90,125
Hard,Qiang Wang,2108,1147,2277,986,70,Monica Puig,2200,1260,2322,975,114,69
Hard,Anett Kontaveit,1551,873,1508,644,78,Katerina Siniakova,1969,1085,1784,768,63,51
Hard,Ashleigh Barty,1544,893,1489,611,96,Anastasia Pavlyuchenkova,1781,1001,1652,671,79,49
Hard,Aryna Sabalenka,498,291,491,204,25,Dominika Cibulkova,824,486,783,368,11,16
Hard,Anett Kontaveit,799,480,845,400,43,Qiang Wang,1100,647,1199,519,52,35
Hard,Aryna Sabalenka,207,121,223,95,15,Ashleigh Barty,179,104,163,57,13,6
Hard,Aryna Sabalenka,399,244,365,170,28,Anett Kontaveit,434,259,403,194,19,11
Clay,Simona Halep,1575,896,1626,765,43,Elise Mertens,1057,575,1034,450,40,39
Clay,Angelique Kerber,1620,999,1685,764,25,Caroline Garcia,1182,715,1259,529,68,46
Clay,Garbine Muguruza,1353,794,1311,598,66,Lesia Tsurenko,1316,688,1212,508,20,43
Clay,Maria Sharapova,602,387,597,262,37,Serena Williams,1324,863,1370,594,179,28
Clay,Yulia Putintseva,785,423,804,327,4,Barbora Strycova,1267,745,1239,595,30,35
Clay,Madison Keys,0,0,0,0,0,Mihaela Buzarnescu,0,0,0,0,0,0
Clay,Sloane Stephens,416,271,398,176,11,Anett Kontaveit,216,135,214,86,9,11
Clay,Daria Kasatkina,854,453,834,367,19,Caroline Wozniacki,1132,591,1080,475,32,28
Clay,Simona Halep,2880,1660,3060,1403,65,Angelique Kerber,3672,2148,3815,1739,78,104
Clay,Garbine Muguruza,1866,1127,1856,809,94,Maria Sharapova,760,478,786,344,59,39
Clay,Madison Keys,1102,661,1093,455,93,Yulia Putintseva,952,518,1019,456,13,29
Clay,Sloane Stephens,253,153,260,112,8,Daria Kasatkina,401,221,385,185,8,10
Clay,Simona Halep,2351,1354,2555,1179,59,Garbine Muguruza,2663,1522,2645,1169,120,79
Clay,Sloane Stephens,577,352,593,242,19,Madison Keys,773,425,781,320,53,21
Clay,Simona Halep,1415,822,1533,740,45,Sloane Stephens,971,603,973,419,29,40
Grass,Dominika Cibulkova,716,422,643,258,13,Su Wei Hsieh,356,188,320,119,12,13
Grass,Jelena Ostapenko,115,58,122,65,4,Aliaksandra Sasnovich,217,118,254,124,8,5
Grass,Daria Kasatkina,0,0,0,0,0,Alison Van Uytvanck,0,0,0,0,0,0
Grass,Angelique Kerber,428,279,399,172,7,Belinda Bencic,884,538,859,350,23,21
Grass,Kiki Bertens,121,79,127,49,1,Karolina Pliskova,274,172,298,103,19,6
Grass,Julia Goerges,0,0,0,0,0,Donna Vekic,0,0,0,0,0,0
Grass,Serena Williams,0,0,0,0,0,Evgeniya Rodina,0,0,0,0,0,0
Grass,Camila Giorgi,0,0,0,0,0,Kate Makarova,0,0,0,0,0,0
Grass,Jelena Ostapenko,0,0,0,0,0,Dominika Cibulkova,0,0,0,0,0,0
Grass,Angelique Kerber,323,198,377,175,7,Daria Kasatkina,367,212,359,161,11,10
Grass,Julia Goerges,280,187,290,118,22,Kiki Bertens,207,127,187,92,11,8
Grass,Serena Williams,628,391,690,314,94,Camila Giorgi,532,324,509,193,33,16
Grass,Angelique Kerber,1028,605,1104,503,26,Jelena Ostapenko,646,367,691,309,21,24
Grass,Serena Williams,111,77,99,44,16,Julia Goerges,112,81,111,49,14,5
Grass,Angelique Kerber,819,474,970,421,19,Serena Williams,490,318,540,249,82,22
Hard,Serena Williams,1046,689,1104,508,150,Kaia Kanepi,488,282,448,185,27,27
Hard,Karolina Pliskova,3927,2430,4082,1686,363,Ashleigh Barty,1679,986,1531,646,125,86
Hard,Sloane Stephens,989,581,1060,462,29,Elise Mertens,686,396,672,307,36,29
Hard,Anastasija Sevastova,3132,1711,2921,1259,107,Elina Svitolina,3639,2105,3759,1705,139,104
Hard,Carla Suarez Navarro,2168,1219,2140,915,31,Maria Sharapova,1063,659,1115,475,79,57
Hard,Madison Keys,4520,2765,4517,1875,339,Dominika Cibulkova,4639,2608,4619,2053,50,137
Hard,Naomi Osaka,392,243,404,165,35,Aryna Sabalenka,444,259,422,178,32,12
Hard,Lesia Tsurenko,293,174,310,144,5,Marketa Vondrousova,423,237,444,210,13,11
Hard,Serena Williams,3863,2522,4112,1899,552,Karolina Pliskova,6426,3913,6499,2729,658,162
Hard,Anastasija Sevastova,2522,1357,2329,960,69,Sloane Stephens,2351,1389,2358,991,67,80
Hard,Madison Keys,4609,2837,4670,1922,362,Carla Suarez Navarro,4541,2485,4766,2110,66,143
Hard,Naomi Osaka,1470,884,1513,635,94,Lesia Tsurenko,1725,989,1760,772,42,51
Hard,Serena Williams,2255,1463,2353,1069,343,Anastasija Sevastova,1976,1076,1814,771,71,67
Hard,Naomi Osaka,2020,1176,1970,791,129,Madison Keys,2597,1583,2607,1087,175,68
Hard,Naomi Osaka,1595,929,1538,605,85,Serena Williams,2545,1645,2702,1190,357,65
Hard,Simona Halep,3754,2189,3918,1829,99,Naomi Osaka,2115,1251,2111,871,137,100
Hard,Karolina Pliskova,8035,4997,8239,3414,838,Barbora Strycova,6753,3748,6632,2970,214,231
Hard,Angelique Kerber,1541,947,1681,740,47,Su Wei Hsieh,1255,689,1270,504,27,51
Hard,Madison Keys,4138,2535,4193,1720,286,Caroline Garcia,4563,2695,4436,1768,238,135
Hard,Elise Mertens,121,60,116,43,7,Petra Martic,138,74,124,42,4,4
Hard,Elina Svitolina,2674,1511,2796,1287,90,Denisa Allertova,1533,835,1447,590,32,65
Hard,Carla Suarez Navarro,3761,2131,4064,1810,61,Anett Kontaveit,2483,1442,2543,1055,121,95
Hard,Caroline Wozniacki,4042,2353,4060,1877,136,Magdalena Rybarikova,2246,1245,2314,981,124,98
Hard,Simona Halep,6716,3866,6911,3166,157,Karolina Pliskova,8074,5040,8284,3445,841,238
Hard,Angelique Kerber,6015,3507,6312,2864,110,Madison Keys,4386,2741,4482,1883,352,170
Hard,Elise Mertens,965,536,943,396,48,Elina Svitolina,2283,1340,2392,1104,71,48
Hard,Caroline Wozniacki,6888,3964,6695,3025,238,Carla Suarez Navarro,6287,3559,6545,2888,95,204
Hard,Simona Halep,7273,4244,7353,3371,184,Angelique Kerber,8104,4729,8546,3799,159,249
Hard,Caroline Wozniacki,2774,1640,2765,1320,102,Elise Mertens,1532,850,1467,648,69,65
Hard,Caroline Wozniacki,7341,4225,7075,3173,236,Simona Halep,7000,4062,7161,3378,166,224
Hard,Daria Kasatkina,4989,2766,5036,2315,125,Caroline Wozniacki,6055,3514,5842,2618,206,162
Hard,Angelique Kerber,7965,4667,8340,3755,162,Caroline Garcia,6550,3853,6439,2547,339,232
Hard,Carla Suarez Navarro,46,28,35,25,1,Danielle Collins,48,17,45,18,1,3
Hard,Venus Williams,2894,1681,2830,1267,130,Anastasija Sevastova,2658,1482,2523,1066,91,90
Hard,Karolina Pliskova,0,0,0,0,0,Amanda Anisimova,0,0,0,0,0,0
Hard,Naomi Osaka,875,514,905,373,59,Maria Sakkari,769,437,855,358,21,27
Hard,Petra Martic,0,0,0,0,0,Marketa Vondrousova,0,0,0,0,0,0
Hard,Simona Halep,3806,2213,3905,1862,86,Qiang Wang,2251,1230,2355,1007,72,101
Hard,Daria Kasatkina,4264,2355,4350,2030,108,Angelique Kerber,7254,4282,7635,3463,164,181
Hard,Venus Williams,4615,2677,4569,1978,239,Carla Suarez Navarro,5145,2930,5394,2352,72,154
Hard,Naomi Osaka,2150,1249,2128,861,155,Karolina Pliskova,4863,2972,4983,2080,456,113
Hard,Simona Halep,787,478,778,358,20,Petra Martic,304,163,295,112,17,16
Hard,Daria Kasatkina,3927,2189,4048,1841,104,Venus Williams,3840,2201,3801,1721,187,123
Hard,Naomi Osaka,2115,1251,2111,871,137,Simona Halep,3754,2189,3918,1829,99,100
Hard,Naomi Osaka,1976,1139,1962,772,115,Daria Kasatkina,2967,1605,2973,1334,68,73
Hard,Danielle Collins,0,0,0,0,0,Monica Puig,0,0,0,0,0,0
Hard,Venus Williams,3667,2109,3725,1603,186,Johanna Konta,3422,2083,3661,1545,207,108
Hard,Elina Svitolina,3069,1769,3260,1526,116,Ashleigh Barty,1708,1049,1638,687,122,72
Hard,Jelena Ostapenko,3868,2107,4038,1892,146,Petra Kvitova,4193,2600,4211,1828,289,123
Hard,Angelique Kerber,1083,668,1187,549,16,Yafan Wang,348,169,396,177,4,27
Hard,Sloane Stephens,3144,1850,3046,1300,90,Garbine Muguruza,4412,2544,4334,1818,202,121
Hard,Karolina Pliskova,2914,1831,3060,1334,338,Zarina Diyas,1743,958,1704,735,59,78
Hard,Victoria Azarenka,2910,1795,2921,1377,118,Agnieszka Radwanska,4139,2353,3930,1803,153,124
Hard,Danielle Collins,48,17,45,18,1,Venus Williams,112,72,108,42,18,2
Hard,Jelena Ostapenko,3712,2035,3959,1857,153,Elina Svitolina,3946,2272,4056,1901,147,123
Hard,Sloane Stephens,3473,2028,3408,1433,106,Angelique Kerber,5666,3287,5916,2616,133,149
Hard,Victoria Azarenka,2551,1560,2483,1172,101,Karolina Pliskova,5499,3414,5598,2339,549,131
Hard,Jelena Ostapenko,175,119,191,90,20,Danielle Collins,48,17,45,18,1,4
Hard,Sloane Stephens,2694,1585,2683,1174,81,Victoria Azarenka,2297,1401,2245,1061,96,85
Hard,Sloane Stephens,2491,1463,2433,1035,73,Jelena Ostapenko,3115,1671,3206,1469,122,84
Clay,Caroline Wozniacki,719,413,650,331,20,Anastasija Sevastova,581,287,600,247,10,20
Clay,Anett Kontaveit,446,250,396,137,13,Venus Williams,370,219,322,129,20,13
Clay,Elina Svitolina,1888,1124,1875,845,68,Daria Kasatkina,1879,1070,1811,830,52,56
Clay,Angelique Kerber,846,516,906,431,25,Maria Sakkari,469,265,488,213,15,23
Clay,Jelena Ostapenko,235,122,232,102,9,Johanna Konta,396,242,446,198,27,10
Clay,Maria Sharapova,318,202,322,141,18,Daria Saville,1185,698,1269,574,27,24
Clay,Caroline Garcia,543,323,518,181,35,Sloane Stephens,279,174,298,126,9,13
Clay,Simona Halep,2178,1233,2333,1090,49,Madison Keys,1911,1130,1993,873,106,62
Clay,Anett Kontaveit,411,234,365,147,20,Caroline Wozniacki,797,440,720,321,20,21
Clay,Elina Svitolina,1096,642,1089,519,35,Angelique Kerber,1257,710,1291,626,15,33
Clay,Maria Sharapova,441,277,463,205,19,Jelena Ostapenko,939,513,1009,509,40,18
Clay,Simona Halep,1985,1188,1914,861,61,Caroline Garcia,2137,1312,2111,888,156,68
Clay,Elina Svitolina,1391,786,1411,675,50,Anett Kontaveit,496,281,466,181,18,27
Clay,Simona Halep,2320,1319,2514,1147,55,Maria Sharapova,919,586,998,447,50,46
Clay,Elina Svitolina,2032,1154,2041,977,68,Simona Halep,1686,957,1781,826,52,57
Hard,Caroline Wozniacki,3801,2243,3678,1730,144,Anett Kontaveit,2986,1721,2966,1233,131,111
Hard,Katerina Siniakova,2208,1177,2151,945,56,Kiki Bertens,2087,1229,2143,937,106,65
Hard,Aryna Sabalenka,589,337,554,239,41,Caroline Garcia,683,435,642,249,47,24
Hard,Qiang Wang,2461,1355,2562,1105,86,Karolina Pliskova,4092,2506,4173,1769,380,107
Hard,Naomi Osaka,1512,907,1566,662,102,Julia Goerges,2461,1480,2367,932,185,65
Hard,Shuai Zhang,3395,1880,3340,1429,87,Angelique Kerber,5486,3173,5747,2590,94,142
Hard,Dominika Cibulkova,4221,2404,4118,1770,57,Sloane Stephens,2950,1752,2820,1192,88,109
Hard,Anastasija Sevastova,1703,923,1731,755,47,Donna Vekic,1413,780,1387,565,75,49
Hard,Caroline Wozniacki,4102,2372,4015,1893,135,Katerina Siniakova,3198,1747,2912,1234,91,107
Hard,Qiang Wang,804,466,833,375,31,Aryna Sabalenka,478,279,495,223,35,17
Hard,Naomi Osaka,1858,1077,1967,819,119,Shuai Zhang,2287,1265,2282,1000,83,64
Hard,Anastasija Sevastova,2651,1456,2560,1089,93,Dominika Cibulkova,3789,2160,3675,1553,43,90
Hard,Caroline Wozniacki,4273,2490,4144,1914,134,Qiang Wang,2469,1382,2582,1171,77,107
Hard,Anastasija Sevastova,1494,802,1370,578,44,Naomi Osaka,1182,685,1198,468,78,42
Hard,Caroline Wozniacki,4223,2515,4163,1927,145,Anastasija Sevastova,3368,1854,3132,1357,105,114
Clay,Kiki Bertens,1323,763,1367,608,77,Caroline Wozniacki,1687,980,1622,779,58,48
Clay,Maria Sharapova,947,586,941,436,47,Kristina Mladenovic,1391,811,1361,550,66,33
Clay,Carla Suarez Navarro,0,0,0,0,0,Bernarda Pera,0,0,0,0,0,0
Clay,Caroline Garcia,1654,999,1631,692,104,Julia Goerges,1214,738,1273,542,80,48
Clay,Petra Kvitova,881,520,849,355,28,Anett Kontaveit,523,312,523,210,28,20
Clay,Daria Kasatkina,1553,865,1663,766,32,Garbine Muguruza,1074,635,1054,487,48,45
Clay,Karolina Pliskova,710,437,684,261,62,Sloane Stephens,388,240,375,160,9,15
Clay,Simona Halep,152,83,154,72,5,Kristyna Pliskova,112,68,128,51,25,4
Clay,Kiki Bertens,1653,997,1709,771,92,Maria Sharapova,1011,653,1096,473,83,43
Clay,Caroline Garcia,1284,777,1389,588,79,Carla Suarez Navarro,1213,676,1269,569,12,39
Clay,Petra Kvitova,801,509,811,360,44,Daria Kasatkina,946,531,935,484,30,29
Clay,Karolina Pliskova,1078,676,1102,425,91,Simona Halep,1087,607,1207,591,17,38
Clay,Kiki Bertens,1076,615,1097,506,54,Caroline Garcia,1460,859,1441,606,99,40
Clay,Petra Kvitova,389,229,419,163,6,Karolina Pliskova,647,416,665,260,60,16
Clay,Petra Kvitova,1664,967,1714,706,58,Kiki Bertens,1463,847,1468,664,50,44
Hard,Kiki Bertens,1680,959,1727,765,126,Anett Kontaveit,1373,792,1426,639,69,49
Hard,Elina Svitolina,0,0,0,0,0,Amanda Anisimova,0,0,0,0,0,0
Hard,Elise Mertens,686,396,672,307,36,Sloane Stephens,989,581,1060,462,29,29
Hard,Petra Kvitova,4018,2537,4122,1766,247,Kristina Mladenovic,4872,2826,4929,2067,268,143
Hard,Aryna Sabalenka,589,337,554,239,41,Caroline Garcia,683,435,642,249,47,24
Hard,Madison Keys,4386,2741,4482,1883,352,Angelique Kerber,6015,3507,6312,2864,110,170
Hard,Lesia Tsurenko,2856,1550,2687,1171,55,Kate Makarova,3520,2021,3543,1520,141,97
Hard,Simona Halep,3566,2051,3652,1635,103,Ashleigh Barty,1908,1129,1818,768,139,80
Hard,Kiki Bertens,3394,1982,3473,1528,206,Elina Svitolina,4056,2305,4303,1983,127,114
Hard,Petra Kvitova,2286,1376,2285,962,137,Elise Mertens,1150,634,1132,515,47,56
Hard,Aryna Sabalenka,509,300,581,251,26,Madison Keys,660,447,750,320,54,21
Hard,Simona Halep,5627,3299,5886,2743,147,Lesia Tsurenko,4800,2658,4675,2108,112,171
Hard,Kiki Bertens,3442,1958,3485,1538,160,Petra Kvitova,3255,1996,3307,1487,210,110
Hard,Simona Halep,592,364,607,295,9,Aryna Sabalenka,556,300,510,217,33,22
Hard,Kiki Bertens,3209,1874,3256,1439,209,Simona Halep,3942,2240,4058,1840,102,111
Hard,Elina Svitolina,6806,3797,7001,3186,236,Karolina Pliskova,7955,4961,8119,3362,808,226
Hard,Karolina Pliskova,7551,4664,7668,3190,748,Petra Kvitova,5410,3304,5449,2358,323,214
Hard,Elina Svitolina,5218,2945,5334,2416,177,Petra Kvitova,4587,2821,4686,1985,267,160
Hard,Karolina Pliskova,8470,5250,8639,3586,889,Caroline Wozniacki,7247,4197,7084,3233,227,241
Hard,Elina Svitolina,7505,4293,7644,3478,246,Caroline Wozniacki,6847,4027,6740,3051,232,217
Hard,Caroline Wozniacki,6666,3851,6520,2985,221,Petra Kvitova,6167,3730,6139,2654,347,204
Hard,Sloane Stephens,2480,1462,2447,1015,72,Kiki Bertens,2352,1358,2399,1018,119,77
Hard,Kiki Bertens,2576,1496,2692,1153,167,Naomi Osaka,1969,1157,1991,849,110,71
