surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Feliciano Lopez,870,555,748,226,93,John Isner,845,578,825,256,153,23
Hard,Novak Djokovic,2064,1425,2301,980,150,David Ferrer,1534,944,1582,656,60,49
Hard,Roger Federer,1029,685,1043,412,85,Julien Benneteau,630,367,670,251,46,21
Hard,Gilles Simon,934,531,857,318,36,Tomas Berdych,1125,769,1153,473,133,30
Hard,Feliciano Lopez,803,510,704,212,73,Mikhail Youzhny,659,437,619,230,41,18
Hard,Roger Federer,1637,1075,1628,589,111,Novak Djokovic,2103,1440,2323,955,170,46
Hard,Gilles Simon,531,332,494,167,37,Feliciano Lopez,470,305,441,149,77,14
Hard,Roger Federer,1579,1072,1648,634,128,Gilles Simon,1259,728,1178,430,35,33
Hard,Novak Djokovic,1444,1008,1587,674,143,Gael Monfils,885,573,884,274,98,32
Hard,Andy Murray,839,559,863,356,76,Grigor Dimitrov,911,568,871,287,90,21
Hard,David Ferrer,708,437,703,280,19,Fernando Verdasco,717,444,707,244,40,16
Hard,Kei Nishikori,253,147,235,83,10,Jo-Wilfried Tsonga,267,177,240,71,24,7
Hard,Tomas Berdych,755,515,774,282,70,Feliciano Lopez,645,386,536,144,37,18
Hard,Kevin Anderson,791,514,784,255,112,Stan Wawrinka,931,620,940,354,95,22
Hard,Milos Raonic,510,356,512,148,78,Roberto Bautista Agut,723,438,689,253,20,17
Hard,Roger Federer,69,36,57,21,7,Lucas Pouille,75,44,77,24,4,2
Hard,Novak Djokovic,2010,1385,2237,989,164,Andy Murray,1400,914,1362,551,119,43
Hard,Kei Nishikori,773,481,794,322,43,David Ferrer,964,600,1008,443,46,23
Hard,Tomas Berdych,1294,865,1391,553,171,Kevin Anderson,1194,800,1208,403,156,31
Hard,Milos Raonic,1226,861,1283,409,246,Roger Federer,1650,1107,1703,661,129,37
Hard,Novak Djokovic,648,469,723,318,62,Kei Nishikori,648,379,651,233,17,19
Hard,Milos Raonic,1238,858,1270,417,224,Tomas Berdych,1433,950,1528,587,140,36
Hard,Novak Djokovic,2669,1827,2936,1226,227,Milos Raonic,1346,956,1405,440,277,59
Hard,Novak Djokovic,1231,867,1382,591,109,Stan Wawrinka,1057,706,1107,424,100,34
Hard,Novak Djokovic,1943,1343,2178,907,160,Tomas Berdych,1344,881,1411,535,143,47
Hard,Novak Djokovic,905,635,970,392,85,Marin Cilic,503,315,561,221,47,18
Hard,Stan Wawrinka,1837,1186,1856,673,174,Tomas Berdych,1620,1107,1703,623,165,44
Hard,Stan Wawrinka,345,247,405,160,35,Marin Cilic,369,216,405,160,33,9
Hard,Tomas Berdych,467,341,511,193,49,Marin Cilic,393,275,464,186,33,13
Hard,Roger Federer,808,524,836,323,50,Kei Nishikori,814,504,791,291,27,21
Hard,Roger Federer,1295,861,1351,542,107,Andy Murray,1124,737,1091,417,88,30
Hard,Kei Nishikori,813,503,783,310,32,Andy Murray,689,430,669,314,51,20
Hard,Kei Nishikori,773,481,794,322,43,David Ferrer,964,600,1008,443,46,23
Hard,Roger Federer,1650,1107,1703,661,129,Milos Raonic,1226,861,1283,409,246,37
Hard,Andy Murray,1280,839,1285,530,102,Milos Raonic,1255,892,1303,418,257,34
Hard,Roger Federer,1148,727,1144,405,85,Stan Wawrinka,1459,947,1510,546,126,30
Hard,Novak Djokovic,648,469,723,318,62,Kei Nishikori,648,379,651,233,17,19
Hard,Novak Djokovic,2103,1440,2323,955,170,Roger Federer,1637,1075,1628,589,111,46
