name,t_grass_receive_total,t_grass_receive_won,t_hard_receive_total,t_hard_receive_won,t_clay_receive_total,t_clay_receive_won,1_grass_receive_total,1_grass_receive_won,1_hard_receive_total,1_hard_receive_won,1_clay_receive_total,1_clay_receive_won,2_grass_receive_total,2_grass_receive_won,2_hard_receive_total,2_hard_receive_won,2_clay_receive_total,2_clay_receive_won,3_grass_receive_total,3_grass_receive_won,3_hard_receive_total,3_hard_receive_won,3_clay_receive_total,3_clay_receive_won,4_grass_receive_total,4_grass_receive_won,4_hard_receive_total,4_hard_receive_won,4_clay_receive_total,4_clay_receive_won,5_grass_receive_total,5_grass_receive_won,5_hard_receive_total,5_hard_receive_won,5_clay_receive_total,5_clay_receive_won,6_grass_receive_total,6_grass_receive_won,6_hard_receive_total,6_hard_receive_won,6_clay_receive_total,6_clay_receive_won,7_grass_receive_total,7_grass_receive_won,7_hard_receive_total,7_hard_receive_won,7_clay_receive_total,7_clay_receive_won,8_grass_receive_total,8_grass_receive_won,8_hard_receive_total,8_hard_receive_won,8_clay_receive_total,8_clay_receive_won,9_grass_receive_total,9_grass_receive_won,9_hard_receive_total,9_hard_receive_won,9_clay_receive_total,9_clay_receive_won,10_grass_receive_total,10_grass_receive_won,10_hard_receive_total,10_hard_receive_won,10_clay_receive_total,10_clay_receive_won,11_grass_receive_total,11_grass_receive_won,11_hard_receive_total,11_hard_receive_won,11_clay_receive_total,11_clay_receive_won,12_grass_receive_total,12_grass_receive_won,12_hard_receive_total,12_hard_receive_won,12_clay_receive_total,12_clay_receive_won,13_grass_receive_total,13_grass_receive_won,13_hard_receive_total,13_hard_receive_won,13_clay_receive_total,13_clay_receive_won,14_grass_receive_total,14_grass_receive_won,14_hard_receive_total,14_hard_receive_won,14_clay_receive_total,14_clay_receive_won,15_grass_receive_total,15_grass_receive_won,15_hard_receive_total,15_hard_receive_won,15_clay_receive_total,15_clay_receive_won,16_grass_receive_total,16_grass_receive_won,16_hard_receive_total,16_hard_receive_won,16_clay_receive_total,16_clay_receive_won,17_grass_receive_total,17_grass_receive_won,17_hard_receive_total,17_hard_receive_won,17_clay_receive_total,17_clay_receive_won,18_grass_receive_total,18_grass_receive_won,18_hard_receive_total,18_hard_receive_won,18_clay_receive_total,18_clay_receive_won
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,45,17,29,13,0,0,0,0,0,0,0,0,0,0,0,0,35,16,98,46,73,34,0,0,0,0,0,0,49,16,118,44,84,31,0,0,0,0,0,0,0,0,0,0,0,0,47,24,105,47,87,35
Philipp Kohlschreiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,8,13,6,0,0,0,0,0,0,6,2,26,12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,25,10,6,3
Jarkko Nieminen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,2,2,1,0,0,0,0,0,0,6,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,3,1,0
Lleyton Hewitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,2,0,0,0,0,0,0,0,0,7,2,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,26,11,0,0
Pierre Hugues Herbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,1,6,3,0,0,0,0,0,0,19,8,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,0,9,1
Hyeon Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,12,4,0,0,0,0,0,0,4,1,10,3,20,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,5,15,6
Jan Lennard Struff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,3,2,2,0,0,0,0,0,0,16,3,11,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,3,1
Bernard Tomic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,32,14,11,4,0,0,0,0,0,0,26,10,46,15,15,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,49,23,6,3
Leonardo Mayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,6,6,2,0,0,0,0,0,0,12,2,24,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,5,14,3
Thanasi Kokkinakis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,4,8,0,0,0,0,0,0,0,2,1,13,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,4
Janko Tipsarevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,1,0,0,0,0,0,0,0,8,2,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,14,6,4,0
Marcel Granollers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,2,8,4,0,0,0,0,0,0,14,4,11,6,15,9,0,0,0,0,0,0,0,0,0,0,0,0,24,6,8,4,10,1
Marsel Ilhan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,0
Jerzy Janowicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,6,5,2,0,0,0,0,0,0,13,2,19,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,21,6,8,2
Lucas Pouille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,10,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,17,8,32,12,17,6,0,0,0,0,0,0,26,10,35,17,27,10,0,0,0,0,0,0,0,0,0,0,0,0,17,8,32,9,15,6
Kevin Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,29,9,23,7,0,0,0,0,0,0,27,6,48,21,27,5,0,0,0,0,0,0,0,0,0,0,0,0,14,5,36,12,18,10
Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,19,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,44,16,38,17,13,4,0,0,0,0,0,0,60,22,57,16,33,21,0,0,0,0,0,0,0,0,0,0,0,0,40,14,61,22,18,12
Hiroki Moriya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Andreas Haider Maurer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardas Berankis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,1,1,0,0,0,0,0,0,0,18,8,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,8,2,2,1
Matthew Ebden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,4,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,0,0
Blaz Rola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Soeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0
John Isner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,12,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,30,9,18,6,0,0,0,0,0,0,18,5,54,19,23,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,34,8,17,7
Pablo Cuevas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,11,3,16,7,0,0,0,0,0,0,5,2,13,7,22,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,3,32,12
Denis Kudla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,1,1,0,0,0,0,0,0,0,0,16,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,7,1,0,0
Teymuraz Gabashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,22,6,0,0,0,0,0,0,9,3,3,3,35,9,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,6,25,15
Alexander Zverev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20,8,19,7,8,3,0,0,0,0,0,0,30,16,25,8,14,6,0,0,0,0,0,0,0,0,0,0,0,0,28,12,20,7,7,3
Joao Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Santiago Giraldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,6,8,6,0,0,0,0,0,0,9,5,11,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,2,15,3
Simone Bolelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,6,0,0,0,0,0,0,0,7,3,11,4,14,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,5,9,5
Kei Nishikori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,27,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,15,7,63,30,37,16,0,0,0,0,0,0,22,10,81,35,55,35,0,0,0,0,0,0,0,0,0,0,0,0,29,16,60,28,49,21
Stan Wawrinka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,34,13,33,18,0,0,0,0,0,0,0,0,0,0,0,0,16,6,73,34,43,16,0,0,0,0,0,0,27,9,106,41,74,30,0,0,0,0,0,0,0,0,0,0,0,0,17,8,85,32,81,28
Joao Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,17,4,7,4,0,0,0,0,0,0,17,6,29,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,41,16,10,4
Victor Estrella Burgos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,4,5,0,0,0,0,0,0,0,11,3,8,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,8,3
Benjamin Becker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,1,0,0,0,0,0,0,0,5,1,10,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13,6,1,1
Martin Klizan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2,12,6,0,0,0,0,0,0,8,2,12,6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,4,8,2
Fernando Verdasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,24,10,21,8,0,0,0,0,0,0,21,7,33,13,41,19,0,0,0,0,0,0,0,0,0,0,0,0,12,4,20,8,29,13
Dudi Sela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,29,13,7,3,0,0,0,0,0,0,7,3,31,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,7,11,6
Dominic Thiem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,23,11,19,9,0,0,0,0,0,0,0,0,0,0,0,0,17,5,36,14,44,15,0,0,0,0,0,0,28,9,72,32,59,21,0,0,0,0,0,0,0,0,0,0,0,0,27,11,68,23,86,25
Tommy Robredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,12,3,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,7,2
John Millman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,22,13,4,1,0,0,0,0,0,0,23,12,19,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,26,9,6,3
Donald Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,24,10,6,0,0,0,0,0,0,0,15,7,36,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,33,14,5,4
Marcos Baghdatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,17,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,24,10,9,1,0,0,0,0,0,0,22,12,29,12,13,5,0,0,0,0,0,0,0,0,0,0,0,0,17,6,36,9,11,4
Liam Broady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Marinko Matosevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,4,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,2,0,0
Horacio Zeballos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,5,3,0,0,0,0,0,0,7,0,8,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,2
David Goffin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,10,22,7,0,0,0,0,0,0,0,0,0,0,0,0,24,10,47,20,33,12,0,0,0,0,0,0,30,12,70,30,45,19,0,0,0,0,0,0,0,0,0,0,0,0,26,10,76,32,47,22
Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,22,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,21,12,56,23,8,4,0,0,0,0,0,0,24,7,82,32,16,6,0,0,0,0,0,0,0,0,0,0,0,0,30,12,76,25,18,4
Federico Delbonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,5,0,0,0,0,0,0,0,0,3,1,17,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,21,7,3,0
Lukas Lacko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,3,2,1,0,0,0,0,0,0,15,7,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,2,1,0
Steve Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,15,6,19,4,16,5,0,0,0,0,0,0,26,9,35,13,18,6,0,0,0,0,0,0,0,0,0,0,0,0,23,11,23,6,17,7
Kenny De Schepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
John Patrick Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
