surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Rafael Nadal,6079,4122,6450,2586,253,Diego Schwartzman,4163,2466,4343,1712,129,136
Hard,Marin Cilic,5711,3856,6085,2244,754,Pablo Carreno Busta,5645,3485,5602,2041,315,144
Hard,Grigor Dimitrov,8851,5848,8953,3277,800,Nick Kyrgios,7316,5010,7255,2410,1151,204
Hard,Kyle Edmund,2743,1718,2674,966,198,Andreas Seppi,3237,1974,3263,1171,204,74
Hard,Tennys Sandgren,216,125,169,50,9,Dominic Thiem,551,356,546,219,35,8
Hard,Hyeon Chung,2067,1250,2084,740,93,Novak Djokovic,4590,3074,4869,2079,253,92
Hard,Tomas Berdych,6256,4120,6355,2295,598,Fabio Fognini,5955,3544,5634,2129,257,153
Hard,Roger Federer,398,294,422,162,63,Marton Fucsovics,121,75,128,51,5,6
Hard,Marin Cilic,9568,6467,10178,3686,1311,Rafael Nadal,8640,5743,9151,3765,357,237
Hard,Kyle Edmund,4362,2736,4301,1494,264,Grigor Dimitrov,5963,3908,6019,2234,479,125
Hard,Hyeon Chung,217,130,199,61,11,Tennys Sandgren,131,75,105,34,4,4
Hard,Roger Federer,6697,4757,7429,2863,794,Tomas Berdych,5819,3745,5789,2064,537,164
Hard,Marin Cilic,5544,3714,5805,2093,715,Kyle Edmund,3514,2204,3346,1146,222,112
Hard,Roger Federer,5029,3584,5613,2225,574,Hyeon Chung,2286,1379,2339,831,108,101
Hard,Roger Federer,7528,5357,8467,3319,853,Marin Cilic,7710,5150,8088,2973,1047,199
Hard,Philipp Kohlschreiber,1841,1195,1914,696,137,Pierre Hugues Herbert,1577,1015,1547,466,220,45
Hard,Juan Martin del Potro,2411,1596,2479,853,252,Leonardo Mayer,2007,1252,1924,587,132,53
Hard,Milos Raonic,6477,4590,6698,2265,1102,Marcos Baghdatis,5274,3301,5261,1863,491,148
Hard,Sam Querrey,3958,2604,3981,1311,636,Feliciano Lopez,3958,2569,3901,1292,514,97
Hard,Kevin Anderson,5750,3991,5892,1954,1031,Pablo Carreno Busta,4486,2791,4493,1659,248,131
Hard,Borna Coric,3490,2176,3415,1185,250,Taylor Fritz,2439,1551,2380,825,249,73
Hard,Hyeon Chung,1520,886,1588,617,63,Pablo Cuevas,2558,1571,2569,988,178,56
Hard,Roger Federer,6159,4369,6749,2586,719,Jeremy Chardy,4133,2567,4101,1404,361,129
Hard,Juan Martin del Potro,4320,2874,4446,1612,428,Philipp Kohlschreiber,4173,2690,4132,1435,271,110
Hard,Milos Raonic,6328,4484,6505,2175,1067,Sam Querrey,5050,3380,5193,1724,804,151
Hard,Borna Coric,4340,2722,4403,1527,303,Kevin Anderson,6663,4534,6748,2201,1155,144
Hard,Roger Federer,5029,3584,5613,2225,574,Hyeon Chung,2286,1379,2339,831,108,101
Hard,Juan Martin del Potro,4584,3044,4661,1668,470,Milos Raonic,5312,3669,5169,1658,854,126
Hard,Roger Federer,6229,4492,6979,2715,749,Borna Coric,4715,2911,4606,1527,335,148
Hard,Juan Martin del Potro,4336,2869,4447,1576,422,Roger Federer,6338,4504,7055,2718,699,137
Hard,John Isner,7964,5695,7847,2216,1714,Marin Cilic,7562,5053,7927,2890,1053,192
Hard,Hyeon Chung,1992,1206,2013,775,78,Joao Sousa,3048,1867,3050,1127,111,68
Hard,Milos Raonic,5106,3619,5315,1721,936,Jeremy Chardy,4460,2819,4398,1468,423,121
Hard,Juan Martin del Potro,1727,1192,1829,656,206,Filip Krajinovic,845,510,770,240,59,38
