name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,58,31,58,31,2,Diego Schwartzman,0,0,0,0,0,0,0,0,0,0,58,27,58,27,1,0,0,1
Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pablo Carreno Busta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grigor Dimitrov,0,0,0,0,0,59,46,60,21,6,0,0,0,0,0,Nick Kyrgios,0,0,0,0,0,60,39,59,13,15,0,0,0,0,0,0,1,0
Kyle Edmund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andreas Seppi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennys Sandgren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominic Thiem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyeon Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Berdych,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fabio Fognini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Federer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marton Fucsovics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marin Cilic,0,0,0,0,0,139,76,129,39,19,0,0,0,0,0,Rafael Nadal,0,0,0,0,0,129,90,139,63,7,0,0,0,0,0,0,2,0
Kyle Edmund,0,0,0,0,0,101,65,97,30,9,0,0,0,0,0,Grigor Dimitrov,0,0,0,0,0,97,67,101,36,4,0,0,0,0,0,0,1,0
Hyeon Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennys Sandgren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Federer,105,80,128,46,13,155,111,176,63,19,0,0,0,0,0,Tomas Berdych,128,82,105,25,9,176,113,155,44,22,0,0,0,0,0,1,2,0
Marin Cilic,0,0,0,0,0,60,47,81,29,6,0,0,0,0,0,Kyle Edmund,0,0,0,0,0,81,52,60,13,3,0,0,0,0,0,0,1,0
Roger Federer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyeon Chung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Federer,70,55,90,41,8,93,68,99,37,17,0,0,0,0,0,Marin Cilic,90,49,70,15,5,99,62,93,25,12,0,0,0,0,0,1,1,0
Philipp Kohlschreiber,0,0,0,0,0,70,49,75,31,2,0,0,0,0,0,Pierre Hugues Herbert,0,0,0,0,0,75,44,70,21,13,0,0,0,0,0,0,1,0
Juan Martin del Potro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonardo Mayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milos Raonic,0,0,0,0,0,57,46,87,35,16,0,0,0,0,0,Marcos Baghdatis,0,0,0,0,0,87,52,57,11,6,0,0,0,0,0,0,1,0
Sam Querrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feliciano Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Anderson,0,0,0,0,0,168,124,226,94,36,0,0,0,0,0,Pablo Carreno Busta,0,0,0,0,0,226,132,168,44,1,0,0,0,0,0,0,2,0
Borna Coric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taylor Fritz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
