surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Ashleigh Barty,3161,2030,3287,1424,278,Amanda Anisimova,1910,1066,1811,745,41,72
Hard,Jessica Pegula,2949,1713,2970,1310,126,Maria Sakkari,4186,2471,4360,1882,258,111
Hard,Barbora Krejcikova,1935,1139,1913,794,122,Victoria Azarenka,2108,1156,2062,981,72,61
Hard,Madison Keys,998,586,950,353,70,Paula Badosa,906,522,943,410,48,26
Hard,Danielle Collins,2931,1688,2686,1110,145,Elise Mertens,4781,2719,4993,2230,225,113
Hard,Alize Cornet,2649,1492,2589,1135,60,Simona Halep,3100,1772,3215,1508,102,81
Hard,Iga Swiatek,845,499,933,428,44,Sorana Cirstea,957,529,1002,406,26,28
Hard,Kaia Kanepi,1440,809,1383,533,64,Aryna Sabalenka,2650,1626,2584,1139,193,58
Hard,Ashleigh Barty,4283,2717,4383,1881,398,Jessica Pegula,3238,1820,3194,1416,123,108
Hard,Madison Keys,1327,757,1317,572,110,Barbora Krejcikova,1522,927,1534,665,102,41
Hard,Danielle Collins,2144,1245,2035,842,111,Alize Cornet,2827,1545,2796,1213,57,69
Hard,Iga Swiatek,1092,646,1121,468,34,Kaia Kanepi,947,546,896,372,53,29
Hard,Ashleigh Barty,3518,2250,3593,1527,327,Madison Keys,2105,1268,2043,834,201,76
Hard,Danielle Collins,1876,1107,1698,697,107,Iga Swiatek,2126,1266,2301,995,103,59
Hard,Ashleigh Barty,4767,3018,4895,2146,421,Danielle Collins,2885,1672,2661,1105,138,112
Hard,Iga Swiatek,2234,1280,2386,1025,86,Maria Sakkari,2753,1603,2871,1212,148,79
Hard,Anett Kontaveit,4388,2572,4282,1836,210,Jelena Ostapenko,3965,2091,3889,1736,110,122
Hard,Iga Swiatek,2328,1349,2450,1056,96,Aryna Sabalenka,4171,2497,4123,1816,297,98
Hard,Maria Sakkari,2305,1356,2465,1050,133,Cori Gauff,1906,1093,1957,852,84,62
Hard,Anett Kontaveit,4996,2965,4818,2128,256,Ons Jabeur,3987,2305,4011,1722,236,135
Hard,Jelena Ostapenko,3966,2118,3894,1762,124,Garbine Muguruza,3702,2140,3852,1726,194,115
Hard,Aryna Sabalenka,4160,2541,4086,1765,336,Jil Teichmann,2553,1488,2503,1027,100,101
Hard,Iga Swiatek,1922,1141,2019,880,89,Daria Kasatkina,2071,1131,2231,1012,46,60
Hard,Cori Gauff,1697,1002,1659,728,77,Paula Badosa,1292,772,1292,563,79,40
Hard,Maria Sakkari,4186,2471,4360,1882,258,Jessica Pegula,2949,1713,2970,1310,126,111
Hard,Ons Jabeur,2170,1253,2228,995,128,Tereza Martincova,1685,933,1679,702,27,53
Hard,Anett Kontaveit,5071,3023,4864,2140,246,Elise Mertens,5435,3091,5593,2538,237,157
Hard,Garbine Muguruza,1493,879,1564,689,82,Madison Brengle,1133,572,1179,491,1,40
Hard,Jelena Ostapenko,2285,1228,2280,997,78,Barbora Krejcikova,1786,1041,1812,708,91,57
Hard,Iga Swiatek,2224,1302,2325,996,84,Anett Kontaveit,3237,1944,3108,1339,168,90
Hard,Iga Swiatek,2234,1280,2386,1025,86,Maria Sakkari,2753,1603,2871,1212,148,79
Hard,Iga Swiatek,1601,928,1679,704,67,Simona Halep,2220,1251,2193,1015,75,59
Hard,Maria Sakkari,3179,1843,3218,1345,173,Paula Badosa,1957,1143,1856,787,97,75
Hard,Simona Halep,3208,1848,3290,1543,111,Petra Martic,2859,1657,2818,1166,125,85
Hard,Iga Swiatek,1252,741,1363,567,48,Madison Keys,1047,653,1027,417,95,38
Hard,Paula Badosa,1740,1028,1701,695,91,Veronika Kudermetova,1863,1058,1839,721,118,53
Hard,Maria Sakkari,3605,2114,3750,1570,195,Elena Rybakina,3581,2106,3530,1472,224,109
Hard,Simona Halep,2290,1325,2374,1166,74,Sorana Cirstea,1639,923,1781,750,43,56
Hard,Petra Martic,897,541,946,371,41,Liudmila Samsonova,877,534,914,358,67,23
Hard,Iga Swiatek,1749,1008,1813,760,69,Angelique Kerber,2055,1156,2135,947,38,59
Hard,Madison Keys,163,98,153,75,14,Harriet Dart,181,90,180,83,0,4
Hard,Paula Badosa,1049,649,1074,501,61,Leylah Fernandez,707,404,643,283,18,26
Hard,Veronika Kudermetova,3673,2102,3559,1419,232,Marketa Vondrousova,3067,1753,3180,1400,87,95
Hard,Maria Sakkari,730,428,754,295,51,Daria Saville,363,167,349,140,6,16
Hard,Elena Rybakina,1846,1145,1971,844,133,Viktorija Golubic,1615,845,1637,761,5,53
Hard,Iga Swiatek,1696,988,1770,753,74,Naomi Osaka,2022,1238,1989,848,194,58
Hard,Naomi Osaka,3597,2254,3568,1517,335,Belinda Bencic,3235,1903,3262,1351,152,106
Hard,Iga Swiatek,1576,891,1650,678,64,Jessica Pegula,1427,830,1400,594,53,51
Hard,Belinda Bencic,785,443,778,329,27,Daria Saville,684,349,708,327,7,22
Hard,Naomi Osaka,3246,2008,3209,1387,304,Danielle Collins,2956,1721,2838,1164,153,96
Hard,Jessica Pegula,1574,897,1618,735,66,Paula Badosa,1146,652,1067,460,58,42
Hard,Iga Swiatek,2373,1372,2531,1092,104,Petra Kvitova,2916,1773,3095,1401,202,85
Hard,Belinda Bencic,3657,2084,3628,1525,154,Aliaksandra Sasnovich,2870,1561,2947,1243,86,102
Hard,Daria Saville,68,30,56,21,2,Lucia Bronzetti,47,22,52,19,0,2
Hard,Naomi Osaka,2818,1778,2766,1158,280,Alison Riske Amritraj,2194,1310,2221,916,68,70
Hard,Danielle Collins,3313,1940,3101,1292,195,Ons Jabeur,4213,2441,4323,1869,262,108
Hard,Paula Badosa,0,0,0,0,0,Linda Fruhvirtova,0,0,0,0,0,0
Hard,Jessica Pegula,606,360,634,298,21,Anhelina Kalinina,183,86,189,70,2,13
Hard,Petra Kvitova,3012,1848,3180,1434,196,Veronika Kudermetova,2819,1663,2868,1193,208,86
Hard,Iga Swiatek,1239,725,1306,525,53,Cori Gauff,2232,1320,2214,927,128,51
Clay,Ons Jabeur,257,141,290,121,9,Jessica Pegula,374,194,346,144,10,9
Clay,Jessica Pegula,182,103,164,78,6,Jil Teichmann,420,234,423,195,10,8
Clay,Ons Jabeur,199,125,220,83,12,Ekaterina Alexandrova,354,217,390,171,38,8
Clay,Jil Teichmann,61,35,74,41,0,Anhelina Kalinina,42,17,54,20,1,3
Clay,Jessica Pegula,566,311,560,242,18,Sara Sorribes Tormo,449,240,431,202,1,14
Clay,Ekaterina Alexandrova,1011,561,1041,438,43,Amanda Anisimova,609,339,528,227,15,23
Clay,Ons Jabeur,482,286,532,241,25,Simona Halep,666,377,641,301,32,16
Clay,Jil Teichmann,725,405,715,330,17,Elena Rybakina,922,540,859,327,49,23
Clay,Anhelina Kalinina,0,0,0,0,0,Emma Raducanu,0,0,0,0,0,0
Clay,Sara Sorribes Tormo,372,175,391,173,1,Daria Kasatkina,559,295,545,252,4,12
Clay,Jessica Pegula,325,177,324,135,20,Bianca Andreescu,285,174,309,142,14,10
Clay,Ekaterina Alexandrova,435,251,482,204,30,Marie Bouzkova,205,104,166,69,0,9
Clay,Amanda Anisimova,247,145,255,114,4,Victoria Azarenka,205,106,219,112,4,7
Clay,Ons Jabeur,171,83,190,92,2,Belinda Bencic,200,135,206,73,7,7
Clay,Simona Halep,1305,730,1290,594,33,Cori Gauff,854,480,926,404,43,32
Clay,Iga Swiatek,130,83,125,60,2,Ons Jabeur,313,169,304,139,19,7
Clay,Iga Swiatek,954,557,1070,471,28,Aryna Sabalenka,1543,915,1505,638,91,34
Clay,Ons Jabeur,444,256,439,176,19,Daria Kasatkina,481,250,486,222,13,13
Clay,Iga Swiatek,173,103,214,107,2,Bianca Andreescu,285,174,309,142,14,8
Clay,Aryna Sabalenka,1455,860,1389,542,85,Amanda Anisimova,660,348,630,268,7,28
Clay,Ons Jabeur,313,169,304,139,19,Maria Sakkari,269,142,318,146,11,9
Clay,Daria Kasatkina,190,111,177,83,1,Jil Teichmann,233,122,203,93,3,5
Clay,Iga Swiatek,533,323,587,290,18,Victoria Azarenka,624,354,630,298,23,17
Clay,Bianca Andreescu,141,77,130,52,4,Petra Martic,150,94,188,90,5,3
Clay,Aryna Sabalenka,805,478,745,322,56,Jessica Pegula,296,153,297,139,7,15
Clay,Amanda Anisimova,256,140,230,113,5,Danielle Collins,371,222,386,159,17,9
Clay,Ons Jabeur,571,311,623,287,25,Yulia Putintseva,517,278,512,231,9,15
Clay,Maria Sakkari,1108,651,1193,513,52,Cori Gauff,612,333,642,287,30,25
Clay,Jil Teichmann,725,405,715,330,17,Elena Rybakina,922,540,859,327,49,23
Clay,Daria Kasatkina,450,239,445,208,11,Paula Badosa,302,194,355,163,19,11
Clay,Iga Swiatek,0,0,0,0,0,Qinwen Zheng,0,0,0,0,0,0
Clay,Jessica Pegula,245,142,234,117,6,Irina Camelia Begu,258,151,278,131,8,7
Clay,Veronika Kudermetova,517,291,425,162,23,Madison Keys,734,426,776,338,44,16
Clay,Daria Kasatkina,306,176,365,164,5,Camila Giorgi,324,183,253,97,10,9
