name,t_grass_receive_total,t_grass_receive_won,t_hard_receive_total,t_hard_receive_won,t_clay_receive_total,t_clay_receive_won,1_grass_receive_total,1_grass_receive_won,1_hard_receive_total,1_hard_receive_won,1_clay_receive_total,1_clay_receive_won,2_grass_receive_total,2_grass_receive_won,2_hard_receive_total,2_hard_receive_won,2_clay_receive_total,2_clay_receive_won,3_grass_receive_total,3_grass_receive_won,3_hard_receive_total,3_hard_receive_won,3_clay_receive_total,3_clay_receive_won,4_grass_receive_total,4_grass_receive_won,4_hard_receive_total,4_hard_receive_won,4_clay_receive_total,4_clay_receive_won,5_grass_receive_total,5_grass_receive_won,5_hard_receive_total,5_hard_receive_won,5_clay_receive_total,5_clay_receive_won,6_grass_receive_total,6_grass_receive_won,6_hard_receive_total,6_hard_receive_won,6_clay_receive_total,6_clay_receive_won,7_grass_receive_total,7_grass_receive_won,7_hard_receive_total,7_hard_receive_won,7_clay_receive_total,7_clay_receive_won,8_grass_receive_total,8_grass_receive_won,8_hard_receive_total,8_hard_receive_won,8_clay_receive_total,8_clay_receive_won,9_grass_receive_total,9_grass_receive_won,9_hard_receive_total,9_hard_receive_won,9_clay_receive_total,9_clay_receive_won,10_grass_receive_total,10_grass_receive_won,10_hard_receive_total,10_hard_receive_won,10_clay_receive_total,10_clay_receive_won,11_grass_receive_total,11_grass_receive_won,11_hard_receive_total,11_hard_receive_won,11_clay_receive_total,11_clay_receive_won,12_grass_receive_total,12_grass_receive_won,12_hard_receive_total,12_hard_receive_won,12_clay_receive_total,12_clay_receive_won,13_grass_receive_total,13_grass_receive_won,13_hard_receive_total,13_hard_receive_won,13_clay_receive_total,13_clay_receive_won,14_grass_receive_total,14_grass_receive_won,14_hard_receive_total,14_hard_receive_won,14_clay_receive_total,14_clay_receive_won,15_grass_receive_total,15_grass_receive_won,15_hard_receive_total,15_hard_receive_won,15_clay_receive_total,15_clay_receive_won,16_grass_receive_total,16_grass_receive_won,16_hard_receive_total,16_hard_receive_won,16_clay_receive_total,16_clay_receive_won,17_grass_receive_total,17_grass_receive_won,17_hard_receive_total,17_hard_receive_won,17_clay_receive_total,17_clay_receive_won,18_grass_receive_total,18_grass_receive_won,18_hard_receive_total,18_hard_receive_won,18_clay_receive_total,18_clay_receive_won
Andreas Beck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Andy Roddick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,33,16,0,0,0,0,0,0,0,0,16,7,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,29,16,0,0
David Ferrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,42,20,24,10,0,0,0,0,0,0,0,0,0,0,0,0,39,12,108,43,47,22,0,0,0,0,0,0,54,23,142,60,63,26,0,0,0,0,0,0,0,0,0,0,0,0,50,18,110,50,60,36
Benoit Paire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,15,6,0,0,0,0,0,0,6,3,21,7,27,12,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,4,20,11
John Isner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,29,8,10,2,0,0,0,0,0,0,6,2,53,22,25,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,23,5,18,4
Nicolas Mahut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,1,0,0,0,0,0,0,2,0,11,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,9,11,4
Mikhail Kukushkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,0,0,0,0,0,0,0,0,2,0,22,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0
Roger Federer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,43,15,24,13,0,0,0,0,0,0,0,0,0,0,0,0,40,18,82,32,40,15,0,0,0,0,0,0,47,25,116,50,67,29,0,0,0,0,0,0,0,0,0,0,0,0,43,16,117,50,82,35
Robin Soderling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,10,8,10,4,0,0,0,0,0,0,9,3,8,5,17,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,4,18,8
Philipp Petzschner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,7,3,1,0,0,0,0,0,0,12,3,25,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,19,6,19,6,0,0
Kei Nishikori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,42,18,21,6,0,0,0,0,0,0,9,3,69,23,32,11,0,0,0,0,0,0,0,0,0,0,0,0,5,2,61,24,31,17
Lleyton Hewitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,18,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,4,36,12,5,4,0,0,0,0,0,0,15,3,59,31,8,4,0,0,0,0,0,0,0,0,0,0,0,0,17,7,47,16,5,3
Ernests Gulbis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,3,7,5,0,0,0,0,0,0,10,2,12,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,11,3,9,3
Dmitry Tursunov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,1,2,0
James Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
Michael Llodra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,11,3,0,0,0,0,0,0,2,1,12,2,14,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,19,6
Marcos Baghdatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,35,13,10,3,0,0,0,0,0,0,11,4,46,21,13,6,0,0,0,0,0,0,0,0,0,0,0,0,22,9,43,17,19,5
James Blake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,3,1,1,0,0,0,0,0,0,11,5,23,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,5,0,0
Jeremy Chardy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,3,14,5,0,0,0,0,0,0,7,2,41,15,23,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2,19,7,19,9
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,70,33,21,8,0,0,0,0,0,0,0,0,0,0,0,0,53,24,135,60,57,28,0,0,0,0,0,0,74,29,177,85,65,26,0,0,0,0,0,0,0,0,0,0,0,0,72,27,175,88,69,32
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,23,32,16,0,0,0,0,0,0,0,0,0,0,0,0,14,8,77,25,67,32,0,0,0,0,0,0,34,17,107,57,90,48,0,0,0,0,0,0,0,0,0,0,0,0,21,9,83,45,59,32
Ryan Sweeting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
Gilles Muller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,2,0,0,0,0,0,0,0,2,0,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0
Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,34,12,9,3,0,0,0,0,0,0,9,3,56,23,19,10,0,0,0,0,0,0,0,0,0,0,0,0,5,2,41,13,10,2
Olivier Rochus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Mardy Fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,33,15,14,6,0,0,0,0,0,0,21,8,41,16,14,5,0,0,0,0,0,0,0,0,0,0,0,0,15,2,40,20,16,2
Denis Istomin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,6,3,0,0,0,0,0,0,10,2,8,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,5,7,3
Robin Haase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,3,4,1,0,0,0,0,0,0,9,2,23,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,5,6,2
Julien Benneteau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,26,16,20,5,0,0,0,0,0,0,7,3,33,13,25,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,30,14,26,11
Tomas Berdych,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,26,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,19,7,65,26,15,8,0,0,0,0,0,0,24,7,97,42,19,9,0,0,0,0,0,0,0,0,0,0,0,0,19,9,93,44,11,3
Tobias Kamke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,3,0,0,0,0,0,0,1,0,18,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,11,5
Richard Gasquet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,28,16,10,5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,63,20,37,15,0,0,0,0,0,0,30,16,95,38,41,15,0,0,0,0,0,0,0,0,0,0,0,0,13,7,81,29,52,23
Igor Kunitsyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Simone Bolelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,3,0,0,0,0,0,0,0,3,1,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,2
Stanislas Wawrinka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,24,11,14,7,0,0,0,0,0,0,0,0,0,0,0,0,8,2,49,15,40,13,0,0,0,0,0,0,13,2,80,35,50,20,0,0,0,0,0,0,0,0,0,0,0,0,10,5,98,39,32,12
Victor Hanescu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,1,0,0,0,0,0,0,1,0,8,5,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1
Ryan Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,6,7,3,0,0,0,0,0,0,6,1,14,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,7,7,2
Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,5,1,1,0,0,0,0,0,0,22,6,16,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,7,3,7,3
Jo-Wilfried Tsonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,25,12,15,9,0,0,0,0,0,0,0,0,0,0,0,0,27,11,51,26,27,11,0,0,0,0,0,0,41,12,55,29,53,25,0,0,0,0,0,0,0,0,0,0,0,0,26,12,32,20,44,20
