surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Elise Mertens,210,132,210,98,9,Aryna Sabalenka,190,119,143,56,13,5
Hard,Elina Svitolina,5166,2882,5416,2500,168,Johanna Konta,3364,2080,3734,1658,228,139
Hard,Sloane Stephens,2477,1486,2454,1037,71,Carla Suarez Navarro,2888,1610,2957,1229,35,87
Hard,Anastasija Sevastova,1592,869,1452,641,47,Julia Goerges,1893,1126,1850,727,153,56
Hard,Kiki Bertens,2078,1131,2177,946,113,Petra Kvitova,2426,1517,2482,1151,160,80
Hard,Ashleigh Barty,1167,716,1127,479,89,Alize Cornet,1581,859,1691,754,33,42
Hard,Caroline Garcia,2436,1424,2340,940,122,Maria Sharapova,1167,739,1226,585,90,61
Hard,Simona Halep,4464,2570,4530,2089,106,Venus Williams,3873,2190,3944,1746,197,138
Hard,Elina Svitolina,1912,1114,2015,949,56,Elise Mertens,876,484,869,366,42,42
Hard,Sloane Stephens,1850,1094,1890,801,50,Anastasija Sevastova,1701,900,1548,635,51,61
Hard,Ashleigh Barty,1074,649,986,411,89,Kiki Bertens,1197,671,1254,545,91,35
Hard,Simona Halep,4421,2562,4631,2178,108,Caroline Garcia,4796,2825,4528,1767,253,150
Hard,Sloane Stephens,2521,1474,2437,995,62,Elina Svitolina,4214,2384,4492,2013,142,111
Hard,Simona Halep,2434,1419,2464,1117,77,Ashleigh Barty,1569,930,1475,640,120,61
Hard,Simona Halep,3023,1723,3082,1392,78,Sloane Stephens,2378,1434,2344,1005,71,90
Hard,Simona Halep,2204,1284,2199,1025,69,Anastasija Sevastova,2052,1139,1902,788,72,71
Hard,Catherine Cartan Bellis,1279,702,1296,544,18,Karolina Pliskova,2721,1680,2782,1179,280,62
Hard,Garbine Muguruza,1806,1011,1813,803,88,Sorana Cirstea,1065,552,1069,490,36,46
Hard,Caroline Garcia,383,237,362,126,26,Anna Blinkova,158,71,151,49,7,8
Hard,Julia Goerges,754,440,744,300,53,Mihaela Buzarnescu,499,294,506,209,18,16
Hard,Petra Kvitova,3751,2316,3842,1638,216,Elina Svitolina,4418,2491,4580,2092,155,137
Hard,Angelique Kerber,5976,3426,6248,2844,120,Johanna Konta,3757,2357,4114,1839,261,161
Hard,Caroline Wozniacki,3949,2298,3890,1792,112,Monica Niculescu,2841,1526,2931,1387,33,109
Hard,Simona Halep,1673,968,1666,726,40,Catherine Cartan Bellis,747,410,802,332,12,41
Hard,Garbine Muguruza,4390,2539,4352,1894,220,Caroline Garcia,4887,2859,4710,1902,260,154
Hard,Petra Kvitova,3136,1898,3289,1449,184,Julia Goerges,2771,1604,2734,1063,210,100
Hard,Caroline Wozniacki,5887,3445,5758,2627,198,Angelique Kerber,6770,3911,7109,3200,152,203
Hard,Garbine Muguruza,4902,2858,4874,2127,256,Simona Halep,4734,2777,4789,2201,120,162
Hard,Petra Kvitova,4768,2877,4720,2074,263,Caroline Wozniacki,4953,2881,4949,2281,159,163
Hard,Petra Kvitova,4198,2591,4378,1913,259,Garbine Muguruza,4328,2522,4300,1894,229,147
Hard,Monica Puig,2889,1662,2912,1225,141,Caroline Wozniacki,4511,2647,4321,1963,161,121
Hard,Qiang Wang,1856,1003,1937,811,64,Daria Saville,2172,1199,2083,876,62,62
Hard,Katerina Siniakova,2261,1169,2072,871,77,Garbine Muguruza,2830,1648,2835,1280,159,81
