name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Daniel Evans,340,236,350,130,14,1069,663,1052,367,49,284,165,253,95,6,Tommy Paul,0,0,0,0,0,1004,634,1078,411,52,221,115,202,64,6,0,0,0
Nick Kyrgios,95,73,107,34,29,277,189,272,72,52,0,0,0,0,0,Alex De Minaur,0,0,0,0,0,343,205,324,116,15,189,110,191,63,8,0,0,0
Hubert Hurkacz,256,170,262,80,19,1123,718,1170,450,165,38,22,39,10,2,Albert Ramos,0,0,0,0,0,544,342,614,225,21,478,302,447,185,10,0,0,0
Casper Ruud,57,31,48,14,2,1312,861,1284,458,100,1021,687,1124,439,54,Roberto Bautista Agut,293,170,317,135,7,1423,894,1482,538,52,779,467,794,327,19,0,0,0
Felix Auger Aliassime,421,285,452,165,58,1501,993,1622,604,178,341,207,336,121,16,Cameron Norrie,436,296,425,141,34,1556,978,1631,653,105,619,405,614,239,31,0,0,0
Pablo Carreno Busta,96,58,69,20,5,690,431,693,239,28,865,560,912,350,39,Jannik Sinner,132,73,139,55,2,1356,884,1400,592,82,429,240,425,168,12,0,0,0
Jack Draper,185,113,175,52,15,0,0,0,0,0,0,0,0,0,0,Gael Monfils,0,0,0,0,0,221,133,220,74,25,0,0,0,0,0,0,0,0
Daniel Evans,65,43,70,18,3,776,493,739,262,39,480,308,453,182,15,Taylor Fritz,260,174,242,67,29,991,634,967,364,92,64,36,77,29,4,0,0,0
Tommy Paul,0,0,0,0,0,1238,762,1315,518,69,508,290,524,185,24,Marin Cilic,263,176,310,125,38,990,620,935,312,126,234,152,213,65,36,0,0,0
Borna Coric,0,0,0,0,0,211,150,214,73,30,0,0,0,0,0,Stefanos Tsitsipas,0,0,0,0,0,65,51,87,36,12,41,30,54,31,1,0,0,0
Stefanos Tsitsipas,78,51,103,33,15,1737,1176,1745,635,164,1404,956,1368,523,87,Daniil Medvedev,477,323,541,219,53,2579,1763,2737,1100,334,484,324,540,224,42,0,0,0
Borna Coric,0,0,0,0,0,329,221,330,114,36,0,0,0,0,0,Cameron Norrie,0,0,0,0,0,455,296,456,176,35,0,0,0,0,0,0,0,0
Daniil Medvedev,336,219,379,150,39,1568,1080,1643,642,203,252,172,305,148,21,Taylor Fritz,144,94,117,23,13,1707,1116,1657,569,197,281,172,315,118,24,0,0,0
Stefanos Tsitsipas,0,0,0,0,0,777,502,763,279,63,723,508,729,298,48,John Isner,148,108,158,47,36,933,630,878,251,192,308,228,320,91,84,0,0,0
