name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Venus Williams,0,0,0,0,0,51,29,68,39,2,0,0,0,0,0,Anastasija Sevastova,0,0,0,0,0,68,29,51,22,1,0,0,0,0,0,0,1,0
Karolina Pliskova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amanda Anisimova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naomi Osaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maria Sakkari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petra Martic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marketa Vondrousova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simona Halep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qiang Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daria Kasatkina,0,0,0,0,0,291,161,274,111,5,0,0,0,0,0,Angelique Kerber,0,0,0,0,0,274,163,291,130,4,0,0,0,0,0,0,4,0
Venus Williams,74,44,65,29,0,161,92,155,73,10,0,0,0,0,0,Carla Suarez Navarro,65,36,74,30,0,155,82,161,69,2,0,0,0,0,0,1,3,0
Naomi Osaka,0,0,0,0,0,76,44,71,25,2,0,0,0,0,0,Karolina Pliskova,0,0,0,0,0,71,46,76,32,12,0,0,0,0,0,0,1,0
Simona Halep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petra Martic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daria Kasatkina,120,68,123,50,4,109,65,97,42,1,0,0,0,0,0,Venus Williams,123,73,120,52,3,97,55,109,44,6,0,0,0,0,0,1,1,0
