name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Serena Williams,1129,780,1231,533,194,4039,2634,4048,1986,493,1460,988,1556,815,158,Lucie Safarova,350,238,368,116,22,3797,2261,3923,1592,181,1248,762,1248,518,59,0,0,0
Samantha Stosur,302,195,302,129,21,5361,3186,5169,2146,232,1737,1072,1774,727,73,Alize Cornet,266,147,243,103,4,2302,1224,2334,1062,65,1144,551,1186,553,24,0,0,0
Petra Kvitova,1077,683,1062,436,65,3235,1918,3390,1551,194,1117,642,1129,487,38,Venus Williams,448,284,484,198,29,1803,1047,1774,829,102,843,469,852,377,37,0,0,0
Roberta Vinci,1051,632,1108,482,44,4505,2526,4488,2015,171,1768,995,1808,770,69,Kate Makarova,1138,685,1195,470,52,4031,2293,4068,1772,133,1096,632,1086,436,32,0,0,0
Svetlana Kuznetsova,414,240,458,190,28,3977,2196,4085,1846,166,1296,729,1360,637,46,Angelique Kerber,770,474,820,369,32,4833,2693,4735,2115,109,1330,762,1247,549,26,0,0,0
Maria Sharapova,770,473,782,324,59,3225,1913,3420,1693,150,1953,1190,1983,941,104,Carla Suarez Navarro,596,324,595,250,7,3026,1572,2915,1257,22,1319,707,1317,646,14,0,0,0
Ana Ivanovic,780,469,747,308,56,4258,2467,4305,1956,214,1337,791,1301,609,68,Sabine Lisicki,1719,1045,1680,727,151,3471,1949,3396,1469,239,1038,617,1136,494,71,0,0,0
Simona Halep,343,196,345,167,13,2943,1592,2965,1338,55,1558,832,1526,724,28,Andrea Petkovic,194,117,239,101,6,3798,2167,3825,1758,103,1149,614,1091,537,25,0,0,0
Samantha Stosur,760,467,742,290,56,6321,3800,6223,2635,257,2176,1337,2171,898,79,Serena Williams,1083,762,1225,531,194,4411,2898,4450,2162,511,1831,1236,1962,1005,195,0,0,0
Petra Kvitova,1596,992,1612,714,93,6271,3709,6478,2908,339,2017,1184,2107,958,80,Roberta Vinci,1060,638,1078,490,52,5739,3275,5691,2559,227,1589,880,1630,679,52,0,0,0
Maria Sharapova,686,419,714,331,45,4352,2499,4404,2088,185,2795,1707,2902,1383,146,Svetlana Kuznetsova,313,189,332,156,26,4343,2404,4546,2055,189,1651,934,1656,745,57,0,0,0
Ana Ivanovic,492,287,495,171,40,4611,2664,4724,2171,239,1084,625,1052,484,58,Simona Halep,578,316,542,233,22,3793,2015,3709,1660,76,1805,967,1795,836,38,0,0,0
Petra Kvitova,1697,1068,1719,734,102,6139,3602,6342,2832,316,1859,1102,1898,836,69,Samantha Stosur,710,436,682,272,48,6769,4100,6682,2843,309,2372,1466,2331,957,89,0,0,0
Maria Sharapova,705,452,752,345,51,4426,2571,4512,2174,197,2399,1488,2438,1133,118,Ana Ivanovic,681,406,699,271,55,4697,2683,4713,2123,241,864,527,846,441,58,0,0,0
Maria Sharapova,851,542,887,392,65,4338,2522,4503,2209,193,2383,1437,2436,1153,129,Petra Kvitova,1235,783,1225,483,81,5359,3161,5561,2470,299,1755,1029,1749,801,65,0,0,0
Serena Williams,887,619,1037,457,138,3002,1991,3015,1460,399,1532,1021,1640,843,140,Carla Suarez Navarro,594,331,560,245,10,2872,1470,2818,1244,29,1405,755,1441,690,13,0,0,0
Petra Kvitova,1400,875,1401,598,83,5569,3273,5740,2590,286,1991,1160,2028,905,79,Lucie Safarova,462,305,469,150,33,4475,2656,4607,1822,227,1381,837,1404,568,66,0,0,0
Simona Halep,551,297,546,230,23,3715,2001,3695,1649,77,1677,881,1629,772,33,Sabine Lisicki,1785,1106,1734,750,165,2492,1397,2474,1097,193,836,491,919,410,61,0,0,0
Ana Ivanovic,864,539,838,372,70,4641,2676,4731,2160,235,1218,750,1217,587,75,Anastasia Pavlyuchenkova,330,206,363,154,16,4677,2579,4445,1985,174,2365,1348,2317,998,82,0,0,0
Caroline Garcia,127,77,98,30,7,1025,553,938,367,61,397,208,395,162,18,Sara Errani,202,116,200,84,2,490,258,503,228,1,925,527,842,403,4,0,0,0
Agnieszka Radwanska,1081,664,1062,441,38,7642,4487,7395,3532,268,1324,736,1313,611,52,Roberta Vinci,870,517,837,365,40,5730,3280,5700,2567,237,2262,1245,2350,1026,81,0,0,0
Maria Sharapova,857,532,885,391,65,4510,2642,4610,2270,188,2583,1553,2668,1282,129,Samantha Stosur,884,538,872,363,60,6008,3632,5940,2515,273,2468,1500,2407,1034,84,0,0,0
Na Li,694,388,680,281,16,4388,2566,4551,2187,166,1498,893,1495,653,45,Sloane Stephens,476,265,482,200,18,3519,1945,3700,1628,106,1012,549,1025,404,13,0,0,0
Petra Kvitova,1283,820,1278,525,77,5775,3404,6049,2740,306,1976,1156,2005,906,76,Serena Williams,1246,859,1358,599,206,4292,2808,4350,2139,507,1604,1086,1724,886,167,0,0,0
Simona Halep,578,316,542,233,22,3793,2015,3709,1660,76,1805,967,1795,836,38,Ana Ivanovic,492,287,495,171,40,4611,2664,4724,2171,239,1084,625,1052,484,58,0,0,0
Agnieszka Radwanska,216,125,192,76,9,2284,1356,2175,1043,80,479,268,461,199,14,Caroline Garcia,127,77,98,30,7,789,425,719,271,38,423,231,408,163,17,0,0,0
Maria Sharapova,851,527,878,389,63,4113,2390,4195,2005,189,2265,1370,2244,1062,135,Na Li,677,380,664,274,14,4912,2867,5130,2463,178,1589,972,1538,691,60,0,0,0
Simona Halep,819,462,809,360,32,3601,1938,3554,1579,75,1763,959,1735,832,42,Petra Kvitova,1439,894,1414,588,93,4714,2782,4938,2208,255,1565,905,1620,730,61,0,0,0
Maria Sharapova,939,586,989,453,67,4700,2749,4832,2344,212,2637,1616,2704,1291,144,Agnieszka Radwanska,1049,637,1045,429,36,7377,4274,7131,3411,260,1178,680,1240,601,52,0,0,0
Maria Sharapova,544,322,576,260,38,3941,2269,3999,1873,176,2310,1405,2345,1104,124,Simona Halep,551,306,533,234,22,3177,1718,3158,1408,74,1777,959,1750,844,41,0,0,0
Na Li,383,206,344,137,10,2387,1410,2436,1175,92,798,480,767,320,27,Aleksandra Wozniak,352,178,352,140,8,1497,814,1515,683,36,581,334,582,245,17,0,0,0
Dominika Cibulkova,826,450,786,336,14,5598,3120,5534,2537,89,1521,825,1433,684,34,Petra Kvitova,1671,1055,1686,722,107,4841,2892,5019,2242,257,2023,1186,2110,982,73,0,0,0
Flavia Pennetta,415,222,407,191,11,1145,599,1132,535,46,679,354,702,336,16,Camila Giorgi,277,143,268,106,3,718,384,650,258,16,184,90,177,68,6,0,0,0
Sloane Stephens,163,88,164,73,9,1195,685,1204,543,39,441,236,486,220,3,Alisa Kleybanova,0,0,0,0,0,1194,623,1198,517,56,302,174,303,161,11,0,0,0
Simona Halep,380,226,387,178,13,1794,984,1890,862,44,1044,550,994,473,19,Eugenie Bouchard,325,197,331,133,11,1397,746,1338,580,40,221,112,212,90,4,0,0,0
Casey Dellacqua,173,95,145,62,2,392,203,433,181,7,74,37,57,21,0,Lauren Davis,136,61,84,25,3,230,117,253,103,3,186,102,196,81,0,0,0,0
Jelena Jankovic,444,248,383,147,16,6156,3442,6335,2908,199,2501,1421,2537,1176,81,Caroline Wozniacki,875,519,846,348,33,7295,4293,7141,3407,145,2145,1230,2059,907,46,0,0,0
Agnieszka Radwanska,1001,624,977,426,40,5702,3262,5680,2653,200,1179,668,1249,577,48,Alize Cornet,327,186,315,142,7,2860,1494,2925,1304,81,1417,705,1399,681,31,0,0,0
Na Li,617,341,599,244,14,4809,2815,4924,2326,158,1783,1092,1646,722,60,Dominika Cibulkova,787,419,768,311,8,4370,2448,4271,1988,73,1009,558,966,439,23,0,0,0
Flavia Pennetta,565,314,556,252,16,2842,1540,2813,1276,130,1166,611,1156,553,32,Sloane Stephens,262,143,286,121,9,2500,1364,2612,1140,66,986,519,1057,434,14,0,0,0
Simona Halep,375,201,362,149,14,1320,701,1180,525,30,628,346,656,333,13,Casey Dellacqua,239,134,207,65,6,1237,634,1175,500,16,224,110,199,100,6,0,0,0
