surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Serena Williams,3074,1987,3003,1507,367,Lucie Safarova,3341,1995,3448,1378,168,112
Hard,Samantha Stosur,3245,1922,3102,1297,147,Alize Cornet,1981,1045,2003,913,58,95
Hard,Petra Kvitova,2320,1368,2442,1103,127,Venus Williams,1586,911,1573,734,93,65
Hard,Roberta Vinci,3534,1961,3565,1596,116,Kate Makarova,2876,1639,2935,1266,100,99
Hard,Svetlana Kuznetsova,3608,1973,3727,1682,148,Angelique Kerber,3856,2173,3774,1674,84,109
Hard,Maria Sharapova,2775,1634,2894,1402,125,Carla Suarez Navarro,2670,1372,2564,1113,21,90
Hard,Ana Ivanovic,3057,1753,3075,1343,144,Sabine Lisicki,3152,1760,3082,1310,221,105
Hard,Simona Halep,2430,1281,2434,1076,42,Andrea Petkovic,2729,1547,2800,1274,73,82
Hard,Samantha Stosur,5094,3044,4991,2104,204,Serena Williams,3968,2592,3978,1935,461,159
Hard,Petra Kvitova,4828,2904,5075,2280,263,Roberta Vinci,4598,2588,4584,2059,178,158
Hard,Maria Sharapova,3743,2171,3804,1842,167,Svetlana Kuznetsova,3540,1945,3648,1608,160,119
Hard,Ana Ivanovic,3824,2196,3884,1803,196,Simona Halep,3612,1925,3535,1586,70,132
Hard,Petra Kvitova,5392,3137,5590,2498,273,Samantha Stosur,5816,3525,5731,2411,263,185
Hard,Maria Sharapova,4050,2332,4167,2009,178,Ana Ivanovic,3592,2046,3612,1600,158,134
Hard,Maria Sharapova,4144,2400,4273,2088,182,Petra Kvitova,4664,2743,4809,2132,249,153
Clay,Serena Williams,954,643,952,495,87,Carla Suarez Navarro,1013,545,1004,465,12,38
Clay,Petra Kvitova,799,454,805,344,20,Lucie Safarova,644,393,601,231,32,23
Clay,Simona Halep,546,284,577,287,13,Sabine Lisicki,503,311,547,243,45,16
Clay,Ana Ivanovic,528,332,561,296,35,Anastasia Pavlyuchenkova,630,330,637,284,22,25
Clay,Caroline Garcia,281,142,281,118,13,Sara Errani,372,198,333,144,1,12
Clay,Agnieszka Radwanska,966,535,939,437,40,Roberta Vinci,988,524,973,396,30,33
Clay,Maria Sharapova,1608,966,1610,748,73,Samantha Stosur,1151,660,1144,526,42,45
Clay,Na Li,636,373,606,246,17,Sloane Stephens,317,159,336,132,5,14
Clay,Petra Kvitova,1018,579,1049,446,42,Serena Williams,706,496,817,438,98,32
Clay,Simona Halep,423,230,412,192,10,Ana Ivanovic,179,111,177,94,12,13
Clay,Agnieszka Radwanska,150,91,147,58,2,Caroline Garcia,171,89,164,70,5,4
Clay,Maria Sharapova,1537,909,1437,647,94,Na Li,1139,665,1053,458,42,40
Clay,Simona Halep,491,279,523,262,21,Petra Kvitova,514,303,501,229,19,17
Clay,Maria Sharapova,958,577,1042,506,57,Agnieszka Radwanska,519,295,505,239,25,26
Clay,Maria Sharapova,981,583,967,431,42,Simona Halep,1042,545,955,446,24,29
Hard,Na Li,2195,1293,2223,1070,84,Aleksandra Wozniak,1408,759,1429,644,32,59
Hard,Dominika Cibulkova,4160,2312,4116,1866,72,Petra Kvitova,4139,2471,4285,1923,229,137
Hard,Flavia Pennetta,716,377,695,339,27,Camila Giorgi,472,260,407,163,11,17
Hard,Sloane Stephens,1058,598,1058,482,34,Alisa Kleybanova,812,423,875,387,27,27
Hard,Simona Halep,1365,758,1436,635,32,Eugenie Bouchard,1222,632,1152,489,30,42
Hard,Casey Dellacqua,293,148,322,133,4,Lauren Davis,193,98,209,91,3,9
Hard,Jelena Jankovic,5511,3076,5604,2531,175,Caroline Wozniacki,6158,3612,6017,2878,128,179
Hard,Agnieszka Radwanska,4111,2342,4153,1956,140,Alize Cornet,2703,1416,2728,1212,77,126
Hard,Na Li,3946,2310,4096,1943,136,Dominika Cibulkova,3595,2021,3529,1629,61,125
Hard,Flavia Pennetta,2141,1110,2074,954,74,Sloane Stephens,2110,1133,2211,964,58,62
Hard,Simona Halep,866,441,743,325,16,Casey Dellacqua,864,438,849,339,13,31
Hard,Agnieszka Radwanska,7020,4064,6736,3163,230,Jelena Jankovic,5415,3035,5457,2467,166,203
Hard,Flavia Pennetta,2970,1609,2881,1325,115,Na Li,4133,2392,4351,2064,123,122
Hard,Agnieszka Radwanska,5539,3152,5362,2513,203,Simona Halep,4022,2193,4045,1843,87,166
Hard,Flavia Pennetta,3543,1983,3539,1618,150,Agnieszka Radwanska,5183,3005,5181,2419,159,147
Hard,Serena Williams,1189,777,1137,582,147,Coco Vandeweghe,1354,756,1342,565,84,43
