surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Elise Mertens,210,132,210,98,9,Aryna Sabalenka,190,119,143,56,13,5
Hard,Elina Svitolina,1248,726,1291,634,46,Johanna Konta,1063,642,1259,551,66,33
Hard,Sloane Stephens,627,401,610,266,12,Carla Suarez Navarro,453,253,479,198,7,15
Hard,Anastasija Sevastova,853,486,785,351,18,Julia Goerges,754,425,728,283,60,22
Hard,Kiki Bertens,279,150,317,129,9,Petra Kvitova,106,75,115,54,12,6
Hard,Ashleigh Barty,879,531,832,353,68,Alize Cornet,861,467,959,411,15,24
Hard,Caroline Garcia,316,182,311,113,10,Maria Sharapova,356,210,345,155,31,10
Hard,Simona Halep,1694,957,1798,784,42,Venus Williams,1316,748,1295,564,68,43
Hard,Elina Svitolina,738,431,784,375,26,Elise Mertens,516,288,536,217,22,17
Hard,Sloane Stephens,705,406,680,270,15,Anastasija Sevastova,695,389,657,256,32,22
Hard,Ashleigh Barty,449,273,422,175,43,Kiki Bertens,656,359,694,315,52,17
Hard,Simona Halep,909,482,905,388,21,Caroline Garcia,682,395,687,283,31,22
Hard,Sloane Stephens,665,377,655,274,10,Elina Svitolina,1427,833,1493,709,57,30
Hard,Simona Halep,1501,857,1553,662,40,Ashleigh Barty,1077,606,968,395,67,36
Hard,Simona Halep,439,243,453,224,3,Sloane Stephens,340,182,311,122,3,13
Hard,Simona Halep,1045,605,1067,489,21,Anastasija Sevastova,1100,637,1050,436,27,30
Hard,Catherine Cartan Bellis,711,385,671,273,7,Karolina Pliskova,1219,772,1316,543,121,27
Hard,Garbine Muguruza,892,499,924,435,29,Sorana Cirstea,664,343,670,313,19,24
Hard,Caroline Garcia,311,187,293,103,25,Anna Blinkova,244,122,257,90,15,8
Hard,Julia Goerges,431,244,428,173,34,Mihaela Buzarnescu,323,183,289,121,9,10
Hard,Petra Kvitova,561,345,572,233,44,Elina Svitolina,743,419,784,373,41,18
Hard,Angelique Kerber,1210,718,1331,562,32,Johanna Konta,1150,735,1237,505,89,33
Hard,Caroline Wozniacki,505,288,480,213,11,Monica Niculescu,505,271,505,234,0,15
Hard,Simona Halep,302,178,337,138,7,Catherine Cartan Bellis,197,103,182,65,1,8
Hard,Garbine Muguruza,1725,982,1757,786,58,Caroline Garcia,1648,954,1617,684,92,52
Hard,Petra Kvitova,564,343,616,261,36,Julia Goerges,954,551,941,373,78,22
Hard,Caroline Wozniacki,1598,955,1559,702,89,Angelique Kerber,1727,991,1904,769,36,47
Hard,Garbine Muguruza,1121,631,1153,534,53,Simona Halep,1519,881,1623,751,34,42
Hard,Petra Kvitova,626,375,666,278,38,Caroline Wozniacki,718,424,732,375,33,21
Hard,Petra Kvitova,497,321,558,243,45,Garbine Muguruza,722,397,747,332,25,23
