P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score,SetNo
John Isner,Alejandro Falla,hard,2,2,0,15,5
John Isner,Alejandro Falla,hard,2,2,0,30,5
John Isner,Alejandro Falla,hard,2,2,0,40,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,1,15,0,5
John Isner,Alejandro Falla,hard,1,1,30,0,5
John Isner,Alejandro Falla,hard,1,1,40,0,5
John Isner,Alejandro Falla,hard,1,1,0,0,5
John Isner,Alejandro Falla,hard,2,2,0,15,5
John Isner,Alejandro Falla,hard,2,2,0,30,5
John Isner,Alejandro Falla,hard,2,2,0,40,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,1,15,0,5
John Isner,Alejandro Falla,hard,1,2,15,15,5
John Isner,Alejandro Falla,hard,1,1,30,15,5
John Isner,Alejandro Falla,hard,1,1,40,15,5
John Isner,Alejandro Falla,hard,1,1,0,0,5
John Isner,Alejandro Falla,hard,2,2,0,15,5
John Isner,Alejandro Falla,hard,2,2,0,30,5
John Isner,Alejandro Falla,hard,2,2,0,40,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,1,15,0,5
John Isner,Alejandro Falla,hard,1,1,30,0,5
John Isner,Alejandro Falla,hard,1,2,30,15,5
John Isner,Alejandro Falla,hard,1,1,40,15,5
John Isner,Alejandro Falla,hard,1,1,0,0,5
John Isner,Alejandro Falla,hard,2,2,0,15,5
John Isner,Alejandro Falla,hard,2,1,15,15,5
John Isner,Alejandro Falla,hard,2,2,15,30,5
John Isner,Alejandro Falla,hard,2,2,15,40,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,2,0,15,5
John Isner,Alejandro Falla,hard,1,2,0,30,5
John Isner,Alejandro Falla,hard,1,1,15,30,5
John Isner,Alejandro Falla,hard,1,1,30,30,5
John Isner,Alejandro Falla,hard,1,2,30,40,5
John Isner,Alejandro Falla,hard,1,1,40,40,5
John Isner,Alejandro Falla,hard,1,2,40,AD,5
John Isner,Alejandro Falla,hard,1,1,40,40,5
John Isner,Alejandro Falla,hard,1,1,AD,40,5
John Isner,Alejandro Falla,hard,1,1,0,0,5
John Isner,Alejandro Falla,hard,2,2,0,15,5
John Isner,Alejandro Falla,hard,2,1,15,15,5
John Isner,Alejandro Falla,hard,2,2,15,30,5
John Isner,Alejandro Falla,hard,2,2,15,40,5
John Isner,Alejandro Falla,hard,2,1,30,40,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,1,15,0,5
John Isner,Alejandro Falla,hard,1,1,30,0,5
John Isner,Alejandro Falla,hard,1,1,40,0,5
John Isner,Alejandro Falla,hard,1,1,0,0,5
John Isner,Alejandro Falla,hard,2,1,15,0,5
John Isner,Alejandro Falla,hard,2,1,30,0,5
John Isner,Alejandro Falla,hard,2,2,30,15,5
John Isner,Alejandro Falla,hard,2,1,40,15,5
John Isner,Alejandro Falla,hard,2,2,40,30,5
John Isner,Alejandro Falla,hard,2,2,40,40,5
John Isner,Alejandro Falla,hard,2,2,40,AD,5
John Isner,Alejandro Falla,hard,2,1,40,40,5
John Isner,Alejandro Falla,hard,2,2,40,AD,5
John Isner,Alejandro Falla,hard,2,2,0,0,5
John Isner,Alejandro Falla,hard,1,1,15,0,5
John Isner,Alejandro Falla,hard,1,2,15,15,5
John Isner,Alejandro Falla,hard,1,2,15,30,5
John Isner,Alejandro Falla,hard,1,1,30,30,5
John Isner,Alejandro Falla,hard,1,2,30,40,5
John Isner,Alejandro Falla,hard,1,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,15,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,15,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,30,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,40,AD,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,AD,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,40,AD,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,40,AD,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,30,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,15,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,30,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,40,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,0,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,AD,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,15,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,15,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,15,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,15,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,15,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,AD,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,AD,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,AD,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,40,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,2,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,15,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,2,0,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,15,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,30,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,40,30,5
Jurgen Melzer,Stanislas Wawrinka,hard,2,1,0,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,15,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,30,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,40,0,5
Jurgen Melzer,Stanislas Wawrinka,hard,1,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,40,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,0,5
Florian Mayer,Philipp Petzschner,hard,1,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,30,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,40,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,15,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,30,0,5
Florian Mayer,Philipp Petzschner,hard,1,2,30,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,2,1,15,0,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,15,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,2,1,30,30,5
Florian Mayer,Philipp Petzschner,hard,2,2,30,40,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,0,5
Florian Mayer,Philipp Petzschner,hard,1,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,1,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,1,2,15,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,30,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,AD,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,2,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,2,1,30,30,5
Florian Mayer,Philipp Petzschner,hard,2,2,30,40,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,0,5
Florian Mayer,Philipp Petzschner,hard,1,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,1,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,1,2,15,30,5
Florian Mayer,Philipp Petzschner,hard,1,1,30,30,5
Florian Mayer,Philipp Petzschner,hard,1,2,30,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,40,5
Florian Mayer,Philipp Petzschner,hard,1,2,40,AD,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,AD,40,5
Florian Mayer,Philipp Petzschner,hard,1,2,40,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,AD,40,5
Florian Mayer,Philipp Petzschner,hard,1,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,2,2,0,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,15,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,30,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,40,15,5
Florian Mayer,Philipp Petzschner,hard,2,1,0,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,15,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,30,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,40,0,5
Florian Mayer,Philipp Petzschner,hard,1,1,0,0,5
James Ward,Mardy Fish,hard,2,1,15,0,5
James Ward,Mardy Fish,hard,2,2,15,15,5
James Ward,Mardy Fish,hard,2,1,30,15,5
James Ward,Mardy Fish,hard,2,1,40,15,5
James Ward,Mardy Fish,hard,2,2,40,30,5
James Ward,Mardy Fish,hard,2,2,40,40,5
James Ward,Mardy Fish,hard,2,2,40,AD,5
James Ward,Mardy Fish,hard,2,2,0,0,5
James Ward,Mardy Fish,hard,1,2,0,15,5
James Ward,Mardy Fish,hard,1,2,0,30,5
James Ward,Mardy Fish,hard,1,1,15,30,5
James Ward,Mardy Fish,hard,1,1,30,30,5
James Ward,Mardy Fish,hard,1,1,40,30,5
James Ward,Mardy Fish,hard,1,2,40,40,5
James Ward,Mardy Fish,hard,1,1,AD,40,5
James Ward,Mardy Fish,hard,1,1,0,0,5
James Ward,Mardy Fish,hard,2,1,15,0,5
James Ward,Mardy Fish,hard,2,1,30,0,5
James Ward,Mardy Fish,hard,2,2,30,15,5
James Ward,Mardy Fish,hard,2,2,30,30,5
James Ward,Mardy Fish,hard,2,2,30,40,5
James Ward,Mardy Fish,hard,2,1,40,40,5
James Ward,Mardy Fish,hard,2,2,40,AD,5
James Ward,Mardy Fish,hard,2,2,0,0,5
James Ward,Mardy Fish,hard,1,1,15,0,5
James Ward,Mardy Fish,hard,1,1,30,0,5
James Ward,Mardy Fish,hard,1,1,40,0,5
James Ward,Mardy Fish,hard,1,1,0,0,5
James Ward,Mardy Fish,hard,2,2,0,15,5
James Ward,Mardy Fish,hard,2,2,0,30,5
James Ward,Mardy Fish,hard,2,2,0,40,5
James Ward,Mardy Fish,hard,2,2,0,0,5
James Ward,Mardy Fish,hard,1,1,15,0,5
James Ward,Mardy Fish,hard,1,1,30,0,5
James Ward,Mardy Fish,hard,1,2,30,15,5
James Ward,Mardy Fish,hard,1,2,30,30,5
James Ward,Mardy Fish,hard,1,1,40,30,5
James Ward,Mardy Fish,hard,1,2,40,40,5
James Ward,Mardy Fish,hard,1,1,AD,40,5
James Ward,Mardy Fish,hard,1,2,40,40,5
James Ward,Mardy Fish,hard,1,1,AD,40,5
James Ward,Mardy Fish,hard,1,1,0,0,5
James Ward,Mardy Fish,hard,2,1,15,0,5
James Ward,Mardy Fish,hard,2,2,15,15,5
James Ward,Mardy Fish,hard,2,2,15,30,5
James Ward,Mardy Fish,hard,2,2,15,40,5
James Ward,Mardy Fish,hard,2,2,0,0,5
James Ward,Mardy Fish,hard,1,2,0,15,5
James Ward,Mardy Fish,hard,1,2,0,30,5
James Ward,Mardy Fish,hard,1,2,0,40,5
James Ward,Mardy Fish,hard,1,1,15,40,5
James Ward,Mardy Fish,hard,1,2,0,0,5
James Ward,Mardy Fish,hard,2,1,15,0,5
James Ward,Mardy Fish,hard,2,2,15,15,5
James Ward,Mardy Fish,hard,2,2,15,30,5
James Ward,Mardy Fish,hard,2,2,15,40,5
James Ward,Mardy Fish,hard,2,2,0,0,5
Lukas Rosol,Rafael Nadal,hard,2,1,15,0,5
Lukas Rosol,Rafael Nadal,hard,2,1,30,0,5
Lukas Rosol,Rafael Nadal,hard,2,2,30,15,5
Lukas Rosol,Rafael Nadal,hard,2,2,30,30,5
Lukas Rosol,Rafael Nadal,hard,2,1,40,30,5
Lukas Rosol,Rafael Nadal,hard,2,1,0,0,5
Lukas Rosol,Rafael Nadal,hard,1,1,15,0,5
Lukas Rosol,Rafael Nadal,hard,1,1,30,0,5
Lukas Rosol,Rafael Nadal,hard,1,2,30,15,5
Lukas Rosol,Rafael Nadal,hard,1,1,40,15,5
Lukas Rosol,Rafael Nadal,hard,1,1,0,0,5
Lukas Rosol,Rafael Nadal,hard,2,2,0,15,5
Lukas Rosol,Rafael Nadal,hard,2,2,0,30,5
Lukas Rosol,Rafael Nadal,hard,2,2,0,40,5
