P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score,SetNo
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,15,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,2,15,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,40,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,15,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,15,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,40,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,2,0,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,15,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,2,30,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,40,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,0,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,15,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,40,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,15,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,30,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,2,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,2,30,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,40,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,15,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,1,30,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,15,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,30,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,30,40,5
Thomaz Bellucci,Ruben Bemelmans,hard,2,2,0,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,15,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,30,0,5
Thomaz Bellucci,Ruben Bemelmans,hard,1,1,40,0,5
