surface,id1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,grass_sample_size1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,hard_sample_size1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,clay_sample_size1,carpet_pts_served1,carpet_service_pts_won1,carpet_pts_received1,carpet_receiving_pts_won1,carpet_aces1,carpet_sample_size1,co2_pts_served1,co2_service_pts_won1,co2_pts_received1,co2_receiving_pts_won1,co2_aces1,co2_sample_size1,co2nsf_pts_served1,co2nsf_service_pts_won1,co2nsf_pts_received1,co2nsf_receiving_pts_won1,co2nsf_aces1,co2nsf_sample_size1,id2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,grass_sample_size2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,hard_sample_size2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,clay_sample_size2,carpet_pts_served2,carpet_service_pts_won2,carpet_pts_received2,carpet_receiving_pts_won2,carpet_aces2,carpet_sample_size2,co2_pts_served2,co2_service_pts_won2,co2_pts_received2,co2_receiving_pts_won2,co2_aces2,co2_sample_size2,co2nsf_pts_served2,co2nsf_service_pts_won2,co2nsf_pts_received2,co2nsf_receiving_pts_won2,co2nsf_aces2,co2nsf_sample_size2
Hard,134868,0,0,0,0,0,0,275,185,258,80,39,2,23,18,28,6,1,1,0,0,0,0,0,0,180,119,161,53,30,1,180,119,161,53,30,1,104926,0,0,0,0,0,0,251,161,270,122,14,3,63,35,70,26,2,1,0,0,0,0,0,0,189,121,206,88,11,2,189,121,206,88,11,2
Hard,105807,0,0,0,0,0,0,0,0,0,0,0,0,85,58,91,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144869,0,0,0,0,0,0,0,0,0,0,0,0,89,60,105,43,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,207989,0,0,0,0,0,0,280,178,298,112,15,3,0,0,0,0,0,0,0,0,0,0,0,0,280,178,298,112,15,3,280,178,298,112,15,3,126214,0,0,0,0,0,0,116,69,108,28,8,2,0,0,0,0,0,0,0,0,0,0,0,0,116,69,108,28,8,2,116,69,108,28,8,2
Hard,105583,163,104,165,62,3,1,537,327,461,144,20,7,68,38,68,23,0,1,0,0,0,0,0,0,319,192,264,73,8,5,319,192,264,73,8,5,105916,120,78,108,36,6,1,501,317,498,200,20,6,168,102,196,84,6,2,0,0,0,0,0,0,408,250,403,163,14,5,408,250,403,163,14,5
Hard,111578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,126610,208,163,222,70,40,3,226,146,223,69,20,3,128,96,161,71,10,2,0,0,0,0,0,0,226,146,223,69,20,3,226,146,223,69,20,3,206909,125,81,116,36,7,1,466,306,519,214,35,8,0,0,0,0,0,0,0,0,0,0,0,0,166,110,173,58,17,3,291,191,289,94,24,4
Hard,100644,0,0,0,0,0,0,470,326,517,211,82,7,82,57,106,52,4,1,0,0,0,0,0,0,188,137,193,68,35,2,188,137,193,68,35,2,127157,0,0,0,0,0,0,115,70,97,34,9,2,342,210,333,121,27,4,0,0,0,0,0,0,115,70,97,34,9,2,115,70,97,34,9,2
Hard,105357,58,31,53,16,1,1,391,249,408,170,15,6,402,247,445,168,10,4,0,0,0,0,0,0,55,34,59,18,3,1,55,34,59,18,3,1,103852,301,207,293,99,52,4,369,254,350,97,53,3,331,213,303,90,35,4,0,0,0,0,0,0,155,107,143,36,27,1,155,107,143,36,27,1
Hard,105430,0,0,0,0,0,0,249,148,239,69,6,3,140,61,147,53,1,2,0,0,0,0,0,0,71,48,81,26,2,1,71,48,81,26,2,1,106415,0,0,0,0,0,0,209,125,225,79,0,3,150,90,161,54,2,3,0,0,0,0,0,0,119,70,137,41,0,2,119,70,137,41,0,2
Hard,126846,84,62,70,12,7,1,250,155,265,82,24,3,0,0,0,0,0,0,0,0,0,0,0,0,184,117,195,58,19,2,184,117,195,58,19,2,144750,0,0,0,0,0,0,377,245,383,137,44,4,30,9,28,8,1,1,0,0,0,0,0,0,183,109,182,60,22,2,183,109,182,60,22,2
Hard,124187,0,0,0,0,0,0,302,220,323,93,79,4,0,0,0,0,0,0,0,0,0,0,0,0,201,146,220,56,46,3,201,146,220,56,46,3,104731,88,60,73,23,16,1,203,141,224,68,30,3,127,88,143,49,30,1,0,0,0,0,0,0,203,141,224,68,30,3,291,201,297,91,46,4
Hard,136440,0,0,0,0,0,0,218,125,244,79,9,5,101,68,108,42,4,1,0,0,0,0,0,0,43,22,43,10,2,1,43,22,43,10,2,1,126535,0,0,0,0,0,0,65,35,70,24,4,1,217,138,247,93,12,3,0,0,0,0,0,0,65,35,70,24,4,1,65,35,70,24,4,1
Hard,126952,0,0,0,0,0,0,140,87,171,73,13,2,103,49,84,22,7,2,0,0,0,0,0,0,83,49,81,29,6,1,130,73,126,41,10,2,208029,0,0,0,0,0,0,187,112,183,56,9,2,166,101,141,62,5,2,0,0,0,0,0,0,94,60,86,29,8,1,94,60,86,29,8,1
Hard,133430,131,95,162,64,18,1,473,325,502,177,53,6,516,326,537,220,47,6,0,0,0,0,0,0,218,151,232,72,13,2,218,151,232,72,13,2,111513,122,86,108,31,8,1,307,165,314,103,14,5,708,436,641,248,29,7,0,0,0,0,0,0,129,64,103,36,6,2,235,118,185,61,9,3
Hard,128034,282,193,277,88,21,3,1084,721,1110,387,142,14,0,0,0,0,0,0,0,0,0,0,0,0,1084,721,1110,387,142,14,1239,823,1250,430,152,15,106078,62,31,49,14,4,1,777,464,747,254,65,10,53,29,49,14,1,1,0,0,0,0,0,0,690,403,650,223,58,9,743,432,699,237,59,10
Hard,105173,127,87,110,29,11,2,299,166,268,87,6,4,0,0,0,0,0,0,0,0,0,0,0,0,161,88,124,38,4,2,161,88,124,38,4,2,105902,292,201,283,109,24,3,286,171,220,60,23,4,129,79,111,33,18,1,0,0,0,0,0,0,199,121,152,38,15,3,199,121,152,38,15,3
Hard,111456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,106234,118,76,101,23,8,1,367,241,363,145,28,5,287,200,336,108,21,4,0,0,0,0,0,0,62,35,50,12,5,1,62,35,50,12,5,1,144719,0,0,0,0,0,0,118,68,99,33,3,1,679,400,665,241,12,7,0,0,0,0,0,0,118,68,99,33,3,1,118,68,99,33,3,1
Hard,111575,208,132,226,82,27,2,273,176,259,106,22,3,54,36,60,31,2,1,0,0,0,0,0,0,273,176,259,106,22,3,407,265,389,153,37,4,106045,0,0,0,0,0,0,433,294,424,135,35,5,0,0,0,0,0,0,0,0,0,0,0,0,181,116,187,54,8,3,181,116,187,54,8,3
Hard,126127,0,0,0,0,0,0,0,0,0,0,0,0,116,66,99,36,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105376,0,0,0,0,0,0,64,49,63,22,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104745,0,0,0,0,0,0,149,113,177,80,14,2,663,426,657,315,23,10,0,0,0,0,0,0,149,113,177,80,14,2,282,203,313,147,21,4,106218,0,0,0,0,0,0,526,324,515,174,32,8,118,65,97,41,4,1,0,0,0,0,0,0,112,67,120,49,9,2,112,67,120,49,9,2
Hard,144684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104665,0,0,0,0,0,0,0,0,0,0,0,0,104,52,91,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106000,0,0,0,0,0,0,0,0,0,0,0,0,86,48,83,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,111794,0,0,0,0,0,0,101,62,114,36,6,1,73,51,63,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104312,200,129,202,85,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,200282,389,248,385,147,10,4,462,274,460,168,14,6,221,125,237,82,9,3,0,0,0,0,0,0,393,226,376,134,12,5,580,353,597,222,19,8,207518,0,0,0,0,0,0,543,338,504,152,18,8,550,344,563,222,11,6,0,0,0,0,0,0,181,108,160,37,7,4,246,144,232,57,7,5
Hard,104918,113,71,98,34,8,2,919,573,863,292,66,11,0,0,0,0,0,0,0,0,0,0,0,0,618,401,576,182,50,7,618,401,576,182,50,7,105932,85,49,78,24,8,1,457,272,431,139,27,6,276,168,303,117,9,4,0,0,0,0,0,0,374,215,336,114,22,5,374,215,336,114,22,5
Hard,106121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105449,0,0,0,0,0,0,205,130,203,70,13,2,266,158,248,88,27,2,0,0,0,0,0,0,110,65,103,34,6,1,110,65,103,34,6,1,111442,154,102,166,46,17,2,120,72,101,24,9,2,45,24,40,7,4,1,0,0,0,0,0,0,57,33,49,13,6,1,57,33,49,13,6,1
Hard,206173,0,0,0,0,0,0,134,79,147,53,5,2,49,33,72,34,0,1,0,0,0,0,0,0,69,48,73,21,5,1,69,48,73,21,5,1,105311,0,0,0,0,0,0,163,104,164,56,7,2,84,47,72,17,1,1,0,0,0,0,0,0,113,76,114,43,5,1,113,76,114,43,5,1
Hard,105138,323,195,330,116,18,3,686,456,761,313,29,10,416,249,408,168,10,5,0,0,0,0,0,0,422,288,477,194,19,6,487,324,567,228,20,7,105882,295,177,276,102,24,3,567,352,521,192,46,7,278,163,268,80,14,4,0,0,0,0,0,0,395,235,353,131,27,5,395,235,353,131,27,5
Hard,104259,147,98,164,57,3,1,0,0,0,0,0,0,251,140,254,97,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106065,0,0,0,0,0,0,93,59,94,35,8,1,315,177,311,120,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,126207,0,0,0,0,0,0,0,0,0,0,0,0,127,81,131,53,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105477,0,0,0,0,0,0,129,79,117,37,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,126203,195,128,181,65,24,1,157,113,153,53,28,2,116,67,122,47,9,1,0,0,0,0,0,0,157,113,153,53,28,2,352,241,334,118,52,3,109739,0,0,0,0,0,0,157,107,132,31,31,1,123,77,102,31,6,1,0,0,0,0,0,0,157,107,132,31,31,1,157,107,132,31,31,1
Hard,105777,0,0,0,0,0,0,143,80,131,44,4,2,0,0,0,0,0,0,0,0,0,0,0,0,143,80,131,44,4,2,143,80,131,44,4,2,208103,0,0,0,0,0,0,90,48,68,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,90,48,68,25,5,1,90,48,68,25,5,1
Hard,105332,0,0,0,0,0,0,421,254,367,132,47,5,547,298,488,198,34,6,0,0,0,0,0,0,327,193,281,95,36,4,327,193,281,95,36,4,106329,0,0,0,0,0,0,459,322,466,132,48,6,397,241,419,165,25,5,0,0,0,0,0,0,358,249,329,82,34,4,358,249,329,82,34,4
Hard,202104,0,0,0,0,0,0,116,78,116,38,0,2,99,57,99,44,1,3,0,0,0,0,0,0,63,52,79,33,0,1,63,52,79,33,0,1,105077,0,0,0,0,0,0,222,128,222,93,7,3,351,205,334,147,10,4,0,0,0,0,0,0,53,34,70,37,0,1,53,34,70,37,0,1
Hard,126774,78,51,103,33,15,1,1068,716,1096,418,104,13,504,364,509,213,25,8,0,0,0,0,0,0,859,563,894,339,86,10,1039,689,1104,415,104,12,144707,174,97,166,52,0,2,921,533,843,330,26,10,297,158,277,111,1,3,0,0,0,0,0,0,772,449,685,272,24,8,772,449,685,272,24,8
Hard,126094,254,165,272,99,14,3,809,542,847,351,77,11,644,418,666,259,44,7,0,0,0,0,0,0,541,353,540,220,41,8,927,605,940,359,70,11,126149,0,0,0,0,0,0,661,403,629,191,56,9,515,308,530,179,25,7,0,0,0,0,0,0,342,198,334,107,27,6,399,229,396,129,28,7
Hard,105575,0,0,0,0,0,0,0,0,0,0,0,0,85,49,85,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106148,0,0,0,0,0,0,0,0,0,0,0,0,57,27,69,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105227,151,90,156,61,11,1,61,40,63,16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,61,40,63,16,8,2,212,130,219,77,19,3,105877,0,0,0,0,0,0,204,114,191,57,8,3,0,0,0,0,0,0,0,0,0,0,0,0,204,114,191,57,8,3,204,114,191,57,8,3
Hard,105554,69,47,56,21,5,1,652,413,643,240,34,7,426,254,443,165,17,5,0,0,0,0,0,0,431,282,450,179,21,5,610,405,630,249,39,7,105676,73,45,51,23,4,1,488,287,496,180,31,5,226,131,223,76,13,3,0,0,0,0,0,0,382,223,372,133,23,4,382,223,372,133,23,4
Hard,126239,0,0,0,0,0,0,373,245,349,104,46,4,373,224,352,127,42,4,0,0,0,0,0,0,317,214,304,94,37,3,387,252,379,120,47,4,200615,0,0,0,0,0,0,306,222,341,116,41,4,208,126,194,79,14,2,0,0,0,0,0,0,225,163,241,79,26,3,225,163,241,79,26,3
Hard,200221,0,0,0,0,0,0,367,226,382,133,13,5,131,88,124,52,3,2,0,0,0,0,0,0,308,186,319,116,11,4,308,186,319,116,11,4,106109,182,110,180,62,19,2,321,191,296,81,14,4,0,0,0,0,0,0,0,0,0,0,0,0,234,144,211,60,8,3,234,144,211,60,8,3
Hard,200000,302,218,327,124,50,3,934,628,1029,368,146,12,141,91,140,47,12,1,0,0,0,0,0,0,810,556,901,316,130,10,963,657,1069,377,147,11,200325,250,159,254,97,16,3,859,516,845,355,38,11,86,51,78,31,1,1,0,0,0,0,0,0,767,465,772,315,35,10,767,465,772,315,35,10
Hard,106043,0,0,0,0,0,0,352,207,344,132,3,5,336,193,357,157,1,4,0,0,0,0,0,0,291,167,278,102,2,4,291,167,278,102,2,4,105936,0,0,0,0,0,0,484,286,446,147,8,6,461,266,413,147,22,5,0,0,0,0,0,0,431,256,385,128,8,5,431,256,385,128,8,5
Hard,106331,0,0,0,0,0,0,169,112,151,55,19,2,0,0,0,0,0,0,0,0,0,0,0,0,169,112,151,55,19,2,169,112,151,55,19,2,200384,0,0,0,0,0,0,152,86,147,54,4,3,0,0,0,0,0,0,0,0,0,0,0,0,152,86,147,54,4,3,152,86,147,54,4,3
Hard,207830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,202195,81,53,73,27,16,1,177,107,140,36,21,2,0,0,0,0,0,0,0,0,0,0,0,0,177,107,140,36,21,2,177,107,140,36,21,2,104545,148,108,158,47,36,1,51,40,51,19,13,2,91,70,85,28,22,1,0,0,0,0,0,0,51,40,51,19,13,2,199,148,209,66,49,3
Hard,104755,0,0,0,0,0,0,120,80,130,52,12,3,137,79,176,65,4,2,0,0,0,0,0,0,72,41,66,23,3,1,72,41,66,23,3,1,200005,74,56,56,15,9,1,100,58,88,27,4,2,77,55,90,33,2,1,0,0,0,0,0,0,100,58,88,27,4,1,100,58,88,27,4,1
Hard,122298,0,0,0,0,0,0,699,443,725,273,52,7,0,0,0,0,0,0,0,0,0,0,0,0,167,102,179,63,9,2,167,102,179,63,9,2,105526,311,198,270,76,34,3,124,75,121,32,16,2,683,427,690,259,82,6,0,0,0,0,0,0,124,75,121,32,16,2,633,392,570,175,70,6
Hard,106401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,106421,93,70,114,49,18,2,161,108,178,69,20,3,181,120,186,72,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105967,0,0,0,0,0,0,227,142,221,79,10,2,158,96,139,56,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,200175,159,98,159,57,10,1,270,172,279,97,12,4,73,47,75,23,1,1,0,0,0,0,0,0,194,131,213,71,9,3,194,131,213,71,9,3,126205,0,0,0,0,0,0,241,158,283,106,18,5,161,103,184,64,11,3,0,0,0,0,0,0,192,135,226,87,12,3,192,135,226,87,12,3
Hard,132283,0,0,0,0,0,0,0,0,0,0,0,0,56,27,75,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106214,0,0,0,0,0,0,0,0,0,0,0,0,136,73,108,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104792,305,198,294,102,35,2,862,526,882,351,83,11,324,181,312,122,15,3,0,0,0,0,0,0,770,469,822,323,74,10,770,469,822,323,74,10,122330,184,108,162,53,23,2,1102,719,1069,371,191,14,111,60,125,41,12,2,0,0,0,0,0,0,785,496,759,254,125,10,855,534,837,284,131,11
Hard,106426,0,0,0,0,0,0,195,118,202,78,8,2,267,149,211,69,9,4,0,0,0,0,0,0,195,118,202,78,8,2,195,118,202,78,8,2,124079,0,0,0,0,0,0,159,81,156,47,1,3,509,299,483,178,13,6,0,0,0,0,0,0,95,49,100,29,1,2,184,103,178,49,3,4
Hard,200624,116,78,96,35,13,1,476,291,474,186,32,7,120,74,109,44,1,1,0,0,0,0,0,0,128,64,115,39,5,2,128,64,115,39,5,2,144895,130,68,128,36,3,2,130,80,143,47,9,2,463,243,431,173,6,5,0,0,0,0,0,0,130,80,143,47,9,2,130,80,143,47,9,2
Hard,105807,0,0,0,0,0,0,136,88,124,41,6,3,122,77,106,34,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,134868,0,0,0,0,0,0,171,103,169,48,14,2,73,43,71,15,1,2,0,0,0,0,0,0,76,37,72,21,5,1,76,37,72,21,5,1
Hard,207989,82,41,64,16,2,1,641,396,626,245,22,8,609,375,612,272,20,8,0,0,0,0,0,0,584,361,575,220,19,7,584,361,575,220,19,7,105583,87,48,82,26,4,1,1154,712,1129,400,55,14,430,255,434,176,11,5,0,0,0,0,0,0,734,445,701,250,32,8,734,445,701,250,32,8
Hard,126610,84,69,88,23,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111578,0,0,0,0,0,0,55,31,52,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,100644,205,157,229,72,39,2,1031,737,1201,487,162,18,443,294,471,220,31,6,0,0,0,0,0,0,571,408,635,240,88,9,688,502,779,290,107,10,105357,107,54,100,31,4,2,716,403,633,229,22,11,506,318,522,179,14,8,0,0,0,0,0,0,650,358,558,195,16,9,699,381,605,210,19,10
Hard,105430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,124187,0,0,0,0,0,0,1115,778,1070,293,235,13,88,48,73,18,5,1,0,0,0,0,0,0,255,168,237,62,48,4,343,216,310,80,53,5,136440,294,169,276,112,23,2,365,211,330,116,12,5,359,203,312,117,12,4,0,0,0,0,0,0,365,211,330,116,12,5,365,211,330,116,12,5
Hard,133430,267,174,238,72,22,3,328,216,314,108,30,4,231,150,211,83,15,3,0,0,0,0,0,0,163,103,169,57,12,2,230,148,227,79,23,3,126952,75,49,79,30,1,1,469,293,440,164,21,6,120,69,107,42,8,2,0,0,0,0,0,0,134,85,126,42,3,2,209,134,205,72,4,3
Hard,105173,295,194,310,96,24,4,652,391,631,214,30,9,0,0,0,0,0,0,0,0,0,0,0,0,505,307,508,175,24,7,505,307,508,175,24,7,128034,162,118,195,85,22,2,990,666,1018,350,156,12,62,32,39,7,4,1,0,0,0,0,0,0,904,600,909,311,139,10,904,600,909,311,139,10
Hard,106234,0,0,0,0,0,0,616,400,673,297,38,9,144,94,147,62,4,2,0,0,0,0,0,0,616,400,673,297,38,9,710,455,762,336,41,10,111456,130,83,134,45,13,1,564,330,552,194,25,9,154,91,126,51,10,1,0,0,0,0,0,0,394,238,383,147,22,6,678,412,643,243,45,8
Hard,111575,105,74,102,32,13,1,344,219,338,127,35,4,0,0,0,0,0,0,0,0,0,0,0,0,242,153,245,98,27,3,242,153,245,98,27,3,126127,149,94,131,44,19,1,330,195,295,105,26,4,0,0,0,0,0,0,0,0,0,0,0,0,257,144,229,80,20,3,257,144,229,80,20,3
Hard,104745,0,0,0,0,0,0,0,0,0,0,0,0,88,44,98,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105870,0,0,0,0,0,0,107,60,77,24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
