surface,id1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,grass_sample_size1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,hard_sample_size1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,clay_sample_size1,carpet_pts_served1,carpet_service_pts_won1,carpet_pts_received1,carpet_receiving_pts_won1,carpet_aces1,carpet_sample_size1,co2_pts_served1,co2_service_pts_won1,co2_pts_received1,co2_receiving_pts_won1,co2_aces1,co2_sample_size1,co2nsf_pts_served1,co2nsf_service_pts_won1,co2nsf_pts_received1,co2nsf_receiving_pts_won1,co2nsf_aces1,co2nsf_sample_size1,id2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,grass_sample_size2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,hard_sample_size2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,clay_sample_size2,carpet_pts_served2,carpet_service_pts_won2,carpet_pts_received2,carpet_receiving_pts_won2,carpet_aces2,carpet_sample_size2,co2_pts_served2,co2_service_pts_won2,co2_pts_received2,co2_receiving_pts_won2,co2_aces2,co2_sample_size2,co2nsf_pts_served2,co2nsf_service_pts_won2,co2nsf_pts_received2,co2nsf_receiving_pts_won2,co2nsf_aces2,co2nsf_sample_size2
Hard,104308,98,63,85,18,6,1,473,309,459,152,50,6,0,0,0,0,0,0,0,0,0,0,0,0,239,155,258,91,31,3,239,155,258,91,31,3,104547,0,0,0,0,0,0,200,116,152,32,11,4,538,343,518,155,41,6,0,0,0,0,0,0,123,70,96,21,8,3,387,237,310,82,28,6
Hard,105641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105373,97,56,82,18,5,1,608,367,548,174,38,7,769,447,735,277,49,9,0,0,0,0,0,0,516,308,468,152,35,6,620,372,566,184,47,7,104545,0,0,0,0,0,0,1038,758,1038,323,225,14,358,239,380,137,47,4,0,0,0,0,0,0,353,265,366,116,81,6,441,331,479,151,91,7
Hard,104542,0,0,0,0,0,0,175,118,180,69,20,3,0,0,0,0,0,0,0,0,0,0,0,0,100,66,107,42,12,2,100,66,107,42,12,2,103835,0,0,0,0,0,0,102,55,94,32,1,1,134,76,146,54,0,2,0,0,0,0,0,0,102,55,94,32,1,1,171,99,191,68,1,2
Hard,105064,0,0,0,0,0,0,112,73,101,27,5,1,156,105,135,40,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104714,196,129,181,62,22,1,0,0,0,0,0,0,271,144,236,81,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105227,297,199,282,87,30,3,528,343,581,243,60,7,263,156,280,113,14,4,0,0,0,0,0,0,372,243,428,182,45,5,477,310,529,212,49,7,104719,146,88,129,42,11,1,429,271,434,160,27,5,545,325,585,253,15,8,0,0,0,0,0,0,429,271,434,160,27,5,571,352,584,235,34,7
Hard,104468,132,85,132,56,10,2,1301,760,1256,499,52,16,415,236,376,137,19,6,0,0,0,0,0,0,812,489,802,301,34,11,885,541,865,322,42,12,104978,101,64,81,15,19,1,1014,710,1000,321,125,13,654,434,665,236,58,10,0,0,0,0,0,0,766,535,746,233,93,9,885,618,862,281,104,11
Hard,104269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104559,0,0,0,0,0,0,60,32,59,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104660,0,0,0,0,0,0,0,0,0,0,0,0,75,39,70,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104882,0,0,0,0,0,0,66,36,72,31,2,2,322,188,317,110,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103285,124,68,98,27,3,2,157,94,178,63,7,2,100,60,112,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,103819,0,0,0,0,0,0,287,202,330,142,18,4,0,0,0,0,0,0,0,0,0,0,0,0,287,202,330,142,18,4,287,202,330,142,18,4,105902,0,0,0,0,0,0,298,204,273,71,35,3,0,0,0,0,0,0,0,0,0,0,0,0,298,204,273,71,35,3,298,204,273,71,35,3
Hard,104607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,106000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104471,203,147,200,87,37,3,420,271,422,147,50,5,0,0,0,0,0,0,0,0,0,0,0,0,314,201,327,119,41,4,314,201,327,119,41,4,103333,219,152,236,73,43,3,431,316,435,124,96,7,0,0,0,0,0,0,0,0,0,0,0,0,208,140,192,48,41,4,352,238,351,104,70,6
Hard,104731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,106233,0,0,0,0,0,0,103,67,93,31,12,1,61,44,53,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105311,0,0,0,0,0,0,92,57,95,39,2,1,135,82,170,74,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104273,206,137,225,70,16,2,1014,639,915,316,40,12,103,56,104,30,2,2,0,0,0,0,0,0,661,397,577,203,24,7,661,397,577,203,24,7,104122,163,91,108,18,6,2,401,276,439,148,25,7,481,313,499,186,25,10,0,0,0,0,0,0,323,234,360,118,21,6,473,320,485,150,26,9
Hard,104198,61,49,68,24,1,1,512,307,513,185,24,7,615,349,605,224,15,8,0,0,0,0,0,0,512,307,513,185,24,7,603,363,614,233,29,8,103163,63,50,102,37,5,1,876,577,869,295,62,13,793,523,775,289,53,9,0,0,0,0,0,0,570,355,554,193,25,9,939,600,934,346,47,14
Hard,104022,0,0,0,0,0,0,315,182,259,92,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105526,149,101,172,71,29,2,0,0,0,0,0,0,217,136,246,98,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104252,0,0,0,0,0,0,498,301,498,161,33,6,0,0,0,0,0,0,0,0,0,0,0,0,275,160,277,88,20,3,275,160,277,88,20,3,106045,97,67,108,34,5,2,258,149,230,69,8,3,0,0,0,0,0,0,0,0,0,0,0,0,258,149,230,69,8,3,258,149,230,69,8,3
Hard,104665,0,0,0,0,0,0,95,49,86,30,2,1,579,358,502,170,9,7,0,0,0,0,0,0,95,49,86,30,2,1,95,49,86,30,2,1,105077,0,0,0,0,0,0,180,118,192,63,10,4,437,276,479,168,27,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Hard,105668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104871,0,0,0,0,0,0,122,77,125,38,18,2,0,0,0,0,0,0,0,0,0,0,0,0,66,39,68,24,12,1,66,39,68,24,12,1,104619,56,28,41,10,4,1,59,38,67,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,59,38,67,18,8,1,59,38,67,18,8,1
Hard,105238,0,0,0,0,0,0,291,181,272,85,28,5,209,131,246,90,14,4,0,0,0,0,0,0,155,108,158,52,20,3,220,147,223,74,24,4,105575,52,30,54,15,4,1,474,314,478,170,35,6,63,40,62,29,2,1,0,0,0,0,0,0,236,160,217,68,21,3,236,160,217,68,21,3
Hard,105173,57,48,83,39,6,1,138,97,154,51,10,2,0,0,0,0,0,0,0,0,0,0,0,0,138,97,154,51,10,2,138,97,154,51,10,2,105449,0,0,0,0,0,0,356,231,331,94,37,3,0,0,0,0,0,0,0,0,0,0,0,0,272,183,256,68,30,2,272,183,256,68,30,2
Hard,103970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104527,0,0,0,0,0,0,0,0,0,0,0,1,154,107,164,71,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104979,0,0,0,0,0,0,152,106,150,48,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104268,0,0,0,0,0,0,84,41,69,19,7,1,57,26,42,12,1,1,0,0,0,0,0,0,84,41,69,19,7,1,84,41,69,19,7,1,105062,0,0,0,0,0,0,186,106,166,70,20,2,0,0,0,0,0,0,0,0,0,0,0,0,107,64,99,38,15,1,107,64,99,38,15,1
Hard,105051,50,24,59,21,1,1,344,223,406,158,29,3,0,0,0,0,0,0,0,0,0,0,0,0,149,98,196,73,13,1,149,98,196,73,13,1,103917,217,144,222,99,31,3,117,72,92,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,117,72,92,22,6,1,117,72,92,22,6,1
Hard,105577,65,42,71,25,14,1,165,105,171,64,15,2,0,0,0,0,0,0,0,0,0,0,0,0,165,105,171,64,15,2,165,105,171,64,15,2,105032,0,0,0,0,0,0,214,139,218,77,40,3,0,0,0,0,0,0,0,0,0,0,0,0,150,91,140,45,20,2,150,91,140,45,20,2
Hard,103990,0,0,0,0,0,0,367,228,368,139,28,4,895,550,985,394,41,14,0,0,0,0,0,0,102,64,99,41,7,1,186,112,169,72,10,2,104586,181,119,196,67,21,1,663,389,608,204,55,9,559,345,536,196,39,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Hard,103898,60,44,85,40,5,1,532,334,584,241,51,7,192,112,204,72,6,2,0,0,0,0,0,0,165,101,158,52,17,2,165,101,158,52,17,2,105807,0,0,0,0,0,0,137,84,157,54,5,2,305,165,264,86,8,4,0,0,0,0,0,0,77,51,84,25,3,1,77,51,84,25,3,1
Hard,103786,0,0,0,0,0,0,258,167,220,102,6,4,160,91,174,65,2,3,0,0,0,0,0,0,258,167,220,102,6,4,354,215,331,136,6,6,103997,88,58,77,37,4,1,422,240,391,144,27,5,218,126,213,78,11,2,0,0,0,0,0,0,355,202,335,127,24,4,661,386,625,242,39,7
Hard,104755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104926,0,0,0,0,0,0,261,160,268,113,2,4,277,147,328,124,6,4,0,0,0,0,0,0,104,62,104,39,0,2,247,138,276,101,1,4,104166,75,43,65,13,1,1,206,131,201,83,4,3,0,0,0,0,0,0,0,0,0,0,0,0,146,102,149,64,3,2,146,102,149,64,3,2
Hard,103813,0,0,0,0,0,0,193,124,180,66,3,3,0,0,0,0,0,0,0,0,0,0,0,0,193,124,180,66,3,3,193,124,180,66,3,3,104534,0,0,0,0,0,0,152,79,181,66,1,3,0,0,0,0,0,0,0,0,0,0,0,0,152,79,181,66,1,3,152,79,181,66,1,3
Hard,105023,0,0,0,0,0,0,608,434,637,198,104,7,53,34,57,13,4,1,0,0,0,0,0,0,291,207,283,86,50,3,291,207,283,86,50,3,105053,66,45,67,28,9,1,285,182,315,117,22,4,179,102,178,54,3,3,0,0,0,0,0,0,204,136,245,94,20,3,204,136,245,94,20,3
Hard,105208,85,57,84,31,12,1,699,469,705,270,68,9,457,311,528,224,31,6,0,0,0,0,0,0,41,34,49,20,7,1,177,129,177,72,19,3,104338,59,34,61,20,3,1,88,43,63,25,3,2,617,394,658,300,18,10,0,0,0,0,0,0,88,43,63,25,3,1,138,79,120,50,7,2
Hard,104098,0,0,0,0,0,0,480,295,447,152,58,6,271,180,260,89,21,3,0,0,0,0,0,0,378,227,325,105,45,5,378,227,325,105,45,5,103188,0,0,0,0,0,0,502,285,446,152,23,6,85,44,92,38,3,1,0,0,0,0,0,0,359,207,328,114,18,4,359,207,328,114,18,4
Hard,104797,0,0,0,0,0,0,491,338,518,199,57,7,498,309,469,154,35,6,0,0,0,0,0,0,491,338,518,199,57,7,604,416,606,221,65,8,104571,0,0,0,0,0,0,894,591,967,340,95,11,0,0,0,0,0,0,0,0,0,0,0,0,407,290,447,164,47,5,407,290,447,164,47,5
Hard,104919,0,0,0,0,0,0,152,97,161,60,8,1,459,297,448,157,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103656,115,73,107,30,7,1,163,92,140,49,1,2,646,407,633,231,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104925,87,67,108,42,5,1,739,533,859,385,68,14,105,70,114,56,6,3,0,0,0,0,0,0,641,460,721,316,57,11,728,527,829,358,62,12,105041,0,0,0,0,0,0,658,374,614,194,39,10,148,80,136,42,6,2,0,0,0,0,0,0,603,343,567,184,37,8,603,343,567,184,37,8
Hard,104745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104792,212,144,207,75,28,3,320,195,296,81,29,4,171,114,211,92,21,2,0,0,0,0,0,0,87,41,87,19,3,2,87,41,87,19,3,2,106058,76,47,97,36,9,1,430,274,368,111,40,5,214,141,231,69,17,2,0,0,0,0,0,0,79,46,75,24,5,1,79,46,75,24,5,1
Hard,105385,0,0,0,0,0,0,77,41,75,31,3,2,0,0,0,0,0,0,0,0,0,0,0,0,77,41,75,31,3,2,77,41,75,31,3,2,104312,155,99,143,57,9,1,230,142,220,82,15,2,0,0,0,0,0,0,0,0,0,0,0,0,230,142,220,82,15,2,385,241,363,139,24,3
Hard,105453,0,0,0,0,0,0,0,0,0,0,0,0,65,40,98,38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105583,0,0,0,0,0,0,0,0,0,0,0,0,91,49,93,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105683,109,74,94,19,22,1,467,330,485,144,88,8,335,219,286,84,44,5,0,0,0,0,0,0,170,118,175,56,22,2,170,118,175,56,22,3,103812,122,65,115,26,5,2,590,360,577,166,35,9,501,304,509,192,11,7,0,0,0,0,0,0,163,101,165,52,12,2,163,101,165,52,12,2
Hard,105777,121,87,138,53,18,2,614,421,644,228,73,9,66,41,60,30,4,1,0,0,0,0,0,0,500,338,545,199,51,7,500,338,545,199,51,7,104229,194,109,158,44,5,2,552,317,604,234,27,7,53,41,82,37,4,1,0,0,0,0,0,0,452,262,505,193,20,6,560,324,587,211,21,7
Hard,105332,0,0,0,0,0,0,91,54,83,31,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106401,0,0,0,0,0,0,0,0,0,0,0,0,80,43,69,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105138,255,160,246,93,4,3,762,438,694,238,12,11,396,232,390,171,2,5,0,0,0,0,0,0,522,303,460,146,7,8,605,344,528,186,7,9,105223,462,315,478,164,39,4,1355,916,1432,515,121,18,172,99,164,57,10,2,0,0,0,0,0,0,989,668,1014,356,87,13,1180,792,1191,410,91,14
Hard,104918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,103852,0,0,0,0,0,0,141,97,141,53,24,2,208,127,180,57,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103582,0,0,0,0,0,0,0,0,0,0,0,0,178,120,200,80,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,103565,0,0,0,0,0,0,94,54,115,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104308,0,0,0,0,0,0,0,0,0,0,0,0,81,35,64,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,105373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,104542,92,69,99,34,18,1,386,278,429,167,46,5,66,47,67,17,3,1,0,0,0,0,0,0,386,278,429,167,46,5,386,278,429,167,46,5,105064,0,0,0,0,0,0,384,233,368,128,24,7,0,0,0,0,0,0,0,0,0,0,0,0,224,132,212,66,13,5,224,132,212,66,13,5
Hard,104468,302,182,270,85,11,3,1164,677,1123,447,41,15,383,223,373,161,19,4,0,0,0,0,0,0,694,408,665,253,25,9,814,480,762,288,27,10,105227,462,314,462,160,57,6,779,500,838,326,99,9,201,135,241,82,16,5,0,0,0,0,0,0,554,365,573,214,79,7,659,432,674,244,83,8
Hard,104559,106,61,117,38,5,1,60,32,59,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,60,32,59,16,5,1,60,32,59,16,5,1,104269,0,0,0,0,0,0,139,81,99,30,4,1,84,51,78,32,8,1,0,0,0,0,0,0,139,81,99,30,4,1,139,81,99,30,4,1
Hard,103819,231,178,242,96,33,3,719,474,723,283,44,8,273,167,247,87,13,3,0,0,0,0,0,0,158,109,175,60,6,1,258,162,251,80,6,2,104882,0,0,0,0,0,0,140,71,141,50,3,3,733,440,717,248,34,9,0,0,0,0,0,0,74,35,69,19,1,1,74,35,69,19,1,1
