P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Novak Djokovic,Joao Souza,hard,0,0,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,2,0,30
Novak Djokovic,Joao Souza,hard,2,2,0,40
Novak Djokovic,Joao Souza,hard,2,1,15,40
Novak Djokovic,Joao Souza,hard,2,2,0,0
Novak Djokovic,Joao Souza,hard,1,2,0,15
Novak Djokovic,Joao Souza,hard,1,1,15,15
Novak Djokovic,Joao Souza,hard,1,1,30,15
Novak Djokovic,Joao Souza,hard,1,1,40,15
Novak Djokovic,Joao Souza,hard,1,2,40,30
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,1,15,0
Novak Djokovic,Joao Souza,hard,2,1,30,0
Novak Djokovic,Joao Souza,hard,2,1,40,0
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,2,15,15
Novak Djokovic,Joao Souza,hard,1,2,15,30
Novak Djokovic,Joao Souza,hard,1,1,30,30
Novak Djokovic,Joao Souza,hard,1,1,40,30
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,1,15,15
Novak Djokovic,Joao Souza,hard,2,2,15,30
Novak Djokovic,Joao Souza,hard,2,1,30,30
Novak Djokovic,Joao Souza,hard,2,1,40,30
Novak Djokovic,Joao Souza,hard,2,2,40,40
Novak Djokovic,Joao Souza,hard,2,2,40,AD
Novak Djokovic,Joao Souza,hard,2,1,40,40
Novak Djokovic,Joao Souza,hard,2,1,AD,40
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,1,15,15
Novak Djokovic,Joao Souza,hard,2,2,15,30
Novak Djokovic,Joao Souza,hard,2,2,15,40
Novak Djokovic,Joao Souza,hard,2,2,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,2,15,15
Novak Djokovic,Joao Souza,hard,1,1,30,15
Novak Djokovic,Joao Souza,hard,1,1,40,15
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,1,15,15
Novak Djokovic,Joao Souza,hard,2,1,30,15
Novak Djokovic,Joao Souza,hard,2,2,30,30
Novak Djokovic,Joao Souza,hard,2,1,40,30
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,2,0,15
Novak Djokovic,Joao Souza,hard,1,1,15,15
Novak Djokovic,Joao Souza,hard,1,1,30,15
Novak Djokovic,Joao Souza,hard,1,1,40,15
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,1,15,15
Novak Djokovic,Joao Souza,hard,2,1,30,15
Novak Djokovic,Joao Souza,hard,2,1,40,15
Novak Djokovic,Joao Souza,hard,2,2,40,30
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,1,15,0
Novak Djokovic,Joao Souza,hard,2,2,15,15
Novak Djokovic,Joao Souza,hard,2,1,30,15
Novak Djokovic,Joao Souza,hard,2,2,30,30
Novak Djokovic,Joao Souza,hard,2,1,40,30
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,2,40,15
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,2,0,15
Novak Djokovic,Joao Souza,hard,2,1,15,15
Novak Djokovic,Joao Souza,hard,2,2,15,30
Novak Djokovic,Joao Souza,hard,2,2,15,40
Novak Djokovic,Joao Souza,hard,2,2,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,1,15,0
Novak Djokovic,Joao Souza,hard,2,2,15,15
Novak Djokovic,Joao Souza,hard,2,1,30,15
Novak Djokovic,Joao Souza,hard,2,1,40,15
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,2,15,15
Novak Djokovic,Joao Souza,hard,1,1,30,15
Novak Djokovic,Joao Souza,hard,1,1,40,15
Novak Djokovic,Joao Souza,hard,1,1,0,0
Novak Djokovic,Joao Souza,hard,2,1,15,0
Novak Djokovic,Joao Souza,hard,2,1,30,0
Novak Djokovic,Joao Souza,hard,2,1,40,0
Novak Djokovic,Joao Souza,hard,2,2,40,15
Novak Djokovic,Joao Souza,hard,2,1,0,0
Novak Djokovic,Joao Souza,hard,1,1,15,0
Novak Djokovic,Joao Souza,hard,1,1,30,0
Novak Djokovic,Joao Souza,hard,1,1,40,0
Novak Djokovic,Joao Souza,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,0,0,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,1,30,0
Simone Bolelli,David Goffin,hard,1,1,40,0
Simone Bolelli,David Goffin,hard,1,2,40,15
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,1,30,0
Simone Bolelli,David Goffin,hard,1,1,40,0
Simone Bolelli,David Goffin,hard,1,2,40,15
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,2,0,30
Simone Bolelli,David Goffin,hard,1,1,15,30
Simone Bolelli,David Goffin,hard,1,1,30,30
Simone Bolelli,David Goffin,hard,1,1,40,30
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,1,15,0
Simone Bolelli,David Goffin,hard,2,1,30,0
Simone Bolelli,David Goffin,hard,2,2,30,15
Simone Bolelli,David Goffin,hard,2,2,30,30
Simone Bolelli,David Goffin,hard,2,1,40,30
Simone Bolelli,David Goffin,hard,2,2,40,40
Simone Bolelli,David Goffin,hard,2,2,40,AD
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,2,0,30
Simone Bolelli,David Goffin,hard,1,1,15,30
Simone Bolelli,David Goffin,hard,1,2,15,40
Simone Bolelli,David Goffin,hard,1,2,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,1,15,15
Simone Bolelli,David Goffin,hard,2,1,30,15
Simone Bolelli,David Goffin,hard,2,1,40,15
Simone Bolelli,David Goffin,hard,2,2,40,30
Simone Bolelli,David Goffin,hard,2,2,40,40
Simone Bolelli,David Goffin,hard,2,2,40,AD
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,1,30,0
Simone Bolelli,David Goffin,hard,1,1,40,0
Simone Bolelli,David Goffin,hard,1,2,40,15
Simone Bolelli,David Goffin,hard,1,2,40,30
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,1,15,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,2,15,15
Simone Bolelli,David Goffin,hard,1,2,15,30
Simone Bolelli,David Goffin,hard,1,1,30,30
Simone Bolelli,David Goffin,hard,1,2,30,40
Simone Bolelli,David Goffin,hard,1,2,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,1,15,15
Simone Bolelli,David Goffin,hard,1,2,15,30
Simone Bolelli,David Goffin,hard,1,2,15,40
Simone Bolelli,David Goffin,hard,1,1,30,40
Simone Bolelli,David Goffin,hard,1,2,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,1,15,15
Simone Bolelli,David Goffin,hard,2,1,30,15
Simone Bolelli,David Goffin,hard,2,2,30,30
Simone Bolelli,David Goffin,hard,2,2,30,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,2,15,15
Simone Bolelli,David Goffin,hard,1,1,30,15
Simone Bolelli,David Goffin,hard,1,2,30,30
Simone Bolelli,David Goffin,hard,1,1,40,30
Simone Bolelli,David Goffin,hard,1,2,40,40
Simone Bolelli,David Goffin,hard,1,1,AD,40
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,1,15,0
Simone Bolelli,David Goffin,hard,2,2,15,15
Simone Bolelli,David Goffin,hard,2,2,15,30
Simone Bolelli,David Goffin,hard,2,2,15,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,1,15,15
Simone Bolelli,David Goffin,hard,1,2,15,30
Simone Bolelli,David Goffin,hard,1,2,15,40
Simone Bolelli,David Goffin,hard,1,2,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,1,15,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,2,0,30
Simone Bolelli,David Goffin,hard,1,2,0,40
Simone Bolelli,David Goffin,hard,1,2,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,2,0,15
Simone Bolelli,David Goffin,hard,1,2,0,30
Simone Bolelli,David Goffin,hard,1,1,15,30
Simone Bolelli,David Goffin,hard,1,2,15,40
Simone Bolelli,David Goffin,hard,1,1,30,40
Simone Bolelli,David Goffin,hard,1,1,40,40
Simone Bolelli,David Goffin,hard,1,1,AD,40
Simone Bolelli,David Goffin,hard,1,2,40,40
Simone Bolelli,David Goffin,hard,1,1,AD,40
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,1,15,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,1,30,0
Simone Bolelli,David Goffin,hard,1,1,40,0
Simone Bolelli,David Goffin,hard,1,1,0,0
Simone Bolelli,David Goffin,hard,2,2,0,15
Simone Bolelli,David Goffin,hard,2,2,0,30
Simone Bolelli,David Goffin,hard,2,2,0,40
Simone Bolelli,David Goffin,hard,2,2,0,0
Simone Bolelli,David Goffin,hard,1,1,15,0
Simone Bolelli,David Goffin,hard,1,2,15,15
Simone Bolelli,David Goffin,hard,1,2,15,30
Simone Bolelli,David Goffin,hard,1,1,30,30
Simone Bolelli,David Goffin,hard,1,1,40,30
Simone Bolelli,David Goffin,hard,1,2,40,40
Simone Bolelli,David Goffin,hard,1,2,40,AD
Simone Bolelli,David Goffin,hard,1,2,0,0
Milos Raonic,Tim Smyczek,hard,0,0,0,0
Milos Raonic,Tim Smyczek,hard,2,1,15,0
