P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Roger Federer,Donald Young,hard,1,2,0,15
Roger Federer,Donald Young,hard,1,1,15,15
Roger Federer,Donald Young,hard,1,1,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,2,0,15
Roger Federer,Donald Young,hard,2,1,15,15
Roger Federer,Donald Young,hard,2,1,30,15
Roger Federer,Donald Young,hard,2,1,40,15
Roger Federer,Donald Young,hard,2,2,40,30
Roger Federer,Donald Young,hard,2,2,40,40
Roger Federer,Donald Young,hard,2,2,40,AD
Roger Federer,Donald Young,hard,2,2,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,1,30,0
Roger Federer,Donald Young,hard,1,1,40,0
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,2,0,15
Roger Federer,Donald Young,hard,2,1,15,15
Roger Federer,Donald Young,hard,2,2,15,30
Roger Federer,Donald Young,hard,2,2,15,40
Roger Federer,Donald Young,hard,2,1,30,40
Roger Federer,Donald Young,hard,2,1,40,40
Roger Federer,Donald Young,hard,2,2,40,AD
Roger Federer,Donald Young,hard,2,2,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,2,15,15
Roger Federer,Donald Young,hard,1,1,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,2,0,15
Roger Federer,Donald Young,hard,2,2,0,30
Roger Federer,Donald Young,hard,2,2,0,40
Roger Federer,Donald Young,hard,2,1,15,40
Roger Federer,Donald Young,hard,2,2,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,2,15,15
Roger Federer,Donald Young,hard,1,1,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,2,40,30
Roger Federer,Donald Young,hard,1,2,40,40
Roger Federer,Donald Young,hard,1,1,AD,40
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,1,15,0
Roger Federer,Donald Young,hard,2,1,30,0
Roger Federer,Donald Young,hard,2,1,40,0
Roger Federer,Donald Young,hard,2,1,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,1,30,0
Roger Federer,Donald Young,hard,1,1,40,0
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,2,0,15
Roger Federer,Donald Young,hard,2,2,0,30
Roger Federer,Donald Young,hard,2,1,15,30
Roger Federer,Donald Young,hard,2,2,15,40
Roger Federer,Donald Young,hard,2,2,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,1,30,0
Roger Federer,Donald Young,hard,1,1,40,0
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,1,15,0
Roger Federer,Donald Young,hard,2,1,30,0
Roger Federer,Donald Young,hard,2,2,30,15
Roger Federer,Donald Young,hard,2,2,30,30
Roger Federer,Donald Young,hard,2,1,40,30
Roger Federer,Donald Young,hard,2,2,40,40
Roger Federer,Donald Young,hard,2,1,AD,40
Roger Federer,Donald Young,hard,2,2,40,40
Roger Federer,Donald Young,hard,2,1,AD,40
Roger Federer,Donald Young,hard,2,1,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,2,15,15
Roger Federer,Donald Young,hard,1,2,15,30
Roger Federer,Donald Young,hard,1,2,15,40
Roger Federer,Donald Young,hard,1,1,30,40
Roger Federer,Donald Young,hard,1,2,0,0
Roger Federer,Donald Young,hard,2,1,15,0
Roger Federer,Donald Young,hard,2,2,15,15
Roger Federer,Donald Young,hard,2,2,15,30
Roger Federer,Donald Young,hard,2,1,30,30
Roger Federer,Donald Young,hard,2,1,40,30
Roger Federer,Donald Young,hard,2,1,0,0
Roger Federer,Donald Young,hard,1,2,0,15
Roger Federer,Donald Young,hard,1,1,15,15
Roger Federer,Donald Young,hard,1,1,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,2,0,15
Roger Federer,Donald Young,hard,2,2,0,30
Roger Federer,Donald Young,hard,2,1,15,30
Roger Federer,Donald Young,hard,2,1,30,30
Roger Federer,Donald Young,hard,2,1,40,30
Roger Federer,Donald Young,hard,2,1,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,1,30,0
Roger Federer,Donald Young,hard,1,2,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,2,40,30
Roger Federer,Donald Young,hard,1,2,40,40
Roger Federer,Donald Young,hard,1,1,AD,40
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,1,15,0
Roger Federer,Donald Young,hard,2,1,30,0
Roger Federer,Donald Young,hard,2,2,30,15
Roger Federer,Donald Young,hard,2,2,30,30
Roger Federer,Donald Young,hard,2,2,30,40
Roger Federer,Donald Young,hard,2,2,0,0
Roger Federer,Donald Young,hard,1,1,15,0
Roger Federer,Donald Young,hard,1,1,30,0
Roger Federer,Donald Young,hard,1,2,30,15
Roger Federer,Donald Young,hard,1,1,40,15
Roger Federer,Donald Young,hard,1,1,0,0
Roger Federer,Donald Young,hard,2,1,15,0
Roger Federer,Donald Young,hard,2,1,30,0
Roger Federer,Donald Young,hard,2,1,40,0
