P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Juan Martin Del Potro,Flavio Cipolla,grass,0,0,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,30,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,40,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,40,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,40,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,AD,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,40,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,40,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,40,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,40,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,40,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,40,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,15,30
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,30
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,40,30
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,15,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,15,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,30,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,30,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,40,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,40,AD
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,0,30
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,0,40
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,40
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,40
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,15,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,30,0
Juan Martin Del Potro,Flavio Cipolla,grass,1,2,30,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,40,15
Juan Martin Del Potro,Flavio Cipolla,grass,1,1,0,0
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,0,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,15,15
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,15,30
Juan Martin Del Potro,Flavio Cipolla,grass,2,2,15,40
Juan Martin Del Potro,Flavio Cipolla,grass,2,1,30,40
