"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H&&CO",0.702777777777778,0.0045517961116039,0.253404675900489,360
"H2H&&OAF",0.716019417475728,0.000608844332411346,0.115288797350274,412
"H2H&&CO(OAF)",0.728179551122195,0.00013214378104151,0.0500174159106389,401
"H2H&&PSU",0.703896103896104,0.00329904855257379,0.235148350561597,385
"H2H&&PSD",0.703208556149733,0.00388280552604672,0.245361459333379,374
"CO&&OAF",0.712009803921569,4.81369329543344e-05,0.0940642688945146,816
"CO&&CO(OAF)",0.7,0.000367229506775245,0.225436893872079,850
"CO&&PSU",0.686320754716981,0.00317884111452258,0.459338998782018,848
"CO&&PSD",0.684516880093131,0.0039760741420963,0.493311193615452,859
"OAF&&CO(OAF)",0.70746887966805,5.42290720592e-05,0.124451582312481,964
"OAF&&PSU",0.733905579399142,1.34676016430293e-07,0.00682720207213186,932
"OAF&&PSD",0.74475138121547,8.52248896274458e-09,0.0013798737440738,905
"CO(OAF)&&PSU",0.728395061728395,1.52924649141995e-06,0.0178811734080663,810
"CO(OAF)&&PSD",0.73510773130545,3.77690396370414e-07,0.008072537866693,789
"PSU&&PSD",0.708231458842706,1.51616130696675e-05,0.102374777966205,1227
"H2H&&CO&&OAF",0.723926380368098,0.000639253184573962,0.0852607514910754,326
"H2H&&CO&&CO(OAF)",0.739130434782609,0.000100742783460548,0.0292957129250606,322
"H2H&&CO&&PSU",0.718181818181818,0.00117665257123184,0.119642028915395,330
"H2H&&CO&&PSD",0.711656441717791,0.00249959043337841,0.17226168723652,326
"H2H&&OAF&&CO(OAF)",0.730769230769231,0.000106279434111032,0.042325490114616,390
"H2H&&OAF&&PSU",0.739884393063584,5.86985221584686e-05,0.024266587181197,346
"H2H&&OAF&&PSD",0.72972972972973,0.000284441664164403,0.0564099297818118,333
"H2H&&CO(OAF)&&PSU",0.75297619047619,1.03114690585913e-05,0.00786558071170836,336
"H2H&&CO(OAF)&&PSD",0.746177370030581,3.44593289573942e-05,0.0157780132914027,327
"H2H&&PSU&&PSD",0.705882352941177,0.00338651933458066,0.219889489558749,357
"CO&&OAF&&CO(OAF)",0.725063938618926,4.10973558529019e-06,0.0275318379321586,782
"CO&&OAF&&PSU",0.736619718309859,6.12656134550223e-07,0.00823904981901198,710
"CO&&OAF&&PSD",0.746438746438746,6.35949117131104e-08,0.00220367896036268,702
"CO&&CO(OAF)&&PSU",0.728155339805825,3.60675979765008e-06,0.0219763665153164,721
"CO&&CO(OAF)&&PSD",0.736033519553073,6.56066929235934e-07,0.00872287846682296,716
"CO&&PSU&&PSD",0.695061728395062,0.000975429526867848,0.304786509434239,810
"OAF&&CO(OAF)&&PSU",0.74640522875817,2.8016410926167e-08,0.00172430783752142,765
"OAF&&CO(OAF)&&PSD",0.753036437246964,6.47870058825247e-09,0.000657768548155348,741
"OAF&&PSU&&PSD",0.746251441753172,8.46613986087749e-09,0.00121921350550017,867
"CO(OAF)&&PSU&&PSD",0.736772486772487,3.56151868915719e-07,0.00707717217388385,756
"OAF&&CO(OAF)&&PSU&&PSD",0.754874651810585,5.52583462166516e-09,0.000542326737869972,718
"CO&&CO(OAF)&&PSU&&PSD",0.737300435413643,6.663716981765e-07,0.00805031455772734,689
"CO&&OAF&&PSU&&PSD",0.748159057437408,5.69979797483355e-08,0.00188665237287502,679
"CO&&OAF&&CO(OAF)&&PSD",0.757800891530461,5.16957241574758e-09,0.000425720898622115,673
"CO&&OAF&&CO(OAF)&&PSU",0.748169838945827,5.36918033336113e-08,0.0018505243248567,683
"H2H&&CO(OAF)&&PSU&&PSD",0.749206349206349,2.88376417207529e-05,0.0131079541917356,315
"H2H&&OAF&&PSU&&PSD",0.737654320987654,0.000118260649951666,0.032560623155812,324
"H2H&&OAF&&CO(OAF)&&PSD",0.746081504702194,4.12046011066559e-05,0.0167708016527675,319
"H2H&&OAF&&CO(OAF)&&PSU",0.756024096385542,7.04524786286081e-06,0.00600643778060253,332
"H2H&&CO&&PSU&&PSD",0.714285714285714,0.00214345531831663,0.15331876174165,315
"H2H&&CO&&CO(OAF)&&PSD",0.745762711864407,7.1264718388374e-05,0.020234571421104,295
"H2H&&CO&&CO(OAF)&&PSU",0.75,3.60521604472013e-05,0.0136686722459496,300
"H2H&&CO&&OAF&&PSD",0.729096989966555,0.00052015207471442,0.0670774810857064,299
"H2H&&CO&&OAF&&PSU",0.738562091503268,0.000145784175809644,0.03334504171357,306
"H2H&&CO&&OAF&&CO(OAF)",0.74203821656051,7.93950385909733e-05,0.0242709243405872,314
"CO&&OAF&&CO(OAF)&&PSU&&PSD",0.758409785932722,6.08807427494751e-09,0.000431091241846611,654
"H2H&&OAF&&CO(OAF)&&PSU&&PSD",0.752411575562701,1.9917640790513e-05,0.0101130314335931,311
"H2H&&CO&&CO(OAF)&&PSU&&PSD",0.748251748251748,6.25657223884449e-05,0.0176013961382854,286
"H2H&&CO&&OAF&&PSU&&PSD",0.736301369863014,0.000249763053116934,0.0423606822482986,292
"H2H&&CO&&OAF&&CO(OAF)&&PSD",0.746527777777778,7.49683356929699e-05,0.0199623660129259,288
"H2H&&CO&&OAF&&CO(OAF)&&PSU",0.753378378378378,2.47412045947788e-05,0.0104762567915138,296
"All",0.75177304964539,4.31029043623928e-05,0.0135374221511655,282
