"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H+CO",0.635283363802559,0.327784637196291,0.710994109551745,1094
"H2H+OAF",0.634969325153374,0.326414286519073,0.724836893924977,1304
"H2H+CO(OAF)",0.662705667276051,0.0346796391153937,0.207556558859795,1094
"H2H+PSU",0.667177914110429,0.0163584808311028,0.138267210815086,1304
"H2H+PSD",0.667177914110429,0.0163584808311028,0.138267210815086,1304
"CO+OAF",0.633435582822086,0.355531761980576,0.750679958458995,1304
"CO+CO(OAF)",0.659633027522936,0.0484761815749612,0.254800928321303,1090
"CO+PSU",0.669478527607362,0.0119920239768769,0.113135993315245,1304
"CO+PSD",0.667944785276074,0.0147727060351276,0.129503649612083,1304
"OAF+CO(OAF)",0.647239263803681,0.138342594944262,0.483883294239681,1304
"OAF+PSU",0.637269938650307,0.284649121322545,0.683706669507117,1304
"OAF+PSD",0.639570552147239,0.245568552706999,0.64010278665648,1304
"CO(OAF)+PSU",0.684049079754601,0.00120658921755757,0.0234572776542815,1304
"CO(OAF)+PSD",0.683282208588957,0.0013815899860511,0.0258307249122735,1304
"PSU+PSD",0.666411042944785,0.0180868236147656,0.147421144157326,1304
"H2H+CO+OAF",0.632668711656442,0.370416210165818,0.76309158267938,1304
"H2H+CO+CO(OAF)",0.648080438756856,0.139488680405483,0.467840378438911,1094
"H2H+CO+PSU",0.666411042944785,0.0180868236147656,0.147421144157326,1304
"H2H+CO+PSD",0.667944785276074,0.0147727060351276,0.129503649612083,1304
"H2H+OAF+CO(OAF)",0.648773006134969,0.121425521313595,0.452050303869632,1304
"H2H+OAF+PSU",0.628834355828221,0.447241529270295,0.81971060994183,1304
"H2H+OAF+PSD",0.636503067484663,0.298292715860015,0.697713580634715,1304
"H2H+CO(OAF)+PSU",0.678680981595092,0.00300832688602951,0.0445909272150564,1304
"H2H+CO(OAF)+PSD",0.679447852760736,0.00265320704167113,0.0408680136230428,1304
"H2H+PSU+PSD",0.668711656441718,0.0133202018262011,0.121127829564442,1304
"CO+OAF+CO(OAF)",0.64340490797546,0.1872955082738,0.563328545707591,1304
"CO+OAF+PSU",0.631901840490798,0.385490391054574,0.775150101892971,1304
"CO+OAF+PSD",0.640337423312883,0.233201426967291,0.625102328046193,1304
"CO+CO(OAF)+PSU",0.678680981595092,0.00300832688602951,0.0445909272150564,1304
"CO+CO(OAF)+PSD",0.688650306748466,0.000516954888444873,0.0127288155899836,1304
"CO+PSU+PSD",0.669478527607362,0.0119920239768769,0.113135993315245,1304
"OAF+CO(OAF)+PSU",0.640337423312883,0.233201426967291,0.625102328046193,1304
"OAF+CO(OAF)+PSD",0.639570552147239,0.245568552706999,0.64010278665648,1304
"OAF+PSU+PSD",0.655674846625767,0.0630923415275758,0.31495267028767,1304
"CO(OAF)+PSU+PSD",0.681748466257669,0.0018024786466563,0.0311770589991877,1304
"OAF+CO(OAF)+PSU+PSD",0.663343558282209,0.0266231850670271,0.18795052298131,1304
"CO+CO(OAF)+PSU+PSD",0.68021472392638,0.0023362123496324,0.0373992504923324,1304
"CO+OAF+PSU+PSD",0.659509202453988,0.0417393086726701,0.247181389048369,1304
"CO+OAF+CO(OAF)+PSD",0.638803680981595,0.258273488126317,0.654883269972008,1304
"CO+OAF+CO(OAF)+PSU",0.632668711656442,0.370416210165818,0.76309158267938,1304
"H2H+CO(OAF)+PSU+PSD",0.677147239263804,0.00384882141567403,0.0528461375254989,1304
"H2H+OAF+PSU+PSD",0.649539877300613,0.113529887107638,0.436223571687183,1304
"H2H+OAF+CO(OAF)+PSD",0.637269938650307,0.284649121322545,0.683706669507117,1304
"H2H+OAF+CO(OAF)+PSU",0.632668711656442,0.370416210165818,0.76309158267938,1304
"H2H+CO+PSU+PSD",0.672546012269939,0.00775666197679175,0.0848977119825348,1304
"H2H+CO+CO(OAF)+PSD",0.683282208588957,0.0013815899860511,0.0258307249122735,1304
"H2H+CO+CO(OAF)+PSU",0.67101226993865,0.00967470802081421,0.0982840103129994,1304
"H2H+CO+OAF+PSD",0.636503067484663,0.298292715860015,0.697713580634715,1304
"H2H+CO+OAF+PSU",0.625,0.52593199095266,0.866885560353878,1304
"H2H+CO+OAF+CO(OAF)",0.641104294478528,0.22118235415369,0.609902604564488,1304
"CO+OAF+CO(OAF)+PSU+PSD",0.659509202453988,0.0417393086726701,0.247181389048369,1304
"H2H+OAF+CO(OAF)+PSU+PSD",0.659509202453988,0.0417393086726701,0.247181389048369,1304
"H2H+CO+CO(OAF)+PSU+PSD",0.679447852760736,0.00265320704167113,0.0408680136230428,1304
"H2H+CO+OAF+PSU+PSD",0.660276073619632,0.038262113057207,0.234607018507993,1304
"H2H+CO+OAF+CO(OAF)+PSD",0.640337423312883,0.233201426967291,0.625102328046193,1304
"H2H+CO+OAF+CO(OAF)+PSU",0.631901840490798,0.385490391054574,0.775150101892971,1304
"All",0.664110429447853,0.0242251700666234,0.177233343890058,1304
