"","score","p-value","coverage"
"H2H+CO",40.9748528413438,0.0538493937391372,975
"H2H+OAF",40.4218702771244,0.0165691274759782,1044
"H2H+CO(OAF)",40.1487400994721,0.010672301587242,975
"H2H+PSU.A",41.2318170573319,0.0782092180396668,1044
"H2H+PSD.A",40.5146017566966,0.0193136836840872,1044
"H2H+PSU.E",41.2655900009388,0.0842932929780015,1044
"H2H+PSD.E",40.4994105174007,0.0185601587685774,1044
"CO+OAF",41.1621149687697,0.0666371237318911,1044
"CO+CO(OAF)",40.9312311740089,0.0478846045788658,974
"CO+PSU.A",41.9755987782031,0.222364994271079,1044
"CO+PSD.A",41.2988345824627,0.0835715950153449,1044
"CO+PSU.E",41.8768531558478,0.19745083486221,1044
"CO+PSD.E",41.316688764028,0.0861157134466237,1044
"OAF+CO(OAF)",40.6538236267454,0.0257622134209432,1044
"OAF+PSU.A",40.9228693655513,0.0423311754187098,1044
"OAF+PSD.A",40.301001354256,0.0105851850673274,1044
"OAF+PSU.E",40.8450129791197,0.0366256526048918,1044
"OAF+PSD.E",40.3341647929913,0.0114752508561808,1044
"CO(OAF)+PSU.A",40.9873565019894,0.0487823300470399,1044
"CO(OAF)+PSD.A",40.3111075201909,0.0110750137164453,1044
"CO(OAF)+PSU.E",40.8767810953363,0.0396221277288797,1044
"CO(OAF)+PSD.E",40.3278213035927,0.0115350436682,1044
"PSU.A+PSD.A",41.43194272179,0.104762285875698,1044
"PSU.A+PSU.E",41.9864003175071,0.226581044216547,1044
"PSU.A+PSD.E",41.4257976640741,0.103640455090986,1044
"PSD.A+PSU.E",41.4207585186713,0.10391265712433,1044
"PSD.A+PSD.E",40.9423344828546,0.0444050211205219,1044
"PSU.E+PSD.E",41.416491875084,0.10305674447183,1044
"H2H+CO+OAF",40.5062367272602,0.018739671993656,1044
"H2H+CO+CO(OAF)",40.2190205514571,0.0113063140390754,975
"H2H+CO+PSU.A",41.1662053391726,0.0687150438067412,1044
"H2H+CO+PSD.A",40.6490933503963,0.0249443378254509,1044
"H2H+CO+PSU.E",41.1237891825658,0.0643425453384579,1044
"H2H+CO+PSD.E",40.6597758701357,0.0254806761217317,1044
"H2H+OAF+CO(OAF)",40.1256379354457,0.00810110092140756,1044
"H2H+OAF+PSU.A",40.3801916483342,0.0138656708707201,1044
"H2H+OAF+PSD.A",39.918267269945,0.00425296531882359,1044
"H2H+OAF+PSU.E",40.3586117933113,0.0133900032709442,1044
"H2H+OAF+PSD.E",39.9426035219519,0.00452658530059459,1044
"H2H+CO(OAF)+PSU.A",40.420873133989,0.0156354669142753,1044
"H2H+CO(OAF)+PSD.A",39.8998902535678,0.00414161718165701,1044
"H2H+CO(OAF)+PSU.E",40.3666553251372,0.0139356147419385,1044
"H2H+CO(OAF)+PSD.E",39.9083103841324,0.00422523558288671,1044
"H2H+PSU.A+PSD.A",40.8478447897955,0.0378641587791365,1044
"H2H+PSU.A+PSU.E",41.2952238208208,0.0863452781734479,1044
"H2H+PSU.A+PSD.E",40.8373070730569,0.0370242752568502,1044
"H2H+PSD.A+PSU.E",40.8753778462283,0.0406274673500446,1044
"H2H+PSD.A+PSD.E",40.4833230530276,0.0174849337988208,1044
"H2H+PSU.E+PSD.E",40.8675155157709,0.0399195091836325,1044
"CO+OAF+CO(OAF)",40.8552535526418,0.0379659459037781,1044
"CO+OAF+PSU.A",41.1247471493269,0.0618131642675235,1044
"CO+OAF+PSD.A",40.68725399738,0.0257760104778746,1044
"CO+OAF+PSU.E",41.0662297398797,0.055824968028138,1044
"CO+OAF+PSD.E",40.7125662787962,0.0272208842285422,1044
"CO+CO(OAF)+PSU.A",41.3061798838583,0.0854106085256816,1044
"CO+CO(OAF)+PSD.A",40.8022859031783,0.0330889711674607,1044
"CO+CO(OAF)+PSU.E",41.214239913529,0.0732347959344533,1044
"CO+CO(OAF)+PSD.E",40.8179111768523,0.0341972186014074,1044
"CO+PSU.A+PSD.A",41.4637556295382,0.109473641641322,1044
"CO+PSU.A+PSU.E",41.850904308486,0.190830483215426,1044
"CO+PSU.A+PSD.E",41.4685510439601,0.11029903791519,1044
"CO+PSD.A+PSU.E",41.4291230247619,0.104246861868202,1044
"CO+PSD.A+PSD.E",41.0863048233989,0.0575881031177233,1044
"CO+PSU.E+PSD.E",41.4357501759375,0.105316683364839,1044
"OAF+CO(OAF)+PSU.A",40.6001530569264,0.0220461940936367,1044
"OAF+CO(OAF)+PSD.A",40.1645763599703,0.00771533601810784,1044
"OAF+CO(OAF)+PSU.E",40.5366460211192,0.0192547433530639,1044
"OAF+CO(OAF)+PSD.E",40.189514221374,0.00822693533181691,1044
"OAF+PSU.A+PSD.A",40.7421512773477,0.0290461319822159,1044
"OAF+PSU.A+PSU.E",41.1177031995656,0.0613474537166665,1044
"OAF+PSU.A+PSD.E",40.754518325439,0.0298078421626417,1044
"OAF+PSD.A+PSU.E",40.7128413441378,0.027574108687915,1044
"OAF+PSD.A+PSD.E",40.3865114243182,0.012989268488597,1044
"OAF+PSU.E+PSD.E",40.7260670362928,0.0283395602732814,1044
"CO(OAF)+PSU.A+PSD.A",40.7311614518532,0.0287336090457949,1044
"CO(OAF)+PSU.A+PSU.E",41.1135812477251,0.0614579133453003,1044
"CO(OAF)+PSU.A+PSD.E",40.7353489246438,0.0289810387755519,1044
"CO(OAF)+PSD.A+PSU.E",40.6916891066824,0.0266570923731738,1044
"CO(OAF)+PSD.A+PSD.E",40.3537523230121,0.0121696331951356,1044
"CO(OAF)+PSU.E+PSD.E",40.6977415148903,0.0269817637252822,1044
"PSU.A+PSD.A+PSU.E",41.5941986491006,0.134625568697002,1044
"PSU.A+PSD.A+PSD.E",41.2463419099425,0.0771385775063922,1044
"PSU.A+PSU.E+PSD.E",41.5901387948519,0.133747078403241,1044
"PSD.A+PSU.E+PSD.E",41.2475460292895,0.0779100127051767,1044
"H2H+CO+OAF+CO(OAF)",40.336554102143,0.0127675424428475,1044
"H2H+CO+OAF+PSU.A",40.5724374192703,0.0210325384877581,1044
"H2H+CO+OAF+PSD.A",40.2210855472702,0.0091173594934635,1044
"H2H+CO+OAF+PSU.E",40.5453666315261,0.0199862830494154,1044
"H2H+CO+OAF+PSD.E",40.2415700642996,0.00958061045218999,1044
"H2H+CO+CO(OAF)+PSU.A",40.7458559475586,0.0308561917985865,1044
"H2H+CO+CO(OAF)+PSD.A",40.3249927894782,0.0118753653212264,1044
"H2H+CO+CO(OAF)+PSU.E",40.6852864956437,0.0273223363012912,1044
"H2H+CO+CO(OAF)+PSD.E",40.3360039744685,0.0121897766250585,1044
"H2H+CO+PSU.A+PSD.A",40.8956572540546,0.0410244896506704,1044
"H2H+CO+PSU.A+PSU.E",41.2269609467762,0.0760986894260265,1044
"H2H+CO+PSU.A+PSD.E",40.8970946487572,0.0411192581396285,1044
"H2H+CO+PSD.A+PSU.E",40.8862925023494,0.0406644963312853,1044
"H2H+CO+PSD.A+PSD.E",40.590538721035,0.0216962910037938,1044
"H2H+CO+PSU.E+PSD.E",40.8898485269092,0.0409095583423816,1044
"H2H+OAF+CO(OAF)+PSU.A",40.1438071080128,0.00786459247734596,1044
"H2H+OAF+CO(OAF)+PSD.A",39.7923387346887,0.00302289676892264,1044
"H2H+OAF+CO(OAF)+PSU.E",40.111656807068,0.00731402072708979,1044
"H2H+OAF+CO(OAF)+PSD.E",39.8120287931035,0.00319077259833683,1044
"H2H+OAF+PSU.A+PSD.A",40.3197398202383,0.0116202184802256,1044
"H2H+OAF+PSU.A+PSU.E",40.6392978587153,0.024490280273654,1044
