"","score","p-value","coverage"
"H2H+OAF+PSU.A+PSD.E",40.3282381385684,0.0118474893587282,1044
"H2H+OAF+PSD.A+PSU.E",40.3155614837226,0.0116632118075341,1044
"H2H+OAF+PSD.A+PSD.E",40.0356469618962,0.00563521159341034,1044
"H2H+OAF+PSU.E+PSD.E",40.3251894912969,0.0119155398301189,1044
"H2H+CO(OAF)+PSU.A+PSD.A",40.2962930903779,0.0111525110670444,1044
"H2H+CO(OAF)+PSU.A+PSU.E",40.6241617838362,0.024021722861679,1044
"H2H+CO(OAF)+PSU.A+PSD.E",40.2967490165339,0.0111510817263061,1044
"H2H+CO(OAF)+PSD.A+PSU.E",40.2820189999285,0.010903355834569,1044
"H2H+CO(OAF)+PSD.A+PSD.E",39.989240961121,0.00505697073948462,1044
"H2H+CO(OAF)+PSU.E+PSD.E",40.2846252146411,0.0109515644646238,1044
"H2H+PSU.A+PSD.A+PSU.E",41.0774517704912,0.0585872287554106,1044
"H2H+PSU.A+PSD.A+PSD.E",40.7786036922928,0.0325807324270212,1044
"H2H+PSU.A+PSU.E+PSD.E",41.0712954142281,0.057882095891345,1044
"H2H+PSD.A+PSU.E+PSD.E",40.7990160959811,0.0343730522296875,1044
"CO+OAF+CO(OAF)+PSU.A",40.8279715973863,0.03533715739248,1044
"CO+OAF+CO(OAF)+PSD.A",40.4871948151273,0.0167256161485889,1044
"CO+OAF+CO(OAF)+PSU.E",40.7780874829181,0.0320188741434203,1044
"CO+OAF+CO(OAF)+PSD.E",40.5075370623638,0.0175379711564481,1044
"CO+OAF+PSU.A+PSD.A",40.9189780757067,0.0416364196954193,1044
"CO+OAF+PSU.A+PSU.E",41.2076218962781,0.0718160723356609,1044
"CO+OAF+PSU.A+PSD.E",40.9311269341122,0.042651876341993,1044
"CO+OAF+PSD.A+PSU.E",40.8884329780519,0.0394307540677337,1044
"CO+OAF+PSD.A+PSD.E",40.6336951186361,0.0228850706914878,1044
"CO+OAF+PSU.E+PSD.E",40.9014187599568,0.0404577224951078,1044
"CO+CO(OAF)+PSU.A+PSD.A",40.991812336795,0.0482783237193449,1044
"CO+CO(OAF)+PSU.A+PSU.E",41.2910218066095,0.0832775922293356,1044
"CO+CO(OAF)+PSU.A+PSD.E",40.9981191977251,0.0488784351625097,1044
"CO+CO(OAF)+PSD.A+PSU.E",40.9508411772283,0.0448339562432934,1044
"CO+CO(OAF)+PSD.A+PSD.E",40.6830792208953,0.0256619753922146,1044
"CO+CO(OAF)+PSU.E+PSD.E",40.9589851268542,0.0455477313732773,1044
"CO+PSU.A+PSD.A+PSU.E",41.544347441084,0.12441332802002,1044
"CO+PSU.A+PSD.A+PSD.E",41.2751618580541,0.0805379369969839,1044
"CO+PSU.A+PSU.E+PSD.E",41.5465078180884,0.124801607603045,1044
"CO+PSD.A+PSU.E+PSD.E",41.2601527479921,0.0789257005916401,1044
"OAF+CO(OAF)+PSU.A+PSD.A",40.4582833062176,0.0156471936399155,1044
"OAF+CO(OAF)+PSU.A+PSU.E",40.7435910467379,0.0297650525187236,1044
"OAF+CO(OAF)+PSU.A+PSD.E",40.4701774233996,0.0160893556245552,1044
"OAF+CO(OAF)+PSD.A+PSU.E",40.4250027617614,0.0145809748715414,1044
"OAF+CO(OAF)+PSD.A+PSD.E",40.1736241261587,0.00774781904260386,1044
"OAF+CO(OAF)+PSU.E+PSD.E",40.437744011309,0.0150211525113981,1044
"OAF+PSU.A+PSD.A+PSU.E",40.9873918886227,0.0479725693742961,1044
"OAF+PSU.A+PSD.A+PSD.E",40.7274036770478,0.0281464677464752,1044
"OAF+PSU.A+PSU.E+PSD.E",40.9935427660643,0.0485249082918441,1044
"OAF+PSD.A+PSU.E+PSD.E",40.7144447332331,0.0276094178810699,1044
"CO(OAF)+PSU.A+PSD.A+PSU.E",40.9652219517766,0.0463141853067163,1044
"CO(OAF)+PSU.A+PSD.A+PSD.E",40.6984224658551,0.0266962157639881,1044
"CO(OAF)+PSU.A+PSU.E+PSD.E",40.9670245977218,0.0464550853049235,1044
"CO(OAF)+PSD.A+PSU.E+PSD.E",40.6808282259601,0.0259068289087172,1044
"PSU.A+PSD.A+PSU.E+PSD.E",41.4106767864905,0.101634307342653,1044
"CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.911201013482,0.0415783817002249,1044
"OAF+PSU.A+PSD.A+PSU.E+PSD.E",40.9397530284952,0.0437165440917956,1044
"OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",40.4360800148373,0.0148421660548437,1044
"OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",40.6726155162123,0.0253608252826294,1044
"OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",40.4550820984898,0.0154132714922383,1044
"OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",40.665594331959,0.0249817532680504,1044
"CO+PSU.A+PSD.A+PSU.E+PSD.E",41.387047340481,0.0973633444277402,1044
"CO+CO(OAF)+PSD.A+PSU.E+PSD.E",40.8643475683601,0.037706719238593,1044
"CO+CO(OAF)+PSU.A+PSU.E+PSD.E",41.1101441107377,0.0604644094609287,1044
"CO+CO(OAF)+PSU.A+PSD.A+PSD.E",40.8864239775909,0.0392149520347181,1044
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E",41.1062205814636,0.0600346311839629,1044
"CO+OAF+PSD.A+PSU.E+PSD.E",40.8383851237735,0.0355975647597137,1044
"CO+OAF+PSU.A+PSU.E+PSD.E",41.0752900136483,0.0564560445370245,1044
"CO+OAF+PSU.A+PSD.A+PSD.E",40.8556882760088,0.0366609416494739,1044
"CO+OAF+PSU.A+PSD.A+PSU.E",41.06808978992,0.0557094811920546,1044
"CO+OAF+CO(OAF)+PSU.E+PSD.E",40.654532961801,0.0243527216476937,1044
"CO+OAF+CO(OAF)+PSD.A+PSD.E",40.4345885035425,0.0146499996785038,1044
"CO+OAF+CO(OAF)+PSD.A+PSU.E",40.6427387011715,0.0237320526353217,1044
"CO+OAF+CO(OAF)+PSU.A+PSD.E",40.6844075013312,0.0258599106957214,1044
"CO+OAF+CO(OAF)+PSU.A+PSU.E",40.9075539335008,0.0413142019801146,1044
"CO+OAF+CO(OAF)+PSU.A+PSD.A",40.6734459000456,0.0252468980309462,1044
"H2H+PSU.A+PSD.A+PSU.E+PSD.E",40.9911323619703,0.0495905488055627,1044
"H2H+CO(OAF)+PSD.A+PSU.E+PSD.E",40.3303668355279,0.0120133637052525,1044
"H2H+CO(OAF)+PSU.A+PSU.E+PSD.E",40.5706878248267,0.0209578952072979,1044
"H2H+CO(OAF)+PSU.A+PSD.A+PSD.E",40.3336794678451,0.0119882018002815,1044
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E",40.5708566949573,0.0209849615792442,1044
"H2H+OAF+PSD.A+PSU.E+PSD.E",40.3714607119951,0.0131267561711978,1044
"H2H+OAF+PSU.A+PSU.E+PSD.E",40.6041064486634,0.022349350077479,1044
"H2H+OAF+PSU.A+PSD.A+PSD.E",40.3701766510189,0.012946131770102,1044
"H2H+OAF+PSU.A+PSD.A+PSU.E",40.5999852290878,0.022165187267325,1044
"H2H+OAF+CO(OAF)+PSU.E+PSD.E",40.0929014841849,0.00667886128455551,1044
"H2H+OAF+CO(OAF)+PSD.A+PSD.E",39.8596675619434,0.00350402858475213,1044
"H2H+OAF+CO(OAF)+PSD.A+PSU.E",40.0828277405299,0.00651386928075444,1044
"H2H+OAF+CO(OAF)+PSU.A+PSD.E",40.1081686017078,0.00688459585603976,1044
"H2H+OAF+CO(OAF)+PSU.A+PSU.E",40.3507450534282,0.0127746241170978,1044
"H2H+OAF+CO(OAF)+PSU.A+PSD.A",40.0990688609888,0.00672898773287039,1044
"H2H+CO+PSD.A+PSU.E+PSD.E",40.8261318344969,0.0357749038445658,1044
"H2H+CO+PSU.A+PSU.E+PSD.E",41.06594038744,0.056763746213084,1044
"H2H+CO+PSU.A+PSD.A+PSD.E",40.8268070671734,0.0355353988406738,1044
"H2H+CO+PSU.A+PSD.A+PSU.E",41.0655831192736,0.0567508005118283,1044
"H2H+CO+CO(OAF)+PSU.E+PSD.E",40.5415499689636,0.0195723728095787,1044
"H2H+CO+CO(OAF)+PSD.A+PSD.E",40.2964118756181,0.0108872487323609,1044
"H2H+CO+CO(OAF)+PSD.A+PSU.E",40.5358134657,0.0193352182119209,1044
"H2H+CO+CO(OAF)+PSU.A+PSD.E",40.563465728825,0.020415375708314,1044
"H2H+CO+CO(OAF)+PSU.A+PSU.E",40.8255089342587,0.03598411472962,1044
"H2H+CO+CO(OAF)+PSU.A+PSD.A",40.5597047323855,0.0202504885017334,1044
"H2H+CO+OAF+PSU.E+PSD.E",40.4899565403409,0.0172844630628411,1044
"H2H+CO+OAF+PSD.A+PSD.E",40.2539520535173,0.00972387803073986,1044
"H2H+CO+OAF+PSD.A+PSU.E",40.4794499163848,0.0168888971369353,1044
"H2H+CO+OAF+PSU.A+PSD.E",40.5024560268512,0.0176350582428037,1044
"H2H+CO+OAF+PSU.A+PSU.E",40.7471668962229,0.030420911546705,1044
"H2H+CO+OAF+PSU.A+PSD.A",40.4929133772848,0.0172640147064155,1044
"H2H+CO+OAF+CO(OAF)+PSD.E",40.1149803251736,0.00701291973703032,1044
"H2H+CO+OAF+CO(OAF)+PSU.E",40.3560928844487,0.0129728384947709,1044
"H2H+CO+OAF+CO(OAF)+PSD.A",40.0978384324096,0.00671121933164804,1044
"H2H+CO+OAF+CO(OAF)+PSU.A",40.3859865848233,0.0138439597173464,1044
"OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.6511705052912,0.0241138546950596,1044
"CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",41.0194459469899,0.0510275450306442,1044
"CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",41.0039193464524,0.0493423268050045,1044
"CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",40.609760543561,0.0219622469510187,1044
"CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",40.8156890377015,0.0341445750935579,1044
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",40.6294352737951,0.0228269590477678,1044
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",40.8085386563351,0.0336448650463574,1044
"H2H+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.5763150536317,0.0210270283716733,1044
"H2H+OAF+PSU.A+PSD.A+PSU.E+PSD.E",40.6095999446086,0.022468445249749,1044
"H2H+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",40.1412168115322,0.00742097018143143,1044
"H2H+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",40.3453497761806,0.0123561622052323,1044
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",40.1495428858602,0.00751709449339158,1044
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",40.339974773593,0.0122050958390284,1044
"H2H+CO+PSU.A+PSD.A+PSU.E+PSD.E",40.9944388987447,0.049479087812476,1044
"H2H+CO+CO(OAF)+PSD.A+PSU.E+PSD.E",40.516893885727,0.0183327239992135,1044
"H2H+CO+CO(OAF)+PSU.A+PSU.E+PSD.E",40.7302994990306,0.0292594720042328,1044
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSD.E",40.5282594487164,0.0186842919398107,1044
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E",40.7278924346476,0.0291227435023457,1044
"H2H+CO+OAF+PSD.A+PSU.E+PSD.E",40.4952395363191,0.0173420829312636,1044
"H2H+CO+OAF+PSU.A+PSU.E+PSD.E",40.6993161517732,0.0272381161323095,1044
"H2H+CO+OAF+PSU.A+PSD.A+PSD.E",40.5018400510451,0.0174725184048902,1044
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E",40.6936627691442,0.0269235833445551,1044
"H2H+CO+OAF+CO(OAF)+PSU.E+PSD.E",40.3102330206099,0.0113434013723582,1044
"H2H+CO+OAF+CO(OAF)+PSD.A+PSD.E",40.1116060454948,0.00680100191584293,1044
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E",40.3003183308743,0.0110786712576493,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.E",40.3278185733171,0.0117632791657758,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E",40.5301507210011,0.0190776776287456,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A",40.3188072107489,0.0115120286871166,1044
"CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.7689601950156,0.0309109899869495,1044
"H2H+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.3689952304243,0.0129409571430764,1044
"H2H+CO+CO(OAF)+PSU.A+PSD.A+PSU.E+PSD.E",40.6976784415428,0.0271506822637832,1044
"H2H+CO+OAF+PSU.A+PSD.A+PSU.E+PSD.E",40.6851223398428,0.0262974799736775,1044
"H2H+CO+OAF+CO(OAF)+PSD.A+PSU.E+PSD.E",40.3167245051396,0.0113858287282886,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSU.E+PSD.E",40.4985892108096,0.0175307573620233,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSD.E",40.328175174858,0.0116352272257159,1044
"H2H+CO+OAF+CO(OAF)+PSU.A+PSD.A+PSU.E",40.4926948668343,0.0173010319282155,1044
"All",40.4947143435107,0.0172519447457589,1044
