"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H&CO&OAF",0.631973355537052,0.0380905425963491,0.378747960228619,1201
"H2H&CO&CO(OAF)",0.618815896188159,0.138399125678287,0.651230896951364,1233
"H2H&CO&PSU",0.594571670907549,0.574232944906284,0.950196354826053,1179
"H2H&CO&PSD",0.59192439862543,0.626676889419464,0.962273138927376,1164
"H2H&OAF&CO(OAF)",0.636655948553055,0.0206395378400273,0.286907126264047,1244
"H2H&OAF&PSU",0.631709331131296,0.0389206445162466,0.383824195702078,1211
"H2H&OAF&PSD",0.635906040268456,0.0240057060263305,0.302847015318757,1192
"H2H&CO(OAF)&PSU",0.63209219858156,0.0401778800081264,0.378413793512969,1128
"H2H&CO(OAF)&PSD",0.628699551569507,0.0585113081033488,0.447197805364461,1115
"H2H&PSU&PSD",0.584537572254335,0.769229125043891,0.988019367135667,1384
"CO&OAF&CO(OAF)",0.621700879765396,0.101332832725678,0.59558643008896,1364
"CO&OAF&PSU",0.59719298245614,0.521513486951341,0.943724867165334,1425
"CO&OAF&PSD",0.602951510892481,0.397410465436423,0.898386522409842,1423
"CO&CO(OAF)&PSU",0.591642228739003,0.637623655268424,0.96913624394825,1364
"CO&CO(OAF)&PSD",0.593108504398827,0.607672347256303,0.963226453796505,1364
"CO&PSU&PSD",0.586638830897704,0.735348799297566,0.98479553184936,1437
"OAF&CO(OAF)&PSU",0.630175438596491,0.039536476538903,0.411628714996905,1425
"OAF&CO(OAF)&PSD",0.635980323260717,0.0189045271271092,0.292882557142769,1423
"OAF&PSU&PSD",0.586135895676047,0.744943944796024,0.986077099527005,1457
"CO(OAF)&PSU&PSD",0.590814196242171,0.656110952459773,0.97367041579446,1437
"CO&OAF&CO(OAF)&PSU&PSD",0.606082036775106,0.333459283018826,0.864268598242405,1414
"H2H&OAF&CO(OAF)&PSU&PSD",0.635275339185954,0.02437795651222,0.312278518962244,1253
"H2H&CO&CO(OAF)&PSU&PSD",0.602291325695581,0.414765502138026,0.89583241064519,1222
"H2H&CO&OAF&PSU&PSD",0.604199066874028,0.374586438824749,0.879740870758423,1286
"H2H&CO&OAF&CO(OAF)&PSD",0.63365539452496,0.0300911408096785,0.344011515795114,1242
"H2H&CO&OAF&CO(OAF)&PSU",0.63365539452496,0.0300911408096785,0.344011515795114,1242
