"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H&CO&OAF",0.701923076923077,0.000180832205583888,0.192282250803724,936
"H2H&CO&CO(OAF)",0.686659772492244,0.00218575031263981,0.451233841217654,967
"H2H&CO&PSU",0.677384780278671,0.00878642592291634,0.628703252477472,933
"H2H&CO&PSD",0.680127523910733,0.00599518382976256,0.577773503525365,941
"H2H&OAF&CO(OAF)",0.701103309929789,0.000165416872827227,0.199474573013633,997
"H2H&OAF&PSU",0.711668273866924,1.56603373144479e-05,0.0821942200034853,1037
"H2H&OAF&PSD",0.72780487804878,3.29662625111334e-07,0.0133564037075978,1025
"H2H&CO(OAF)&PSU",0.70021645021645,0.000259931806667657,0.21692915395363,924
"H2H&CO(OAF)&PSD",0.710989010989011,3.46209137675131e-05,0.0954415243113818,910
"H2H&PSU&PSD",0.706761006289308,1.81205785415625e-05,0.115025775899053,1272
"CO&OAF&CO(OAF)",0.679174484052533,0.0053568945399853,0.598913516374743,1066
"CO&OAF&PSU",0.681122448979592,0.00328679944562772,0.562234180251664,1176
"CO&OAF&PSD",0.676020408163265,0.00702268699914075,0.662208518793213,1176
"CO&CO(OAF)&PSU",0.672607879924953,0.0130538467576428,0.71862011397316,1066
"CO&CO(OAF)&PSD",0.665103189493433,0.0319866904508235,0.82939826197862,1066
"CO&PSU&PSD",0.69482496194825,0.000214389675920402,0.285246500350381,1314
"OAF&CO(OAF)&PSU",0.692176870748299,0.000504352655125855,0.339173424333399,1176
"OAF&CO(OAF)&PSD",0.697278911564626,0.000190390142503803,0.248142992209439,1176
"OAF&PSU&PSD",0.701503759398496,4.98196062673074e-05,0.176615035019777,1330
"CO(OAF)&PSU&PSD",0.703957382039574,3.00791104202163e-05,0.145030266481292,1314
"CO&OAF&CO(OAF)&PSU&PSD",0.685787671232877,0.00157519173264755,0.466659272043911,1168
"H2H&OAF&CO(OAF)&PSU&PSD",0.709433962264151,2.30431852980508e-05,0.0996300816591258,1060
"H2H&CO&CO(OAF)&PSU&PSD",0.687179487179487,0.00197560864446955,0.441006005444214,975
"H2H&CO&OAF&PSU&PSD",0.692660550458716,0.000580696816600451,0.333036064434728,1090
"H2H&CO&OAF&CO(OAF)&PSD",0.691842900302115,0.000883866505928919,0.351787777079978,993
"H2H&CO&OAF&CO(OAF)&PSU",0.691691691691692,0.000890728592434893,0.35435739779884,999
