"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H+CO",0.576711250983478,0.842291159565554,0.99646201634182,1271
"H2H+OAF",0.603938730853392,0.338661451641164,0.904244085579288,1371
"H2H+CO(OAF)",0.589299763965382,0.637872310186326,0.979455310110763,1271
"H2H+PSU",0.588621444201313,0.653713282969689,0.982867387865703,1371
"H2H+PSD",0.580598103574034,0.79346653945073,0.994450311282554,1371
"CO+OAF",0.617797228300511,0.124057344413526,0.714813950621624,1371
"CO+CO(OAF)",0.605511811023622,0.311996050436742,0.884836374850828,1270
"CO+PSU",0.612691466083151,0.188834951635719,0.79960644876768,1371
"CO+PSD",0.606856309263311,0.283906000241222,0.875141581514221,1371
"OAF+CO(OAF)",0.632385120350109,0.0263125081651942,0.414588040993466,1371
"OAF+PSU",0.611232676878191,0.210585796342969,0.820691937638503,1371
"OAF+PSD",0.616338439095551,0.140751960626768,0.740696487277835,1371
"CO(OAF)+PSU",0.618526622902991,0.116247189102034,0.701419035944221,1371
"CO(OAF)+PSD",0.614150255288111,0.168513123792557,0.77708058126164,1371
"PSU+PSD",0.598832968636032,0.442331743092602,0.942602980343333,1371
"H2H+CO+OAF",0.604668125455872,0.324594194336403,0.897488358828733,1371
"H2H+CO+CO(OAF)",0.594807238394965,0.526697612619651,0.960536862784795,1271
"H2H+CO+PSU",0.605397520058352,0.310768490928518,0.890390110633162,1371
"H2H+CO+PSD",0.600291757840992,0.411983391332194,0.933150695025311,1371
"H2H+OAF+CO(OAF)",0.617797228300511,0.124057344413526,0.714813950621624,1371
"H2H+OAF+PSU",0.614879649890591,0.158895565323143,0.765290977459327,1371
"H2H+OAF+PSD",0.617797228300511,0.124057344413526,0.714813950621624,1371
"H2H+CO(OAF)+PSU",0.611232676878191,0.210585796342969,0.820691937638503,1371
"H2H+CO(OAF)+PSD",0.607585703865791,0.270898654017769,0.866981033469546,1371
"H2H+PSU+PSD",0.596644784828592,0.488404915508777,0.954763554319876,1371
"CO+OAF+CO(OAF)",0.62509117432531,0.0610835593624794,0.570109075999907,1371
"CO+OAF+PSU",0.617797228300511,0.124057344413526,0.714813950621624,1371
"CO+OAF+PSD",0.62144420131291,0.0884814767790746,0.645153110015218,1371
"CO+CO(OAF)+PSU",0.616338439095551,0.140751960626768,0.740696487277835,1371
"CO+CO(OAF)+PSD",0.617797228300511,0.124057344413526,0.714813950621624,1371
"CO+PSU+PSD",0.607585703865791,0.270898654017769,0.866981033469546,1371
"OAF+CO(OAF)+PSU",0.615609044493071,0.149641897208852,0.753159982113026,1371
"OAF+CO(OAF)+PSD",0.614879649890591,0.158895565323143,0.765290977459327,1371
"OAF+PSU+PSD",0.606126914660831,0.297200668745554,0.882943033563739,1371
"CO(OAF)+PSU+PSD",0.611962071480671,0.199533838855737,0.810331308718952,1371
"OAF+CO(OAF)+PSU+PSD",0.612691466083151,0.188834951635719,0.79960644876768,1371
"CO+CO(OAF)+PSU+PSD",0.614879649890591,0.158895565323143,0.765290977459327,1371
"CO+OAF+PSU+PSD",0.612691466083151,0.188834951635719,0.79960644876768,1371
"CO+OAF+CO(OAF)+PSD",0.62071480671043,0.0949132327042796,0.659590079775992,1371
"CO+OAF+CO(OAF)+PSU",0.62217359591539,0.0823780553206353,0.630498888874534,1371
"H2H+CO(OAF)+PSU+PSD",0.614879649890591,0.158895565323143,0.765290977459327,1371
"H2H+OAF+PSU+PSD",0.608315098468271,0.258191653285374,0.858457555357324,1371
"H2H+OAF+CO(OAF)+PSD",0.609773887673231,0.233724858274191,0.840311260463944,1371
"H2H+OAF+CO(OAF)+PSU",0.611232676878191,0.210585796342969,0.820691937638503,1371
"H2H+CO+PSU+PSD",0.604668125455872,0.324594194336403,0.897488358828733,1371
"H2H+CO+CO(OAF)+PSD",0.613420860685631,0.178493619687391,0.788521183011812,1371
"H2H+CO+CO(OAF)+PSU",0.606856309263311,0.283906000241222,0.875141581514221,1371
"H2H+CO+OAF+PSD",0.611962071480671,0.199533838855737,0.810331308718952,1371
"H2H+CO+OAF+PSU",0.614879649890591,0.158895565323143,0.765290977459327,1371
"H2H+CO+OAF+CO(OAF)",0.611232676878191,0.210585796342969,0.820691937638503,1371
"CO+OAF+CO(OAF)+PSU+PSD",0.611962071480671,0.199533838855737,0.810331308718952,1371
"H2H+OAF+CO(OAF)+PSU+PSD",0.615609044493071,0.149641897208852,0.753159982113026,1371
"H2H+CO+CO(OAF)+PSU+PSD",0.609044493070751,0.245796841927926,0.849568259410471,1371
"H2H+CO+OAF+PSU+PSD",0.608315098468271,0.258191653285374,0.858457555357324,1371
"H2H+CO+OAF+CO(OAF)+PSD",0.62436177972283,0.0659569488007955,0.585430440838361,1371
"H2H+CO+OAF+CO(OAF)+PSU",0.62363238512035,0.0711243935311901,0.600616920930677,1371
"All",0.611962071480671,0.199533838855737,0.810331308718952,1371
