"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H+CO",0.602048280907096,0.417371944409768,0.904644772239372,1367
"H2H+OAF",0.619080301990391,0.124968298381358,0.652126946508361,1457
"H2H+CO(OAF)",0.612289685442575,0.222723303541173,0.7745770517711,1367
"H2H+PSU",0.587508579272478,0.720311925270803,0.983191154960355,1457
"H2H+PSD",0.596431022649279,0.53823471354684,0.949208471573994,1457
"CO+OAF",0.61770761839396,0.141278886426561,0.679745764413131,1457
"CO+CO(OAF)",0.613636363636364,0.201678761092816,0.75191132594748,1364
"CO+PSU",0.577213452299245,0.873806297904979,0.996371602167115,1457
"CO+PSD",0.586135895676047,0.744943944796024,0.986077099527005,1457
"OAF+CO(OAF)",0.6238846945779,0.0783004430468934,0.549708236987358,1457
"OAF+PSU",0.622512010981469,0.0900405087487031,0.579664227211873,1457
"OAF+PSD",0.623198352779684,0.0840175984680097,0.564735415158515,1457
"CO(OAF)+PSU",0.610844200411805,0.243286863535357,0.801165312910739,1457
"CO(OAF)+PSD",0.619080301990391,0.124968298381358,0.652126946508361,1457
"PSU+PSD",0.582017844886754,0.811414324884665,0.992317903274754,1457
"H2H+CO+OAF",0.617021276595745,0.149948586807566,0.693195054781957,1457
"H2H+CO+CO(OAF)",0.616678858814923,0.158318278560526,0.696915410922157,1367
"H2H+CO+PSU",0.587508579272478,0.720311925270803,0.983191154960355,1457
"H2H+CO+PSD",0.596431022649279,0.53823471354684,0.949208471573994,1457
"H2H+OAF+CO(OAF)",0.621825669183253,0.0963762511649209,0.594473927292406,1457
"H2H+OAF+PSU",0.614962251201098,0.178025449786324,0.731931714015495,1457
"H2H+OAF+PSD",0.620452985586822,0.110011683621091,0.623655743107471,1457
"H2H+CO(OAF)+PSU",0.606726149622512,0.319518114363782,0.858243130681183,1457
"H2H+CO(OAF)+PSD",0.621825669183253,0.0963762511649209,0.594473927292406,1457
"H2H+PSU+PSD",0.595058339052848,0.567944132710033,0.956582287016269,1457
"CO+OAF+CO(OAF)",0.619766643788607,0.117322501761039,0.637989342480439,1457
"CO+OAF+PSU",0.616334934797529,0.158962991773853,0.706384606186106,1457
"CO+OAF+PSD",0.611530542210021,0.231597307638541,0.790445746894945,1457
"CO+CO(OAF)+PSU",0.599176389842141,0.478288721286706,0.931476737747447,1457
"CO+CO(OAF)+PSD",0.606726149622512,0.319518114363782,0.858243130681183,1457
"CO+PSU+PSD",0.590940288263555,0.654080700583396,0.973650717448656,1457
"OAF+CO(OAF)+PSU",0.629375428963624,0.042581029936555,0.428543947737441,1457
"OAF+CO(OAF)+PSD",0.630061770761839,0.0392326053294135,0.41360821635546,1457
"OAF+PSU+PSD",0.607412491420728,0.306145907321622,0.849598385262676,1457
"CO(OAF)+PSU+PSD",0.617021276595745,0.149948586807566,0.693195054781957,1457
"OAF+CO(OAF)+PSU+PSD",0.628689087165408,0.0461555338116987,0.443576990991753,1457
"CO+CO(OAF)+PSU+PSD",0.601921757035003,0.41876374994639,0.909282219221553,1457
"CO+OAF+PSU+PSD",0.601235415236788,0.433532081339117,0.915278931237718,1457
"CO+OAF+CO(OAF)+PSD",0.625257378174331,0.0677526279359374,0.519443902666595,1457
"CO+OAF+CO(OAF)+PSU",0.618393960192176,0.132952795646363,0.666051231797112,1457
"H2H+CO(OAF)+PSU+PSD",0.614962251201098,0.178025449786324,0.731931714015495,1457
"H2H+OAF+PSU+PSD",0.603294440631434,0.389575024688517,0.896347618682318,1457
"H2H+OAF+CO(OAF)+PSD",0.626630061770762,0.0583314008912312,0.489044476612813,1457
"H2H+OAF+CO(OAF)+PSU",0.625257378174331,0.0677526279359374,0.519443902666595,1457
"H2H+CO+PSU+PSD",0.596431022649279,0.53823471354684,0.949208471573994,1457
"H2H+CO+CO(OAF)+PSD",0.614962251201098,0.178025449786324,0.731931714015495,1457
"H2H+CO+CO(OAF)+PSU",0.606726149622512,0.319518114363782,0.858243130681183,1457
"H2H+CO+OAF+PSD",0.611530542210021,0.231597307638541,0.790445746894945,1457
"H2H+CO+OAF+PSU",0.619766643788607,0.117322501761039,0.637989342480439,1457
"H2H+CO+OAF+CO(OAF)",0.621139327385038,0.103031342712204,0.609144300222976,1457
"CO+OAF+CO(OAF)+PSU+PSD",0.617021276595745,0.149948586807566,0.693195054781957,1457
"H2H+OAF+CO(OAF)+PSU+PSD",0.622512010981469,0.0900405087487031,0.579664227211873,1457
"H2H+CO+CO(OAF)+PSU+PSD",0.610844200411805,0.243286863535357,0.801165312910739,1457
"H2H+CO+OAF+PSU+PSD",0.605353466026081,0.346951140120551,0.874498495433569,1457
"H2H+CO+OAF+CO(OAF)+PSD",0.625943719972546,0.0629055244979475,0.50425010591142,1457
"H2H+CO+OAF+CO(OAF)+PSU",0.6238846945779,0.0783004430468934,0.549708236987358,1457
"All",0.621139327385038,0.103031342712204,0.609144300222976,1457
