"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H&&CO",0.594501718213058,0.520022190717387,0.859897778024788,291
"H2H&&OAF",0.607142857142857,0.356024055265849,0.763671879930181,336
"H2H&&CO(OAF)",0.606349206349206,0.369272093382875,0.766067221167809,315
"H2H&&PSU",0.601374570446735,0.433956926883967,0.805473174637148,291
"H2H&&PSD",0.585616438356164,0.629404364600718,0.913695931799188,292
"CO&&OAF",0.642931937172775,0.011581039730621,0.238009369488057,955
"CO&&CO(OAF)",0.624148003894839,0.0831959719366246,0.583399646830854,1027
"CO&&PSU",0.619576185671039,0.125997593788284,0.667610197863576,991
"CO&&PSD",0.611971104231166,0.221131314630207,0.788487103312652,969
"OAF&&CO(OAF)",0.641634980988593,0.0115961507188665,0.252295128881997,1052
"OAF&&PSU",0.660039761431412,0.000789561025769677,0.0569314057749246,1006
"OAF&&PSD",0.651606425702811,0.00316794659243895,0.124242070676022,996
"CO(OAF)&&PSU",0.645555555555556,0.00921586687860256,0.20410966404669,900
"CO(OAF)&&PSD",0.635346756152125,0.0312395421010721,0.369172678413246,894
"PSU&&PSD",0.602975724353955,0.35998955813507,0.908830649742278,1277
"H2H&&CO&&OAF",0.625498007968127,0.191472890471395,0.534505983485923,251
"H2H&&CO&&CO(OAF)",0.625,0.193563708645875,0.540786430641039,256
"H2H&&CO&&PSU",0.619834710743802,0.244040589706204,0.599800269374373,242
"H2H&&CO&&PSD",0.611814345991561,0.324619625850356,0.686354920615258,237
"H2H&&OAF&&CO(OAF)",0.643109540636042,0.0709363357694855,0.320464666082453,283
"H2H&&OAF&&PSU",0.626016260162602,0.18933084683359,0.528071790898947,246
"H2H&&OAF&&PSD",0.614457831325301,0.293688838083552,0.661564825392148,249
"H2H&&CO(OAF)&&PSU",0.657894736842105,0.0388708368607758,0.196470310298765,228
"H2H&&CO(OAF)&&PSD",0.639130434782609,0.109069733291386,0.37756611095239,230
"H2H&&PSU&&PSD",0.608695652173913,0.348786586766272,0.730637606558055,276
"CO&&OAF&&CO(OAF)",0.648526077097506,0.00648744287928519,0.167316972492009,882
"CO&&OAF&&PSU",0.666254635352287,0.00058295506513752,0.0380963982077715,809
"CO&&OAF&&PSD",0.661188369152971,0.00140392806986699,0.0638399502776383,791
"CO&&CO(OAF)&&PSU",0.655339805825243,0.00296047498863938,0.102697280155581,824
"CO&&CO(OAF)&&PSD",0.648148148148148,0.00815940255558923,0.178242588381954,810
"CO&&PSU&&PSD",0.616204690831556,0.16732491138507,0.722211340460764,938
"OAF&&CO(OAF)&&PSU",0.663793103448276,0.000858236253039816,0.0485616760223147,812
"OAF&&CO(OAF)&&PSD",0.662094763092269,0.00116877713972015,0.0579049788086296,802
"OAF&&PSU&&PSD",0.658280922431866,0.00124841992039405,0.0708428469431831,954
"CO(OAF)&&PSU&&PSD",0.64327485380117,0.0134820096206766,0.240167274735804,855
"OAF&&CO(OAF)&&PSU&&PSD",0.664941785252264,0.000847202645357248,0.04584421064307,773
"CO&&CO(OAF)&&PSU&&PSD",0.651515151515151,0.005536183512128,0.14179134834947,792
"CO&&OAF&&PSU&&PSD",0.662805662805663,0.00116104613379737,0.0559296706887462,777
"CO&&OAF&&CO(OAF)&&PSD",0.671214188267394,0.00037595139347299,0.025900937908776,733
"CO&&OAF&&CO(OAF)&&PSU",0.673360107095047,0.000242105566971691,0.0198962617406719,747
"H2H&&CO(OAF)&&PSU&&PSD",0.657534246575342,0.0424079435974849,0.20345520940977,219
"H2H&&OAF&&PSU&&PSD",0.630252100840336,0.160781137584604,0.478026808976475,238
"H2H&&OAF&&CO(OAF)&&PSD",0.65,0.0649703519090716,0.268991344314364,220
"H2H&&OAF&&CO(OAF)&&PSU",0.660550458715596,0.0355554923178904,0.180475351108058,218
"H2H&&CO&&PSU&&PSD",0.620689655172414,0.240224170346147,0.588431293431945,232
"H2H&&CO&&CO(OAF)&&PSD",0.650943396226415,0.0647084568512689,0.263501371296336,212
"H2H&&CO&&CO(OAF)&&PSU",0.66046511627907,0.0366005768467469,0.182551645872378,215
"H2H&&CO&&OAF&&PSD",0.632558139534884,0.155494427465129,0.453144185610152,215
"H2H&&CO&&OAF&&PSU",0.638888888888889,0.116651862316202,0.383324013175226,216
"H2H&&CO&&OAF&&CO(OAF)",0.648305084745763,0.0653316696491087,0.279328522418854,236
"CO&&OAF&&CO(OAF)&&PSU&&PSD",0.672222222222222,0.000342505845033644,0.023892673891041,720
"H2H&&OAF&&CO(OAF)&&PSU&&PSD",0.663507109004739,0.0313482821326815,0.162620050449185,211
"H2H&&CO&&CO(OAF)&&PSU&&PSD",0.658653846153846,0.0430721660988408,0.199820603346078,208
"H2H&&CO&&OAF&&PSU&&PSD",0.639810426540284,0.114036828241392,0.374651857135667,211
"H2H&&CO&&OAF&&CO(OAF)&&PSD",0.660098522167488,0.0411644324548893,0.191262478149292,203
"H2H&&CO&&OAF&&CO(OAF)&&PSU",0.663414634146341,0.0332125525455707,0.166292679746242,205
"All",0.665,0.0315307494857185,0.158164933604204,200
