"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H&CO&OAF",0.66695427092321,0.00233561469446891,0.282106522856538,1159
"H2H&CO&CO(OAF)",0.648692810457516,0.0291441344367011,0.654048300885617,1224
"H2H&CO&PSU",0.636759581881533,0.107905693262056,0.844725193093357,1148
"H2H&CO&PSD",0.631487889273356,0.167103544366098,0.901653829778256,1156
"H2H&OAF&CO(OAF)",0.668296658516707,0.00160810503855022,0.255194240338269,1227
"H2H&OAF&PSU",0.655656482246078,0.0119472049653951,0.509304381000094,1211
"H2H&OAF&PSD",0.654605263157895,0.0137188698001669,0.531741317230615,1216
"H2H&CO(OAF)&PSU",0.65,0.0271031083580267,0.62559907378575,1140
"H2H&CO(OAF)&PSD",0.643106457242583,0.0584727746941956,0.752415158259232,1146
"H2H&PSU&PSD",0.590845070422535,0.882930608788214,0.999819028112833,1420
"CO&OAF&CO(OAF)",0.652923538230885,0.015066494469679,0.568976469424576,1334
"CO&OAF&PSU",0.642253521126761,0.0534724323021152,0.778781308722417,1420
"CO&OAF&PSD",0.645730416372618,0.0356640867765945,0.717515410768491,1417
"CO&CO(OAF)&PSU",0.634182908545727,0.125293086323282,0.883804142024073,1334
"CO&CO(OAF)&PSD",0.636431784107946,0.101919504334781,0.858228545811293,1334
"CO&PSU&PSD",0.593406593406593,0.8550122131765,0.999718806603744,1456
"OAF&CO(OAF)&PSU",0.657042253521127,0.00749357278224743,0.478869087652075,1420
"OAF&CO(OAF)&PSD",0.658433309809457,0.00605501780507526,0.448051753851271,1417
"OAF&PSU&PSD",0.591002044989775,0.883111239467937,0.99983175611915,1467
"CO(OAF)&PSU&PSD",0.588598901098901,0.906360421368429,0.999895915751905,1456
"CO&OAF&CO(OAF)&PSU&PSD",0.641188959660297,0.060407445364473,0.795563433063886,1413
"H2H&OAF&CO(OAF)&PSU&PSD",0.645817044566067,0.0391234730537753,0.710940289088304,1279
"H2H&CO&CO(OAF)&PSU&PSD",0.631404958677686,0.165180538587277,0.905101553608392,1210
"H2H&CO&OAF&PSU&PSD",0.632824427480916,0.142218003952349,0.896514552468814,1310
"H2H&CO&OAF&CO(OAF)&PSD",0.653907496012759,0.0144040027096799,0.546946428250423,1254
"H2H&CO&OAF&CO(OAF)&PSU",0.654429369513168,0.0134240879126501,0.535765914754515,1253
