"","score","p-value.basic.pure","p-value.oaf.pure","coverage"
"H2H+CO",0.625725338491296,0.285857936206092,0.940231236438316,1034
"H2H+OAF",0.659836065573771,0.0105344465514416,0.46210443754656,1220
"H2H+CO(OAF)",0.643133462282398,0.0805293492369468,0.764249923838263,1034
"H2H+PSU",0.624590163934426,0.297065330813687,0.953248620479464,1220
"H2H+PSD",0.568032786885246,0.987673586575392,0.999995667106924,1220
"CO+OAF",0.650819672131148,0.0322114632644901,0.641438526833846,1220
"CO+CO(OAF)",0.626331074540174,0.276142855916051,0.93666563866756,1033
"CO+PSU",0.628688524590164,0.23049437389575,0.929650789288312,1220
"CO+PSD",0.572950819672131,0.977658996612819,0.999987226540965,1220
"OAF+CO(OAF)",0.65327868852459,0.0242053589830985,0.593999251470873,1220
"OAF+PSU",0.644262295081967,0.064483210684812,0.75589600077763,1220
"OAF+PSD",0.630327868852459,0.206366318637987,0.917955402848625,1220
"CO(OAF)+PSU",0.635245901639344,0.143397795477741,0.874042546701676,1220
"CO(OAF)+PSD",0.589344262295082,0.886342679847797,0.999678371969708,1220
"PSU+PSD",0.552459016393443,0.998657427243524,0.999999899979257,1220
"H2H+CO+OAF",0.65655737704918,0.0161748142162646,0.528521800534443,1220
"H2H+CO+CO(OAF)",0.630560928433269,0.212731456529964,0.907441850906758,1034
"H2H+CO+PSU",0.640983606557377,0.0880002282203251,0.804563790480814,1220
"H2H+CO+PSD",0.579508196721311,0.954304132510703,0.999950225234333,1220
"H2H+OAF+CO(OAF)",0.65655737704918,0.0161748142162646,0.528521800534443,1220
"H2H+OAF+PSU",0.654098360655738,0.0219370845657808,0.57781585381829,1220
"H2H+OAF+PSD",0.636885245901639,0.125616094902841,0.856251197715612,1220
"H2H+CO(OAF)+PSU",0.654918032786885,0.0198498855960445,0.561490339090763,1220
"H2H+CO(OAF)+PSD",0.604098360655738,0.685237743715459,0.996428306055838,1220
"H2H+PSU+PSD",0.571311475409836,0.981574101339918,0.999991039699163,1220
"CO+OAF+CO(OAF)",0.642622950819672,0.0755524026452308,0.781020481775359,1220
"CO+OAF+PSU",0.637704918032787,0.117321484829302,0.846740378670535,1220
"CO+OAF+PSD",0.625409836065574,0.283087138444863,0.949126422575021,1220
"CO+CO(OAF)+PSU",0.641803278688525,0.0815990212839598,0.792993364051929,1220
"CO+CO(OAF)+PSD",0.584426229508197,0.926182542746919,0.999870122629675,1220
"CO+PSU+PSD",0.570491803278689,0.983301101280759,0.999992511703791,1220
"OAF+CO(OAF)+PSU",0.65,0.0353200166264247,0.656800180261494,1220
"OAF+CO(OAF)+PSD",0.639344262295082,0.101902119904209,0.826478113813157,1220
"OAF+PSU+PSD",0.628688524590164,0.23049437389575,0.929650789288312,1220
"CO(OAF)+PSU+PSD",0.576229508196721,0.967696228115269,0.999974490181017,1220
"OAF+CO(OAF)+PSU+PSD",0.632786885245902,0.173083815449154,0.897721493245773,1220
"CO+CO(OAF)+PSU+PSD",0.582786885245902,0.936748933703578,0.999905111094677,1220
"CO+OAF+PSU+PSD",0.629508196721312,0.218241018303175,0.923975668318967,1220
"CO+OAF+CO(OAF)+PSD",0.623770491803279,0.311344539056075,0.957096644619524,1220
"CO+OAF+CO(OAF)+PSU",0.638524590163934,0.10941869782902,0.836816265248753,1220
"H2H+CO(OAF)+PSU+PSD",0.590983606557377,0.870126133594344,0.999569884254968,1220
"H2H+OAF+PSU+PSD",0.642622950819672,0.0755524026452308,0.781020481775359,1220
"H2H+OAF+CO(OAF)+PSD",0.639344262295082,0.101902119904209,0.826478113813157,1220
"H2H+OAF+CO(OAF)+PSU",0.654098360655738,0.0219370845657808,0.57781585381829,1220
"H2H+CO+PSU+PSD",0.577049180327869,0.964698038258934,0.999969784526752,1220
"H2H+CO+CO(OAF)+PSD",0.59344262295082,0.842890274636303,0.999342025392064,1220
"H2H+CO+CO(OAF)+PSU",0.654918032786885,0.0198498855960445,0.561490339090763,1220
"H2H+CO+OAF+PSD",0.631967213114754,0.183782251501835,0.904837911469839,1220
"H2H+CO+OAF+PSU",0.65,0.0353200166264247,0.656800180261494,1220
"H2H+CO+OAF+CO(OAF)",0.65,0.0353200166264247,0.656800180261494,1220
"CO+OAF+CO(OAF)+PSU+PSD",0.632786885245902,0.173083815449154,0.897721493245773,1220
"H2H+OAF+CO(OAF)+PSU+PSD",0.640983606557377,0.0880002282203251,0.804563790480814,1220
"H2H+CO+CO(OAF)+PSU+PSD",0.591803278688525,0.861439209578739,0.999503686329531,1220
"H2H+CO+OAF+PSU+PSD",0.633606557377049,0.162785940840761,0.890221721701889,1220
"H2H+CO+OAF+CO(OAF)+PSD",0.631147540983607,0.194877992754826,0.91157946278908,1220
"H2H+CO+OAF+CO(OAF)+PSU",0.65,0.0353200166264247,0.656800180261494,1220
"All",0.638524590163934,0.10941869782902,0.836816265248753,1220
