surface,id1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,grass_sample_size1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,hard_sample_size1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,clay_sample_size1,carpet_pts_served1,carpet_service_pts_won1,carpet_pts_received1,carpet_receiving_pts_won1,carpet_aces1,carpet_sample_size1,co2_pts_served1,co2_service_pts_won1,co2_pts_received1,co2_receiving_pts_won1,co2_aces1,co2_sample_size1,co2nsf_pts_served1,co2nsf_service_pts_won1,co2nsf_pts_received1,co2nsf_receiving_pts_won1,co2nsf_aces1,co2nsf_sample_size1,id2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,grass_sample_size2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,hard_sample_size2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,clay_sample_size2,carpet_pts_served2,carpet_service_pts_won2,carpet_pts_received2,carpet_receiving_pts_won2,carpet_aces2,carpet_sample_size2,co2_pts_served2,co2_service_pts_won2,co2_pts_received2,co2_receiving_pts_won2,co2_aces2,co2_sample_size2,co2nsf_pts_served2,co2nsf_service_pts_won2,co2nsf_pts_received2,co2nsf_receiving_pts_won2,co2nsf_aces2,co2nsf_sample_size2
Hard,201355,0,0,0,0,0,1,752,370,718,323,36,11,125,63,103,46,1,5,0,0,0,0,0,0,638,310,630,286,24,10,638,310,630,286,24,12,201427,88,57,108,48,4,1,540,276,507,227,13,9,405,204,355,156,17,7,0,0,0,0,0,0,469,235,433,189,9,8,716,344,651,286,16,11
Hard,202469,75,49,68,28,9,1,593,348,582,245,15,7,94,44,82,23,1,2,0,0,0,0,0,0,449,254,436,181,10,5,449,254,436,181,10,5,201505,134,74,164,71,8,2,548,307,495,201,18,7,119,67,109,43,1,1,0,0,0,0,0,0,304,170,246,98,9,4,363,210,312,128,15,5
Hard,201427,65,35,60,21,0,1,627,320,652,296,11,10,213,90,215,96,4,4,94,48,91,37,2,1,410,208,418,182,9,6,477,231,461,200,10,7,201505,223,125,259,107,11,3,549,296,493,202,27,8,341,197,299,119,7,4,0,0,0,0,0,0,322,156,276,111,14,5,377,186,337,131,16,6
Hard,201355,86,46,79,32,0,1,404,217,427,206,20,6,159,86,182,77,6,6,0,0,0,0,0,0,356,186,367,174,17,5,426,225,460,218,20,6,201662,0,0,0,0,0,0,446,265,440,173,42,8,213,119,177,80,14,4,0,0,0,0,0,0,268,155,252,93,25,4,268,155,252,93,25,4
Hard,200033,37,30,54,30,7,1,772,510,766,398,79,15,229,167,263,148,24,5,0,0,0,0,0,0,323,214,332,171,32,7,408,276,427,228,42,9,201562,0,0,0,0,0,0,321,150,286,108,4,5,457,239,453,177,4,9,0,0,0,0,0,0,243,109,221,87,3,4,286,128,270,103,4,5
Hard,201450,305,184,282,111,9,5,171,85,162,58,3,5,66,30,51,21,1,1,70,35,49,14,6,1,114,55,100,34,2,4,114,55,100,34,2,4,201373,0,0,0,0,0,0,465,281,510,240,23,8,179,121,177,70,12,4,0,0,0,0,0,0,225,131,248,117,10,4,225,131,248,117,10,5
Hard,201621,126,71,106,28,4,2,415,242,374,170,28,5,76,46,82,31,1,2,175,108,158,71,8,2,176,102,147,63,21,2,176,102,147,63,21,2,201318,78,39,52,18,4,1,243,129,228,86,4,4,423,254,426,187,7,6,0,0,0,0,0,0,63,29,74,32,0,2,192,110,192,83,1,4
Hard,201425,46,35,41,18,2,1,316,188,375,149,11,7,133,79,138,57,9,3,0,0,0,0,0,0,257,144,301,118,6,5,303,179,342,136,8,7,202429,101,56,105,49,0,1,169,98,139,50,5,3,133,69,113,40,6,3,0,0,0,0,0,0,169,98,139,50,5,3,169,98,139,50,5,3
Hard,201427,65,35,60,21,0,1,701,378,699,307,14,13,376,189,390,185,4,8,94,48,91,37,2,1,464,259,454,194,10,8,670,357,660,290,14,11,201347,0,0,0,0,0,0,1411,772,1444,652,45,18,751,415,737,326,18,10,0,0,0,0,0,0,996,545,1076,501,33,13,1091,594,1145,524,38,14
Hard,201616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201325,82,47,72,20,3,1,934,543,942,413,38,18,347,202,340,165,11,5,0,0,0,0,0,0,646,379,647,281,26,13,857,503,874,396,31,16,201212,128,75,115,42,3,2,707,375,715,285,20,10,362,184,376,183,4,5,0,0,0,0,0,0,707,375,715,285,20,10,829,434,861,352,23,12
Hard,201397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201614,0,0,0,0,0,0,83,43,87,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,83,43,87,36,2,1,83,43,87,36,2,1,201533,0,0,0,0,0,0,52,29,66,41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,52,29,66,41,2,1,52,29,66,41,2,1
Hard,200748,0,0,0,0,0,0,397,222,391,191,14,5,250,149,226,108,16,3,0,0,0,0,0,0,305,177,297,148,12,4,305,177,297,148,12,4,201586,204,111,178,73,12,3,518,280,534,222,16,6,0,0,0,0,0,0,0,0,0,0,0,0,372,200,400,170,11,4,372,200,400,170,11,4
Hard,201505,134,74,164,71,8,2,548,307,495,201,18,7,119,67,109,43,1,1,0,0,0,0,0,0,304,170,246,98,9,4,363,210,312,128,15,5,202469,75,49,68,28,9,1,593,348,582,245,15,7,94,44,82,23,1,2,0,0,0,0,0,0,449,254,436,181,10,5,449,254,436,181,10,5
Hard,201555,0,0,0,0,0,0,97,55,92,39,3,1,80,38,70,33,2,1,0,0,0,0,0,0,97,55,92,39,3,1,97,55,92,39,3,1,201662,0,0,0,0,0,0,38,19,40,8,4,1,68,29,45,14,3,1,0,0,0,0,0,0,38,19,40,8,4,1,38,19,40,8,4,1
Hard,201311,0,0,0,0,0,0,620,358,668,303,22,9,371,217,373,172,21,7,0,0,0,0,0,0,327,199,360,159,12,5,447,263,478,215,22,6,201468,46,30,82,40,0,2,372,170,361,147,12,9,149,84,137,54,3,2,0,0,0,0,0,0,209,99,200,75,12,6,209,99,200,75,12,6
Hard,201474,69,37,71,28,4,1,427,249,464,212,11,8,0,0,0,0,0,1,0,0,0,0,0,0,304,183,339,165,10,6,373,220,410,193,14,8,201535,108,60,89,32,5,1,229,118,244,87,10,4,0,0,0,0,0,0,0,0,0,0,0,0,229,118,244,87,10,4,229,118,244,87,10,4
Hard,201493,0,0,0,0,0,0,292,157,263,117,8,3,0,0,0,0,0,0,0,0,0,0,0,0,292,157,263,117,8,3,292,157,263,117,8,3,201348,0,0,0,0,0,0,134,70,133,52,2,2,0,0,0,0,0,0,0,0,0,0,0,0,134,70,133,52,2,2,134,70,133,52,2,2
Hard,201610,0,0,0,0,0,0,103,71,104,42,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201320,0,0,0,0,0,0,550,303,582,248,35,10,174,98,202,94,12,3,0,0,0,0,0,0,407,216,431,182,28,8,407,216,431,182,28,8,201290,20,7,14,4,0,1,707,336,649,267,18,12,104,58,89,41,5,3,0,0,0,0,0,0,661,316,595,249,17,10,785,381,698,294,22,12
Hard,201597,0,0,0,0,0,0,407,231,393,180,4,6,0,0,0,0,0,0,0,0,0,0,0,0,209,117,226,111,1,3,209,117,226,111,1,3,201506,68,34,60,19,0,1,227,128,231,113,1,3,242,137,224,107,0,3,0,0,0,0,0,0,227,128,231,113,1,3,328,184,325,153,1,4
Hard,201355,48,21,62,23,2,2,511,268,464,213,20,7,0,0,0,0,0,1,0,0,0,0,0,0,369,191,345,153,8,5,369,191,345,153,8,6,201539,73,37,85,36,4,1,446,226,404,161,16,5,192,101,219,94,5,2,65,34,57,18,3,1,324,153,302,123,9,4,324,153,302,123,9,4
Hard,201521,121,65,120,44,1,2,647,330,641,278,2,9,552,279,577,278,5,9,202,103,217,108,2,3,173,81,171,62,0,4,479,235,489,191,7,9,201465,279,172,315,133,22,4,620,349,579,240,23,10,435,228,461,199,16,6,0,0,0,0,0,0,245,122,215,83,9,4,334,181,314,121,16,5
Hard,201345,66,49,73,27,5,1,127,82,131,61,15,4,266,156,307,141,20,3,0,0,0,0,0,0,60,40,59,28,12,1,60,40,59,28,12,1,201466,163,95,145,50,9,2,200,99,157,49,12,3,186,107,146,69,12,4,0,0,0,0,0,0,63,31,43,9,4,1,63,31,43,9,4,1
Hard,201513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201472,0,0,0,0,0,0,161,98,165,54,6,2,82,56,86,41,1,3,0,0,0,0,0,0,161,98,165,54,6,2,197,120,199,71,6,3,201587,63,39,60,19,3,1,222,128,242,99,5,3,127,67,122,44,1,2,0,0,0,0,0,0,171,103,194,84,5,2,220,129,253,105,5,3
Hard,201421,0,0,0,0,0,0,215,128,222,107,7,4,0,0,0,0,0,0,0,0,0,0,0,0,168,100,173,75,5,3,168,100,173,75,5,3,202505,0,0,0,0,0,0,114,61,115,41,3,2,86,45,112,57,4,1,0,0,0,0,0,0,114,61,115,41,3,2,114,61,115,41,3,2
Hard,201492,0,0,0,0,0,0,259,153,237,106,7,3,222,128,207,110,1,4,0,0,0,0,0,0,104,57,83,37,2,1,104,57,83,37,2,1,201512,103,53,98,42,0,1,385,200,469,212,4,7,61,27,56,24,1,1,0,0,0,0,0,0,47,19,61,24,3,1,47,19,61,24,3,1
Hard,201619,106,78,126,55,9,2,163,99,162,62,14,3,0,0,0,0,0,0,0,0,0,0,0,0,54,28,61,21,7,1,54,28,61,21,7,1,201590,181,115,169,62,5,2,200,131,226,99,4,3,0,0,0,0,0,0,0,0,0,0,0,0,147,94,159,68,4,2,147,94,159,68,4,2
Hard,202684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201594,55,35,55,31,3,1,162,84,155,76,3,3,0,0,0,0,0,0,0,0,0,0,0,0,97,53,79,47,1,1,97,53,79,47,1,1,201366,0,0,0,0,0,1,122,75,133,57,3,2,69,28,59,26,2,1,0,0,0,0,0,0,52,33,63,33,1,1,52,33,63,33,1,1
Hard,200033,0,0,0,0,0,0,863,563,848,408,81,15,154,108,190,103,12,6,0,0,0,0,0,0,100,67,125,63,11,2,100,67,125,63,11,2,201450,247,136,243,97,9,4,59,28,46,14,0,3,280,138,263,102,5,5,0,0,0,0,0,0,59,28,46,14,0,2,59,28,46,14,0,2
Hard,201425,117,84,127,53,3,2,748,433,816,326,30,13,44,19,65,24,2,3,49,23,60,23,1,1,493,292,515,210,20,9,610,376,642,263,23,11,201621,126,71,106,28,4,2,554,306,558,229,18,8,0,0,0,0,0,1,175,108,158,71,8,2,435,239,461,187,15,6,435,239,461,187,15,6
Hard,201427,65,35,60,21,0,1,254,142,242,110,9,6,75,30,67,34,0,2,94,48,91,37,2,1,254,142,242,110,9,6,254,142,242,110,9,6,201616,96,52,107,48,2,2,566,292,513,223,3,9,0,0,0,0,0,1,0,0,0,0,0,0,494,259,439,199,3,6,494,259,439,199,3,6
Hard,201325,219,133,191,67,12,3,1600,925,1587,708,56,26,299,166,317,150,7,5,0,0,0,0,0,0,1391,796,1359,595,46,23,1700,974,1676,738,57,27,201496,206,115,209,103,9,2,1692,985,1596,732,29,25,257,132,215,90,3,3,0,0,0,0,0,0,1486,861,1396,637,23,22,1568,901,1460,665,23,23
Hard,201520,56,32,77,42,2,1,936,542,870,387,45,12,261,140,273,119,12,3,0,0,0,0,0,0,700,404,666,303,34,10,961,544,939,422,46,13,201397,62,39,72,22,4,1,720,377,684,282,12,9,285,155,263,121,1,3,0,0,0,0,0,0,611,319,577,231,10,8,677,350,635,255,11,9
Hard,200748,0,0,0,0,0,0,372,194,363,152,9,4,100,43,109,41,0,2,0,0,0,0,0,0,259,129,255,108,5,3,259,129,255,108,5,3,201614,127,77,98,30,7,2,312,169,280,99,20,4,53,25,39,7,2,1,0,0,0,0,0,0,236,121,222,86,13,3,236,121,222,86,13,3
Hard,201505,0,0,0,0,0,0,437,270,445,193,25,6,118,69,113,44,3,2,0,0,0,0,0,0,386,251,387,168,24,5,441,281,448,188,26,6,201555,0,0,0,0,0,0,341,189,327,137,11,6,184,103,172,70,4,2,0,0,0,0,0,0,217,117,224,99,6,5,217,117,224,99,6,5
Hard,201311,102,55,109,48,2,3,839,484,837,383,37,13,647,354,661,293,22,13,52,35,46,26,7,1,839,484,837,383,37,13,1013,583,1008,468,49,16,201474,177,98,202,89,4,2,1960,1149,1971,913,77,34,145,69,169,77,3,3,0,0,0,0,0,0,1012,611,1018,484,53,17,1081,644,1101,523,55,19
Hard,201493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201320,0,0,0,0,0,0,261,165,272,136,12,4,63,40,78,37,7,1,0,0,0,0,0,0,261,165,272,136,12,4,261,165,272,136,12,4,201597,0,0,0,0,0,0,317,165,330,153,1,4,0,0,0,0,0,0,0,0,0,0,0,0,249,132,263,125,0,3,249,132,263,125,0,3
Hard,201521,119,62,98,46,2,3,564,290,565,254,8,9,478,246,479,226,6,10,122,64,148,70,2,2,405,191,391,177,5,6,788,374,764,342,11,12,201355,76,37,70,30,0,1,541,291,536,252,25,9,284,156,336,151,10,9,0,0,0,0,0,0,245,140,214,106,15,5,245,140,214,106,15,6
Hard,201345,0,0,0,0,0,0,106,73,105,55,4,5,318,199,362,174,19,5,0,0,0,0,0,0,67,42,72,33,3,4,67,42,72,33,3,4,202494,0,0,0,0,0,0,372,196,405,168,13,6,0,0,0,0,0,1,0,0,0,0,0,0,165,86,172,75,6,3,165,86,172,75,6,3
Hard,201513,242,148,210,98,22,3,473,295,527,244,37,7,489,293,520,241,37,8,0,0,0,0,0,0,473,295,527,244,37,7,561,346,625,288,48,8,202446,0,0,0,0,0,0,638,325,589,249,18,12,292,157,276,121,8,6,0,0,0,0,0,0,295,164,258,119,11,6,342,183,304,136,13,7
Hard,201421,0,0,0,0,0,0,650,374,687,340,44,11,0,0,0,0,0,0,0,0,0,0,0,0,393,210,401,196,30,6,393,210,401,196,30,6,201472,0,0,0,0,0,0,316,163,382,168,4,5,244,141,262,125,10,6,0,0,0,0,0,0,316,163,382,168,4,5,316,163,382,168,4,6
Hard,201492,0,0,0,0,0,0,251,148,229,95,13,3,64,35,58,34,0,1,0,0,0,0,0,0,207,115,178,70,10,2,207,115,178,70,10,2,201619,150,94,165,68,10,3,140,94,154,67,15,3,0,0,0,0,0,0,0,0,0,0,0,0,90,62,98,53,11,2,134,78,137,66,12,3
Hard,201594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,200033,85,47,110,52,7,1,614,393,582,298,58,11,553,379,618,339,56,14,0,0,0,0,0,0,387,240,359,183,35,6,456,286,454,229,37,7,201425,0,0,0,0,0,1,591,318,601,231,17,11,384,239,418,191,20,7,91,54,94,46,0,2,381,204,371,136,10,6,427,236,416,160,13,7
Hard,201325,132,84,134,54,10,2,811,459,751,285,36,17,226,126,219,111,7,4,0,0,0,0,0,0,466,259,401,145,22,10,549,303,489,189,23,11,201427,67,43,45,22,2,1,451,245,454,222,13,8,146,67,172,78,3,4,167,91,175,81,7,2,329,176,314,156,12,7,415,214,411,202,15,8
Hard,201520,99,61,89,30,2,1,638,367,668,287,52,9,85,47,71,29,3,1,0,0,0,0,0,0,169,92,188,72,8,3,268,153,277,102,10,4,200748,0,0,0,0,0,0,396,215,411,195,12,5,251,135,247,107,6,4,0,0,0,0,0,0,348,193,365,182,11,4,348,193,365,182,11,4
Hard,201311,102,55,109,48,2,3,1373,758,1356,609,56,18,305,176,320,150,12,10,52,35,46,26,7,1,1194,659,1222,551,45,16,1248,694,1275,580,47,18,201505,149,89,157,74,10,2,1055,629,1036,466,38,16,197,105,163,64,4,3,0,0,0,0,0,0,613,365,622,284,27,9,806,471,799,354,36,12
Hard,201320,0,0,0,0,0,0,998,558,1059,488,55,15,428,249,496,235,20,6,0,0,0,0,0,0,824,453,855,374,45,12,874,483,934,417,48,13,201493,182,110,205,89,5,3,1011,558,1007,432,29,16,249,137,229,102,5,5,0,0,0,0,0,0,797,442,784,336,24,13,976,537,966,408,30,17
Hard,201345,66,49,73,27,5,1,646,409,710,372,44,14,458,266,471,209,16,8,0,0,0,0,0,0,498,294,543,267,35,8,702,404,726,335,40,12,201521,80,44,82,42,1,1,488,253,522,212,5,10,465,240,468,219,7,9,122,64,148,70,2,2,252,117,259,101,3,6,565,271,577,241,10,11
Hard,201421,94,56,88,36,8,1,1227,677,1175,544,61,20,303,180,297,130,14,5,0,0,0,0,0,0,622,338,598,264,27,9,622,338,598,264,27,9,201513,315,200,279,131,26,4,680,391,621,251,51,9,464,256,496,223,34,7,0,0,0,0,0,0,548,310,464,173,42,7,636,361,562,217,53,8
Hard,201594,133,82,118,59,5,2,374,205,392,183,14,9,442,255,438,212,15,6,46,20,52,17,1,1,231,126,249,107,8,6,231,126,249,107,8,6,201492,103,60,126,59,4,1,847,475,841,385,27,10,220,121,218,104,2,4,0,0,0,0,0,0,365,205,379,180,8,5,468,265,505,239,12,6
Hard,201325,168,98,143,42,8,2,1542,905,1524,669,58,28,480,268,488,215,8,7,0,0,0,0,0,0,1024,602,1031,446,35,19,1298,746,1321,577,40,23,200033,127,76,160,83,15,2,1372,886,1265,614,144,25,643,414,657,350,62,11,0,0,0,0,0,0,1216,794,1128,548,133,23,1524,996,1471,736,172,29
Hard,201520,284,160,256,110,13,4,1534,861,1530,696,77,23,523,288,532,231,18,7,0,0,0,0,0,0,1011,579,986,462,56,16,1270,726,1222,558,68,20,201311,102,55,109,48,2,3,1425,783,1400,634,57,20,399,219,360,138,9,9,52,35,46,26,7,1,1276,696,1263,569,52,18,1330,731,1316,598,54,20
Hard,201345,0,0,0,0,0,0,563,339,620,297,39,9,620,359,624,286,41,10,0,0,0,0,0,0,446,279,473,241,37,7,516,322,556,277,38,9,201320,0,0,0,0,0,0,977,545,1032,457,58,14,378,221,447,205,13,5,0,0,0,0,0,0,662,375,695,303,37,9,712,405,774,346,40,10
Hard,201421,0,0,0,0,0,0,1494,887,1507,732,78,23,137,77,129,58,9,3,0,0,0,0,0,0,994,580,1017,510,55,16,1067,617,1095,544,58,18,201594,203,118,177,82,6,3,910,502,870,412,16,17,450,270,475,237,16,8,46,20,52,17,1,1,836,460,784,367,15,16,922,508,860,407,15,18
Hard,201520,223,129,231,105,9,3,1755,1030,1695,758,83,22,356,198,322,136,12,6,143,80,126,52,2,2,1455,860,1417,646,68,19,1736,1030,1692,767,81,23,201325,133,82,120,45,7,2,1500,895,1520,682,73,25,454,263,440,184,10,8,0,0,0,0,0,0,1263,764,1298,585,62,22,1430,849,1474,665,65,25
Hard,201345,0,0,0,0,0,0,494,302,498,256,36,10,487,318,548,257,31,9,0,0,0,0,0,0,455,271,465,234,35,9,575,350,620,302,38,12,201421,139,78,145,58,13,2,865,490,797,366,36,15,55,33,49,30,3,2,0,0,0,0,0,0,407,239,374,169,14,8,501,295,462,205,22,9
Hard,201345,66,49,73,27,5,1,888,559,967,488,60,18,597,354,648,286,33,10,0,0,0,0,0,0,888,559,967,488,60,18,1202,745,1282,616,68,24,201520,266,158,243,93,9,3,1645,937,1659,741,83,24,293,165,298,125,10,5,67,35,60,23,0,1,1388,784,1414,628,67,21,1862,1060,1884,817,83,28
Clay,200033,0,0,0,0,0,0,221,148,169,73,28,3,84,59,92,58,15,2,0,0,0,0,0,0,84,59,92,58,15,2,84,59,92,58,15,2,202505,0,0,0,0,0,0,157,90,171,76,8,2,86,45,112,57,4,1,0,0,0,0,0,0,86,45,112,57,4,1,86,45,112,57,4,1
Clay,201397,0,0,0,0,0,0,169,92,163,70,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201597,52,24,56,22,0,1,121,64,123,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,201590,191,117,194,70,6,2,301,184,282,112,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201466,66,34,56,20,3,1,93,58,106,51,4,1,232,143,260,123,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,201521,119,62,98,46,2,2,84,34,73,38,0,1,84,48,87,44,0,1,0,0,0,0,0,0,84,48,87,44,0,1,225,105,204,100,0,3,201423,0,0,0,0,0,0,0,0,0,0,0,0,190,96,196,88,1,2,0,0,0,0,0,0,95,45,102,46,1,1,95,45,102,46,1,1
Clay,201425,0,0,0,0,0,1,326,187,381,157,10,6,156,92,218,94,6,5,140,77,154,69,1,3,112,73,153,70,4,2,112,73,153,70,4,2,201355,86,46,79,32,0,1,234,126,217,99,17,5,214,110,192,79,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
Clay,201517,37,16,19,9,0,1,715,385,785,357,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202470,70,39,77,32,0,1,454,236,512,237,6,7,161,79,161,71,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
