surface,id1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,grass_sample_size1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,hard_sample_size1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,clay_sample_size1,carpet_pts_served1,carpet_service_pts_won1,carpet_pts_received1,carpet_receiving_pts_won1,carpet_aces1,carpet_sample_size1,co2_pts_served1,co2_service_pts_won1,co2_pts_received1,co2_receiving_pts_won1,co2_aces1,co2_sample_size1,co2nsf_pts_served1,co2nsf_service_pts_won1,co2nsf_pts_received1,co2nsf_receiving_pts_won1,co2nsf_aces1,co2nsf_sample_size1,id2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,grass_sample_size2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,hard_sample_size2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,clay_sample_size2,carpet_pts_served2,carpet_service_pts_won2,carpet_pts_received2,carpet_receiving_pts_won2,carpet_aces2,carpet_sample_size2,co2_pts_served2,co2_service_pts_won2,co2_pts_received2,co2_receiving_pts_won2,co2_aces2,co2_sample_size2,co2nsf_pts_served2,co2nsf_service_pts_won2,co2nsf_pts_received2,co2nsf_receiving_pts_won2,co2nsf_aces2,co2nsf_sample_size2
Hard,205925,0,0,0,0,0,0,411,255,509,222,17,6,145,80,166,64,1,2,0,0,0,0,0,0,237,144,269,125,10,3,237,144,269,125,10,3,201540,171,122,182,86,23,3,325,188,323,138,12,4,143,85,149,55,3,2,0,0,0,0,0,0,258,152,249,108,9,3,335,190,317,136,9,4
Hard,201620,0,0,0,0,0,0,377,207,380,168,19,5,116,61,126,47,3,2,0,0,0,0,0,0,150,87,168,75,7,2,218,120,229,103,7,3,201490,99,61,93,35,3,1,46,21,36,8,0,2,210,111,224,109,9,3,0,0,0,0,0,0,46,21,36,8,0,2,109,55,97,28,0,3
Hard,204426,150,90,133,57,10,2,403,237,438,203,15,5,343,226,362,173,20,6,0,0,0,0,0,0,264,158,293,124,12,3,300,186,346,154,15,4,201426,44,15,37,12,1,1,780,430,693,302,37,9,376,194,376,174,11,4,0,0,0,0,0,0,334,188,260,92,15,4,334,188,260,92,15,4
Hard,201520,91,57,70,29,13,1,451,266,465,200,29,7,0,0,0,0,0,0,0,0,0,0,0,0,348,200,338,134,23,5,348,200,338,134,23,5,201474,66,43,57,30,3,1,525,291,541,232,12,8,49,16,53,24,0,1,0,0,0,0,0,0,443,247,457,201,11,7,443,247,457,201,11,7
Hard,201610,87,47,83,42,4,1,229,137,273,133,16,3,0,0,0,0,0,0,0,0,0,0,0,0,160,91,187,90,8,2,160,91,187,90,8,2,206289,96,55,105,45,5,1,203,114,192,81,7,3,39,24,54,21,1,1,0,0,0,0,0,0,132,69,129,53,5,2,228,124,234,98,10,3
Hard,202427,281,166,267,109,16,6,443,267,482,223,26,6,264,148,299,115,13,4,0,0,0,0,0,0,69,44,61,29,4,1,69,44,61,29,4,1,201696,0,0,0,0,0,0,167,82,161,67,2,2,797,436,803,379,10,9,0,0,0,0,0,0,47,19,49,18,0,1,47,19,49,18,0,1
Hard,201521,236,134,236,111,1,4,531,307,585,260,8,9,546,293,569,256,3,8,0,0,0,0,0,0,427,245,467,203,8,7,476,278,509,227,8,8,201366,230,135,241,110,9,3,1113,605,1107,484,27,17,250,128,275,135,4,4,0,0,0,0,0,0,548,299,542,234,9,9,600,331,593,266,11,10
Hard,201504,209,134,228,107,22,3,1224,749,1249,495,110,17,149,96,168,75,11,2,0,0,0,0,0,0,1005,617,1010,399,84,14,1233,759,1247,505,103,17,201495,243,120,209,105,5,2,1254,717,1248,572,9,15,299,173,296,129,4,4,0,0,0,0,0,0,1254,717,1248,572,9,15,1457,826,1418,645,16,17
Hard,215035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard,201517,403,233,354,150,26,5,433,236,450,182,23,7,0,0,0,0,0,0,0,0,0,0,0,0,244,130,262,108,8,4,309,165,312,121,15,5,201535,243,159,308,136,28,4,732,439,748,306,55,10,123,66,118,37,14,2,0,0,0,0,0,0,403,248,453,183,27,6,461,281,524,211,30,7
Hard,201505,93,40,111,41,3,2,1414,822,1406,608,77,20,294,159,321,152,12,5,0,0,0,0,0,0,909,520,851,361,51,12,1088,615,1034,446,59,15,201662,260,164,266,113,30,4,1177,736,1168,517,117,17,450,284,475,197,33,6,0,0,0,0,0,0,961,608,934,405,93,14,1099,704,1076,460,111,16
Hard,201611,91,53,88,35,3,1,795,481,790,330,38,11,619,363,736,337,15,9,0,0,0,0,0,0,413,242,413,169,21,6,593,345,590,246,24,8,201593,162,100,148,60,7,2,816,443,767,320,32,10,489,265,515,232,13,8,0,0,0,0,0,0,404,233,379,151,22,5,404,233,379,151,22,5
Hard,214544,0,0,0,0,0,0,173,112,194,96,20,3,0,0,0,0,0,0,0,0,0,0,0,0,57,35,75,38,5,1,57,35,75,38,5,1,201325,0,0,0,0,0,0,102,59,128,52,6,1,82,57,97,58,8,2,0,0,0,0,0,0,102,59,128,52,6,1,102,59,128,52,6,1
Hard,202429,65,37,68,24,7,1,0,0,0,0,0,0,55,31,68,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202536,0,0,0,0,0,0,157,89,130,48,11,2,69,33,50,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
