P1,P2,PointServer,PointWinner,P1Score,P2Score,SetNo
Rafael Nadal,Bernard Tomic,2,2,0,15,1
Rafael Nadal,Bernard Tomic,2,1,15,15,1
Rafael Nadal,Bernard Tomic,2,2,15,30,1
Rafael Nadal,Bernard Tomic,2,2,15,40,1
Rafael Nadal,Bernard Tomic,2,1,30,40,1
Rafael Nadal,Bernard Tomic,2,2,0,0,1
Rafael Nadal,Bernard Tomic,1,2,0,15,1
Rafael Nadal,Bernard Tomic,1,1,15,15,1
Rafael Nadal,Bernard Tomic,1,1,30,15,1
Rafael Nadal,Bernard Tomic,1,1,40,15,1
Rafael Nadal,Bernard Tomic,1,1,0,0,1
Rafael Nadal,Bernard Tomic,2,2,0,15,1
Rafael Nadal,Bernard Tomic,2,2,0,30,1
Rafael Nadal,Bernard Tomic,2,2,0,40,1
Rafael Nadal,Bernard Tomic,2,2,0,0,1
Rafael Nadal,Bernard Tomic,1,1,15,0,1
Rafael Nadal,Bernard Tomic,1,1,30,0,1
Rafael Nadal,Bernard Tomic,1,1,40,0,1
Rafael Nadal,Bernard Tomic,1,1,0,0,1
Rafael Nadal,Bernard Tomic,2,2,0,15,1
Rafael Nadal,Bernard Tomic,2,2,0,30,1
Rafael Nadal,Bernard Tomic,2,2,0,40,1
Rafael Nadal,Bernard Tomic,2,1,15,40,1
Rafael Nadal,Bernard Tomic,2,1,30,40,1
Rafael Nadal,Bernard Tomic,2,2,0,0,1
Rafael Nadal,Bernard Tomic,1,1,15,0,1
Rafael Nadal,Bernard Tomic,1,2,15,15,1
Rafael Nadal,Bernard Tomic,1,1,30,15,1
Rafael Nadal,Bernard Tomic,1,1,40,15,1
Rafael Nadal,Bernard Tomic,1,2,40,30,1
Rafael Nadal,Bernard Tomic,1,1,0,0,1
Rafael Nadal,Bernard Tomic,2,2,0,15,1
Rafael Nadal,Bernard Tomic,2,2,0,30,1
Rafael Nadal,Bernard Tomic,2,1,15,30,1
Rafael Nadal,Bernard Tomic,2,2,15,40,1
Rafael Nadal,Bernard Tomic,2,1,30,40,1
Rafael Nadal,Bernard Tomic,2,2,0,0,1
Rafael Nadal,Bernard Tomic,1,1,15,0,1
Rafael Nadal,Bernard Tomic,1,2,15,15,1
Rafael Nadal,Bernard Tomic,1,1,30,15,1
Rafael Nadal,Bernard Tomic,1,2,30,30,1
Rafael Nadal,Bernard Tomic,1,1,40,30,1
Rafael Nadal,Bernard Tomic,1,1,0,0,1
Rafael Nadal,Bernard Tomic,2,1,15,0,1
Rafael Nadal,Bernard Tomic,2,2,15,15,1
Rafael Nadal,Bernard Tomic,2,1,30,15,1
Rafael Nadal,Bernard Tomic,2,2,30,30,1
Rafael Nadal,Bernard Tomic,2,1,40,30,1
Rafael Nadal,Bernard Tomic,2,1,0,0,1
Rafael Nadal,Bernard Tomic,1,2,0,15,1
Rafael Nadal,Bernard Tomic,1,1,15,15,1
Rafael Nadal,Bernard Tomic,1,1,30,15,1
Rafael Nadal,Bernard Tomic,1,1,40,15,1
Rafael Nadal,Bernard Tomic,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,0,1
Thanasi Kokkinakis,Igor Sijsling,1,2,40,15,1
Thanasi Kokkinakis,Igor Sijsling,1,2,40,30,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,15,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,15,30,1
Thanasi Kokkinakis,Igor Sijsling,2,1,30,30,1
Thanasi Kokkinakis,Igor Sijsling,2,1,40,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,AD,1
Thanasi Kokkinakis,Igor Sijsling,2,1,40,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,AD,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,AD,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,1,2,15,15,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,15,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,15,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,15,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,15,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,30,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,40,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,AD,1
Thanasi Kokkinakis,Igor Sijsling,2,1,40,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,40,AD,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,0,1
Thanasi Kokkinakis,Igor Sijsling,1,2,30,15,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,15,1
Thanasi Kokkinakis,Igor Sijsling,1,2,40,30,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,1,2,0,30,1
Thanasi Kokkinakis,Igor Sijsling,1,1,15,30,1
Thanasi Kokkinakis,Igor Sijsling,1,1,30,30,1
Thanasi Kokkinakis,Igor Sijsling,1,1,40,30,1
Thanasi Kokkinakis,Igor Sijsling,1,2,40,40,1
Thanasi Kokkinakis,Igor Sijsling,1,1,AD,40,1
Thanasi Kokkinakis,Igor Sijsling,1,2,40,40,1
Thanasi Kokkinakis,Igor Sijsling,1,1,AD,40,1
Thanasi Kokkinakis,Igor Sijsling,1,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,30,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,30,1
Thanasi Kokkinakis,Igor Sijsling,2,2,15,40,1
Thanasi Kokkinakis,Igor Sijsling,2,1,30,40,1
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,1
Thanasi Kokkinakis,Igor Sijsling,1,1,1,0,1
Thanasi Kokkinakis,Igor Sijsling,2,2,1,1,1
Thanasi Kokkinakis,Igor Sijsling,2,1,2,1,1
Thanasi Kokkinakis,Igor Sijsling,1,2,2,2,1
Thanasi Kokkinakis,Igor Sijsling,1,1,3,2,1
Thanasi Kokkinakis,Igor Sijsling,2,2,3,3,1
Thanasi Kokkinakis,Igor Sijsling,2,2,3,4,1
Thanasi Kokkinakis,Igor Sijsling,1,1,4,4,1
Thanasi Kokkinakis,Igor Sijsling,1,1,5,4,1
Thanasi Kokkinakis,Igor Sijsling,2,1,6,4,1
Thanasi Kokkinakis,Igor Sijsling,2,1,0,0,1
Thanasi Kokkinakis,Igor Sijsling,2,1,15,0,2
Thanasi Kokkinakis,Igor Sijsling,2,1,30,0,2
Thanasi Kokkinakis,Igor Sijsling,2,2,30,15,2
Thanasi Kokkinakis,Igor Sijsling,2,2,30,30,2
Thanasi Kokkinakis,Igor Sijsling,2,2,30,40,2
Thanasi Kokkinakis,Igor Sijsling,2,1,40,40,2
Thanasi Kokkinakis,Igor Sijsling,2,2,40,AD,2
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,2
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,2
Thanasi Kokkinakis,Igor Sijsling,1,1,30,0,2
Thanasi Kokkinakis,Igor Sijsling,1,2,30,15,2
Thanasi Kokkinakis,Igor Sijsling,1,2,30,30,2
Thanasi Kokkinakis,Igor Sijsling,1,2,30,40,2
Thanasi Kokkinakis,Igor Sijsling,1,2,0,0,2
Thanasi Kokkinakis,Igor Sijsling,2,1,15,0,2
Thanasi Kokkinakis,Igor Sijsling,2,2,15,15,2
Thanasi Kokkinakis,Igor Sijsling,2,2,15,30,2
Thanasi Kokkinakis,Igor Sijsling,2,2,15,40,2
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,2
Thanasi Kokkinakis,Igor Sijsling,1,2,0,15,2
Thanasi Kokkinakis,Igor Sijsling,1,1,15,15,2
Thanasi Kokkinakis,Igor Sijsling,1,1,30,15,2
Thanasi Kokkinakis,Igor Sijsling,1,2,30,30,2
Thanasi Kokkinakis,Igor Sijsling,1,2,30,40,2
Thanasi Kokkinakis,Igor Sijsling,1,2,0,0,2
Thanasi Kokkinakis,Igor Sijsling,2,2,0,15,2
Thanasi Kokkinakis,Igor Sijsling,2,1,15,15,2
Thanasi Kokkinakis,Igor Sijsling,2,2,15,30,2
Thanasi Kokkinakis,Igor Sijsling,2,2,15,40,2
Thanasi Kokkinakis,Igor Sijsling,2,1,30,40,2
Thanasi Kokkinakis,Igor Sijsling,2,2,0,0,2
Thanasi Kokkinakis,Igor Sijsling,1,1,15,0,2
Thanasi Kokkinakis,Igor Sijsling,1,2,15,15,2
Thanasi Kokkinakis,Igor Sijsling,1,2,15,30,2
Thanasi Kokkinakis,Igor Sijsling,1,1,30,30,2
Thanasi Kokkinakis,Igor Sijsling,1,1,40,30,2
