name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
B.Zahlavova Strycova,0,0,0,0,29,15,30,20,15,10,10,1,14,10,20,10,10,6,9,5,15,9,11,6,4,3,10,6,6,6,4,2,13,7,10,3,9,3,10,7,1,1,6,2,7,4,9,4,9,6,6,2,7,2,11,4,9,5,8,4,5,2,9,3,12,7,16,8,7,5,8,2,5,4,8,4
Taylor Townsend,4,1,4,0,31,16,33,11,16,11,22,9,15,9,11,3,11,8,13,5,14,6,17,4,6,4,3,1,8,5,8,2,9,6,18,10,12,6,6,2,2,0,1,0,9,5,10,3,9,5,14,6,6,2,3,1,9,5,11,3,6,6,8,1,14,7,17,6,7,5,11,3,7,2,6,2
Donna Vekic,0,0,0,0,59,30,61,24,30,18,37,15,29,18,24,7,18,14,22,8,30,15,33,13,11,8,7,3,14,6,14,3,19,13,28,13,23,11,17,4,3,1,3,1,21,9,18,4,17,8,26,13,13,8,6,4,20,9,17,5,17,9,15,5,46,27,27,10,27,13,17,7,19,12,10,5
Yvonne Meusburger,0,0,0,0,8,3,8,3,3,0,5,2,5,1,3,2,0,0,3,0,4,3,3,2,4,2,2,0,0,0,3,2,3,1,1,0,3,1,4,1,2,1,0,0,1,0,3,1,3,2,3,1,3,0,1,0,3,2,3,1,1,1,2,1,4,2,5,2,2,0,3,2,2,0,2,1
Mirjana Lucic-Baroni,0,0,0,0,23,12,23,5,12,6,18,5,11,3,5,1,6,5,13,6,9,6,9,4,8,2,1,1,5,2,7,2,7,5,11,6,5,3,4,1,6,3,1,1,8,3,7,2,5,4,9,4,5,1,1,0,9,4,7,3,2,1,5,2,16,6,13,7,6,2,6,2,10,6,7,2
Maria Torro-Flor,0,0,0,0,8,2,8,2,2,1,6,2,6,1,2,1,1,0,4,0,2,2,3,2,5,2,1,1,0,0,4,1,3,1,1,0,2,1,2,1,3,2,1,0,1,0,2,1,3,2,1,0,3,1,2,1,3,1,2,1,2,1,1,0,5,4,5,1,4,2,4,2,1,0,1,0
Storm Sanders,0,0,0,0,20,7,20,10,7,3,10,6,13,8,10,2,3,0,4,2,12,8,14,4,5,2,2,0,0,0,2,0,11,5,12,6,6,4,6,3,3,1,0,0,5,3,6,1,10,7,9,3,3,1,3,1,9,4,7,2,4,2,5,2,18,6,10,6,6,2,4,2,12,7,6,3
An-Sophie Mestach,0,0,0,0,8,4,8,3,4,2,5,1,4,2,3,1,2,1,4,2,4,3,3,0,2,1,1,0,1,0,2,1,4,2,5,1,2,0,1,0,1,1,0,0,3,2,5,2,2,1,2,0,3,3,0,0,2,0,4,1,4,1,0,0,8,4,1,1,4,1,0,0,4,2,1,1
Grace Min,0,0,0,0,7,0,6,3,0,0,3,1,7,3,3,1,0,0,2,0,3,1,3,1,4,2,1,0,0,0,2,1,1,0,2,1,4,2,2,1,2,0,0,0,0,0,2,1,3,2,2,1,2,0,1,1,2,0,2,0,1,0,1,0,5,2,1,0,2,0,1,0,3,1,0,0
Silvia Soler-Espinosa,5,1,5,2,21,12,22,9,12,7,13,7,9,4,9,6,7,5,6,4,9,5,10,5,5,3,6,1,5,3,2,1,7,4,9,4,7,4,10,3,2,1,1,0,6,2,6,2,7,3,11,8,4,1,4,1,7,4,5,1,5,4,11,6,9,5,9,5,5,3,4,1,4,0,5,3
Renata Voracova,0,0,0,0,8,3,7,2,3,2,5,3,5,4,2,2,2,1,2,1,5,3,3,1,1,0,2,0,1,0,1,0,4,1,3,1,2,1,3,1,1,1,0,0,2,1,2,1,4,0,3,1,2,0,1,1,1,0,3,1,4,1,1,0,3,0,3,2,0,0,1,0,3,1,2,1
A.Pavlyuchenkova,0,0,0,0,14,9,14,5,9,5,9,3,5,2,5,0,5,2,6,2,6,3,8,3,3,2,0,0,2,2,4,2,6,5,7,3,5,4,3,2,1,1,0,0,5,3,6,2,5,3,4,0,2,1,2,0,5,2,6,3,3,2,2,0,6,5,10,2,5,4,8,4,1,0,2,1
Anna-Lena Friedsam,12,7,12,8,60,34,61,31,34,17,30,9,26,12,31,12,17,8,21,7,29,19,28,9,14,8,12,6,8,6,14,4,28,15,26,13,18,13,15,4,6,2,6,4,17,8,17,3,26,13,24,9,7,3,6,1,22,9,18,10,16,11,14,4,43,22,39,20,22,15,19,8,21,12,20,9
Irina-Camelia Begu,0,0,0,0,46,20,46,24,20,10,22,10,26,15,24,9,10,6,12,5,25,14,25,11,11,6,9,5,6,2,7,5,18,4,19,11,17,11,15,7,5,1,5,0,8,3,13,3,25,10,19,13,7,3,12,3,15,7,9,5,18,10,22,10,34,24,37,18,24,14,19,10,10,6,18,8
Arina Rodionova,0,0,0,0,7,4,8,2,4,2,6,3,3,2,2,1,2,2,3,1,4,2,4,1,1,0,1,0,2,1,2,0,2,0,4,2,2,0,2,0,1,0,0,0,1,0,2,2,2,2,4,2,2,2,0,0,3,1,4,0,2,0,2,0,2,1,2,0,1,1,2,0,1,0,0,0
Shuai Peng,8,2,8,7,40,28,41,17,28,15,24,12,12,7,17,9,15,10,12,4,20,12,20,3,5,0,9,3,10,7,8,2,17,6,21,7,7,4,9,4,5,2,3,1,9,6,16,7,15,9,12,6,5,3,6,3,12,7,13,9,9,6,9,4,23,11,32,19,11,5,13,6,12,6,19,7
Petra Martic,0,0,0,0,18,9,19,6,9,4,13,5,9,6,6,0,4,2,8,1,11,6,11,2,3,1,0,0,2,1,7,1,8,3,10,3,6,5,2,2,2,0,0,0,4,2,8,3,10,8,3,0,1,0,2,0,10,7,6,3,2,1,2,1,8,1,7,2,1,1,5,1,7,4,2,0
Kai-Chen Chang,0,0,0,0,10,2,9,2,2,2,7,3,8,3,2,1,2,1,4,1,3,3,4,1,5,1,1,0,1,0,3,0,4,2,4,2,1,1,2,2,4,2,0,0,3,2,2,1,3,2,2,0,2,1,2,2,3,2,3,2,2,1,0,0,2,0,4,1,0,0,3,1,2,0,1,0
Bethanie Mattek-Sands,18,12,18,10,38,26,39,14,26,15,25,11,12,4,14,6,15,12,14,6,15,7,19,10,8,6,6,1,12,5,8,4,10,6,15,3,14,9,15,4,2,1,1,1,13,8,16,6,13,8,14,5,6,6,4,3,13,7,15,3,11,7,6,2,29,16,14,6,16,6,8,3,13,6,6,2
Anna Schmiedlova,0,0,0,0,15,9,16,5,9,3,11,8,6,5,5,2,3,1,3,1,11,5,11,4,1,0,2,0,1,1,2,1,7,4,8,5,6,4,6,2,1,0,0,0,4,2,4,0,7,3,9,4,2,2,2,1,5,3,5,3,6,5,5,3,16,10,15,3,10,3,12,8,6,2,3,1
Alexandra Panova,0,0,0,0,15,8,14,5,8,6,9,2,7,4,5,4,6,2,7,2,6,3,3,2,3,1,4,0,2,0,5,0,7,3,3,1,4,2,6,2,2,2,0,0,5,2,2,1,6,4,5,2,4,2,2,0,7,4,4,1,4,2,4,1,7,3,7,4,3,2,3,2,4,1,4,3
Germain Gigounon,0,0,0,0,12,6,13,7,6,2,6,4,6,5,7,2,2,1,2,1,9,2,9,1,1,0,2,0,1,0,1,1,3,0,9,2,7,4,3,2,1,0,0,0,1,0,8,1,7,4,3,1,3,0,2,0,5,5,3,0,3,0,3,2,0,0,3,1,0,0,2,1,0,0,1,0
Quentin Halys,23,13,23,4,79,42,80,25,42,27,55,20,37,21,25,10,27,19,35,7,36,23,35,14,16,12,10,1,19,9,28,9,31,21,28,10,25,12,23,7,4,3,1,1,31,20,27,6,22,15,26,11,16,7,7,3,26,18,21,7,14,10,15,7,51,32,30,11,32,15,19,8,19,16,11,4
Facundo Arguello,0,0,0,0,12,6,13,2,6,3,11,5,6,3,2,1,3,3,6,2,6,5,6,1,3,1,1,1,3,2,4,1,5,2,7,2,2,2,1,0,2,0,1,0,3,1,6,0,5,3,3,0,0,0,1,1,5,2,3,1,2,2,0,0,6,2,4,1,2,1,3,2,4,0,1,0
Stephane Robert,0,0,0,0,96,60,99,37,60,40,62,22,36,17,37,11,40,21,40,14,37,18,48,23,19,12,11,3,21,10,26,14,37,20,39,13,31,16,31,13,7,5,3,1,31,21,40,12,33,19,31,14,20,13,15,9,29,19,29,12,27,7,20,8,39,25,58,23,25,11,35,20,14,8,23,9
Andrea Arnaboldi,20,14,18,4,39,22,39,23,22,17,16,5,17,10,23,4,17,9,11,4,15,10,24,7,7,5,4,2,9,6,7,1,18,13,21,5,10,8,9,2,2,2,2,1,16,11,17,5,13,9,12,6,4,3,3,0,14,8,11,1,7,5,9,1,19,11,18,6,11,7,12,5,8,4,6,2
Maxime Hamou,5,4,6,3,20,13,21,7,13,7,14,4,7,3,7,3,7,5,10,3,9,5,8,1,4,2,3,1,5,2,7,2,7,3,10,1,6,4,3,1,2,2,1,0,6,5,11,3,8,4,3,1,4,2,2,0,5,4,5,4,6,4,3,1,17,10,9,4,10,3,5,1,7,5,4,2
Christian Lindell,0,0,0,0,11,3,12,1,3,2,11,2,8,6,1,0,2,2,9,3,7,3,3,1,2,1,0,0,2,1,6,0,3,0,5,1,5,3,1,0,1,1,0,0,1,0,4,1,6,2,2,1,3,2,0,0,3,1,2,1,6,2,1,0,6,3,3,0,3,3,3,1,3,2,0,0
Gastao Elias,0,0,0,0,43,31,45,13,31,20,32,10,12,6,13,8,20,13,22,9,17,9,15,6,6,5,8,3,13,7,13,6,16,8,18,5,13,9,11,5,1,0,3,1,14,7,19,3,17,13,11,4,4,3,7,2,20,11,10,4,7,3,9,4,23,14,15,3,14,6,12,4,9,3,3,1
Kimmer Coppejans,5,2,6,2,15,11,16,4,11,7,12,5,4,1,4,3,7,6,7,1,5,4,6,4,3,1,3,1,6,3,6,3,5,3,3,1,2,1,6,2,2,2,1,1,6,5,5,2,3,1,5,3,3,3,2,0,2,0,4,2,5,3,5,1,9,5,13,5,5,2,8,3,4,1,5,1
Edouard Roger Vasselin,6,5,6,2,50,34,50,18,34,19,32,11,16,9,18,7,19,12,21,7,24,13,22,9,7,3,7,2,12,10,14,4,20,8,20,6,14,3,14,6,4,1,2,1,10,5,18,5,15,11,14,4,12,5,7,0,16,8,15,7,9,5,11,5,29,17,23,11,17,8,12,2,12,7,11,3
Andrea Hlavackova,0,0,0,0,8,3,9,5,3,1,4,1,5,2,5,1,1,0,3,2,4,3,5,0,3,0,1,0,0,0,1,1,4,1,7,2,1,1,1,0,3,0,0,0,1,0,6,0,4,3,3,2,0,0,0,0,4,3,1,1,1,0,2,1,1,1,3,1,1,1,2,0,0,0,1,0
Alexa Glatch,0,0,0,0,14,9,14,2,9,4,12,4,5,3,2,0,4,2,8,3,8,7,6,2,2,2,0,0,2,2,5,1,9,4,7,4,3,1,2,1,0,0,0,0,4,1,4,1,6,2,5,1,2,1,1,1,5,4,5,3,5,3,1,0,7,5,9,3,5,3,6,3,2,1,3,1
Maria Teresa Torro Flor,0,0,0,0,8,2,7,2,2,0,5,1,6,4,2,2,0,0,4,2,6,3,1,0,2,1,2,1,0,0,2,0,3,2,3,1,4,1,1,0,1,0,1,1,2,1,2,1,2,0,2,0,3,2,0,0,1,0,3,3,4,3,0,0,14,8,5,2,8,1,3,0,6,3,2,0
Mathilde Johansson,0,0,0,0,11,3,11,6,3,1,5,3,8,6,6,4,1,1,2,0,8,3,5,3,2,2,4,1,1,0,2,1,3,3,2,0,7,1,6,1,0,0,1,0,4,3,3,1,1,1,5,3,6,2,2,1,2,1,3,3,2,0,4,3,1,0,5,1,0,0,4,1,1,0,1,1
Lourdes Dominguez Lino,5,3,6,4,30,17,31,15,17,11,16,4,13,8,15,5,11,7,12,5,14,4,14,3,5,3,5,4,7,5,7,5,8,4,16,6,13,6,4,1,2,1,4,2,6,4,15,5,10,3,9,5,8,5,3,2,5,4,9,3,12,7,6,1,15,8,18,9,8,6,9,6,7,5,9,5
Manon Arcangioli,0,0,0,0,7,0,7,2,0,0,5,0,7,2,2,0,0,0,5,2,2,1,2,0,5,2,0,0,0,0,3,2,1,0,4,0,3,2,0,0,3,0,0,0,0,0,6,2,3,1,0,0,1,0,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Alize Lim,0,0,0,0,16,4,18,6,4,3,12,3,12,5,6,3,3,2,9,4,6,4,6,3,7,2,3,1,2,0,5,1,5,2,7,2,4,3,5,1,5,1,1,0,4,1,6,1,6,3,6,4,2,2,2,1,6,4,3,1,5,3,5,1,12,5,6,2,5,1,4,1,7,3,2,2
Fiona Ferro,0,0,0,0,8,5,8,1,6,3,7,1,3,2,1,0,3,0,6,3,5,3,2,0,1,1,0,0,0,0,3,1,6,3,5,3,3,2,0,0,0,0,0,0,3,2,3,2,5,3,3,1,1,0,0,0,4,2,4,0,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0
Virginie Razzano,0,0,0,0,43,22,41,20,22,13,21,7,21,9,20,11,13,6,14,3,18,13,16,11,12,4,11,3,6,2,11,5,20,15,8,5,9,7,18,10,8,4,3,1,19,4,8,3,12,9,13,6,6,1,12,8,24,12,10,6,4,1,10,4,20,10,20,4,10,8,17,8,10,5,4,3
Veronica Cepede Royg,3,0,4,0,22,11,23,11,11,10,12,5,11,3,11,5,10,5,7,3,4,1,11,4,8,6,5,3,5,1,4,1,6,0,10,6,9,2,6,1,2,1,3,2,4,3,5,5,8,3,11,3,8,2,2,2,4,2,13,6,7,6,3,0,17,14,15,4,14,8,11,3,3,3,4,1
Amandine Hesse,0,0,0,0,18,8,20,7,8,3,13,7,10,4,7,4,3,1,6,2,9,6,10,4,6,1,4,2,1,0,4,2,8,2,8,3,4,2,6,6,5,4,2,0,3,2,7,0,8,4,3,2,6,3,8,3,5,3,1,1,7,4,7,4,9,3,6,2,3,3,4,0,6,3,2,0
Paula Kania,0,0,0,0,8,2,8,3,2,2,5,1,6,4,3,1,2,1,4,2,4,1,3,1,2,1,1,0,1,0,2,2,2,1,4,3,4,2,2,0,1,1,0,0,2,0,3,1,3,1,5,1,3,2,0,0,3,2,5,2,4,2,1,1,5,2,4,1,2,1,3,1,3,1,1,0
Alexander Ward,0,0,0,0,13,5,12,2,5,2,10,3,8,4,2,0,2,1,7,0,7,3,5,1,4,1,0,0,1,0,7,3,4,1,4,1,5,3,1,0,3,0,0,0,2,2,6,0,6,2,2,0,2,2,0,0,2,1,2,0,6,4,0,0,11,6,0,0,6,4,0,0,5,4,0,0
Rogerio Dutra Silva,13,7,13,4,55,31,55,17,31,21,38,15,24,10,17,7,21,10,23,11,20,11,25,9,14,7,7,1,10,6,12,4,22,17,27,12,16,12,15,4,7,5,1,0,21,14,19,7,17,7,23,6,9,4,5,1,14,9,24,7,14,4,10,5,20,14,21,7,14,8,14,6,6,5,7,4
Marcus Willis,0,0,0,0,26,17,27,9,17,12,18,7,9,7,9,6,12,10,11,2,12,10,10,5,2,0,6,3,10,4,9,4,12,4,7,3,2,2,8,2,2,1,3,2,10,7,8,4,10,3,9,3,1,1,3,2,6,1,10,2,8,8,4,0,41,20,8,1,20,8,7,2,21,16,1,1
Daniel Evans,38,26,38,13,85,49,89,34,49,22,55,15,36,21,34,8,22,15,40,9,48,24,41,17,15,8,8,1,15,11,31,11,31,16,33,14,32,22,24,7,7,5,1,1,20,11,30,12,37,26,31,14,15,10,7,2,35,20,29,8,21,14,19,7,53,33,22,6,33,22,16,1,20,13,6,5
Brian Baker,7,5,7,3,53,32,53,14,32,20,39,14,21,16,14,4,20,12,25,5,28,22,24,6,5,2,4,2,12,7,20,8,30,18,23,6,8,4,8,4,3,2,2,0,23,8,25,6,16,12,10,4,6,2,6,0,27,16,12,4,6,4,10,2,25,12,23,8,12,8,15,4,13,6,8,1
Dennis Novikov,0,0,0,0,41,23,40,11,23,12,29,11,18,15,11,1,12,8,18,5,26,19,21,8,3,3,1,0,8,2,13,3,23,18,18,4,10,6,9,4,0,0,0,0,24,13,17,8,11,5,9,2,4,4,4,1,16,12,15,5,10,5,5,2,14,10,9,4,10,8,5,0,4,3,4,3
Dmitry Tursunov,9,3,9,1,38,25,36,14,25,15,22,3,12,8,14,5,15,9,19,4,18,10,12,4,4,3,5,0,9,5,15,4,16,11,12,6,11,6,9,3,1,1,0,0,15,10,10,2,11,5,12,5,6,4,3,2,10,4,9,1,10,8,6,3,33,21,7,1,21,10,6,3,12,8,1,1
Juan Martin Del Potro,17,13,17,7,53,38,54,20,38,26,34,13,15,9,20,10,26,18,21,5,21,12,23,8,6,3,10,3,18,14,16,4,20,17,20,8,12,10,15,8,3,2,3,0,21,15,16,2,13,8,15,9,4,1,11,3,14,8,8,3,6,3,17,9,13,10,25,8,10,7,17,8,3,1,8,2
Taylor Fritz,15,10,15,4,68,41,67,20,41,24,47,21,27,14,20,6,24,17,26,7,31,21,35,11,13,9,6,3,17,10,19,10,28,15,31,9,19,10,14,7,4,1,3,3,22,13,32,6,23,12,16,7,10,8,7,1,21,18,15,3,19,11,13,7,30,22,14,4,22,12,10,4,8,6,4,3
Tristan Lamasine,0,0,0,0,13,7,13,2,7,2,11,2,6,3,2,0,2,1,9,2,8,2,4,0,3,3,0,0,1,1,7,4,3,2,6,2,9,5,0,0,0,0,0,0,2,1,8,2,6,4,2,1,4,4,0,0,5,3,3,1,6,3,1,0,7,3,3,1,3,3,2,0,4,2,1,0
Albano Olivetti,20,14,20,7,35,27,36,7,27,20,29,7,8,6,7,3,20,17,22,8,13,7,11,0,2,1,3,0,17,15,14,6,10,6,19,2,7,5,3,0,1,1,0,0,8,6,23,10,9,7,5,1,3,3,0,0,9,5,14,3,5,4,1,0,12,8,4,0,8,7,4,0,4,3,0,0
Matthew Barton,43,29,43,9,54,42,53,15,42,29,38,10,12,7,15,2,29,21,28,3,20,19,23,8,5,5,2,1,21,12,25,3,27,24,18,5,6,6,9,2,0,0,1,0,33,19,16,4,9,6,12,2,0,0,3,0,20,16,14,6,3,3,5,1,8,6,16,5,6,6,11,3,2,1,5,2
Taro Daniel,18,11,20,5,62,39,63,21,39,21,42,17,23,13,21,9,21,15,25,5,31,20,29,13,10,5,9,3,15,10,20,7,26,18,21,5,16,13,19,4,5,2,3,1,23,16,23,5,21,14,20,5,5,4,6,1,21,12,20,9,11,7,10,2,33,19,37,13,19,10,24,9,14,8,13,2
Inigo Cervantes Huegun,6,2,6,3,16,10,16,7,10,8,9,3,6,3,7,1,8,6,6,1,5,2,9,1,3,2,1,0,6,5,5,1,4,3,9,2,5,2,2,1,1,1,0,0,4,2,8,3,3,2,3,1,4,3,1,0,4,2,5,0,4,3,2,1,10,5,1,0,5,4,1,0,5,4,0,0
Franko Skugor,4,1,5,1,29,17,27,8,17,9,19,11,12,8,8,2,9,6,8,2,16,11,17,7,4,3,2,1,6,4,6,3,14,7,12,8,8,5,8,2,1,1,1,0,9,7,7,4,12,9,14,7,4,1,3,1,11,4,11,4,4,3,9,5,24,15,10,2,15,7,8,1,9,6,2,1
Albert Montanes,0,0,0,0,26,17,27,6,17,9,21,5,9,7,6,1,9,5,16,8,15,12,10,4,2,2,1,1,5,3,8,4,16,11,14,6,5,3,4,0,0,0,1,0,13,9,12,1,8,5,10,2,2,2,1,1,9,6,9,1,5,1,2,1,5,5,4,2,5,4,2,1,0,0,2,1
Guido Andreozzi,0,0,0,0,14,12,15,3,12,4,12,2,2,0,3,0,4,3,10,1,8,4,5,1,2,0,0,0,3,3,9,4,5,3,5,1,4,3,1,0,2,1,0,0,3,1,8,2,5,2,2,1,2,2,0,0,4,4,3,0,5,4,1,1,8,4,0,0,4,2,0,0,4,2,0,0
Jozef Kovalik,0,0,0,0,12,8,13,4,8,4,9,3,4,2,4,1,4,4,6,3,6,2,6,1,2,2,1,0,4,4,3,1,2,2,8,4,6,1,2,0,0,0,0,0,2,1,5,1,1,1,6,2,5,2,0,0,2,2,5,1,2,1,2,0,1,0,4,0,0,0,4,1,1,0,0,0
Juan Martin del Potro,22,15,22,11,73,58,71,30,57,37,41,10,15,12,30,15,37,27,31,14,32,21,25,9,3,1,15,8,27,21,17,2,31,21,30,13,12,10,16,3,2,1,8,3,27,15,19,7,20,11,26,11,3,3,8,4,23,12,22,6,12,8,15,8,31,19,18,8,19,13,10,1,12,6,8,4
Daniel Brands,12,6,14,5,57,39,58,20,39,25,38,20,18,11,20,6,25,18,18,5,25,15,34,12,7,5,6,3,18,13,13,10,22,14,27,5,15,9,15,5,2,2,3,2,19,15,32,6,17,13,15,4,8,3,6,3,17,10,17,2,7,4,7,3,18,13,14,5,13,9,9,3,5,3,5,0
Jared Donaldson,5,3,5,0,49,28,50,16,28,19,34,13,21,13,16,4,19,13,21,9,22,12,25,11,8,6,4,0,13,11,12,3,18,14,23,9,16,9,15,7,2,1,0,0,16,9,17,6,13,12,17,6,8,4,7,6,19,12,17,5,5,3,7,1,25,20,26,12,20,9,14,10,5,4,12,7
Ernesto Escobedo,0,0,0,0,16,10,16,6,10,6,10,3,6,3,6,0,6,5,7,2,7,3,9,4,3,2,0,0,5,4,5,1,4,0,7,1,6,4,4,1,1,1,0,0,1,0,7,2,8,5,4,3,3,2,1,0,6,3,3,0,5,3,4,0,13,6,8,3,6,5,5,2,7,6,3,1
Mischa Zverev,0,0,0,0,11,6,11,4,6,5,7,1,5,4,4,1,5,4,6,2,5,2,4,1,1,1,1,0,4,2,4,2,3,0,5,3,4,1,2,0,0,0,0,0,2,0,4,2,4,1,5,1,3,2,0,0,3,2,6,1,5,3,1,0,10,6,2,0,6,0,2,0,4,0,0,0
Marco Chiudinelli,7,3,7,3,23,14,22,6,14,8,16,3,9,7,6,4,8,5,13,3,13,7,5,2,2,2,4,1,5,2,10,3,10,7,6,1,8,2,5,2,0,0,1,1,10,6,8,3,5,4,4,1,6,3,2,0,8,3,6,1,4,1,3,2,6,5,3,2,5,5,1,0,1,0,2,1
Jan Satral,0,0,0,0,15,8,16,5,8,6,11,2,7,7,5,2,6,4,9,4,9,4,5,1,0,0,2,0,4,3,5,0,6,4,8,2,5,4,3,0,0,0,0,0,5,5,6,2,6,3,5,2,1,1,0,0,3,1,5,2,4,4,2,1,14,7,3,0,7,2,3,0,7,3,0,0
Ryan Harrison,12,6,10,2,56,35,54,17,35,25,37,16,21,16,17,7,25,17,21,8,26,15,26,9,5,1,7,1,17,9,13,3,23,13,25,8,12,7,15,7,4,3,1,0,21,16,20,7,17,8,16,5,8,5,8,3,13,6,18,10,14,9,10,4,46,20,31,15,20,11,16,6,26,21,15,6
Alessandro Giannessi,5,3,6,1,15,9,16,3,9,5,13,5,6,3,3,1,5,2,8,0,7,3,7,2,3,1,1,1,2,2,8,2,6,6,5,1,5,3,2,0,2,2,1,0,6,2,6,4,3,2,3,0,4,2,1,0,6,3,7,4,3,3,1,0,10,7,18,8,7,4,10,6,3,1,8,1
Karen Khachanov,0,0,0,0,19,13,20,7,13,8,13,4,6,2,7,6,8,6,9,5,7,4,5,2,4,2,6,1,6,5,4,3,6,4,8,2,5,2,7,1,2,2,1,0,5,4,9,4,4,2,8,2,5,4,2,1,3,2,10,3,6,3,3,2,6,3,7,2,3,3,5,1,3,2,2,0
Sofia Kenin,0,0,0,0,10,5,9,4,5,3,5,2,5,2,4,2,3,2,3,1,4,2,4,2,3,0,2,1,2,0,2,1,3,2,3,0,2,1,3,2,3,1,1,0,4,1,4,3,2,1,1,0,2,1,3,1,4,3,4,0,2,1,2,0,8,6,3,1,6,2,2,0,2,2,1,0
Nao Hibino,0,0,0,0,26,9,26,9,9,3,17,8,17,8,9,2,3,2,9,4,14,8,15,3,9,4,2,1,2,1,5,0,9,5,16,4,10,2,4,0,5,1,1,1,6,5,12,5,6,4,8,1,9,5,0,0,5,4,12,4,7,3,1,0,8,3,15,9,3,2,6,3,5,3,9,2
Naomi Osaka,15,10,16,4,91,51,92,36,51,29,56,19,40,20,36,20,29,17,37,18,42,30,35,10,20,10,20,5,17,5,19,11,42,15,43,17,22,11,25,10,10,5,5,4,27,19,37,12,38,26,32,17,16,9,11,5,34,27,27,11,21,10,23,13,27,16,41,15,16,12,26,16,11,6,15,11
Elise Mertens,0,0,0,0,11,5,12,8,5,2,4,0,6,3,8,4,2,2,4,1,6,3,4,1,3,1,4,1,2,1,3,0,3,1,4,1,4,1,4,1,2,1,1,1,2,1,3,2,3,2,4,1,4,2,1,1,3,1,5,3,3,2,1,1,11,5,5,2,5,2,3,1,6,4,2,1
Mandy Minella,6,4,6,3,13,5,13,4,5,3,9,3,8,5,4,1,3,3,6,2,7,3,6,3,3,1,1,0,3,2,4,2,3,0,5,1,5,1,4,3,2,2,0,0,1,1,6,2,4,3,2,0,6,2,3,2,3,1,4,3,3,2,1,0,9,5,6,1,5,2,5,1,4,2,1,0
Montserrat Gonzalez,0,0,0,0,10,4,9,2,4,3,7,1,6,3,2,1,3,3,6,2,4,1,2,1,3,1,1,0,3,2,4,1,1,1,3,2,4,2,2,1,2,1,0,0,2,0,2,1,2,1,3,1,3,2,1,0,3,1,3,2,3,2,2,1,5,2,3,0,2,2,3,0,3,1,0,0
Kayla Day,0,0,0,0,7,1,7,2,1,1,5,2,6,4,2,1,1,0,3,0,4,2,3,2,2,1,1,0,0,0,3,0,3,1,1,0,3,1,3,0,1,0,0,0,1,0,1,0,3,0,3,0,2,2,0,0,1,0,3,0,5,3,0,0,6,2,0,0,2,2,0,0,4,2,0,0
Ana Bogdan,0,0,0,0,7,1,6,2,1,1,4,2,6,2,2,1,1,0,2,1,2,2,3,2,4,2,1,1,0,0,1,0,3,1,2,1,2,0,2,1,2,0,1,1,1,0,1,0,2,1,2,1,2,2,1,0,2,0,1,0,3,1,2,0,5,0,6,1,0,0,5,3,5,2,1,0
Anastasija Sevastova,0,0,0,0,53,28,52,21,28,13,31,16,25,11,21,14,13,9,15,8,26,14,23,11,14,10,14,7,9,5,7,4,18,8,20,6,22,11,18,9,4,3,7,3,12,5,18,8,21,11,15,7,14,6,13,8,18,9,16,8,16,7,12,6,26,18,30,17,18,11,13,8,8,3,17,9
Cagla Buyukakcay,4,1,5,1,11,7,10,5,7,4,5,1,4,2,5,3,4,3,4,1,5,2,3,0,2,1,3,1,3,2,3,0,3,2,4,2,4,2,2,1,1,0,1,1,3,2,2,1,3,2,3,1,2,2,1,0,3,2,3,1,3,0,2,2,2,0,1,0,0,0,1,0,2,1,0,0
Catherine Bellis,0,0,0,0,19,7,19,10,7,4,9,2,12,8,10,5,4,1,7,3,11,3,7,4,4,0,5,3,1,0,4,1,6,6,6,1,8,4,6,4,4,2,3,1,7,5,6,3,4,2,3,2,6,2,6,2,4,3,4,3,4,1,6,3,3,1,17,7,1,1,10,5,2,1,7,1
Inigo Cervantes,0,0,0,0,36,19,36,12,19,14,24,7,17,7,12,3,14,11,17,3,12,7,16,5,10,4,3,2,11,3,14,3,10,7,14,4,9,5,6,4,6,3,2,0,15,7,13,4,8,6,6,2,7,5,6,1,14,7,8,3,7,4,7,1,26,16,15,6,16,8,9,2,10,7,6,2
