name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
Jo-Wilfried Tsonga,13,12,14,4,65,48,64,19,48,33,45,13,17,11,19,9,33,24,32,10,26,14,23,7,6,4,9,6,24,13,22,9,23,16,26,7,16,10,10,5,2,1,6,2,27,19,28,8,17,11,12,3,7,3,9,4,19,13,17,6,9,7,8,3,19,12,15,4,12,11,11,4,7,5,4,4
Omar Jasika,0,0,0,0,32,17,32,10,17,13,22,8,15,9,10,5,13,9,14,4,13,9,13,4,6,1,5,4,9,5,10,5,13,5,13,6,5,2,5,1,5,3,4,1,9,8,12,3,10,6,10,2,6,2,4,3,7,4,11,4,6,5,3,0,16,13,11,5,13,7,6,2,3,2,5,3
Pierre-Hugues Herbert,20,16,19,2,51,38,50,20,38,20,30,11,13,7,20,9,20,15,19,3,25,19,22,7,6,4,9,1,15,8,16,3,24,13,18,6,10,7,15,5,2,0,1,1,20,14,15,6,18,14,16,8,3,2,5,1,20,15,14,8,6,3,12,7,15,13,29,9,13,8,20,10,2,2,9,3
Noah Rubin,18,14,19,8,30,15,31,5,15,9,26,5,15,10,5,3,9,7,21,6,16,10,7,3,5,3,3,2,7,5,15,4,12,7,10,5,9,6,4,1,2,1,2,0,9,4,9,2,11,7,8,1,4,3,3,1,12,7,9,2,7,2,3,1,16,9,9,3,9,6,6,3,7,6,3,1
Paul-Henri Mathieu,0,0,0,0,15,8,15,6,8,5,9,2,7,4,6,3,5,3,7,5,7,5,5,1,3,1,3,0,3,2,2,1,7,4,9,1,3,1,4,0,2,1,0,0,5,4,9,1,4,3,5,1,3,1,0,0,4,3,5,3,2,2,1,0,12,8,7,3,8,2,4,1,4,3,3,1
Di Wu,0,0,0,0,13,7,13,3,7,4,10,1,6,3,3,1,4,2,9,3,6,3,3,1,3,3,1,0,2,2,6,3,5,3,5,0,6,3,2,2,0,0,0,0,3,2,8,3,5,3,0,0,3,3,2,1,4,1,3,1,5,1,1,0,6,4,2,0,4,2,2,0,2,0,0,0
Thiemo de Bakker,6,5,5,2,21,14,21,4,14,8,17,4,7,4,4,1,8,5,13,0,10,7,7,2,3,2,1,1,5,1,13,7,10,5,5,0,5,3,2,1,1,1,1,1,9,7,12,2,8,6,1,1,3,2,1,0,8,5,2,1,4,3,2,0,7,4,5,1,4,3,4,1,3,0,1,0
Albert Ramos-Vinolas,5,2,6,2,27,19,29,9,19,12,20,5,8,7,9,2,12,9,15,6,14,10,12,5,1,1,2,0,9,6,9,3,13,10,13,6,5,3,7,2,0,0,0,0,13,7,10,1,6,4,11,4,2,2,2,1,10,5,8,3,4,3,5,4,14,7,4,2,7,6,2,0,7,5,2,2
Daniel Gimeno-Traver,0,0,0,0,16,9,17,3,9,5,14,7,7,4,3,1,5,2,7,0,8,8,9,1,3,2,1,1,2,1,7,2,11,8,8,1,2,1,1,0,1,1,1,0,9,8,9,1,4,2,2,0,2,1,1,0,3,2,3,1,3,0,1,0,2,0,4,2,0,0,2,1,2,1,2,1
D. Munoz de la Nava,5,2,6,2,23,11,25,6,11,8,19,6,12,6,6,3,8,5,13,3,9,6,9,3,6,2,3,3,5,3,10,4,9,5,9,2,5,2,3,1,4,4,3,1,7,6,11,2,6,5,4,0,7,5,3,0,6,3,6,2,6,4,3,2,15,10,10,5,10,6,5,3,5,4,5,1
Peter Gojowczyk,0,0,0,0,14,7,14,3,7,3,11,3,7,5,3,2,3,3,8,2,9,5,4,1,2,2,2,0,3,1,6,1,5,4,5,0,6,2,3,2,0,0,0,0,6,1,6,2,3,2,1,0,4,3,2,1,7,7,3,0,4,0,1,0,0,0,3,1,0,0,2,1,0,0,1,0
Renzo Olivo,11,9,11,3,27,16,26,16,16,8,10,3,11,5,16,5,8,5,7,3,13,7,14,5,6,5,5,4,5,4,4,2,10,2,12,3,11,5,6,3,1,0,4,1,3,2,11,4,13,10,6,1,6,4,6,2,11,8,9,2,7,4,5,3,18,8,5,0,8,5,5,1,10,8,0,0
Marco Trungelliti,6,5,5,2,39,26,39,11,26,10,28,11,13,6,11,3,10,6,17,5,22,15,19,7,7,5,3,1,6,4,12,1,19,11,17,4,12,6,9,3,2,2,1,0,13,9,14,5,14,11,10,4,8,5,4,1,15,11,11,4,8,3,7,4,11,8,11,5,8,5,6,2,3,1,5,3
Mirza Basic,0,0,0,0,12,4,13,3,4,1,10,1,8,3,3,1,1,1,9,3,6,3,3,0,5,3,1,0,1,1,6,1,3,2,6,3,6,3,1,0,2,1,0,0,2,1,4,0,4,4,4,0,4,2,0,0,5,3,4,0,2,1,0,0,14,8,0,0,8,2,0,0,6,5,0,0
Su-Wei Hsieh,0,0,0,0,21,11,22,8,11,7,14,8,10,4,8,2,7,2,6,3,8,4,14,10,6,3,2,0,2,2,3,1,9,5,7,4,7,4,12,4,3,2,0,0,5,2,4,2,8,5,12,7,5,4,4,3,8,4,7,4,7,2,8,3,13,7,10,3,7,3,7,0,6,3,3,2
A. Schmiedlova,0,0,0,0,9,3,9,5,3,1,4,0,6,4,5,2,1,1,4,3,6,3,3,1,2,1,2,0,1,1,1,1,3,1,5,1,4,3,3,1,1,0,0,0,1,1,5,2,5,2,3,0,1,1,1,0,2,1,5,4,4,2,1,0,3,1,10,5,1,1,5,2,2,0,5,2
Mariana Duque-Mariño,0,0,0,0,6,3,6,2,3,2,4,2,3,1,2,0,2,1,2,1,2,1,4,2,2,0,0,0,1,0,0,0,2,2,3,0,1,0,2,0,2,2,0,0,3,2,3,0,0,0,2,0,3,2,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xinyun Han,0,0,0,0,14,6,14,8,6,3,6,2,8,7,8,3,3,1,4,3,10,7,7,1,1,0,3,3,0,0,1,1,9,6,9,2,3,2,1,1,1,0,3,0,6,4,8,2,5,2,2,1,1,0,4,1,4,3,3,2,3,1,4,2,4,3,5,2,3,1,3,0,1,0,2,1
L. Dominguez Lino,5,1,5,2,14,7,13,6,7,5,7,5,7,4,6,2,5,2,2,0,6,5,9,1,3,2,2,1,2,2,2,1,8,2,8,3,3,1,2,0,1,0,1,1,2,2,6,5,7,6,5,1,2,1,0,0,6,3,9,4,2,2,1,0,13,6,9,6,6,3,3,0,7,5,6,2
Carla Suarez Navarro,6,3,6,2,50,33,51,22,33,15,29,11,17,12,22,8,15,8,18,13,30,19,25,11,5,2,8,4,8,5,5,3,26,16,27,10,13,8,15,9,3,2,4,0,19,13,20,8,18,6,16,9,7,5,13,5,12,7,15,6,17,10,17,7,35,19,33,17,19,11,16,7,16,12,17,7
Viktorija Golubic,0,0,0,0,31,13,30,11,13,8,19,9,18,8,11,4,8,5,10,1,13,11,16,6,10,4,4,2,5,1,9,3,14,6,11,5,6,3,8,5,6,1,2,1,10,5,9,3,11,6,8,3,4,4,6,4,11,6,8,5,9,4,5,1,18,10,18,7,10,6,11,4,8,5,7,2
Maria Sakkari,6,4,6,3,27,17,27,13,17,9,14,8,10,5,13,6,9,2,6,4,13,7,15,6,5,3,6,2,2,2,2,1,14,8,13,4,9,1,10,3,2,2,2,1,8,7,10,5,7,1,11,5,10,7,4,2,2,1,11,4,13,7,7,3,17,9,21,10,9,4,11,6,8,4,10,3
Yafan Wang,0,0,0,0,13,5,13,6,5,3,7,4,8,5,6,3,3,2,3,2,7,2,7,3,3,2,3,1,2,1,1,0,3,2,6,4,7,5,5,4,1,0,1,0,3,1,2,0,6,4,5,4,2,0,5,1,6,2,1,0,2,1,8,4,11,6,9,4,6,2,5,3,5,2,4,2
Luksika Kumkhum,0,0,0,0,8,4,8,1,4,0,7,2,4,3,1,0,0,0,5,1,7,5,3,1,1,0,0,0,0,0,4,1,5,1,3,0,2,1,1,1,1,1,0,0,1,0,4,3,5,3,0,0,2,1,1,1,4,2,3,0,3,2,0,0,4,1,0,0,1,1,0,0,3,0,0,0
Priscilla Hon,0,0,0,0,8,2,7,1,2,1,6,3,6,3,1,0,1,0,3,1,4,1,4,1,3,1,0,0,0,0,2,2,2,1,4,1,4,1,1,1,2,2,0,0,1,1,5,2,2,1,1,0,5,2,1,1,1,0,3,2,3,1,0,0,3,2,4,1,2,1,3,1,1,0,1,0
Victoria Duval,0,0,0,0,8,5,9,4,5,2,5,1,3,2,4,2,2,1,4,2,5,1,3,1,1,0,2,0,1,0,2,1,2,2,4,2,4,1,3,1,1,0,0,0,3,0,3,1,1,0,4,2,3,1,1,0,3,1,3,0,2,1,3,0,4,4,13,5,4,3,8,6,0,0,5,1
Garbine Muguruza,0,0,0,0,25,16,26,11,16,12,15,8,9,6,11,7,12,9,7,3,10,7,12,4,3,3,7,4,9,5,4,1,10,6,11,3,6,5,7,2,0,0,4,2,10,6,9,3,9,4,8,6,1,0,4,2,8,5,5,2,5,1,8,2,8,6,16,8,6,3,8,4,2,1,8,4
Maddison Inglis,0,0,0,0,8,3,7,2,3,2,5,2,5,2,2,1,2,1,3,0,3,2,3,1,3,1,1,1,1,0,3,0,3,1,2,0,2,0,1,1,2,0,1,0,2,0,2,0,2,1,0,0,2,2,2,1,3,1,0,0,3,1,1,0,4,2,2,0,2,1,2,1,2,0,0,0
Kimberly Birrell,0,0,0,0,10,5,10,3,5,5,7,2,5,2,3,0,5,1,5,2,2,1,5,3,3,1,0,0,1,1,3,0,5,3,4,0,2,1,3,0,2,0,0,0,3,1,4,2,3,2,3,0,1,1,0,0,4,3,5,3,2,1,0,0,4,2,4,2,2,1,2,1,2,1,2,2
Jarmila Wolfe,0,0,0,0,6,4,6,2,4,2,4,2,2,0,2,2,2,1,2,1,2,0,2,1,2,1,2,0,1,0,1,1,1,1,2,1,3,1,3,1,1,0,0,0,2,0,2,0,1,1,3,0,2,0,1,1,3,1,3,2,0,0,0,0,5,1,6,2,1,0,4,2,4,2,2,0
Tammi Patterson,0,0,0,0,8,4,9,3,4,4,6,1,4,2,3,0,4,4,5,2,2,1,4,1,2,2,0,0,4,1,3,2,1,1,5,3,3,1,1,0,0,0,0,0,4,2,4,1,1,0,4,0,2,2,0,0,2,1,5,4,3,3,0,0,7,3,4,0,3,1,4,0,4,1,0,0
Maryna Zanevska,5,2,6,5,15,6,15,7,6,2,8,3,9,2,7,2,2,0,5,3,6,5,8,3,7,3,2,2,0,0,2,0,7,4,8,4,4,2,3,1,4,2,2,0,4,4,4,3,5,2,6,2,4,1,3,1,2,1,7,2,4,2,4,2,11,5,11,8,5,1,3,2,6,4,8,3
Alize Cornet,0,0,0,0,16,7,15,9,7,3,6,4,9,5,9,6,3,1,2,0,9,5,7,4,4,2,6,2,1,1,2,1,7,6,3,0,6,2,8,4,2,2,2,2,6,6,4,2,3,2,4,1,6,5,4,1,2,0,5,3,6,3,4,2,7,5,11,5,5,4,6,3,2,1,5,2
Gerald Melzer,0,0,0,0,19,17,20,6,17,10,14,2,2,0,6,3,10,5,12,3,7,3,5,1,2,2,3,1,5,5,9,3,8,2,7,3,6,5,3,0,0,0,1,1,2,1,7,1,11,6,6,1,1,0,0,0,7,6,6,1,5,3,1,1,5,3,1,0,3,3,1,0,2,1,0,0
Gregoire Barrere,0,0,0,0,14,5,14,1,5,2,13,3,9,7,1,1,2,2,10,3,10,6,3,1,2,0,1,1,2,2,7,2,6,5,5,4,4,3,1,1,2,1,1,0,5,2,3,0,4,2,4,1,2,1,2,0,5,2,3,2,3,1,3,1,6,2,5,1,2,2,4,1,4,2,1,1
Andrej Martin,6,1,5,3,30,14,29,14,14,9,15,8,16,9,14,4,9,7,7,3,14,9,18,5,7,3,4,1,7,3,4,2,11,5,16,6,8,2,8,5,4,4,1,1,9,5,12,5,8,5,9,2,10,4,5,3,9,5,12,8,7,5,4,3,30,20,15,6,20,8,9,2,10,9,6,2
Adam Pavlasek,0,0,0,0,14,10,14,3,10,7,11,1,4,2,3,2,7,6,10,1,5,2,2,0,2,0,2,0,6,6,9,2,3,3,3,0,3,3,2,0,2,1,0,0,3,2,5,2,3,1,2,0,1,1,0,0,2,0,4,0,3,2,0,0,8,4,0,0,4,2,0,0,4,2,0,0
Mathias Bourgue,0,0,0,0,21,14,22,8,14,10,14,8,7,2,8,5,10,8,6,2,6,4,11,7,5,3,5,2,8,7,4,2,6,2,6,4,5,4,10,4,2,1,2,1,3,3,4,2,8,4,10,2,2,1,5,1,4,1,10,2,5,3,6,3,15,8,8,1,8,3,7,2,7,4,1,0
Ipek Soylu,0,0,0,0,11,4,12,3,4,2,9,4,7,3,3,1,2,2,5,3,5,2,6,0,4,3,1,1,2,1,2,2,2,1,9,0,6,2,0,0,1,1,1,1,2,0,11,7,3,2,0,0,5,2,0,0,4,1,7,3,3,1,0,0,6,4,6,4,4,2,2,1,2,0,4,2
Sara Sorribes Tormo,0,0,0,0,7,4,7,2,4,3,5,2,3,1,2,0,3,0,3,1,2,2,4,1,2,1,0,0,0,0,2,0,5,1,4,1,1,0,1,1,1,0,0,0,1,0,3,1,4,2,1,0,1,0,1,1,3,0,2,0,2,2,0,0,11,6,0,0,6,1,0,0,5,1,0,0
Myrtille Georges,0,0,0,0,7,2,7,1,2,0,6,1,5,1,1,1,0,0,5,2,3,1,1,0,4,2,1,0,0,0,3,0,1,0,3,1,4,1,1,0,2,0,0,0,0,0,2,0,2,1,2,0,3,1,0,0,1,1,2,1,2,1,0,0,2,1,3,1,1,1,2,1,1,1,1,0
