name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
F. Ferro,5,3,5,0,35,14,35,10,14,4,25,15,21,13,10,2,4,1,10,3,23,14,23,11,8,5,2,1,1,1,7,1,17,10,15,6,14,5,12,6,3,2,1,0,10,6,10,3,12,6,12,8,11,5,7,4,10,5,7,2,11,6,11,4,13,9,18,8,9,9,10,3,4,2,8,2
Z. Diyas,5,1,5,2,70,40,70,31,40,23,39,20,30,15,31,15,23,17,19,9,32,16,36,10,15,7,15,11,16,10,10,6,22,10,35,18,23,12,14,10,8,6,11,3,17,9,23,14,24,12,22,7,17,9,18,12,20,12,29,15,21,10,13,8,42,25,33,16,25,8,17,5,17,7,16,8
A. Krunic,0,0,0,0,51,23,52,24,23,13,28,13,28,10,24,6,13,7,15,2,20,15,31,16,18,9,6,4,7,5,13,4,21,13,17,10,14,8,18,9,9,6,4,2,15,9,11,3,16,9,19,8,12,5,11,4,15,10,14,6,12,4,14,7,17,9,30,14,9,6,16,10,8,5,14,7
B. Andreescu,7,3,8,4,45,22,46,23,22,10,23,12,23,12,23,14,10,7,11,6,24,13,21,10,11,5,14,7,7,2,5,3,16,11,17,8,16,11,17,6,6,4,7,5,16,11,12,6,16,12,19,6,9,3,8,3,17,8,19,12,7,6,11,2,29,16,50,20,16,10,30,15,13,7,20,6
W. Osuigwe,8,4,7,4,17,10,16,7,10,6,9,5,7,4,7,2,6,3,4,2,8,5,10,5,3,1,2,1,3,1,2,2,8,5,7,2,4,3,6,1,2,0,1,0,7,4,7,2,6,3,7,0,1,0,2,2,6,1,9,4,3,2,0,0,15,11,8,2,11,7,6,1,4,4,2,0
M. Barthel,0,0,0,0,17,12,17,3,12,3,14,7,5,4,3,1,3,0,7,2,13,5,9,4,1,0,1,1,0,0,5,0,8,5,7,1,8,3,4,3,1,1,1,1,5,2,6,1,6,2,2,1,6,3,3,0,5,2,2,0,7,4,4,0,15,8,8,2,8,4,6,3,7,4,2,1
A. Sevastova,5,2,5,1,96,57,98,51,57,31,47,20,39,21,51,22,31,18,27,11,47,28,49,20,18,13,22,13,18,14,16,8,41,21,40,19,32,16,29,14,5,3,13,3,25,14,29,9,36,26,34,14,19,15,24,8,37,21,29,14,25,15,30,10,53,35,75,32,35,21,43,21,18,8,32,12
E. Mertens,11,8,11,4,105,67,110,50,67,45,60,32,38,20,50,23,45,29,28,9,42,24,59,29,18,8,23,10,29,19,19,5,40,28,39,19,26,17,42,22,10,8,10,6,38,25,25,9,29,18,39,20,17,11,26,10,31,18,28,13,22,14,36,17,52,30,82,37,30,17,45,28,22,12,37,15
A. Schmiedlova,6,3,5,1,34,21,32,10,21,11,22,13,13,7,10,5,11,6,9,2,17,9,18,8,6,2,5,1,6,4,7,4,14,8,12,8,10,3,12,5,4,1,1,0,10,7,8,2,9,5,15,8,8,6,6,1,8,2,9,7,10,4,13,5,18,8,21,8,8,4,13,3,10,4,8,5
L. Zhu,7,5,8,5,42,21,43,13,21,10,30,13,21,6,13,8,10,7,17,9,17,8,18,4,15,9,8,3,7,3,8,2,11,7,23,8,18,10,9,4,6,0,3,2,11,6,17,8,14,8,13,6,8,4,5,2,13,5,15,6,10,4,9,4,27,14,20,6,14,7,14,6,13,8,6,3
M. Gasparyan,0,0,0,0,47,27,47,18,27,11,29,10,20,13,18,12,11,7,19,7,29,19,16,5,7,3,12,2,7,4,12,6,23,11,18,1,13,4,15,9,4,3,2,2,14,9,23,8,16,7,7,3,12,5,9,4,12,7,12,4,14,10,8,5,31,15,11,5,15,8,6,1,16,9,5,2
P. Parmentier,11,5,10,2,30,13,32,11,13,6,21,5,17,12,11,3,6,3,16,4,19,15,13,6,5,3,3,0,3,2,12,4,18,10,11,5,7,5,9,3,2,0,0,0,11,7,10,2,13,6,11,3,2,0,3,1,10,8,10,5,7,4,5,2,15,11,16,4,11,5,12,5,4,3,4,1
A. Potapova,6,6,6,1,44,28,46,20,28,12,26,10,16,8,20,8,12,6,16,4,24,15,22,4,8,7,8,3,6,3,12,4,21,5,22,8,16,6,9,1,1,0,3,1,8,5,18,8,22,13,16,5,10,7,3,1,16,8,19,10,16,7,7,3,28,19,30,17,19,9,13,7,9,3,17,8
D. Aiava,0,0,0,0,8,4,8,1,4,1,7,1,4,4,1,0,1,1,6,1,7,4,2,1,0,0,0,0,1,1,5,1,4,1,2,1,3,0,1,0,0,0,0,0,1,0,2,0,3,2,2,1,3,3,0,0,3,1,1,0,4,3,1,0,17,9,1,0,9,2,1,0,8,5,0,0
M. Keys,11,6,11,6,126,84,122,51,84,56,71,39,42,28,51,20,56,39,32,10,56,35,70,29,14,11,20,12,39,23,22,8,52,33,51,28,32,18,37,17,3,3,12,7,49,35,31,14,37,23,48,19,17,12,22,11,37,17,43,15,26,17,30,13,66,40,66,26,40,26,40,21,26,15,26,13
D. Cibulkova,0,0,0,0,22,10,23,7,10,5,16,5,12,7,7,3,5,2,11,5,12,8,9,2,5,1,3,1,2,0,6,1,11,7,12,5,5,2,4,3,4,1,1,0,9,3,8,4,6,2,6,3,4,2,4,0,8,5,7,1,6,3,7,1,7,5,14,7,5,5,7,2,2,1,7,2
S. Zhang,13,10,14,4,97,63,96,44,63,41,52,27,34,25,44,15,41,25,25,13,47,28,56,28,9,7,15,8,25,18,12,9,44,25,41,18,26,18,35,13,2,2,8,7,32,17,32,17,37,20,40,15,10,8,14,7,35,22,42,24,25,12,22,8,51,29,66,26,29,13,40,15,22,10,26,13
Kristyna Pliskova,4,4,5,3,37,19,38,12,19,14,26,9,18,15,12,3,14,5,17,6,20,11,18,5,3,2,3,1,5,2,11,5,19,13,19,7,12,9,7,3,1,1,1,0,16,5,17,6,15,10,11,3,4,2,4,0,21,9,14,2,7,5,7,1,31,17,11,6,17,10,5,2,14,7,6,5
A. Blinkova,11,6,10,3,85,45,85,37,45,26,48,26,40,20,37,14,26,20,22,5,39,21,49,18,20,10,14,7,20,9,17,7,27,16,35,14,28,11,26,15,10,9,7,0,27,18,28,10,22,12,25,11,26,15,22,8,21,13,24,12,25,15,25,13,34,16,40,19,16,11,21,9,18,6,19,12
V. Kuzmova,0,0,0,0,48,26,51,18,26,13,32,15,22,12,19,5,12,7,17,10,26,17,29,13,10,5,5,3,7,6,7,2,22,12,26,9,14,6,15,5,5,3,3,3,12,8,19,6,16,10,19,3,11,4,5,3,14,6,22,11,10,4,5,3,15,8,31,16,8,8,15,7,7,3,16,5
K. Kozlova,6,5,6,2,33,18,34,13,17,5,21,12,16,10,13,5,5,2,9,3,22,13,20,8,6,6,5,2,2,1,6,0,16,8,15,6,15,7,11,6,0,0,2,1,9,3,9,4,15,12,11,8,8,3,7,4,18,5,7,4,6,1,11,6,31,19,13,4,19,9,9,2,12,7,4,2
V. Golubic,8,3,7,2,34,16,34,14,16,10,20,11,18,7,15,10,10,5,9,4,13,4,15,8,11,4,10,5,5,1,5,3,9,4,12,4,13,6,13,6,7,3,5,2,8,3,11,6,11,3,11,6,10,5,9,5,6,5,11,6,13,4,10,5,15,6,25,10,6,1,15,7,9,4,10,3
E. Svitolina,7,5,7,3,98,63,98,45,63,29,53,23,35,19,45,12,29,16,29,17,53,32,57,29,16,8,12,8,16,7,12,5,45,22,45,25,29,13,33,14,8,5,8,3,31,20,25,7,36,22,44,17,21,9,19,10,33,24,34,13,23,15,26,14,54,30,45,22,30,15,23,10,24,15,22,12
P. Kvitova,21,13,22,6,118,72,117,56,72,47,61,27,46,33,56,29,47,28,34,14,58,37,54,23,13,5,29,12,28,25,20,9,56,29,45,19,26,20,40,24,8,4,12,4,32,22,35,21,47,32,35,16,10,7,32,13,42,32,40,18,22,18,35,16,50,34,62,32,34,22,30,12,16,10,32,19
M. Rybarikova,0,0,0,0,17,8,19,6,8,4,13,6,9,5,6,1,4,2,7,2,9,4,11,4,4,2,1,0,2,2,5,1,6,2,9,3,7,4,5,1,2,2,0,0,2,1,7,1,8,4,7,2,5,3,1,1,5,3,6,3,7,4,2,0,8,4,7,4,4,3,3,0,4,1,4,2
I. Begu,12,4,12,5,57,37,58,24,37,17,34,15,20,12,24,11,17,9,19,6,32,19,28,13,7,4,11,6,9,6,13,3,27,13,21,11,18,11,18,11,3,1,6,4,16,11,13,7,25,11,18,7,8,6,13,6,16,8,18,8,20,8,13,4,26,15,26,8,15,11,18,5,11,6,8,4
A. Petkovic,5,2,5,5,50,25,48,22,25,9,26,14,25,14,22,8,9,1,12,6,30,20,28,10,11,6,8,2,1,1,6,4,28,16,24,10,16,9,16,8,5,2,2,0,16,7,18,5,21,11,18,8,9,6,10,3,20,15,15,5,15,10,15,7,30,19,23,8,19,10,15,5,11,6,8,3
B. Bencic,0,0,0,0,97,52,99,44,52,26,55,23,45,24,44,19,26,16,32,14,50,30,48,18,21,15,19,11,16,5,18,5,40,16,44,13,35,19,26,12,6,1,11,5,27,20,36,11,43,23,27,12,17,13,18,9,30,15,26,14,33,16,21,12,55,27,46,22,27,18,24,14,28,15,22,13
K. Siniakova,21,10,21,12,64,34,64,25,34,14,39,16,30,16,25,9,14,7,23,8,36,17,32,17,14,11,9,3,7,2,15,5,24,13,23,12,30,19,23,7,3,1,3,3,18,13,16,4,30,23,28,13,12,6,7,2,28,14,19,8,13,6,18,4,31,18,35,18,18,13,17,6,13,6,18,11
Y. Putintseva,4,3,4,4,67,38,69,24,38,16,45,23,29,17,24,7,16,11,22,8,39,21,40,16,12,4,7,4,11,5,14,5,26,21,32,14,22,14,19,8,8,5,4,3,27,16,23,11,19,11,25,15,13,5,9,5,22,6,21,8,13,8,19,8,46,22,44,18,22,14,26,15,23,13,18,8
B. Strycova,15,5,15,4,31,16,31,14,16,8,17,10,15,12,14,5,8,5,7,1,20,13,19,10,3,1,5,4,5,3,6,2,16,7,10,5,8,3,11,4,2,0,4,2,9,5,7,4,12,8,12,2,5,3,6,4,12,6,14,4,7,4,4,1,18,12,9,1,12,5,8,1,6,1,1,0
L. Tsurenko,6,4,5,3,69,37,68,29,37,16,39,13,32,17,29,15,16,7,26,17,38,20,28,14,15,2,14,9,7,3,9,3,29,14,31,11,20,6,19,9,13,5,9,5,18,10,23,6,21,13,21,9,19,10,13,5,21,12,18,7,18,9,17,11,26,12,24,11,12,9,13,6,14,5,11,6
E. Alexandrova,5,2,6,2,73,43,74,36,43,22,38,19,30,21,36,16,22,14,19,11,43,26,39,17,8,7,16,7,14,10,8,3,34,15,33,17,24,17,26,11,1,1,7,2,19,9,19,11,36,17,32,16,8,3,16,8,27,14,27,9,22,10,24,8,35,23,62,25,23,16,37,20,12,5,25,8
M. Niculescu,5,2,5,1,23,11,24,12,11,5,12,5,12,6,12,6,5,3,7,1,12,5,11,6,6,3,6,3,3,2,6,1,7,3,6,2,10,4,9,5,3,1,3,0,4,0,5,2,8,4,6,1,7,4,8,2,8,6,7,1,8,4,7,1,8,4,9,5,4,4,4,0,4,2,5,3
A. Anisimova,18,13,17,9,108,57,107,45,57,33,62,25,51,24,45,19,33,20,37,14,48,24,51,26,27,11,18,10,20,15,23,9,37,21,39,21,35,18,35,18,16,11,10,4,26,12,27,13,34,27,38,24,28,19,24,10,41,18,27,10,26,14,38,21,71,44,45,21,44,30,24,10,27,20,21,13
K. Boulter,8,6,8,4,34,19,35,15,19,11,19,7,15,12,16,8,11,5,12,4,20,9,15,4,3,0,8,1,5,3,8,4,15,6,15,6,11,8,11,3,3,0,1,1,8,6,13,4,17,11,14,5,3,3,3,3,13,7,13,5,9,4,5,1,15,9,25,12,9,8,13,7,6,4,12,3
E. Makarova,8,4,8,2,14,8,14,4,7,2,10,3,7,2,4,1,2,1,7,2,7,4,6,3,5,5,1,1,1,1,5,2,5,2,5,3,8,5,3,0,0,0,1,1,2,2,4,1,8,5,6,3,3,0,0,0,5,3,4,1,3,3,3,2,20,9,5,3,9,3,2,0,11,9,3,0
A. Kalinskaya,0,0,0,0,16,9,18,6,9,4,12,2,7,1,6,0,4,1,10,3,6,4,8,4,6,3,0,0,1,0,7,2,7,4,7,2,5,2,4,1,3,3,0,0,5,2,7,3,5,3,5,0,6,3,1,1,6,3,8,1,5,2,0,0,9,5,2,1,5,4,1,0,4,3,1,0
A. Sabalenka,14,7,14,5,59,30,55,27,30,19,28,11,29,18,27,15,19,12,17,9,29,16,23,13,11,6,15,11,12,6,8,5,23,17,19,11,19,12,17,5,5,3,11,5,23,11,13,6,18,7,23,8,10,8,11,3,19,12,21,12,19,12,16,6,32,17,33,11,17,12,22,5,15,8,11,5
A. Barty,19,10,20,8,188,121,182,88,121,80,94,42,67,39,88,50,80,50,52,23,80,53,80,31,28,20,50,25,50,32,29,9,83,60,72,38,47,26,56,24,8,4,25,13,78,51,43,22,49,30,70,34,25,18,36,18,57,41,58,22,37,23,52,23,74,46,83,42,46,28,41,14,28,17,42,24
L. Kumkhum,0,0,0,0,17,7,16,10,7,2,6,2,10,2,10,2,2,1,4,1,7,4,10,1,8,4,2,1,1,0,3,2,5,2,10,6,7,2,2,1,4,3,1,0,3,2,6,3,5,3,7,3,8,4,2,1,4,3,7,1,6,1,4,2,6,2,3,1,2,0,2,0,4,2,1,1
E. Perez,0,0,0,0,8,2,8,2,2,1,6,1,6,3,2,1,1,1,5,2,4,1,2,1,3,2,1,0,1,1,3,0,1,0,3,0,5,2,2,0,1,0,0,0,0,0,3,1,3,2,2,2,3,1,0,0,2,1,1,0,2,1,2,1,3,1,1,0,1,1,1,0,2,1,0,0
Y. Wang,6,3,6,2,40,26,41,19,26,16,22,9,14,6,19,9,16,6,13,6,16,9,19,12,8,7,9,4,6,5,7,2,19,12,13,5,14,5,17,9,1,1,4,2,13,5,10,3,12,3,13,4,10,5,11,4,11,4,12,3,14,9,11,6,27,17,14,5,17,10,9,4,10,4,5,3
A. Sharma,0,0,0,0,39,25,39,15,25,10,25,9,14,6,14,7,10,7,16,4,21,10,16,6,8,5,7,2,7,3,12,6,13,4,14,6,16,6,11,1,3,1,2,2,8,5,13,6,15,11,16,7,11,6,1,1,14,6,15,7,10,7,7,2,33,14,25,9,14,7,16,8,19,11,9,4
P. Hon,0,0,0,0,61,35,61,30,35,17,31,11,26,17,30,15,17,9,20,6,35,22,26,8,9,5,15,5,9,4,14,6,30,15,24,7,18,10,18,11,4,1,5,3,20,9,23,9,25,14,14,4,9,3,13,6,25,13,19,9,14,10,11,6,40,21,35,16,21,12,19,11,19,9,16,6
M. Sakkari,26,14,26,15,98,62,95,44,63,39,51,30,35,15,44,19,39,22,21,9,39,24,55,27,20,10,19,8,22,13,12,4,41,22,37,19,25,14,38,22,10,6,8,4,30,17,22,6,33,16,35,9,17,10,26,15,29,16,32,16,27,21,20,6,46,33,54,24,33,23,30,12,13,2,24,12
J. Ostapenko,6,2,5,2,44,30,43,17,30,15,26,12,14,9,17,11,15,6,14,1,24,11,18,7,5,2,11,5,6,5,13,7,20,10,12,6,15,8,13,4,3,2,5,4,11,7,13,2,18,11,15,7,9,5,5,2,15,7,10,5,12,6,10,6,31,15,19,6,15,6,13,8,16,8,6,4
M. Sharapova,0,0,0,0,49,30,53,28,30,22,24,12,19,13,29,11,22,15,12,8,21,14,30,12,6,3,11,6,15,11,4,2,21,10,26,11,10,9,17,7,3,0,6,2,14,6,17,9,20,9,21,10,1,0,11,2,17,13,20,4,11,6,19,11,21,16,19,8,16,8,11,4,5,3,8,5
H. Dart,8,4,8,6,30,17,30,12,17,9,18,7,13,6,12,2,9,3,11,4,14,6,17,4,7,4,2,2,3,2,7,4,12,5,17,11,12,6,4,1,3,3,2,1,6,2,10,5,13,4,14,7,9,5,2,2,8,3,12,8,14,7,7,2,21,9,26,8,9,4,18,9,12,4,8,4
S. Cirstea,17,10,17,5,62,35,64,28,35,21,36,15,27,16,28,9,21,11,21,7,30,15,34,12,11,5,9,6,11,6,14,6,25,13,29,12,20,13,15,7,6,2,6,2,18,12,23,9,25,18,20,2,9,6,11,8,24,18,27,9,13,7,5,1,23,17,17,7,17,9,10,2,6,2,7,5
R. Peterson,0,0,0,0,48,26,45,19,26,15,26,13,22,12,19,9,15,10,13,4,23,14,23,7,10,3,9,3,10,7,9,5,19,14,20,6,12,8,13,3,7,2,3,3,17,9,19,6,13,8,16,4,6,4,3,1,16,10,18,8,9,4,6,3,13,8,27,9,8,6,18,11,5,1,8,4
V. Lapko,6,4,6,1,16,10,17,6,10,6,11,5,6,1,6,2,6,4,6,4,5,5,9,4,5,3,2,1,4,2,2,2,7,4,9,4,3,3,5,3,2,1,1,1,6,2,7,1,6,3,6,2,1,1,3,0,7,4,5,3,4,2,5,1,5,2,16,7,2,2,9,2,3,0,7,0
J. Larsson,6,5,6,2,41,21,39,13,21,12,26,7,20,10,13,8,12,6,19,5,19,7,12,3,10,5,8,2,6,3,14,4,13,7,14,6,17,9,9,1,5,1,2,1,10,9,12,4,15,10,14,4,9,6,2,1,11,7,14,4,11,5,5,2,15,9,15,6,9,7,9,3,6,4,6,1
A. Van Uytvanck,0,0,0,0,31,18,30,19,18,9,11,5,13,11,19,7,9,7,6,4,20,9,17,5,2,1,7,1,7,2,2,0,11,6,16,6,12,7,11,3,1,0,1,0,11,4,10,2,12,4,14,3,5,2,4,2,11,5,13,6,10,6,5,1,20,7,14,4,7,4,10,2,13,5,4,2
C. Wozniacki,0,0,0,0,82,40,79,34,39,22,45,18,43,31,34,16,22,16,27,12,48,29,36,18,12,9,16,11,16,11,15,5,35,24,30,10,28,21,23,8,3,1,11,5,29,18,25,11,32,19,25,13,8,4,14,6,30,19,23,9,17,10,21,7,43,25,58,30,25,14,28,16,18,11,30,11
S. Stephens,28,20,29,16,111,69,112,55,69,39,57,27,42,24,55,33,39,20,30,11,54,33,49,18,18,5,33,19,20,13,19,4,52,32,42,17,26,15,32,16,13,5,19,7,39,24,29,12,35,22,33,17,16,9,28,11,37,19,28,12,22,9,34,13,59,36,66,24,36,20,42,21,23,16,24,12
T. Townsend,10,2,10,6,46,22,46,17,22,13,29,13,24,13,17,6,13,6,16,4,22,12,24,9,11,5,6,2,6,3,12,3,19,13,19,6,15,8,13,6,6,5,2,2,16,8,16,4,14,8,13,5,12,10,6,3,16,9,12,6,16,8,8,0,33,19,21,8,19,11,13,3,14,10,8,4
O. Jabeur,17,13,16,2,76,46,77,39,46,26,38,10,30,13,39,14,26,14,28,14,33,22,35,19,17,8,14,6,14,11,14,4,34,19,30,10,19,11,27,10,9,6,6,1,22,14,24,11,26,15,27,10,14,8,15,8,23,16,28,9,19,11,17,6,29,19,41,20,19,12,21,10,10,4,20,9
T. Babos,11,10,11,4,40,13,41,13,13,7,28,9,27,15,13,4,7,3,19,9,21,15,18,7,12,2,4,0,3,2,10,2,19,11,20,8,8,4,11,3,10,9,0,0,12,8,14,5,12,5,16,7,13,7,3,0,9,7,14,6,14,10,10,3,27,16,21,5,16,7,16,6,11,6,5,3
M. Vondrousova,9,7,8,7,100,56,100,47,56,30,52,24,44,18,46,16,29,18,28,11,44,24,55,20,26,16,16,3,18,11,17,6,36,21,47,22,36,18,33,21,10,5,3,1,28,17,31,16,33,22,34,18,23,10,23,11,33,22,32,18,21,13,30,18,46,23,53,29,23,15,24,10,23,14,29,16
E. Rodina,0,0,0,0,15,7,17,4,7,2,13,5,8,7,4,2,2,1,8,3,12,8,7,3,1,0,2,1,1,1,5,5,9,3,7,2,4,0,4,0,1,1,1,1,3,2,10,3,6,3,6,0,5,1,0,0,4,1,9,2,4,3,0,0,13,5,3,1,5,3,2,0,8,5,1,0
H. Watson,0,0,0,0,29,14,27,10,14,8,17,3,15,10,10,2,8,6,14,8,16,8,11,5,5,2,2,0,6,3,6,1,10,5,14,6,10,3,7,4,3,0,0,0,8,5,9,6,8,6,9,3,7,2,4,2,9,7,12,6,4,2,5,1,6,2,16,7,2,1,9,2,4,1,7,3
P. Martic,17,5,17,7,105,61,104,49,60,31,55,22,43,27,49,26,31,18,32,12,57,35,45,22,16,12,26,12,18,14,20,8,49,33,36,19,34,20,36,22,4,3,12,5,37,26,25,15,36,22,33,12,17,9,29,17,33,21,36,14,23,11,24,11,43,28,48,25,28,19,23,10,15,11,25,14
A. Kontaveit,6,2,5,2,83,42,79,33,42,31,46,22,41,18,33,14,31,17,24,14,29,18,41,23,23,11,14,7,17,12,10,6,32,19,32,14,22,16,30,13,12,9,7,6,24,16,24,8,29,17,31,17,15,8,14,8,25,15,22,10,20,9,23,10,35,17,47,29,17,11,18,7,18,10,29,11
S. Sorribes Tormo,5,2,5,1,54,23,56,25,23,12,31,13,31,14,25,9,12,5,18,7,25,13,29,12,17,9,9,4,5,2,11,6,20,11,24,9,21,12,17,8,8,0,4,2,14,7,21,9,21,11,18,10,9,2,10,6,18,11,17,6,12,8,14,6,31,20,29,14,20,10,15,9,11,7,14,8
K. Flipkens,8,4,9,3,32,12,30,14,12,6,16,7,20,10,14,5,6,3,9,5,16,9,16,7,10,4,5,3,3,2,4,1,12,7,14,10,11,5,9,1,6,2,3,1,8,5,5,1,10,3,18,8,8,2,3,1,6,5,11,4,9,3,10,2,11,7,31,11,7,3,20,12,4,3,11,4
A. Sasnovich,5,2,5,1,56,28,57,30,28,13,27,10,28,18,30,14,13,7,17,7,33,20,26,6,10,5,14,8,7,5,10,3,26,15,27,14,18,8,12,3,5,3,8,5,17,15,16,7,19,8,23,13,13,8,6,4,10,6,17,7,19,15,15,7,35,16,24,11,16,11,13,3,19,11,11,5
M. Puig,0,0,0,0,38,25,40,22,25,18,18,10,13,8,22,10,18,7,8,4,15,6,22,10,5,2,10,4,7,4,4,2,17,10,16,10,11,6,16,7,3,1,4,3,13,7,8,2,13,8,19,11,6,5,8,4,14,7,10,3,10,6,15,10,41,22,16,7,22,7,9,3,19,13,7,2
A. Pavlyuchenkova,30,21,32,15,128,71,128,58,71,40,70,33,57,38,58,26,40,23,37,14,69,44,65,32,19,16,26,13,23,13,23,9,61,36,47,12,41,23,45,18,3,1,13,4,46,25,44,17,48,31,39,18,19,10,27,14,52,31,38,20,27,18,31,15,76,43,95,45,43,25,50,26,33,19,45,12
A. Riske,12,8,11,6,73,49,72,30,49,27,42,15,24,12,30,14,27,16,27,17,34,18,31,11,12,10,14,4,16,10,10,9,29,17,37,15,26,15,21,10,2,2,4,4,23,15,31,12,27,15,26,11,13,7,10,2,23,14,27,9,19,8,19,10,33,19,38,14,19,11,24,12,14,8,14,6
K. Bertens,5,3,5,4,73,51,72,29,51,35,43,17,22,12,29,17,35,21,26,9,28,17,29,10,10,8,17,7,21,13,17,9,31,21,28,15,19,10,20,6,2,0,7,4,29,22,21,6,20,8,29,14,9,5,9,3,15,11,21,8,17,11,20,12,19,12,30,8,12,11,22,10,7,3,8,4
J. Goerges,11,6,12,3,62,41,59,16,41,23,44,21,21,14,16,8,23,14,23,9,32,20,29,13,7,5,8,3,14,9,14,6,29,17,25,10,17,9,18,7,2,1,3,1,22,16,21,7,21,16,21,6,9,8,9,3,22,14,22,9,13,11,12,9,43,18,16,6,18,8,10,3,25,14,6,5
D. Collins,10,7,11,2,109,67,107,46,67,44,61,28,42,25,46,19,44,30,33,13,48,26,55,24,17,12,19,8,30,22,20,8,40,24,44,18,34,20,35,19,5,4,8,5,32,17,34,14,36,21,34,11,18,9,22,12,36,21,36,18,24,13,21,9,52,29,62,35,29,19,27,11,23,14,36,15
Y. Bonaventure,0,0,0,0,14,9,14,4,9,8,10,5,5,3,4,2,8,5,5,3,4,2,7,3,2,2,2,0,5,3,2,1,5,3,7,3,4,2,5,5,0,0,0,0,5,3,5,2,4,2,3,0,2,1,5,3,4,2,5,1,3,2,2,1,6,2,2,1,2,1,1,0,4,1,1,1
S. Vickery,0,0,0,0,24,16,25,9,16,8,16,4,8,3,9,4,8,5,12,4,11,6,9,3,5,4,4,0,5,4,8,3,9,5,10,5,9,2,7,3,1,0,0,0,6,4,8,3,6,4,9,3,7,3,3,2,6,5,9,4,5,2,4,1,3,2,10,5,2,2,5,2,1,0,5,4
B. Mattek-Sands,0,0,0,0,7,1,8,2,1,1,6,1,6,1,2,0,1,1,5,1,1,1,3,1,5,5,0,0,1,0,4,1,1,0,3,3,5,2,1,0,0,0,0,0,1,1,1,0,3,1,4,1,3,2,0,0,1,1,3,1,4,1,1,0,2,1,9,4,1,1,5,3,1,1,4,0
Z. Hives,0,0,0,0,17,13,16,10,13,10,6,2,4,2,10,6,10,8,4,1,5,4,6,1,2,1,6,0,8,6,3,3,6,0,6,4,2,1,7,3,1,0,0,0,2,1,5,0,7,3,8,3,1,1,3,1,4,3,5,0,5,3,5,4,12,6,2,1,6,3,1,0,6,5,1,0
J. Ponchet,0,0,0,0,18,9,16,7,9,2,9,3,9,2,7,4,2,0,6,2,9,8,6,2,7,2,4,1,0,0,4,2,10,6,6,1,3,1,5,2,5,2,1,1,6,3,7,1,5,2,4,0,4,1,2,1,5,2,5,1,4,2,1,0,16,12,3,1,12,3,2,0,4,2,1,0
C. Garcia,6,1,6,4,74,48,75,25,48,26,50,24,26,16,25,13,26,16,26,9,38,28,36,12,10,7,13,9,16,9,17,8,38,27,33,15,17,9,16,7,3,1,9,2,34,28,26,14,20,13,24,13,9,6,14,7,18,13,25,8,13,5,20,12,19,11,32,15,11,6,17,8,9,4,15,7
D. Vekic,0,0,0,0,88,57,90,34,57,31,56,25,31,21,34,19,31,20,31,14,47,28,40,16,10,4,19,11,20,12,17,5,39,24,38,18,23,15,24,11,6,5,11,4,32,18,25,12,30,15,31,16,13,6,18,5,29,20,27,15,21,11,29,17,31,21,51,23,21,14,28,9,10,4,23,8
K. Mladenovic,5,5,5,2,35,21,38,18,21,12,20,9,14,5,18,7,12,7,11,4,14,6,20,13,9,4,7,1,7,4,7,0,11,6,11,4,12,3,19,8,5,2,1,1,9,4,7,0,8,5,15,5,11,4,8,4,10,3,10,5,7,3,9,5,17,11,17,5,11,6,12,3,6,2,5,0
P. Badosa Gibert,0,0,0,0,9,4,9,3,4,2,6,4,5,2,3,1,2,1,2,1,4,3,6,0,3,3,1,1,1,0,1,1,3,3,7,4,5,2,0,0,0,0,1,0,4,2,4,1,2,0,4,2,3,0,1,1,2,1,3,0,2,1,2,0,6,5,10,4,5,2,6,4,1,1,4,0
K. Birrell,0,0,0,0,29,16,29,12,16,8,17,5,13,6,12,6,8,3,12,3,14,12,11,7,7,4,6,2,3,2,9,3,17,10,6,2,6,4,12,5,3,2,2,1,11,7,7,3,11,6,9,5,4,1,6,5,10,6,7,2,6,5,6,2,28,12,12,4,12,6,8,3,16,12,4,1
B. Haddad Maia,0,0,0,0,24,13,24,8,13,9,16,5,11,9,8,4,9,7,11,5,13,9,9,5,2,0,4,3,7,7,6,3,11,7,9,6,4,3,6,1,2,2,3,0,7,5,6,2,7,4,11,2,3,3,4,0,6,4,11,4,6,3,6,1,20,9,13,4,9,3,9,2,11,9,4,2
