name,t_grass_serve_total,t_grass_serve_won,t_grass_receive_total,t_grass_receive_won,t_hard_serve_total,t_hard_serve_won,t_hard_receive_total,t_hard_receive_won,t_clay_serve_total,t_clay_serve_won,t_clay_receive_total,t_clay_receive_won,1_grass_serve_total,1_grass_serve_won,1_grass_receive_total,1_grass_receive_won,1_hard_serve_total,1_hard_serve_won,1_hard_receive_total,1_hard_receive_won,1_clay_serve_total,1_clay_serve_won,1_clay_receive_total,1_clay_receive_won,2_grass_serve_total,2_grass_serve_won,2_grass_receive_total,2_grass_receive_won,2_hard_serve_total,2_hard_serve_won,2_hard_receive_total,2_hard_receive_won,2_clay_serve_total,2_clay_serve_won,2_clay_receive_total,2_clay_receive_won,3_grass_serve_total,3_grass_serve_won,3_grass_receive_total,3_grass_receive_won,3_hard_serve_total,3_hard_serve_won,3_hard_receive_total,3_hard_receive_won,3_clay_serve_total,3_clay_serve_won,3_clay_receive_total,3_clay_receive_won,4_grass_serve_total,4_grass_serve_won,4_grass_receive_total,4_grass_receive_won,4_hard_serve_total,4_hard_serve_won,4_hard_receive_total,4_hard_receive_won,4_clay_serve_total,4_clay_serve_won,4_clay_receive_total,4_clay_receive_won,5_grass_serve_total,5_grass_serve_won,5_grass_receive_total,5_grass_receive_won,5_hard_serve_total,5_hard_serve_won,5_hard_receive_total,5_hard_receive_won,5_clay_serve_total,5_clay_serve_won,5_clay_receive_total,5_clay_receive_won,6_grass_serve_total,6_grass_serve_won,6_grass_receive_total,6_grass_receive_won,6_hard_serve_total,6_hard_serve_won,6_hard_receive_total,6_hard_receive_won,6_clay_serve_total,6_clay_serve_won,6_clay_receive_total,6_clay_receive_won,7_grass_serve_total,7_grass_serve_won,7_grass_receive_total,7_grass_receive_won,7_hard_serve_total,7_hard_serve_won,7_hard_receive_total,7_hard_receive_won,7_clay_serve_total,7_clay_serve_won,7_clay_receive_total,7_clay_receive_won,8_grass_serve_total,8_grass_serve_won,8_grass_receive_total,8_grass_receive_won,8_hard_serve_total,8_hard_serve_won,8_hard_receive_total,8_hard_receive_won,8_clay_serve_total,8_clay_serve_won,8_clay_receive_total,8_clay_receive_won,9_grass_serve_total,9_grass_serve_won,9_grass_receive_total,9_grass_receive_won,9_hard_serve_total,9_hard_serve_won,9_hard_receive_total,9_hard_receive_won,9_clay_serve_total,9_clay_serve_won,9_clay_receive_total,9_clay_receive_won,10_grass_serve_total,10_grass_serve_won,10_grass_receive_total,10_grass_receive_won,10_hard_serve_total,10_hard_serve_won,10_hard_receive_total,10_hard_receive_won,10_clay_serve_total,10_clay_serve_won,10_clay_receive_total,10_clay_receive_won,11_grass_serve_total,11_grass_serve_won,11_grass_receive_total,11_grass_receive_won,11_hard_serve_total,11_hard_serve_won,11_hard_receive_total,11_hard_receive_won,11_clay_serve_total,11_clay_serve_won,11_clay_receive_total,11_clay_receive_won,12_grass_serve_total,12_grass_serve_won,12_grass_receive_total,12_grass_receive_won,12_hard_serve_total,12_hard_serve_won,12_hard_receive_total,12_hard_receive_won,12_clay_serve_total,12_clay_serve_won,12_clay_receive_total,12_clay_receive_won,13_grass_serve_total,13_grass_serve_won,13_grass_receive_total,13_grass_receive_won,13_hard_serve_total,13_hard_serve_won,13_hard_receive_total,13_hard_receive_won,13_clay_serve_total,13_clay_serve_won,13_clay_receive_total,13_clay_receive_won,14_grass_serve_total,14_grass_serve_won,14_grass_receive_total,14_grass_receive_won,14_hard_serve_total,14_hard_serve_won,14_hard_receive_total,14_hard_receive_won,14_clay_serve_total,14_clay_serve_won,14_clay_receive_total,14_clay_receive_won,15_grass_serve_total,15_grass_serve_won,15_grass_receive_total,15_grass_receive_won,15_hard_serve_total,15_hard_serve_won,15_hard_receive_total,15_hard_receive_won,15_clay_serve_total,15_clay_serve_won,15_clay_receive_total,15_clay_receive_won,16_grass_serve_total,16_grass_serve_won,16_grass_receive_total,16_grass_receive_won,16_hard_serve_total,16_hard_serve_won,16_hard_receive_total,16_hard_receive_won,16_clay_serve_total,16_clay_serve_won,16_clay_receive_total,16_clay_receive_won,17_grass_serve_total,17_grass_serve_won,17_grass_receive_total,17_grass_receive_won,17_hard_serve_total,17_hard_serve_won,17_hard_receive_total,17_hard_receive_won,17_clay_serve_total,17_clay_serve_won,17_clay_receive_total,17_clay_receive_won,18_grass_serve_total,18_grass_serve_won,18_grass_receive_total,18_grass_receive_won,18_hard_serve_total,18_hard_serve_won,18_hard_receive_total,18_hard_receive_won,18_clay_serve_total,18_clay_serve_won,18_clay_receive_total,18_clay_receive_won
M Barthel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,23,7,0,0,0,0,0,0,0,0,12,9,16,4,0,0,0,0,0,0,0,0,11,6,7,3,0,0,0,0,0,0,0,0,9,6,12,6,0,0,0,0,0,0,0,0,9,4,8,4,0,0,0,0,0,0,0,0,5,4,3,2,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,7,3,10,5,0,0,0,0,0,0,0,0,9,6,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,4,9,4,0,0,0,0,0,0,0,0,10,5,10,4,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,6,4,10,4,0,0,0,0,0,0,0,0,7,5,6,2,0,0,0,0,0,0,0,0,11,6,14,5,0,0,0,0,0,0,0,0,6,4,9,3,0,0,0,0,0,0,0,0,5,2,5,2,0,0,0,0
E Cocciaretto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,14,3,8,5,8,3,0,0,0,0,10,7,11,2,5,4,5,0,0,0,0,0,5,3,3,1,3,1,3,1,0,0,0,0,7,4,9,3,4,2,5,4,0,0,0,0,6,3,4,2,2,2,2,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,4,2,6,2,2,1,1,0,0,0,0,0,6,2,5,2,4,3,6,3,0,0,0,0,3,3,3,2,1,1,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,4,2,5,1,4,3,3,2,0,0,0,0,7,5,3,1,2,1,3,1,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,0,7,4,3,2,2,0,4,1,0,0,0,0,4,2,2,0,1,0,2,0,0,0,0,0,11,7,7,2,4,1,5,1,0,0,0,0,7,4,5,2,1,0,4,1,0,0,0,0,4,3,2,1,3,1,1,0
D Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,18,9,94,52,94,51,0,0,0,0,9,6,9,1,52,34,43,19,0,0,0,0,9,6,9,4,42,20,51,22,0,0,0,0,6,3,8,3,34,23,24,13,0,0,0,0,9,5,6,3,38,28,48,20,0,0,0,0,3,1,4,2,22,12,22,7,0,0,0,0,3,1,5,1,23,14,11,4,0,0,0,0,8,4,6,2,39,22,41,16,0,0,0,0,5,1,5,4,22,12,35,15,0,0,0,0,2,1,2,2,10,5,7,4,0,0,0,0,6,3,5,2,31,17,29,11,0,0,0,0,5,2,3,0,29,13,36,13,0,0,0,0,5,5,4,2,15,7,18,8,0,0,0,0,5,3,5,2,27,14,34,17,0,0,0,0,8,4,2,1,23,15,23,9,0,0,0,0,8,5,3,3,43,29,59,27,0,0,0,0,5,4,0,0,29,22,32,16,0,0,0,0,3,1,3,3,14,8,27,15
A Bogdan,0,0,0,0,0,0,0,0,5,3,6,1,0,0,0,0,8,3,8,3,45,23,45,19,0,0,0,0,3,3,5,2,23,11,26,10,0,0,0,0,5,2,3,1,22,15,19,9,0,0,0,0,3,2,3,1,11,6,16,8,0,0,0,0,2,0,4,1,27,15,20,4,0,0,0,0,3,2,1,1,7,3,9,5,0,0,0,0,2,1,2,2,6,3,8,4,0,0,0,0,1,0,4,2,20,12,24,14,0,0,0,0,4,1,1,1,15,7,8,3,0,0,0,0,1,0,1,0,4,3,5,3,0,0,0,0,1,0,4,1,15,9,14,6,0,0,0,0,2,2,2,0,15,9,19,12,0,0,0,0,3,1,2,0,11,6,5,1,0,0,0,0,3,2,3,1,15,11,13,7,0,0,0,0,1,0,2,1,12,9,16,11,0,0,0,0,1,0,4,1,28,17,25,14,0,0,0,0,0,0,3,1,17,8,11,4,0,0,0,0,1,0,1,0,11,6,14,5
J Paolini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,38,17,35,17,0,0,0,0,3,2,3,2,17,12,18,9,0,0,0,0,4,0,4,0,21,15,17,5,0,0,0,0,2,0,1,1,12,6,9,3,0,0,0,0,1,0,6,1,20,13,21,9,0,0,0,0,4,3,0,0,6,2,5,3,0,0,0,0,0,0,0,0,6,5,6,3,0,0,0,0,2,2,6,2,19,9,15,4,0,0,0,0,4,1,1,0,9,4,11,3,0,0,0,0,1,0,0,0,4,4,3,1,0,0,0,0,2,2,4,1,10,4,14,7,0,0,0,0,1,0,3,0,14,8,12,8,0,0,0,0,3,2,0,0,9,6,5,3,0,0,0,0,0,0,4,1,14,8,11,4,0,0,0,0,3,1,0,0,12,9,10,6,0,0,0,0,1,0,1,0,36,15,13,7,0,0,0,0,0,0,1,0,15,6,6,1,0,0,0,0,1,0,0,0,21,12,7,3
Karolina Pliskova,0,0,0,0,0,0,0,0,10,7,10,2,0,0,0,0,29,14,29,17,45,20,44,15,0,0,0,0,14,8,12,5,20,15,29,13,0,0,0,0,15,12,17,9,25,15,15,1,0,0,0,0,8,4,7,5,15,10,16,9,0,0,0,0,18,13,13,6,20,8,27,11,0,0,0,0,3,2,9,3,10,5,1,1,0,0,0,0,4,3,2,0,10,7,7,3,0,0,0,0,17,10,12,5,13,8,25,10,0,0,0,0,7,2,12,9,17,11,11,5,0,0,0,0,1,0,3,2,5,3,1,1,0,0,0,0,11,6,7,4,11,8,18,6,0,0,0,0,9,7,8,7,16,12,16,7,0,0,0,0,5,3,10,2,9,4,5,2,0,0,0,0,12,7,5,2,15,9,15,8,0,0,0,0,5,3,15,8,8,4,10,2,0,0,0,0,14,9,11,4,17,10,37,18,0,0,0,0,9,4,7,1,10,7,19,10,0,0,0,0,5,1,4,3,7,4,18,7
S Kenin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,20,10,123,69,126,55,0,0,0,0,10,6,10,4,69,41,71,40,0,0,0,0,9,7,10,5,54,26,55,28,0,0,0,0,6,5,6,2,41,15,31,12,0,0,0,0,11,6,9,4,54,32,67,30,0,0,0,0,2,1,5,2,28,16,28,13,0,0,0,0,5,3,4,1,15,10,19,7,0,0,0,0,7,5,7,1,58,34,49,31,0,0,0,0,6,2,7,3,38,24,45,24,0,0,0,0,1,1,2,0,12,7,13,10,0,0,0,0,7,4,7,0,39,22,25,10,0,0,0,0,4,3,5,2,48,24,52,16,0,0,0,0,5,3,5,2,21,13,27,15,0,0,0,0,6,5,3,1,41,20,46,24,0,0,0,0,4,1,5,1,37,23,28,17,0,0,0,0,6,4,9,4,79,43,75,36,0,0,0,0,4,2,5,1,43,27,39,22,0,0,0,0,2,2,4,1,36,19,36,18
M Inglis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,4,9,4,9,5,0,0,0,0,6,2,7,2,4,1,4,1,0,0,0,0,5,2,4,1,5,2,5,0,0,0,0,0,2,1,5,1,1,1,3,2,0,0,0,0,6,4,5,2,5,3,6,2,0,0,0,0,3,2,1,1,3,3,0,0,0,0,0,0,1,0,4,2,1,0,1,1,0,0,0,0,5,4,4,1,3,2,6,4,0,0,0,0,4,2,2,1,5,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,1,3,1,3,0,0,0,0,0,3,1,2,1,3,1,5,4,0,0,0,0,3,1,2,1,3,1,1,0,0,0,0,0,1,1,2,0,3,1,1,0,0,0,0,0,3,2,2,1,3,1,5,1,0,0,0,0,3,1,3,0,4,2,7,4,0,0,0,0,1,1,3,2,2,1,3,1,0,0,0,0,2,1,0,0,2,0,4,2
A Sevastova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,4,9,6,9,5,0,0,0,0,3,1,4,1,6,3,4,3,0,0,0,0,5,1,4,0,3,2,5,1,0,0,0,0,1,1,3,1,3,2,1,1,0,0,0,0,3,0,5,2,5,2,7,2,0,0,0,0,4,3,0,0,1,0,1,1,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,4,1,3,1,6,2,0,0,0,0,6,3,2,1,3,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,2,1,4,1,0,0,0,0,3,2,2,1,3,2,3,2,0,0,0,0,3,3,1,1,2,2,2,0,0,0,0,0,2,1,3,1,3,2,2,2,0,0,0,0,4,1,1,0,3,1,4,0,0,0,0,0,4,2,2,0,3,2,9,1,0,0,0,0,2,1,2,0,2,1,8,3,0,0,0,0,2,1,0,0,1,0,1,1
K Kanepi,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,34,16,33,17,38,20,37,19,0,0,0,0,16,12,16,10,20,13,18,9,0,0,0,0,18,12,17,9,18,8,19,5,0,0,0,0,12,8,6,1,13,9,9,3,0,0,0,0,16,8,18,10,15,9,23,10,0,0,0,0,6,5,9,1,10,4,5,2,0,0,0,0,8,7,5,1,9,9,6,3,0,0,0,0,12,9,9,3,13,5,16,5,0,0,0,0,13,7,18,9,10,4,13,3,0,0,0,0,1,1,1,1,6,4,2,0,0,0,0,0,10,7,7,5,5,3,14,5,0,0,0,0,10,7,12,4,12,6,15,8,0,0,0,0,7,6,9,4,10,5,5,1,0,0,0,0,10,7,13,3,8,3,12,4,0,0,0,0,9,7,9,5,11,4,12,7,0,0,0,0,20,11,12,5,21,12,11,5,0,0,0,0,11,8,7,2,12,7,6,1,0,0,0,0,9,7,5,2,9,7,5,4
N Podoroska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,18,8,64,34,65,30,0,0,0,0,11,5,10,8,34,17,35,16,0,0,0,0,7,1,8,7,30,16,30,17,0,0,0,0,5,2,2,2,17,10,19,9,0,0,0,0,7,6,9,3,33,15,29,13,0,0,0,0,6,2,7,1,14,7,17,13,0,0,0,0,2,0,0,0,10,5,10,5,0,0,0,0,9,5,8,4,22,10,25,15,0,0,0,0,3,0,9,5,25,11,17,8,0,0,0,0,4,2,1,1,7,3,13,8,0,0,0,0,7,4,4,3,15,7,15,6,0,0,0,0,4,2,8,3,23,14,24,16,0,0,0,0,5,1,5,2,17,7,13,4,0,0,0,0,5,3,8,1,22,10,14,7,0,0,0,0,3,0,6,3,16,9,25,13,0,0,0,0,4,2,8,5,42,17,35,17,0,0,0,0,2,1,3,1,17,12,18,9,0,0,0,0,2,1,5,2,25,16,17,10
C Mchale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,4,26,15,27,11,0,0,0,0,5,2,6,3,15,8,16,6,0,0,0,0,5,1,4,3,11,10,11,5,0,0,0,0,2,0,3,2,8,5,10,4,0,0,0,0,4,1,4,0,17,9,12,2,0,0,0,0,4,3,3,2,1,0,5,2,0,0,0,0,0,0,1,1,5,3,6,4,0,0,0,0,3,1,6,2,12,7,14,7,0,0,0,0,6,2,1,1,8,4,5,1,0,0,0,0,1,0,2,2,1,0,2,1,0,0,0,0,1,0,5,2,9,1,11,5,0,0,0,0,4,2,2,1,9,4,11,7,0,0,0,0,4,2,1,0,4,0,2,2,0,0,0,0,3,2,3,1,12,5,9,4,0,0,0,0,4,2,2,2,5,2,7,3,0,0,0,0,6,3,3,1,10,8,23,9,0,0,0,0,3,2,2,1,8,7,14,7,0,0,0,0,3,2,1,0,2,0,9,1
Y Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,14,6,0,0,0,0,0,0,0,0,8,6,8,4,0,0,0,0,0,0,0,0,7,2,6,5,0,0,0,0,0,0,0,0,6,3,4,2,0,0,0,0,0,0,0,0,4,1,5,2,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,4,2,5,4,0,0,0,0,0,0,0,0,7,5,6,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,7,6,7,2,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,6,1,6,2,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,20,8,6,3,0,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,12,8,3,1,0,0,0,0
D Vekic,0,0,0,0,4,4,5,3,0,0,0,0,0,0,0,0,48,29,50,23,20,12,21,6,0,0,0,0,29,10,27,11,12,7,15,5,0,0,0,0,19,6,23,15,8,6,6,0,0,0,0,0,10,6,16,7,7,3,10,4,0,0,0,0,25,16,19,9,11,4,11,7,0,0,0,0,13,11,15,4,2,0,0,0,0,0,0,0,6,2,9,4,3,0,6,3,0,0,0,0,20,8,17,7,8,5,8,1,0,0,0,0,20,13,20,8,7,5,7,3,0,0,0,0,2,0,4,1,2,0,0,0,0,0,0,0,12,5,14,2,8,4,10,4,0,0,0,0,25,15,19,4,8,2,5,2,0,0,0,0,7,2,11,5,2,2,3,2,0,0,0,0,22,17,17,8,6,3,7,4,0,0,0,0,12,8,10,5,8,5,3,0,0,0,0,0,19,12,38,21,15,9,11,4,0,0,0,0,12,9,17,11,9,5,7,2,0,0,0,0,7,3,21,7,6,3,4,2
J Brady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,45,68,26,44,23,46,26,0,0,0,0,45,28,42,14,23,16,20,8,0,0,0,0,26,14,26,13,21,14,26,7,0,0,0,0,28,18,28,8,16,11,12,5,0,0,0,0,31,23,27,14,21,11,27,11,0,0,0,0,12,7,13,5,7,3,7,3,0,0,0,0,18,13,20,7,11,10,7,1,0,0,0,0,33,26,21,12,16,8,21,10,0,0,0,0,15,10,22,11,13,6,15,8,0,0,0,0,5,3,5,3,4,2,3,2,0,0,0,0,31,19,16,8,9,7,12,6,0,0,0,0,17,15,23,12,14,8,17,7,0,0,0,0,8,3,13,9,9,6,9,4,0,0,0,0,27,16,19,8,10,5,16,8,0,0,0,0,5,4,16,8,12,8,12,5,0,0,0,0,40,24,23,12,20,12,30,12,0,0,0,0,24,10,11,4,12,8,18,7,0,0,0,0,16,11,12,9,8,3,12,4
A Bolsova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,2,9,4,10,5,0,0,0,0,7,4,6,2,4,1,5,0,0,0,0,0,1,1,2,0,5,4,5,1,0,0,0,0,4,2,4,1,1,0,5,3,0,0,0,0,4,2,4,0,7,4,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,1,0,0,2,1,0,0,0,0,4,3,5,1,5,5,6,2,0,0,0,0,2,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,5,0,5,1,5,2,0,0,0,0,2,0,1,0,1,0,3,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,2,0,1,0,4,2,3,1,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,5,1,0,0,5,2,5,3,0,0,0,0,1,1,0,0,2,1,2,1,0,0,0,0,4,1,0,0,3,2,3,2
M Brengle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,15,7,27,11,27,15,0,0,0,0,7,5,8,3,11,7,12,5,0,0,0,0,8,6,7,5,16,9,15,7,0,0,0,0,5,2,5,2,7,6,7,6,0,0,0,0,8,5,5,1,13,8,13,12,0,0,0,0,2,1,5,3,7,0,7,2,0,0,0,0,2,1,3,2,6,1,1,0,0,0,0,0,8,5,6,3,9,6,7,5,0,0,0,0,4,2,3,1,5,2,17,8,0,0,0,0,1,0,3,2,7,1,2,0,0,0,0,0,6,4,5,2,11,4,2,0,0,0,0,0,5,3,5,1,5,3,14,7,0,0,0,0,2,1,2,0,4,0,10,5,0,0,0,0,5,2,6,2,10,3,7,4,0,0,0,0,3,1,3,1,2,1,12,4,0,0,0,0,7,4,6,3,13,3,28,17,0,0,0,0,4,2,3,2,3,1,11,2,0,0,0,0,3,1,3,3,10,3,17,3
A Rodionova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,4,0,0,0,0,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,1,5,3,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0
C Paquet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12,4,17,6,18,5,0,0,0,0,6,3,8,3,6,5,13,8,0,0,0,0,6,4,4,2,11,8,5,2,0,0,0,0,3,3,5,2,5,0,5,2,0,0,0,0,7,6,5,0,9,3,11,3,0,0,0,0,2,1,2,0,3,1,2,1,0,0,0,0,3,1,3,0,0,0,3,1,0,0,0,0,6,4,7,2,8,4,10,3,0,0,0,0,2,2,2,0,7,3,4,2,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,6,3,5,2,4,2,8,3,0,0,0,0,4,3,4,0,7,5,5,1,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,6,4,6,1,7,2,7,2,0,0,0,0,1,0,0,0,5,2,3,2,0,0,0,0,3,2,2,1,15,4,3,0,0,0,0,0,2,2,1,0,4,4,3,0,0,0,0,0,1,1,1,0,11,8,0,0
M Sherif,0,0,0,0,5,2,4,0,10,8,10,3,0,0,0,0,26,19,28,15,15,8,15,7,0,0,0,0,19,10,13,6,8,4,8,1,0,0,0,0,7,3,15,6,7,7,7,2,0,0,0,0,10,6,7,1,4,2,7,2,0,0,0,0,12,9,15,4,11,3,6,3,0,0,0,0,4,4,6,4,0,0,2,1,0,0,0,0,6,4,6,3,2,2,5,2,0,0,0,0,13,8,12,6,5,3,5,2,0,0,0,0,7,4,6,1,8,5,4,1,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,10,6,9,3,3,2,5,0,0,0,0,0,9,9,11,3,7,3,5,0,0,0,0,0,3,2,3,1,3,1,2,1,0,0,0,0,13,11,11,4,4,4,5,1,0,0,0,0,2,1,5,1,5,4,1,0,0,0,0,0,9,7,23,10,13,6,2,1,0,0,0,0,7,3,13,6,6,2,1,0,0,0,0,0,2,2,10,1,7,5,1,1
K Juvan,0,0,0,0,4,4,5,3,7,3,7,3,0,0,0,0,30,11,28,6,28,13,28,14,0,0,0,0,11,8,22,12,13,9,14,6,0,0,0,0,19,10,6,4,15,8,14,9,0,0,0,0,8,6,10,4,9,4,8,5,0,0,0,0,13,7,14,5,12,9,11,4,0,0,0,0,9,5,4,1,7,5,9,4,0,0,0,0,6,3,6,4,4,2,3,1,0,0,0,0,9,4,13,5,14,9,12,9,0,0,0,0,11,5,8,5,8,3,9,4,0,0,0,0,4,3,1,1,2,1,4,2,0,0,0,0,7,6,12,5,11,6,4,2,0,0,0,0,10,6,8,2,8,3,14,7,0,0,0,0,9,5,5,2,6,5,6,5,0,0,0,0,7,5,11,3,8,4,9,1,0,0,0,0,9,7,5,2,10,4,8,1,0,0,0,0,25,13,22,7,20,10,19,8,0,0,0,0,13,6,15,9,10,4,11,4,0,0,0,0,12,9,7,0,10,6,8,1
J Konta,0,0,0,0,0,0,0,0,6,4,6,1,0,0,0,0,6,5,6,4,19,10,19,10,0,0,0,0,5,3,2,0,10,7,9,2,0,0,0,0,1,0,4,1,9,4,10,5,0,0,0,0,3,3,2,1,7,2,7,2,0,0,0,0,2,1,3,2,7,4,7,1,0,0,0,0,1,0,1,0,5,2,5,2,0,0,0,0,3,1,1,0,2,0,5,3,0,0,0,0,1,0,2,0,9,5,8,4,0,0,0,0,1,0,3,2,5,2,4,2,0,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,2,1,2,0,7,5,7,2,0,0,0,0,1,0,1,1,6,2,6,3,0,0,0,0,1,1,2,1,5,3,2,1,0,0,0,0,1,1,0,0,4,2,5,2,0,0,0,0,2,1,2,0,7,2,4,1,0,0,0,0,2,2,2,1,9,4,14,3,0,0,0,0,2,1,1,0,4,3,11,6,0,0,0,0,0,0,1,1,5,4,3,0
V Azarenka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,3,63,38,62,35,0,0,0,0,8,7,8,2,38,18,27,10,0,0,0,0,3,2,3,0,25,17,35,17,0,0,0,0,7,4,6,3,18,7,17,10,0,0,0,0,3,1,5,2,37,24,28,17,0,0,0,0,1,1,0,0,8,4,17,9,0,0,0,0,4,3,3,2,7,7,7,5,0,0,0,0,4,3,6,2,35,18,21,10,0,0,0,0,3,2,2,2,17,10,25,12,0,0,0,0,0,0,0,0,4,2,9,2,0,0,0,0,4,1,6,3,18,6,16,9,0,0,0,0,3,1,2,0,27,14,23,10,0,0,0,0,1,0,2,2,9,2,19,5,0,0,0,0,4,1,5,2,26,19,22,6,0,0,0,0,2,1,0,0,15,7,24,13,0,0,0,0,7,3,5,0,23,14,30,11,0,0,0,0,3,2,5,3,14,8,19,9,0,0,0,0,4,2,0,0,9,3,11,7
J Pegula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,53,24,45,28,46,17,0,0,0,0,29,23,29,6,28,11,29,13,0,0,0,0,21,9,24,11,17,12,17,7,0,0,0,0,23,14,23,10,11,6,16,8,0,0,0,0,15,10,19,15,29,16,23,12,0,0,0,0,12,8,11,7,5,4,7,3,0,0,0,0,14,8,13,4,6,3,8,4,0,0,0,0,19,12,14,5,21,8,19,9,0,0,0,0,13,7,19,7,17,10,16,8,0,0,0,0,4,3,7,2,1,1,3,2,0,0,0,0,18,14,13,8,11,5,14,8,0,0,0,0,14,9,17,11,23,12,17,8,0,0,0,0,9,2,12,7,8,5,9,6,0,0,0,0,13,8,14,7,18,8,17,11,0,0,0,0,7,5,16,7,16,8,11,4,0,0,0,0,20,17,24,12,52,25,37,16,0,0,0,0,17,7,12,4,25,10,21,8,0,0,0,0,3,0,12,8,27,19,16,5
D Aiava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,5,0,0,0,0,0,0,0,0,3,2,5,4,0,0,0,0,0,0,0,0,7,6,5,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,7,4,7,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,2,6,4,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,4,2,5,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0,0,0,12,6,3,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0
