surface,name1,pts_served1,service_pts_won1,pts_received1,receiving_pts_won1,aces1,name2,pts_served2,service_pts_won2,pts_received2,receiving_pts_won2,aces2,sample_size
Hard,Ashleigh Barty,220,144,249,122,29,Amanda Anisimova,295,163,278,100,6,8
Hard,Jessica Pegula,1074,647,1167,548,60,Maria Sakkari,629,383,646,270,50,31
Hard,Barbora Krejcikova,989,587,948,386,59,Victoria Azarenka,811,449,795,369,28,28
Hard,Madison Keys,115,60,102,30,6,Paula Badosa,178,104,198,93,16,4
Hard,Danielle Collins,877,510,749,305,45,Elise Mertens,670,368,715,313,42,20
Hard,Alize Cornet,461,259,472,237,16,Simona Halep,492,290,497,240,23,13
Hard,Iga Swiatek,334,228,420,198,28,Sorana Cirstea,468,268,461,191,17,13
Hard,Kaia Kanepi,463,267,412,151,29,Aryna Sabalenka,353,213,358,142,34,12
Hard,Ashleigh Barty,312,188,286,135,28,Jessica Pegula,492,297,532,225,27,12
Hard,Madison Keys,168,86,180,78,9,Barbora Krejcikova,194,120,200,93,12,7
Hard,Danielle Collins,801,460,721,285,52,Alize Cornet,536,280,519,234,7,18
Hard,Iga Swiatek,262,163,265,109,9,Kaia Kanepi,397,221,350,149,24,10
Hard,Ashleigh Barty,0,0,0,0,0,Madison Keys,0,0,0,0,0,0
Hard,Danielle Collins,723,425,627,264,36,Iga Swiatek,532,332,544,227,24,19
Hard,Ashleigh Barty,413,280,430,177,41,Danielle Collins,433,262,367,157,25,15
Hard,Iga Swiatek,604,361,695,303,23,Maria Sakkari,855,472,807,319,36,26
Hard,Anett Kontaveit,884,534,797,350,50,Jelena Ostapenko,692,373,729,312,19,26
Hard,Iga Swiatek,482,284,547,239,19,Aryna Sabalenka,981,587,1030,427,81,26
Hard,Maria Sakkari,216,124,215,83,6,Cori Gauff,365,214,380,146,23,12
Hard,Anett Kontaveit,1293,761,1201,531,66,Ons Jabeur,1159,650,1165,483,65,36
Hard,Jelena Ostapenko,491,270,503,216,11,Garbine Muguruza,912,548,930,406,54,24
Hard,Aryna Sabalenka,756,453,803,331,67,Jil Teichmann,711,417,712,265,30,25
Hard,Iga Swiatek,418,267,485,233,15,Daria Kasatkina,749,432,779,349,19,20
Hard,Cori Gauff,639,387,589,258,40,Paula Badosa,304,191,321,138,29,13
Hard,Maria Sakkari,629,383,646,270,50,Jessica Pegula,1074,647,1167,548,60,31
Hard,Ons Jabeur,477,292,476,224,27,Tereza Martincova,590,317,574,249,8,16
Hard,Anett Kontaveit,911,539,862,354,41,Elise Mertens,882,502,936,443,63,27
Hard,Garbine Muguruza,296,183,322,131,15,Madison Brengle,239,124,248,105,0,8
Hard,Jelena Ostapenko,510,287,545,241,17,Barbora Krejcikova,660,379,594,227,24,18
Hard,Iga Swiatek,771,469,809,331,32,Anett Kontaveit,1064,638,984,415,51,33
Hard,Iga Swiatek,604,361,695,303,23,Maria Sakkari,855,472,807,319,36,26
Hard,Iga Swiatek,334,205,352,160,19,Simona Halep,593,320,580,263,21,16
Hard,Maria Sakkari,1238,700,1195,496,70,Paula Badosa,1151,656,1077,465,56,38
Hard,Simona Halep,293,173,273,124,19,Petra Martic,257,139,250,105,13,8
Hard,Iga Swiatek,289,176,262,95,17,Madison Keys,170,93,153,59,8,8
Hard,Paula Badosa,732,454,733,296,50,Veronika Kudermetova,692,382,668,255,46,22
Hard,Maria Sakkari,734,414,691,284,27,Elena Rybakina,581,353,546,208,64,22
Hard,Simona Halep,317,175,349,163,12,Sorana Cirstea,479,271,546,220,15,11
Hard,Petra Martic,280,165,288,110,11,Liudmila Samsonova,222,132,237,102,21,6
Hard,Iga Swiatek,539,332,617,260,25,Angelique Kerber,639,357,643,274,13,20
Hard,Madison Keys,0,0,0,0,0,Harriet Dart,0,0,0,0,0,0
Hard,Paula Badosa,570,351,590,282,32,Leylah Fernandez,373,214,349,160,12,15
Hard,Veronika Kudermetova,1072,615,1062,412,76,Marketa Vondrousova,768,455,835,359,28,31
Hard,Maria Sakkari,0,0,0,0,0,Daria Saville,0,0,0,0,0,0
Hard,Elena Rybakina,255,160,252,90,25,Viktorija Golubic,401,224,434,202,1,11
Hard,Iga Swiatek,210,121,216,73,5,Naomi Osaka,322,178,274,111,26,9
Hard,Naomi Osaka,341,217,380,171,35,Belinda Bencic,523,315,507,200,18,15
Hard,Iga Swiatek,609,373,650,272,34,Jessica Pegula,675,407,683,301,27,25
Hard,Belinda Bencic,0,0,0,0,0,Daria Saville,59,35,59,32,1,2
Hard,Naomi Osaka,332,199,313,152,25,Danielle Collins,611,356,568,249,21,17
Hard,Jessica Pegula,862,516,921,446,45,Paula Badosa,674,370,650,282,31,23
Hard,Iga Swiatek,569,351,656,296,27,Petra Kvitova,529,317,538,249,44,22
Hard,Belinda Bencic,334,182,351,143,19,Aliaksandra Sasnovich,621,329,611,252,16,17
Hard,Daria Saville,0,0,0,0,0,Lucia Bronzetti,0,0,0,0,0,0
Hard,Naomi Osaka,299,187,272,111,29,Alison Riske Amritraj,194,111,176,81,8,8
