name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Andy Murray,0,0,0,0,0,70,50,72,40,13,0,0,0,0,0,Jurgen Melzer,0,0,0,0,0,72,32,70,20,1,0,0,0,0,0,0,1,0
Tommy Haas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stan Wawrinka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grigor Dimitrov,0,0,0,0,0,100,61,80,27,6,0,0,0,0,0,Tomas Berdych,0,0,0,0,0,80,53,100,39,6,0,0,0,0,0,0,1,0
Milos Raonic,167,130,191,50,23,80,60,91,25,12,0,0,0,0,0,Jo-Wilfried Tsonga,191,141,167,37,17,91,66,80,20,7,0,0,0,0,0,1,1,0
Jeremy Chardy,0,0,0,0,0,56,34,56,14,9,0,0,0,0,0,Ivan Dodig,0,0,0,0,0,56,42,56,22,11,0,0,0,0,0,0,1,0
David Ferrer,0,0,0,0,0,71,47,99,46,1,0,0,0,0,0,Ernests Gulbis,0,0,0,0,0,99,53,71,24,8,0,0,0,0,0,0,1,0
Novak Djokovic,0,0,0,0,0,0,0,0,0,0,141,94,116,40,2,Philipp Kohlschreiber,0,0,0,0,0,0,0,0,0,0,116,76,141,47,4,0,0,1
Rafael Nadal,103,76,113,42,6,188,114,185,69,6,201,118,209,103,5,Andy Murray,113,71,103,27,15,185,116,188,74,14,209,106,201,83,7,1,3,2
Grigor Dimitrov,0,0,0,0,0,136,89,144,55,19,0,0,0,0,0,Tommy Haas,0,0,0,0,0,144,89,136,47,7,0,0,0,0,0,0,2,0
Milos Raonic,0,0,0,0,0,231,179,268,91,55,0,0,0,0,0,Jeremy Chardy,0,0,0,0,0,268,177,231,52,19,0,0,0,0,0,0,3,0
