name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Rafael Nadal,776,543,775,303,54,6442,4310,6696,2649,275,3769,2469,4046,1811,111,Diego Schwartzman,492,281,509,184,9,3532,2143,3695,1498,130,3584,2043,3566,1463,86,0,0,0
Marin Cilic,1567,1144,1693,589,282,5705,3850,6016,2264,786,1605,1043,1611,646,164,Pablo Carreno Busta,314,181,293,77,16,4373,2698,4162,1467,245,3512,2185,3635,1427,168,0,0,0
Grigor Dimitrov,1032,722,1080,393,138,8144,5400,8275,3101,700,1423,877,1380,512,102,Nick Kyrgios,929,628,892,266,167,5051,3526,5134,1790,848,2271,1504,2120,675,283,0,0,0
Kyle Edmund,688,414,696,237,52,3110,1970,3110,1145,215,1324,846,1251,451,78,Andreas Seppi,907,584,887,310,67,3709,2268,3821,1396,283,1244,738,1180,420,64,0,0,0
Tennys Sandgren,0,0,0,0,0,244,149,210,70,14,0,0,0,0,0,Dominic Thiem,0,0,0,0,0,246,159,276,98,18,322,207,303,137,19,0,0,0
Hyeon Chung,113,76,117,33,3,2237,1358,2255,838,121,1226,785,1316,500,43,Novak Djokovic,1133,791,1204,464,86,4403,2997,4736,2081,267,1934,1264,2073,911,79,0,0,0
Tomas Berdych,1465,1074,1655,594,181,5627,3718,5654,2103,594,2043,1347,2042,743,123,Fabio Fognini,458,294,475,164,25,4746,2856,4568,1706,226,3709,2196,3558,1418,129,0,0,0
Roger Federer,376,272,378,136,41,388,279,444,199,52,106,76,127,50,11,Marton Fucsovics,0,0,0,0,0,183,121,199,80,9,401,251,373,155,12,0,0,0
Marin Cilic,2425,1755,2666,908,420,7560,5088,7935,2926,1025,1938,1250,1944,772,174,Rafael Nadal,794,557,823,292,71,6785,4530,7071,2793,273,3603,2388,3991,1808,110,0,0,0
Kyle Edmund,749,462,771,267,59,3987,2515,3949,1398,245,1662,1061,1592,570,102,Grigor Dimitrov,970,667,1031,389,99,7525,4909,7541,2833,600,1251,771,1256,450,75,0,0,0
Hyeon Chung,0,0,0,0,0,217,130,199,61,11,101,65,106,58,1,Tennys Sandgren,0,0,0,0,0,216,125,169,50,9,70,35,56,18,1,0,0,0
Roger Federer,2109,1538,2329,859,265,5629,4006,6287,2488,675,1273,875,1370,531,93,Tomas Berdych,1148,834,1264,414,142,5553,3613,5512,2022,559,2316,1522,2305,818,145,0,0,0
Marin Cilic,1333,976,1487,512,207,5541,3611,5696,2086,732,1566,1007,1561,605,157,Kyle Edmund,593,351,615,214,44,3868,2446,3789,1342,254,1362,860,1267,432,71,0,0,0
Roger Federer,1545,1149,1760,656,187,4423,3134,4932,1978,502,839,576,869,344,50,Hyeon Chung,113,76,117,33,3,2309,1385,2387,897,112,994,622,1050,387,33,0,0,0
Roger Federer,2280,1684,2561,962,271,6192,4410,6987,2785,737,1251,848,1320,516,83,Marin Cilic,1503,1109,1677,591,275,6838,4544,7124,2600,945,2009,1294,1999,796,178,0,0,0
Philipp Kohlschreiber,436,293,466,155,49,2141,1400,2231,792,148,1894,1240,2058,805,111,Pierre Hugues Herbert,656,427,672,221,86,2290,1481,2231,694,309,603,381,590,195,57,0,0,0
Juan Martin del Potro,508,367,597,216,50,2761,1841,2838,1008,288,535,346,562,228,55,Leonardo Mayer,225,150,220,70,18,1567,963,1562,529,124,1359,889,1357,450,82,0,0,0
Milos Raonic,1496,1109,1591,538,313,5304,3759,5448,1847,917,1590,1106,1625,583,206,Marcos Baghdatis,1378,935,1501,494,155,4233,2631,4165,1524,407,1143,701,1133,416,70,0,0,0
Sam Querrey,2251,1580,2365,777,413,4327,2852,4287,1426,702,1531,1003,1536,504,216,Feliciano Lopez,1349,950,1458,470,224,4672,3051,4548,1541,636,2350,1524,2374,843,267,0,0,0
Kevin Anderson,1003,733,1097,337,232,4523,3159,4648,1525,833,1994,1303,1923,664,252,Pablo Carreno Busta,101,63,81,15,6,3339,2097,3321,1203,219,2965,1853,3042,1190,131,0,0,0
Borna Coric,275,189,257,69,22,2809,1756,2859,990,186,1544,951,1405,479,105,Taylor Fritz,602,376,529,144,61,2712,1737,2654,936,265,61,33,67,26,5,0,0,0
Hyeon Chung,69,53,71,21,3,1643,974,1722,680,69,1066,665,1088,397,33,Pablo Cuevas,328,200,285,92,26,1850,1150,1773,664,145,2216,1454,2341,867,159,0,0,0
Roger Federer,2530,1871,2804,1038,313,5664,4019,6268,2468,671,944,643,975,376,57,Jeremy Chardy,816,566,852,248,109,3647,2313,3610,1256,339,1875,1131,1872,709,120,0,0,0
Juan Martin del Potro,553,398,642,237,54,4934,3340,5072,1836,521,664,423,676,253,62,Philipp Kohlschreiber,900,601,917,292,81,2972,1922,2991,1064,196,1967,1255,1960,740,121,0,0,0
