name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Roger Federer,0,0,0,0,0,192,112,193,70,10,0,0,0,0,0,Novak Djokovic,0,0,0,0,0,193,123,192,80,16,0,0,0,0,0,0,2,0
Stan Wawrinka,0,0,0,0,0,119,69,104,42,6,0,0,0,0,0,Roger Federer,0,0,0,0,0,104,62,119,50,5,0,0,0,0,0,0,1,0
Rafael Nadal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jarkko Nieminen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Berdych,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grigor Dimitrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Bautista Agut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lukasz Kubot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Giraldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andy Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kei Nishikori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milos Raonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feliciano Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dominic Thiem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ferrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Isner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernests Gulbis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marin Cilic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Nadal,0,0,0,0,0,242,162,248,96,12,45,37,48,20,0,Tomas Berdych,0,0,0,0,0,248,152,242,80,24,48,28,45,8,5,0,4,1
