name1,grass_pts_served1,grass_service_pts_won1,grass_pts_received1,grass_receiving_pts_won1,grass_aces1,hard_pts_served1,hard_service_pts_won1,hard_pts_received1,hard_receiving_pts_won1,hard_aces1,clay_pts_served1,clay_service_pts_won1,clay_pts_received1,clay_receiving_pts_won1,clay_aces1,name2,grass_pts_served2,grass_service_pts_won2,grass_pts_received2,grass_receiving_pts_won2,grass_aces2,hard_pts_served2,hard_service_pts_won2,hard_pts_received2,hard_receiving_pts_won2,hard_aces2,clay_pts_served2,clay_service_pts_won2,clay_pts_received2,clay_receiving_pts_won2,clay_aces2,grass_sample_size,hard_sample_size,clay_sample_size
Rafael Nadal,0,0,0,0,0,927,649,1023,446,47,1209,806,1249,582,35,Kei Nishikori,186,122,204,80,3,1047,630,1025,378,36,459,284,485,192,8,0,0,0
Grigor Dimitrov,190,136,188,57,22,492,311,475,182,54,488,306,480,187,33,Roberto Bautista Agut,197,121,189,64,4,753,444,740,279,24,231,126,226,90,5,0,0,0
Andy Murray,0,0,0,0,0,83,55,75,37,6,0,0,0,0,0,Stephane Robert,0,0,0,0,0,94,54,115,43,8,0,0,0,0,0,0,0,0
Roger Federer,0,0,0,0,0,1418,927,1444,537,106,579,385,657,262,52,Jo-Wilfried Tsonga,85,52,82,25,10,1208,820,1216,412,146,420,261,380,129,25,0,0,0
Tomas Berdych,425,319,520,197,61,1639,1122,1740,675,213,324,213,321,124,27,Kevin Anderson,85,45,60,16,8,1545,1047,1567,527,204,698,451,700,261,59,0,0,0
David Ferrer,275,184,329,133,12,1326,812,1264,511,55,483,324,525,239,19,Florian Mayer,172,110,165,41,5,589,348,656,222,33,907,545,822,319,47,0,0,0
Stan Wawrinka,120,83,125,38,10,1402,946,1519,585,146,1030,674,1072,420,60,Tommy Robredo,200,139,174,48,15,437,251,406,145,30,1438,889,1466,567,54,0,0,0
Novak Djokovic,178,124,206,89,29,1907,1325,2146,928,143,895,593,968,400,40,Fabio Fognini,0,0,0,0,0,595,324,540,214,22,1467,892,1454,614,36,0,0,0
Rafael Nadal,0,0,0,0,0,1373,923,1438,577,57,1272,833,1328,610,42,Grigor Dimitrov,0,0,0,0,0,877,556,863,302,108,411,237,381,123,23,0,0,0
Roger Federer,97,73,96,33,11,1595,1061,1692,668,123,578,390,626,249,39,Andy Murray,488,336,513,214,58,1344,896,1361,546,112,383,227,411,155,23,0,0,0
Tomas Berdych,223,141,210,69,17,2458,1641,2501,968,282,1112,703,1057,393,85,David Ferrer,375,256,439,177,19,2031,1259,2008,826,84,1164,711,1226,556,21,0,0,0
Stan Wawrinka,62,46,61,20,7,1119,756,1166,439,110,1003,639,1054,407,50,Novak Djokovic,252,170,293,122,28,1789,1261,2021,874,168,669,443,702,291,33,0,0,0
Rafael Nadal,0,0,0,0,0,1744,1186,1776,696,71,1173,816,1327,570,42,Roger Federer,255,188,261,79,27,1510,1028,1638,644,124,529,350,531,181,41,0,0,0
Stan Wawrinka,66,48,65,22,7,1837,1186,1856,673,174,1458,958,1551,592,94,Tomas Berdych,283,184,256,90,22,2159,1477,2252,835,232,767,477,739,279,59,0,0,0
Stan Wawrinka,144,101,128,41,17,1245,776,1162,428,110,1482,986,1608,636,92,Rafael Nadal,119,73,121,40,6,1604,1067,1667,686,80,1668,1099,1684,737,51,0,0,0
Alexandr Dolgopolov,344,223,325,119,46,585,331,569,180,46,251,143,273,84,20,Fabio Fognini,59,32,49,11,3,600,333,518,190,18,1076,639,1035,401,18,0,0,0
