P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Rafael Nadal,Marcos Daniel,hard,0,0,0,0
Rafael Nadal,Marcos Daniel,hard,2,1,15,0
Rafael Nadal,Marcos Daniel,hard,2,1,30,0
Rafael Nadal,Marcos Daniel,hard,2,1,40,0
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Rafael Nadal,Marcos Daniel,hard,1,1,15,0
Rafael Nadal,Marcos Daniel,hard,1,1,30,0
Rafael Nadal,Marcos Daniel,hard,1,2,30,15
Rafael Nadal,Marcos Daniel,hard,1,1,40,15
Rafael Nadal,Marcos Daniel,hard,1,2,40,30
Rafael Nadal,Marcos Daniel,hard,1,1,0,0
Rafael Nadal,Marcos Daniel,hard,2,2,0,15
Rafael Nadal,Marcos Daniel,hard,2,1,15,15
Rafael Nadal,Marcos Daniel,hard,2,1,30,15
Rafael Nadal,Marcos Daniel,hard,2,1,40,15
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Rafael Nadal,Marcos Daniel,hard,1,2,0,15
Rafael Nadal,Marcos Daniel,hard,1,1,15,15
Rafael Nadal,Marcos Daniel,hard,1,1,30,15
Rafael Nadal,Marcos Daniel,hard,1,1,40,15
Rafael Nadal,Marcos Daniel,hard,1,1,0,0
Rafael Nadal,Marcos Daniel,hard,2,1,15,0
Rafael Nadal,Marcos Daniel,hard,2,1,30,0
Rafael Nadal,Marcos Daniel,hard,2,1,40,0
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Rafael Nadal,Marcos Daniel,hard,1,1,15,0
Rafael Nadal,Marcos Daniel,hard,1,1,30,0
Rafael Nadal,Marcos Daniel,hard,1,1,40,0
Rafael Nadal,Marcos Daniel,hard,1,1,0,0
Rafael Nadal,Marcos Daniel,hard,2,1,15,0
Rafael Nadal,Marcos Daniel,hard,2,1,30,0
Rafael Nadal,Marcos Daniel,hard,2,1,40,0
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Rafael Nadal,Marcos Daniel,hard,1,2,0,15
Rafael Nadal,Marcos Daniel,hard,1,1,15,15
Rafael Nadal,Marcos Daniel,hard,1,2,15,30
Rafael Nadal,Marcos Daniel,hard,1,1,30,30
Rafael Nadal,Marcos Daniel,hard,1,2,30,40
Rafael Nadal,Marcos Daniel,hard,1,1,40,40
Rafael Nadal,Marcos Daniel,hard,1,2,40,AD
Rafael Nadal,Marcos Daniel,hard,1,1,40,40
Rafael Nadal,Marcos Daniel,hard,1,1,AD,40
Rafael Nadal,Marcos Daniel,hard,1,2,40,40
Rafael Nadal,Marcos Daniel,hard,1,2,40,AD
Rafael Nadal,Marcos Daniel,hard,1,1,40,40
Rafael Nadal,Marcos Daniel,hard,1,2,40,AD
Rafael Nadal,Marcos Daniel,hard,1,1,40,40
Rafael Nadal,Marcos Daniel,hard,1,1,AD,40
Rafael Nadal,Marcos Daniel,hard,1,1,0,0
Rafael Nadal,Marcos Daniel,hard,2,1,15,0
Rafael Nadal,Marcos Daniel,hard,2,1,30,0
Rafael Nadal,Marcos Daniel,hard,2,1,40,0
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Rafael Nadal,Marcos Daniel,hard,1,1,15,0
Rafael Nadal,Marcos Daniel,hard,1,1,30,0
Rafael Nadal,Marcos Daniel,hard,1,1,40,0
Rafael Nadal,Marcos Daniel,hard,1,1,0,0
Rafael Nadal,Marcos Daniel,hard,2,1,15,0
Rafael Nadal,Marcos Daniel,hard,2,1,30,0
Rafael Nadal,Marcos Daniel,hard,2,2,30,15
Rafael Nadal,Marcos Daniel,hard,2,1,40,15
Rafael Nadal,Marcos Daniel,hard,2,1,0,0
Bernard Tomic,Jeremy Chardy,hard,0,0,0,0
Bernard Tomic,Jeremy Chardy,hard,1,1,15,0
Bernard Tomic,Jeremy Chardy,hard,1,1,30,0
Bernard Tomic,Jeremy Chardy,hard,1,2,30,15
Bernard Tomic,Jeremy Chardy,hard,1,2,30,30
Bernard Tomic,Jeremy Chardy,hard,1,1,40,30
Bernard Tomic,Jeremy Chardy,hard,1,1,0,0
Bernard Tomic,Jeremy Chardy,hard,2,2,0,15
Bernard Tomic,Jeremy Chardy,hard,2,2,0,30
Bernard Tomic,Jeremy Chardy,hard,2,1,15,30
Bernard Tomic,Jeremy Chardy,hard,2,1,30,30
Bernard Tomic,Jeremy Chardy,hard,2,2,30,40
Bernard Tomic,Jeremy Chardy,hard,2,2,0,0
Bernard Tomic,Jeremy Chardy,hard,1,1,15,0
Bernard Tomic,Jeremy Chardy,hard,1,1,30,0
Bernard Tomic,Jeremy Chardy,hard,1,2,30,15
Bernard Tomic,Jeremy Chardy,hard,1,1,40,15
Bernard Tomic,Jeremy Chardy,hard,1,1,0,0
Bernard Tomic,Jeremy Chardy,hard,2,2,0,15
Bernard Tomic,Jeremy Chardy,hard,2,1,15,15
Bernard Tomic,Jeremy Chardy,hard,2,2,15,30
Bernard Tomic,Jeremy Chardy,hard,2,2,15,40
Bernard Tomic,Jeremy Chardy,hard,2,2,0,0
Bernard Tomic,Jeremy Chardy,hard,1,2,0,15
Bernard Tomic,Jeremy Chardy,hard,1,1,15,15
Bernard Tomic,Jeremy Chardy,hard,1,1,30,15
Bernard Tomic,Jeremy Chardy,hard,1,1,40,15
Bernard Tomic,Jeremy Chardy,hard,1,1,0,0
Bernard Tomic,Jeremy Chardy,hard,2,1,15,0
Bernard Tomic,Jeremy Chardy,hard,2,2,15,15
Bernard Tomic,Jeremy Chardy,hard,2,1,30,15
Bernard Tomic,Jeremy Chardy,hard,2,1,40,15
Bernard Tomic,Jeremy Chardy,hard,2,1,0,0
Bernard Tomic,Jeremy Chardy,hard,1,1,15,0
Bernard Tomic,Jeremy Chardy,hard,1,1,30,0
Bernard Tomic,Jeremy Chardy,hard,1,1,40,0
Bernard Tomic,Jeremy Chardy,hard,1,2,40,15
Bernard Tomic,Jeremy Chardy,hard,1,1,0,0
Bernard Tomic,Jeremy Chardy,hard,2,2,0,15
Bernard Tomic,Jeremy Chardy,hard,2,1,15,15
Bernard Tomic,Jeremy Chardy,hard,2,2,15,30
Bernard Tomic,Jeremy Chardy,hard,2,2,15,40
Bernard Tomic,Jeremy Chardy,hard,2,1,30,40
Bernard Tomic,Jeremy Chardy,hard,2,1,40,40
Bernard Tomic,Jeremy Chardy,hard,2,2,40,AD
Bernard Tomic,Jeremy Chardy,hard,2,1,40,40
Bernard Tomic,Jeremy Chardy,hard,2,2,40,AD
Bernard Tomic,Jeremy Chardy,hard,2,2,0,0
Bernard Tomic,Jeremy Chardy,hard,1,1,15,0
Bernard Tomic,Jeremy Chardy,hard,1,1,30,0
Bernard Tomic,Jeremy Chardy,hard,1,1,40,0
Bernard Tomic,Jeremy Chardy,hard,1,2,40,15
Bernard Tomic,Jeremy Chardy,hard,1,2,40,30
Bernard Tomic,Jeremy Chardy,hard,1,1,0,0
Bernard Tomic,Jeremy Chardy,hard,2,2,0,15
