P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Rafael Nadal,Dusan Lajovic,hard,0,0,0,0
Rafael Nadal,Dusan Lajovic,hard,0,0,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,15,0
Rafael Nadal,Dusan Lajovic,hard,1,1,30,0
Rafael Nadal,Dusan Lajovic,hard,1,1,40,0
Rafael Nadal,Dusan Lajovic,hard,1,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,2,0,15
Rafael Nadal,Dusan Lajovic,hard,2,2,0,30
Rafael Nadal,Dusan Lajovic,hard,2,1,15,30
Rafael Nadal,Dusan Lajovic,hard,2,2,15,40
Rafael Nadal,Dusan Lajovic,hard,2,2,0,0
Rafael Nadal,Dusan Lajovic,hard,1,2,0,15
Rafael Nadal,Dusan Lajovic,hard,1,2,0,30
Rafael Nadal,Dusan Lajovic,hard,1,2,0,40
Rafael Nadal,Dusan Lajovic,hard,1,1,15,40
Rafael Nadal,Dusan Lajovic,hard,1,1,30,40
Rafael Nadal,Dusan Lajovic,hard,1,2,0,0
Rafael Nadal,Dusan Lajovic,hard,2,2,0,15
Rafael Nadal,Dusan Lajovic,hard,2,2,0,30
Rafael Nadal,Dusan Lajovic,hard,2,2,0,40
Rafael Nadal,Dusan Lajovic,hard,2,2,0,0
Rafael Nadal,Dusan Lajovic,hard,1,2,0,15
Rafael Nadal,Dusan Lajovic,hard,1,1,15,15
Rafael Nadal,Dusan Lajovic,hard,1,1,30,15
Rafael Nadal,Dusan Lajovic,hard,1,1,40,15
Rafael Nadal,Dusan Lajovic,hard,1,2,40,30
Rafael Nadal,Dusan Lajovic,hard,1,2,40,40
Rafael Nadal,Dusan Lajovic,hard,1,1,AD,40
Rafael Nadal,Dusan Lajovic,hard,1,2,40,40
Rafael Nadal,Dusan Lajovic,hard,1,2,40,AD
Rafael Nadal,Dusan Lajovic,hard,1,1,40,40
Rafael Nadal,Dusan Lajovic,hard,1,1,AD,40
Rafael Nadal,Dusan Lajovic,hard,1,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,2,0,15
Rafael Nadal,Dusan Lajovic,hard,2,1,15,15
Rafael Nadal,Dusan Lajovic,hard,2,2,15,30
Rafael Nadal,Dusan Lajovic,hard,2,2,15,40
Rafael Nadal,Dusan Lajovic,hard,2,1,30,40
Rafael Nadal,Dusan Lajovic,hard,2,2,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,15,0
Rafael Nadal,Dusan Lajovic,hard,1,2,15,15
Rafael Nadal,Dusan Lajovic,hard,1,1,30,15
Rafael Nadal,Dusan Lajovic,hard,1,1,40,15
Rafael Nadal,Dusan Lajovic,hard,1,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,1,15,0
Rafael Nadal,Dusan Lajovic,hard,2,2,15,15
Rafael Nadal,Dusan Lajovic,hard,2,1,30,15
Rafael Nadal,Dusan Lajovic,hard,2,2,30,30
Rafael Nadal,Dusan Lajovic,hard,2,2,30,40
Rafael Nadal,Dusan Lajovic,hard,2,2,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,15,0
Rafael Nadal,Dusan Lajovic,hard,1,2,15,15
Rafael Nadal,Dusan Lajovic,hard,1,1,30,15
Rafael Nadal,Dusan Lajovic,hard,1,2,30,30
Rafael Nadal,Dusan Lajovic,hard,1,1,40,30
Rafael Nadal,Dusan Lajovic,hard,1,2,40,40
Rafael Nadal,Dusan Lajovic,hard,1,1,AD,40
Rafael Nadal,Dusan Lajovic,hard,1,2,40,40
Rafael Nadal,Dusan Lajovic,hard,1,1,AD,40
Rafael Nadal,Dusan Lajovic,hard,1,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,1,15,0
Rafael Nadal,Dusan Lajovic,hard,2,1,30,0
Rafael Nadal,Dusan Lajovic,hard,2,1,40,0
Rafael Nadal,Dusan Lajovic,hard,2,1,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,15,0
Rafael Nadal,Dusan Lajovic,hard,1,1,30,0
Rafael Nadal,Dusan Lajovic,hard,1,1,40,0
Rafael Nadal,Dusan Lajovic,hard,1,2,40,15
Rafael Nadal,Dusan Lajovic,hard,1,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,2,0,15
Rafael Nadal,Dusan Lajovic,hard,2,2,0,30
Rafael Nadal,Dusan Lajovic,hard,2,2,0,40
Rafael Nadal,Dusan Lajovic,hard,2,1,15,40
Rafael Nadal,Dusan Lajovic,hard,2,1,30,40
Rafael Nadal,Dusan Lajovic,hard,2,1,40,40
Rafael Nadal,Dusan Lajovic,hard,2,2,40,AD
Rafael Nadal,Dusan Lajovic,hard,2,2,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,1,0
Rafael Nadal,Dusan Lajovic,hard,2,1,2,0
Rafael Nadal,Dusan Lajovic,hard,2,1,3,0
Rafael Nadal,Dusan Lajovic,hard,1,2,3,1
Rafael Nadal,Dusan Lajovic,hard,1,1,4,1
Rafael Nadal,Dusan Lajovic,hard,2,2,4,2
Rafael Nadal,Dusan Lajovic,hard,2,2,4,3
Rafael Nadal,Dusan Lajovic,hard,1,1,5,3
Rafael Nadal,Dusan Lajovic,hard,1,2,5,4
Rafael Nadal,Dusan Lajovic,hard,2,2,5,5
Rafael Nadal,Dusan Lajovic,hard,2,1,6,5
Rafael Nadal,Dusan Lajovic,hard,1,2,6,6
Rafael Nadal,Dusan Lajovic,hard,1,1,7,6
Rafael Nadal,Dusan Lajovic,hard,2,1,0,0
Rafael Nadal,Dusan Lajovic,hard,2,1,15,0
Rafael Nadal,Dusan Lajovic,hard,2,1,30,0
Rafael Nadal,Dusan Lajovic,hard,2,1,40,0
Rafael Nadal,Dusan Lajovic,hard,2,2,40,15
Rafael Nadal,Dusan Lajovic,hard,2,2,40,30
Rafael Nadal,Dusan Lajovic,hard,2,1,0,0
Rafael Nadal,Dusan Lajovic,hard,1,1,15,0
Rafael Nadal,Dusan Lajovic,hard,1,1,30,0
