P1,P2,Surface,PointServer,PointWinner,P1Score,P2Score
Andy Murray,Illya Marchenko,hard,0,0,0,0
Andy Murray,Illya Marchenko,hard,1,2,0,15
Andy Murray,Illya Marchenko,hard,1,1,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,2,30,30
Andy Murray,Illya Marchenko,hard,1,1,40,30
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,2,40,AD
Andy Murray,Illya Marchenko,hard,1,2,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,1,30,0
Andy Murray,Illya Marchenko,hard,2,1,40,0
Andy Murray,Illya Marchenko,hard,2,1,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,1,30,0
Andy Murray,Illya Marchenko,hard,1,2,30,15
Andy Murray,Illya Marchenko,hard,1,2,30,30
Andy Murray,Illya Marchenko,hard,1,1,40,30
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,1,15,15
Andy Murray,Illya Marchenko,hard,2,1,30,15
Andy Murray,Illya Marchenko,hard,2,1,40,15
Andy Murray,Illya Marchenko,hard,2,1,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,2,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,1,40,15
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,1,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,2,15,40
Andy Murray,Illya Marchenko,hard,2,1,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,2,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,1,40,15
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,1,30,15
Andy Murray,Illya Marchenko,hard,2,2,30,30
Andy Murray,Illya Marchenko,hard,2,2,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,2,0,15
Andy Murray,Illya Marchenko,hard,1,1,15,15
Andy Murray,Illya Marchenko,hard,1,2,15,30
Andy Murray,Illya Marchenko,hard,1,1,30,30
Andy Murray,Illya Marchenko,hard,1,2,30,40
Andy Murray,Illya Marchenko,hard,1,1,40,40
Andy Murray,Illya Marchenko,hard,1,2,40,AD
Andy Murray,Illya Marchenko,hard,1,2,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,1,30,30
Andy Murray,Illya Marchenko,hard,2,2,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,2,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,1,40,15
Andy Murray,Illya Marchenko,hard,1,2,40,30
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,1,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,1,30,30
Andy Murray,Illya Marchenko,hard,2,1,40,30
Andy Murray,Illya Marchenko,hard,2,1,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,1,30,0
Andy Murray,Illya Marchenko,hard,1,1,40,0
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,2,15,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,1,30,0
Andy Murray,Illya Marchenko,hard,1,2,30,15
Andy Murray,Illya Marchenko,hard,1,2,30,30
Andy Murray,Illya Marchenko,hard,1,2,30,40
Andy Murray,Illya Marchenko,hard,1,2,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,2,0,30
Andy Murray,Illya Marchenko,hard,2,2,0,40
Andy Murray,Illya Marchenko,hard,2,1,15,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,1,30,0
Andy Murray,Illya Marchenko,hard,1,2,30,15
Andy Murray,Illya Marchenko,hard,1,2,30,30
Andy Murray,Illya Marchenko,hard,1,1,40,30
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,1,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,1,30,30
Andy Murray,Illya Marchenko,hard,2,2,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,2,15,15
Andy Murray,Illya Marchenko,hard,1,2,15,30
Andy Murray,Illya Marchenko,hard,1,1,30,30
Andy Murray,Illya Marchenko,hard,1,1,40,30
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,1,AD,40
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,1,AD,40
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,1,AD,40
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,1,AD,40
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,1,30,30
Andy Murray,Illya Marchenko,hard,2,1,40,30
Andy Murray,Illya Marchenko,hard,2,2,40,40
Andy Murray,Illya Marchenko,hard,2,1,AD,40
Andy Murray,Illya Marchenko,hard,2,1,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
Andy Murray,Illya Marchenko,hard,1,2,15,15
Andy Murray,Illya Marchenko,hard,1,2,15,30
Andy Murray,Illya Marchenko,hard,1,1,30,30
Andy Murray,Illya Marchenko,hard,1,1,40,30
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,2,0,15
Andy Murray,Illya Marchenko,hard,2,2,0,30
Andy Murray,Illya Marchenko,hard,2,1,15,30
Andy Murray,Illya Marchenko,hard,2,1,30,30
Andy Murray,Illya Marchenko,hard,2,2,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,2,0,15
Andy Murray,Illya Marchenko,hard,1,1,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,1,40,15
Andy Murray,Illya Marchenko,hard,1,2,40,30
Andy Murray,Illya Marchenko,hard,1,2,40,40
Andy Murray,Illya Marchenko,hard,1,2,40,AD
Andy Murray,Illya Marchenko,hard,1,1,40,40
Andy Murray,Illya Marchenko,hard,1,1,AD,40
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,2,15,40
Andy Murray,Illya Marchenko,hard,2,1,30,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,2,0,1
Andy Murray,Illya Marchenko,hard,2,1,1,1
Andy Murray,Illya Marchenko,hard,2,1,2,1
Andy Murray,Illya Marchenko,hard,1,1,3,1
Andy Murray,Illya Marchenko,hard,1,1,4,1
Andy Murray,Illya Marchenko,hard,2,2,4,2
Andy Murray,Illya Marchenko,hard,2,1,5,2
Andy Murray,Illya Marchenko,hard,1,2,5,3
Andy Murray,Illya Marchenko,hard,1,1,6,3
Andy Murray,Illya Marchenko,hard,2,2,6,4
Andy Murray,Illya Marchenko,hard,2,2,6,5
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,2,15,30
Andy Murray,Illya Marchenko,hard,2,2,15,40
Andy Murray,Illya Marchenko,hard,2,2,0,0
Andy Murray,Illya Marchenko,hard,1,2,0,15
Andy Murray,Illya Marchenko,hard,1,1,15,15
Andy Murray,Illya Marchenko,hard,1,1,30,15
Andy Murray,Illya Marchenko,hard,1,1,40,15
Andy Murray,Illya Marchenko,hard,1,1,0,0
Andy Murray,Illya Marchenko,hard,2,1,15,0
Andy Murray,Illya Marchenko,hard,2,2,15,15
Andy Murray,Illya Marchenko,hard,2,1,30,15
Andy Murray,Illya Marchenko,hard,2,2,30,30
Andy Murray,Illya Marchenko,hard,2,1,40,30
Andy Murray,Illya Marchenko,hard,2,2,40,40
Andy Murray,Illya Marchenko,hard,2,1,AD,40
Andy Murray,Illya Marchenko,hard,2,1,0,0
Andy Murray,Illya Marchenko,hard,1,1,15,0
